POA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6070,0,0,0,0,0,5,0,0,0,4,0,0,0,0,3,0,3,0,0,12,0,0,0,3,0,4,4,0,0,12,0,0,3,12,12,8,10,6,0,50,0,0,0,4,0,0,0,3,0,6,0,12,3,28,14,12,4,0,0,70,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,5,0,6,4,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,11,0,0,25,0,0,0,4,3,7,3,0,0,18,0,5,3,15,9,20,11,3,0,70,13,19,22,40,38,23,21,9,3,182,207,566,394,708,610,521,452,168,37,3656
POA6071,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,6,0,0,0,3,9,5,4,3,0,29,0,0,0,0,0,0,3,0,0,9,0,0,3,8,10,3,0,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,5,0,0,0,23,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,3,3,0,0,13,0,3,0,4,3,0,0,0,0,13,0,6,3,19,14,13,7,8,4,72,4,3,18,32,31,34,20,8,7,156,151,457,449,650,584,528,391,146,45,3400
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,4,0,12,0,22,17,20,23,29,19,3,0,138,33,120,114,163,161,164,106,41,11,900
POA6073,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,12,5,6,34,0,0,0,0,0,0,0,0,0,0,0,5,4,12,10,7,5,0,0,45,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,4,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,15,0,0,0,3,4,0,0,0,0,11,0,0,3,12,11,10,9,3,0,49,11,8,23,31,19,19,26,11,4,142,134,363,345,554,493,426,392,217,118,3041
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,13,0,9,7,21,14,10,11,0,0,68,48,128,117,212,155,149,126,43,16,991
POA6076,0,0,0,8,9,3,0,0,0,24,0,4,7,21,13,10,0,0,0,62,0,0,0,8,3,6,5,5,8,28,0,13,14,32,52,68,74,51,17,315,0,3,0,18,16,15,9,9,0,73,0,20,34,65,62,38,43,22,3,291,0,0,0,0,0,3,6,0,0,10,0,5,0,7,3,5,4,4,0,30,0,0,0,0,0,0,0,0,0,3,0,11,9,16,11,7,4,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,14,24,14,12,5,0,96,0,3,0,3,0,3,0,0,0,11,0,4,4,9,20,17,16,4,0,68,0,3,17,20,32,36,18,8,0,141,3,34,27,87,84,73,78,57,27,473,27,105,124,219,171,205,178,151,67,1248,985,2944,2786,4060,3328,2965,2818,1543,519,21948
POA6077,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,17,4,0,0,37,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,3,0,0,23,0,3,14,15,16,14,12,4,6,84,37,157,214,235,230,265,183,85,26,1428
POA6078,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,16,3,13,0,19,14,14,6,0,0,72,40,116,124,186,161,177,96,27,8,934
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,6,11,4,0,30
POA6081,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,3,7,5,11,11,3,0,49,0,3,0,3,0,0,0,0,0,8,0,4,3,23,15,10,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,10,0,0,3,3,3,7,0,0,0,20,0,6,0,17,12,13,13,0,0,67,15,26,34,73,62,42,37,11,4,301,228,745,596,1039,832,679,446,145,51,4756
POA6082,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,8,4,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,4,3,3,0,0,0,11,0,0,4,14,9,15,13,0,0,56,3,13,24,39,28,27,19,10,4,165,189,464,406,763,502,465,301,104,30,3221
POA6083,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,3,9,14,6,0,0,35,0,0,0,0,4,6,0,0,0,9,0,4,3,13,5,5,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,7,0,8,0,0,0,19,0,4,0,20,13,15,8,3,0,70,10,22,29,55,48,45,37,14,8,276,144,459,450,678,691,578,352,130,24,3512
POA6084,0,0,0,0,0,3,0,0,0,5,0,3,0,7,0,0,0,0,0,17,0,0,0,0,0,6,5,0,0,10,0,0,5,15,24,34,27,6,0,112,0,0,16,7,11,11,3,0,0,40,0,10,13,33,19,15,3,6,0,98,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,3,0,0,19,0,0,0,4,0,3,0,0,0,11,0,0,0,0,4,12,3,0,0,17,0,0,5,8,9,5,3,0,0,29,0,12,15,31,35,21,26,3,0,134,58,98,119,248,168,120,57,33,10,904,485,1205,1093,2011,1406,1087,682,226,44,8240
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6
POA6100,0,3,0,12,6,0,0,0,0,16,4,18,14,99,14,18,8,0,0,176,0,0,3,14,5,4,4,3,6,41,0,0,4,38,23,32,21,3,0,127,0,5,19,68,17,24,13,3,0,150,0,0,21,55,16,17,3,4,0,127,0,0,0,3,0,3,3,0,0,15,4,15,8,60,15,3,6,0,0,110,0,0,9,71,0,0,0,0,0,85,7,4,10,43,7,9,0,0,0,79,0,0,0,0,0,0,0,0,0,5,0,0,0,15,3,4,0,0,0,18,0,0,0,35,11,5,4,0,0,54,0,3,11,51,12,9,6,0,0,82,0,0,3,9,9,0,5,4,0,36,0,0,3,17,3,3,5,0,0,35,18,30,90,369,43,38,25,16,4,633,43,60,139,544,137,128,76,51,16,1189,792,1071,1938,5975,1717,1534,861,423,174,14480
POA6101,0,4,0,3,0,0,0,0,0,15,5,30,21,95,27,9,0,0,0,192,0,0,7,22,4,4,4,8,5,50,0,3,3,48,29,22,15,19,8,140,0,3,12,43,18,13,8,3,0,100,0,0,12,63,21,10,3,5,0,116,0,0,0,0,0,0,0,0,0,3,0,5,6,37,6,6,4,3,3,68,0,3,15,86,0,0,0,0,0,100,3,7,11,43,6,3,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,0,0,0,0,31,0,3,8,37,11,6,4,0,0,69,3,8,20,69,18,5,5,4,0,136,0,0,4,12,9,0,8,0,0,31,3,0,10,34,12,8,0,0,0,59,13,49,107,358,81,53,25,6,7,694,63,77,197,609,189,153,106,62,49,1502,1102,1405,2218,6565,1957,1521,998,504,288,16551
POA6102,0,0,5,5,4,0,0,0,0,25,3,17,50,127,20,11,4,0,0,239,0,0,0,8,4,3,8,0,10,37,0,0,3,12,14,14,17,19,11,81,0,0,67,79,13,21,9,5,6,198,0,0,35,24,3,13,9,6,8,103,0,0,0,0,3,3,0,0,0,13,0,0,37,46,13,0,0,3,3,105,0,0,11,58,0,0,0,0,0,70,3,5,19,42,9,6,3,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,5,0,0,20,0,7,16,15,3,6,4,0,3,48,3,4,55,82,14,14,3,0,0,174,0,0,0,3,0,0,5,7,0,10,0,0,18,25,0,4,3,0,0,55,14,46,197,497,63,42,21,16,25,924,52,85,203,423,113,93,91,85,154,1292,647,837,3114,4690,1129,910,783,768,806,13688
POA6103,0,0,0,8,0,0,0,0,0,7,3,21,19,90,30,13,3,0,0,198,0,0,0,8,3,12,4,8,3,33,0,0,0,24,3,5,10,6,3,59,0,3,16,60,5,18,10,0,0,118,0,3,11,43,7,13,0,0,0,80,0,0,0,0,0,3,0,3,0,11,0,0,8,37,3,6,3,0,0,67,0,0,0,50,0,0,0,0,0,55,0,0,7,37,4,8,0,0,0,58,0,0,0,4,0,0,3,0,0,8,0,0,0,3,3,0,0,0,0,10,3,0,4,7,3,0,3,0,0,26,0,0,12,31,14,6,4,0,0,68,0,0,0,10,0,0,0,0,0,15,0,0,9,28,3,3,3,0,0,46,3,24,65,275,55,30,27,7,0,492,74,81,177,569,147,130,62,48,24,1316,650,754,1438,4353,1093,993,580,370,139,10366
POA6104,0,11,0,13,0,0,0,0,0,21,5,48,35,146,38,20,10,0,0,312,0,0,0,11,3,6,5,9,10,50,0,0,0,27,21,31,24,15,6,128,3,5,15,73,10,27,15,0,0,157,0,5,13,37,22,22,4,3,3,106,0,0,0,0,3,3,5,0,0,9,4,3,14,49,9,15,3,0,0,97,0,0,3,42,3,0,0,0,0,48,7,0,5,55,13,8,3,0,0,88,0,0,0,3,0,4,0,0,0,7,0,0,0,5,4,3,0,0,0,14,0,3,5,10,6,5,3,0,0,31,0,0,8,59,20,23,9,3,3,127,0,0,0,4,0,4,0,5,3,18,0,0,4,22,10,6,3,0,0,47,3,43,82,232,66,48,25,15,13,540,79,91,170,490,187,135,127,95,69,1446,932,1317,1779,4865,1767,1558,1088,652,356,14321
POA6105,0,12,8,13,8,0,0,0,0,34,11,101,88,250,80,21,9,0,0,561,0,3,3,11,4,17,5,14,8,68,0,0,5,17,12,31,11,18,8,111,0,7,7,42,15,19,10,7,3,108,0,3,9,41,14,15,3,3,0,94,0,0,0,0,0,3,7,5,0,19,0,12,5,54,0,11,9,4,0,94,0,0,6,57,0,0,0,0,0,69,0,4,7,38,9,3,3,0,0,80,0,0,0,0,0,0,0,0,0,4,0,0,7,20,16,3,0,0,0,44,4,5,0,11,6,10,4,0,0,42,0,3,12,43,12,16,10,3,0,103,0,0,0,0,5,3,5,3,0,14,0,9,7,29,10,0,0,0,0,59,29,96,70,299,72,30,37,23,13,667,75,130,186,485,125,141,116,92,42,1393,1047,1692,1863,5138,1671,1428,1041,794,322,14997
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,10,0,3,0,9,0,4,3,0,0,19
POA6107,0,11,11,23,9,3,0,0,0,60,30,210,305,707,311,89,20,5,0,1682,0,0,0,23,18,22,16,11,8,105,0,0,4,32,29,48,25,30,9,181,0,20,59,165,43,52,31,13,3,398,0,12,48,100,49,26,13,10,0,251,0,0,0,3,0,3,3,5,5,21,3,28,41,267,39,25,16,12,3,430,0,9,24,244,5,8,0,0,0,284,0,24,36,117,14,20,5,3,0,216,0,0,0,0,0,0,0,0,0,3,0,4,16,113,51,12,7,0,0,206,8,13,12,31,17,15,6,0,0,103,4,11,50,126,36,37,15,5,0,282,0,0,3,10,9,16,11,4,3,49,3,25,46,93,20,12,0,0,0,200,65,222,304,1028,279,137,76,39,27,2170,185,209,381,995,278,209,180,129,85,2645,3416,4911,6405,16281,4588,3623,2511,1323,538,43605
POA6108,0,0,5,13,8,0,0,0,0,31,10,71,93,153,82,35,18,3,3,463,0,0,0,13,3,6,4,0,3,33,0,7,3,42,31,65,52,34,5,232,4,32,41,114,57,72,54,17,7,397,3,25,41,70,44,42,23,7,4,266,0,0,0,0,6,3,6,4,0,18,0,12,16,78,11,11,4,8,0,133,0,0,5,59,0,4,0,0,0,70,0,18,23,57,20,12,3,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,0,0,0,21,4,3,5,14,15,15,4,0,0,56,0,4,7,56,16,17,6,0,0,113,0,0,0,10,10,14,6,5,0,49,0,3,8,24,9,10,7,0,0,63,6,60,75,210,101,78,73,29,11,655,59,109,122,319,151,162,102,69,19,1121,1501,2946,2992,6538,3021,2879,2057,946,269,23153
POA6109,0,3,3,7,0,0,0,0,0,16,10,96,102,237,82,33,13,3,0,571,0,0,0,4,0,4,6,0,0,20,0,0,0,5,16,21,17,18,14,97,0,3,5,7,17,12,10,0,4,57,0,4,5,23,5,16,4,0,0,60,0,0,0,0,0,0,3,7,0,14,0,11,4,82,10,4,3,3,4,124,0,0,7,16,0,0,0,0,0,23,3,27,30,39,4,4,0,0,0,110,0,0,3,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,5,0,0,5,8,0,7,3,0,0,25,0,0,0,18,14,7,3,0,0,44,0,0,0,0,0,7,5,4,3,24,0,4,5,14,4,3,0,0,0,33,9,33,63,164,66,45,26,12,3,429,64,69,97,238,97,115,72,39,16,807,954,1496,1594,3701,1415,1277,946,533,209,12122
POA6110,3,23,10,27,9,4,0,0,0,76,15,132,147,375,162,52,15,4,0,904,0,3,3,24,6,9,9,0,0,56,3,5,7,57,52,78,76,40,15,335,4,38,60,142,78,64,24,3,3,419,3,79,101,210,121,76,17,17,4,626,0,0,0,3,0,6,3,0,0,12,3,27,35,236,45,33,16,8,3,417,0,0,3,47,4,0,0,0,0,56,3,45,55,82,28,8,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,18,3,8,5,31,14,20,5,0,3,90,0,8,5,45,19,4,3,0,0,89,0,0,0,10,13,13,15,7,7,70,3,16,24,89,30,10,4,5,0,174,8,122,172,478,201,122,71,33,23,1238,173,296,296,815,323,323,221,157,95,2708,3212,5868,5243,12594,5010,4022,2757,1540,611,40858
POA6111,3,10,6,16,5,0,0,0,0,43,3,35,50,94,42,24,6,0,0,248,0,0,0,7,4,13,3,4,7,38,3,0,12,36,53,74,59,21,4,256,0,4,7,16,12,11,11,7,0,73,0,21,41,70,48,22,19,8,0,229,0,0,0,0,0,0,0,3,0,7,3,7,5,50,11,0,3,3,0,84,0,0,0,4,3,0,0,0,0,16,3,39,21,33,11,6,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,3,9,8,13,22,18,16,3,0,96,0,3,0,11,4,6,0,3,0,28,0,0,0,13,21,13,23,9,3,84,0,4,8,37,20,15,4,0,0,86,10,32,61,182,73,73,53,17,13,519,100,154,144,459,223,222,191,84,74,1648,1491,2884,2815,6004,3237,3049,2341,909,339,23068
POA6112,0,4,13,23,5,3,0,0,0,59,9,177,173,472,153,58,18,5,0,1063,0,0,0,24,15,13,7,3,4,62,0,10,26,118,99,100,78,55,16,506,8,49,90,220,86,71,25,13,0,565,9,118,174,451,224,89,44,9,5,1122,0,0,0,0,3,3,3,3,0,11,7,72,30,236,55,19,12,0,0,436,0,0,3,39,4,0,0,0,0,47,4,46,38,100,20,9,6,0,0,220,0,0,0,0,0,0,0,0,0,8,0,0,0,4,3,0,0,0,0,11,3,23,14,65,21,23,15,7,0,164,0,0,3,49,17,3,0,0,0,86,0,0,0,35,27,32,28,15,3,142,0,60,69,205,50,28,5,3,0,418,35,176,244,785,213,159,77,41,20,1740,277,367,411,1123,495,374,304,218,101,3678,5473,7890,7115,19051,6470,5090,3235,1654,581,56554
POA6121,0,0,0,3,0,0,0,0,0,3,0,4,3,10,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,3,0,3,9,8,3,3,0,29,0,0,4,3,3,4,0,0,0,9,0,3,9,14,9,3,5,0,0,37,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,15,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,7,0,0,0,4,3,0,0,0,0,6,0,0,0,7,13,4,8,0,0,37,10,13,16,34,21,24,7,9,3,138,141,440,450,592,594,409,239,76,15,2963
POA6122,0,9,11,12,3,0,0,0,0,26,0,20,19,55,20,3,0,0,0,118,0,0,0,8,6,0,0,0,0,12,0,6,13,45,34,39,20,5,3,157,0,10,10,23,18,8,0,0,0,69,4,39,59,126,66,26,11,4,0,343,0,0,0,0,0,0,0,0,0,0,0,0,4,31,6,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,3,0,19,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,13,8,4,0,0,0,32,0,0,0,3,3,0,0,0,0,8,0,3,0,15,8,4,3,0,0,34,3,17,21,91,16,3,0,0,0,152,7,43,38,137,47,28,15,3,5,325,108,146,113,340,130,65,46,18,12,984,1813,2797,2291,6035,1955,1326,788,293,108,17410
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,4,4,3,0,0,0,18,8,18,19,33,23,12,6,0,4,120,124,205,218,389,228,201,111,53,25,1551
