POA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA6304,..,0,20,37,53,78,83,40,7,313,..,3,5,14,16,20,7,3,0,63,..,0,0,0,5,0,0,0,0,7,113,..,..,..,..,..,..,..,..,113,..,10,..,..,..,..,..,..,..,10,..,21,12,5,3,0,0,0,0,43,..,0,0,0,0,3,3,0,0,15,..,3,4,0,3,0,0,0,0,14,..,0,0,3,0,3,0,0,0,10,..,3,3,4,23,24,24,23,3,110,0,9,0,0,0,3,8,6,0,25,116,47,48,64,102,136,125,72,15,729,..,0,26,47,53,91,73,30,3,323,..,4,9,14,22,14,5,0,0,71,..,0,8,12,11,4,4,3,0,41,111,..,..,..,..,..,..,..,..,111,..,19,..,..,..,..,..,..,..,19,..,6,3,3,0,0,0,0,0,15,..,0,0,0,0,0,3,0,0,8,..,0,0,0,0,3,0,0,0,4
POA6306,..,0,9,19,48,39,39,25,3,182,..,4,16,4,10,4,4,0,0,40,..,0,0,0,0,3,0,0,0,3,85,..,..,..,..,..,..,..,..,85,..,4,..,..,..,..,..,..,..,4,..,20,3,6,3,0,0,0,0,32,..,7,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,9,..,0,3,4,13,18,21,4,0,63,0,3,5,4,3,0,3,0,0,21,88,38,41,43,79,63,66,25,10,447,..,0,15,35,53,30,37,21,0,184,..,6,13,6,9,4,6,0,0,47,..,0,9,3,3,8,0,0,0,29,77,..,..,..,..,..,..,..,..,77,..,6,..,..,..,..,..,..,..,6,..,7,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA6308,..,3,21,42,61,74,66,29,9,299,..,4,10,10,10,11,4,0,0,51,..,0,0,3,6,5,0,0,0,15,126,..,..,..,..,..,..,..,..,126,..,9,..,..,..,..,..,..,..,9,..,14,15,3,4,0,0,0,0,40,..,3,0,0,0,0,0,0,0,15,..,0,0,3,0,0,0,0,0,5,..,4,0,0,0,0,4,3,0,12,..,3,3,0,19,26,23,13,4,95,0,8,3,0,0,5,3,0,0,23,129,52,51,65,106,123,100,48,9,694,..,5,35,54,64,74,51,26,0,310,..,3,15,13,14,13,5,0,0,57,..,0,8,3,14,4,3,3,0,41,125,..,..,..,..,..,..,..,..,125,..,9,..,..,..,..,..,..,..,9,..,10,4,0,3,0,0,0,0,17,..,0,0,0,0,0,0,3,4,10,..,3,0,0,3,0,0,0,0,6
POA6309,..,0,0,9,9,15,14,3,0,50,..,0,0,0,3,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,11,3,0,0,19,0,0,0,0,3,3,0,0,0,4,18,7,7,12,14,30,23,4,0,118,..,0,3,5,14,14,13,3,0,53,..,0,0,0,4,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6311,..,0,12,14,24,22,27,10,3,115,..,0,8,7,0,3,0,0,0,22,..,0,0,0,0,0,0,0,0,0,44,..,..,..,..,..,..,..,..,44,..,0,..,..,..,..,..,..,..,0,..,9,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,8,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,4,..,0,6,3,4,7,17,3,0,41,0,0,0,0,0,0,0,0,0,8,44,15,26,26,41,30,47,17,3,249,..,0,13,20,31,28,19,7,0,113,..,4,6,6,4,4,0,0,0,28,..,0,3,3,0,0,0,0,0,4,61,..,..,..,..,..,..,..,..,61,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
POA6312,..,0,59,123,162,171,142,66,16,736,..,34,38,34,27,14,7,6,0,155,..,0,4,6,12,9,3,0,0,39,452,..,..,..,..,..,..,..,..,452,..,55,..,..,..,..,..,..,..,55,..,77,39,13,10,8,4,0,0,144,..,8,7,0,8,5,4,3,0,39,..,6,6,0,0,4,0,0,0,21,..,16,13,10,3,6,3,0,0,42,..,15,33,30,39,41,42,22,10,238,13,14,7,7,9,7,10,0,3,64,460,231,210,218,263,266,204,95,32,1991,..,10,110,137,151,200,111,41,11,768,..,38,52,23,20,15,5,3,0,159,..,9,41,41,46,24,5,7,5,184,435,..,..,..,..,..,..,..,..,435,..,78,..,..,..,..,..,..,..,78,..,48,16,6,0,0,3,0,0,77,..,16,0,0,3,8,6,3,0,44,..,3,0,0,0,0,0,0,0,6
POA6313,..,0,5,7,18,14,14,0,0,58,..,0,0,3,0,3,0,0,0,7,..,0,0,0,3,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,4,..,3,0,0,0,3,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,3,0,0,6,3,4,3,0,18,0,0,0,0,0,0,0,0,0,3,16,8,15,11,28,26,18,7,0,120,..,0,10,10,11,14,7,0,0,54,..,0,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA6315,..,0,26,51,70,74,84,34,8,351,..,11,14,14,12,10,3,0,3,63,..,0,4,3,0,3,3,3,0,16,156,..,..,..,..,..,..,..,..,156,..,19,..,..,..,..,..,..,..,19,..,23,7,11,4,3,0,0,0,49,..,4,3,3,0,3,0,0,0,8,..,3,0,0,3,0,0,0,0,8,..,4,6,0,7,3,0,0,0,19,..,8,8,11,30,22,32,19,4,132,0,4,3,0,3,10,7,3,0,30,156,67,71,92,121,131,134,60,24,847,..,4,39,55,78,94,71,15,7,356,..,9,18,7,14,10,3,4,0,64,..,4,9,21,9,5,0,3,3,54,169,..,..,..,..,..,..,..,..,169,..,29,..,..,..,..,..,..,..,29,..,11,8,0,4,0,0,0,0,19,..,7,0,0,0,0,0,4,0,11,..,0,3,0,0,3,0,0,0,5
POA6316,..,0,6,8,14,17,11,3,0,60,..,3,0,0,5,7,0,0,0,17,..,0,0,0,0,0,0,0,0,3,41,..,..,..,..,..,..,..,..,41,..,3,..,..,..,..,..,..,..,3,..,6,7,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,9,8,3,3,0,26,3,0,0,0,0,0,3,0,0,11,42,9,16,15,30,38,18,4,0,172,..,0,12,14,14,17,5,4,0,59,..,0,7,8,3,3,0,0,0,19,..,0,4,0,4,0,0,0,0,9,30,..,..,..,..,..,..,..,..,30,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3
POA6317,..,3,60,116,128,153,111,68,16,656,..,26,29,25,22,27,4,0,0,141,..,0,3,7,11,0,0,4,0,23,377,..,..,..,..,..,..,..,..,377,..,64,..,..,..,..,..,..,..,64,..,70,24,10,6,3,0,0,0,120,..,25,9,3,4,8,0,0,3,49,..,5,7,4,0,0,0,0,0,14,..,14,39,16,15,9,3,0,0,109,..,23,22,19,54,38,26,16,3,198,18,15,11,5,6,4,4,0,0,72,395,247,211,214,256,243,148,85,23,1817,..,8,86,140,141,141,106,51,3,669,..,30,36,33,23,14,3,0,0,139,..,8,32,26,25,17,4,5,0,120,331,..,..,..,..,..,..,..,..,331,..,40,..,..,..,..,..,..,..,40,..,51,17,7,3,0,0,0,0,76,..,11,4,3,3,6,9,3,4,42,..,4,3,0,0,0,0,0,0,11
POA6318,..,0,9,20,21,15,15,9,0,86,..,0,3,3,6,3,3,0,0,21,..,0,0,0,0,0,0,0,0,3,39,..,..,..,..,..,..,..,..,39,..,8,..,..,..,..,..,..,..,8,..,12,3,0,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,3,7,3,5,9,4,0,0,30,4,0,4,0,0,0,0,0,0,14,42,22,26,32,35,36,21,9,3,228,..,0,12,20,23,14,15,0,0,83,..,0,4,3,8,4,0,0,0,22,..,3,3,0,3,0,0,0,0,13,50,..,..,..,..,..,..,..,..,50,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA6320,..,0,17,12,21,25,12,7,3,100,..,0,3,6,5,0,0,0,0,15,..,0,0,0,0,0,0,0,0,4,62,..,..,..,..,..,..,..,..,62,..,3,..,..,..,..,..,..,..,3,..,3,0,3,0,0,0,0,0,10,..,5,0,6,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,4,0,4,8,3,3,0,26,0,0,3,0,3,0,0,0,0,16,68,23,30,26,33,36,16,14,3,253,..,0,13,18,23,21,14,4,0,94,..,3,5,3,0,4,0,0,0,17,..,3,3,7,6,0,3,0,0,20,75,..,..,..,..,..,..,..,..,75,..,3,..,..,..,..,..,..,..,3,..,4,3,0,0,0,0,0,0,7,..,3,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0
POA6321,..,0,5,20,20,22,19,15,0,97,..,0,3,3,5,7,0,0,0,19,..,0,0,0,0,0,0,0,0,0,47,..,..,..,..,..,..,..,..,47,..,4,..,..,..,..,..,..,..,4,..,3,3,0,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,5,..,0,5,3,4,11,6,3,0,30,0,3,0,0,0,0,0,0,0,5,47,14,24,25,34,38,29,18,7,226,..,0,15,18,18,24,16,8,0,97,..,0,3,3,10,0,0,0,0,19,..,0,0,3,3,0,3,0,0,10,53,..,..,..,..,..,..,..,..,53,..,4,..,..,..,..,..,..,..,4,..,7,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA6322,..,0,3,8,9,19,13,9,0,57,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,6,4,0,0,12,0,0,0,0,0,0,0,0,0,5,12,5,11,9,9,23,23,8,3,101,..,0,7,3,11,15,7,7,0,53,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6323,..,0,3,25,34,55,43,30,0,190,..,0,7,10,12,7,7,0,0,43,..,0,0,0,7,0,0,0,0,8,80,..,..,..,..,..,..,..,..,80,..,12,..,..,..,..,..,..,..,12,..,14,7,0,3,3,0,0,0,27,..,3,0,0,0,0,0,0,0,8,..,3,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,11,..,3,0,0,8,15,21,6,0,60,0,3,3,0,0,3,3,3,0,15,80,39,22,35,72,89,78,43,0,453,..,0,9,30,47,53,44,7,0,190,..,4,8,16,10,4,6,0,0,48,..,0,4,10,6,3,5,5,0,32,59,..,..,..,..,..,..,..,..,59,..,11,..,..,..,..,..,..,..,11,..,13,0,0,0,0,0,0,0,13,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
POA6324,..,8,36,90,122,148,106,67,12,587,..,14,27,27,27,19,10,0,0,131,..,0,3,6,3,4,3,0,0,27,304,..,..,..,..,..,..,..,..,304,..,60,..,..,..,..,..,..,..,60,..,49,18,6,3,4,0,0,0,79,..,8,3,4,3,4,0,0,3,29,..,7,9,5,0,0,3,0,0,23,..,12,5,10,9,10,3,0,0,59,..,10,13,13,42,43,40,11,3,177,3,10,5,7,7,3,5,0,3,50,309,181,120,184,221,229,169,86,27,1534,..,10,59,112,132,137,112,36,5,602,..,25,26,32,27,26,9,0,0,141,..,0,18,26,28,15,5,3,3,102,287,..,..,..,..,..,..,..,..,287,..,49,..,..,..,..,..,..,..,49,..,29,6,7,3,3,0,0,0,48,..,13,3,3,3,3,0,4,4,29,..,6,3,0,3,0,0,0,0,8
POA6326,..,0,7,12,21,21,32,6,3,98,..,0,0,0,5,3,3,0,0,17,..,0,0,0,0,3,0,0,0,3,38,..,..,..,..,..,..,..,..,38,..,4,..,..,..,..,..,..,..,4,..,15,5,3,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,3,6,3,6,0,0,26,0,0,0,0,0,0,0,0,0,0,38,19,17,16,40,29,39,10,3,215,..,0,6,19,25,27,19,6,3,102,..,0,3,3,7,3,0,0,0,22,..,0,0,0,0,3,0,0,0,12,38,..,..,..,..,..,..,..,..,38,..,10,..,..,..,..,..,..,..,10,..,14,7,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6327,..,0,3,4,5,14,15,6,3,53,..,0,5,0,4,3,0,0,0,19,..,0,0,0,0,0,0,0,0,0,27,..,..,..,..,..,..,..,..,27,..,8,..,..,..,..,..,..,..,8,..,6,4,3,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,4,0,0,13,0,0,0,0,0,3,0,0,0,9,27,15,13,11,15,19,20,7,5,140,..,0,4,15,9,12,14,0,0,53,..,0,6,3,3,4,0,0,0,16,..,0,0,0,0,0,0,0,0,4,22,..,..,..,..,..,..,..,..,22,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6328,..,0,12,14,13,21,23,8,0,87,..,3,7,0,4,0,0,0,0,20,..,0,0,0,3,0,0,0,0,0,38,..,..,..,..,..,..,..,..,38,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,4,5,6,10,3,0,0,31,0,0,0,0,0,4,0,0,0,7,38,22,22,19,26,34,26,7,3,199,..,0,8,14,19,24,13,0,0,86,..,3,11,0,5,0,0,0,0,21,..,0,0,3,0,0,0,0,0,6,36,..,..,..,..,..,..,..,..,36,..,5,..,..,..,..,..,..,..,5,..,6,0,0,0,0,0,0,0,4,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0
POA6330,..,30,534,1005,1198,1289,1143,630,196,6035,..,160,340,276,260,212,96,27,4,1373,..,0,16,60,99,49,23,19,4,271,3188,..,..,..,..,..,..,..,..,3188,..,631,..,..,..,..,..,..,..,631,..,720,235,98,78,31,5,0,0,1160,..,88,55,20,23,18,24,9,8,258,..,56,51,20,16,9,3,0,0,168,..,86,88,40,68,61,29,12,0,376,..,62,168,126,249,319,287,156,112,1484,60,85,66,43,46,65,57,31,5,468,3249,1920,1556,1695,2047,2049,1667,895,331,15409,..,64,756,1158,1330,1342,1042,447,91,6223,..,218,391,291,270,191,79,20,0,1465,..,47,182,322,323,126,50,59,31,1143,2929,..,..,..,..,..,..,..,..,2929,..,624,..,..,..,..,..,..,..,624,..,446,114,52,25,25,3,0,0,666,..,69,29,9,27,39,50,39,23,286,..,63,18,14,11,8,0,0,0,110
POA6333,..,3,35,139,191,214,264,121,26,986,..,13,51,54,67,62,29,8,0,281,..,0,3,6,18,7,0,0,3,42,462,..,..,..,..,..,..,..,..,462,..,100,..,..,..,..,..,..,..,100,..,59,21,10,9,9,0,0,0,108,..,13,0,3,0,4,0,3,0,23,..,4,3,0,3,7,0,0,0,19,..,11,7,4,7,7,10,0,0,45,..,3,14,16,47,91,78,36,10,295,8,9,5,10,4,16,19,9,0,84,475,212,141,241,345,409,396,176,43,2442,..,3,74,171,192,227,243,78,13,1007,..,16,57,66,68,62,17,6,0,294,..,0,13,43,75,15,5,3,8,164,422,..,..,..,..,..,..,..,..,422,..,94,..,..,..,..,..,..,..,94,..,33,16,5,0,3,0,0,0,56,..,3,0,0,0,0,6,3,6,23,..,8,0,3,0,3,0,0,0,18
POA6335,..,0,16,25,21,39,19,6,0,128,..,5,16,7,4,3,0,0,0,32,..,0,0,0,0,0,0,0,0,3,67,..,..,..,..,..,..,..,..,67,..,5,..,..,..,..,..,..,..,5,..,14,11,0,3,0,0,0,0,29,..,3,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,9,6,0,0,0,0,0,0,16,..,0,5,5,4,10,4,0,4,30,3,0,3,0,0,0,0,0,0,12,65,34,52,44,39,57,30,9,3,338,..,3,21,25,27,36,17,0,0,124,..,7,15,7,4,3,0,0,0,37,..,0,7,4,3,0,0,0,0,18,81,..,..,..,..,..,..,..,..,81,..,3,..,..,..,..,..,..,..,3,..,12,0,0,0,0,0,0,0,14,..,0,0,0,4,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
POA6336,..,0,10,14,10,10,9,0,0,52,..,0,3,0,4,3,0,0,0,14,..,0,0,0,7,0,0,0,0,4,24,..,..,..,..,..,..,..,..,24,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,3,8,0,8,11,8,0,0,35,3,0,0,0,3,3,0,0,0,9,27,11,25,17,33,29,22,3,0,163,..,0,11,16,12,13,3,0,0,53,..,0,4,0,0,3,0,0,0,13,..,0,0,3,0,0,0,0,0,9,30,..,..,..,..,..,..,..,..,30,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6337,..,0,12,14,19,21,11,3,0,90,..,3,10,8,4,3,0,0,0,32,..,0,3,3,4,0,0,0,0,13,67,..,..,..,..,..,..,..,..,67,..,0,..,..,..,..,..,..,..,0,..,10,0,0,4,0,0,0,0,12,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,3,6,3,8,8,3,0,0,25,0,3,0,0,0,3,0,0,0,5,66,23,36,29,37,40,15,5,0,255,..,3,12,12,30,15,6,3,0,87,..,4,9,8,4,3,0,0,0,34,..,0,3,0,0,0,0,0,0,10,47,..,..,..,..,..,..,..,..,47,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
POA6338,..,0,6,20,24,30,24,6,3,114,..,0,14,9,9,3,3,0,0,34,..,0,0,0,0,0,0,0,0,3,52,..,..,..,..,..,..,..,..,52,..,0,..,..,..,..,..,..,..,0,..,3,7,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,7,..,6,3,8,7,13,4,9,0,52,0,7,4,0,9,3,3,0,0,26,54,22,37,34,55,58,34,15,3,308,..,0,10,29,22,25,19,8,0,117,..,3,14,5,6,4,0,0,0,32,..,0,0,0,8,0,0,0,0,5,45,..,..,..,..,..,..,..,..,45,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3
POA6341,..,0,8,14,18,12,11,5,0,68,..,0,3,3,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,37,..,..,..,..,..,..,..,..,37,..,0,..,..,..,..,..,..,..,0,..,9,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,6,6,8,0,0,0,19,0,0,0,0,0,0,0,0,0,3,37,11,10,20,25,19,16,3,0,146,..,0,6,17,12,9,13,0,0,63,..,0,3,0,3,0,0,0,0,11,..,0,4,0,0,0,0,0,0,4,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6343,..,0,3,11,12,8,7,3,0,47,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,24,..,..,..,..,..,..,..,..,24,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,3,5,3,0,3,0,17,0,0,0,0,0,0,3,3,0,8,23,3,8,22,27,8,5,9,0,109,..,0,8,18,7,13,3,0,0,43,..,0,0,3,4,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,33,..,..,..,..,..,..,..,..,33,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6346,..,0,8,24,27,37,27,8,4,130,..,3,9,3,5,7,0,0,0,28,..,0,0,0,4,0,0,3,0,5,51,..,..,..,..,..,..,..,..,51,..,5,..,..,..,..,..,..,..,5,..,10,3,7,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,3,4,5,12,3,6,0,0,37,0,3,0,4,0,0,0,0,0,12,57,24,22,42,41,50,35,15,6,293,..,0,20,18,35,23,22,3,0,121,..,5,5,8,0,4,0,0,0,24,..,0,3,0,0,3,0,0,0,5,54,..,..,..,..,..,..,..,..,54,..,0,..,..,..,..,..,..,..,0,..,8,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
