POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA6172,11,11,23,0,42,3,3,4,0,7,4,6,26,3,39,5,3,25,0,30,26,3,45,0,84,31,16,84,4,135,104,23,62,0,192,69,47,63,9,187,87,75,85,5,250,85,102,56,4,255,57,127,39,3,228,55,136,26,4,218,130,313,48,3,499,88,215,9,0,313,63,127,4,7,202,32,116,8,0,161,50,166,0,0,218,139,384,47,0,571,19,10,9,0,34,1063,1886,670,46,3667
POA6173,13,8,11,0,43,4,3,3,0,10,0,0,16,0,21,3,0,15,0,15,14,9,22,0,49,6,8,45,3,64,53,14,45,0,104,44,29,35,0,105,53,48,51,3,158,53,73,29,0,150,34,100,18,0,150,39,143,21,0,206,86,321,28,0,432,82,239,14,0,338,54,189,6,3,254,42,140,4,0,190,73,307,6,3,391,95,402,33,0,531,9,16,3,0,30,773,2047,397,25,3236
POA6174,3,0,3,0,5,7,0,3,0,9,0,0,6,0,6,0,0,8,0,8,10,0,21,0,30,5,6,27,0,32,24,9,14,0,47,10,6,23,5,46,15,19,23,0,58,21,25,20,0,69,19,37,9,0,66,25,34,8,0,69,42,76,13,0,136,19,63,3,3,88,16,34,3,0,56,7,33,3,0,40,16,60,0,0,74,30,97,12,0,134,7,5,3,0,15,278,508,197,11,988
POA6175,0,3,3,0,7,0,0,0,0,3,3,3,0,0,10,0,4,7,0,12,16,3,5,0,23,8,6,15,0,33,23,4,11,0,40,15,7,10,0,37,24,25,16,0,69,28,24,8,0,64,16,32,12,0,60,16,37,8,0,62,38,88,10,0,138,24,56,12,0,93,19,43,0,0,62,21,37,0,0,55,12,75,0,0,90,37,103,12,0,151,7,8,4,0,17,308,565,145,8,1031
POA6176,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,4,3,4,0,8,5,3,6,0,18,8,3,0,0,7,14,11,3,0,28,10,18,3,0,33,11,16,0,0,32,14,4,3,0,27,33,37,3,0,73,8,23,0,0,33,12,4,0,0,14,0,4,0,0,4,3,20,0,0,23,13,38,3,0,56,0,0,0,0,3,145,193,37,0,376
POA6180,5,3,6,0,19,5,0,9,0,13,6,3,7,0,14,0,3,4,0,11,26,0,15,0,51,16,8,24,0,44,79,4,24,0,103,39,20,25,0,84,38,36,17,0,86,31,53,16,0,109,32,53,7,0,91,22,67,11,0,101,67,121,12,4,211,28,80,8,0,116,18,43,3,0,72,16,35,0,0,55,28,56,0,0,80,66,138,20,0,223,3,9,0,0,12,540,722,210,16,1489
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,5,0,0,0,9,3,0,0,0,3,5,5,5,0,6,4,4,0,0,8,0,4,0,0,9,3,4,0,0,6,3,9,0,0,10,6,8,0,0,18,0,12,0,0,11,3,4,0,0,10,3,16,0,0,19,4,14,0,0,19,0,0,0,0,3,49,79,13,0,138
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,9,4,4,0,0,11,13,3,0,0,11,9,5,3,0,14,9,7,0,0,16,15,5,0,0,23,5,7,0,0,9,7,8,0,0,12,18,17,5,0,43,9,17,0,0,23,11,7,0,0,19,0,6,0,0,11,7,14,0,0,25,12,29,0,0,46,0,3,0,0,3,119,135,23,3,283
POA6208,24,0,15,3,37,9,5,4,0,26,18,6,24,0,45,8,3,31,0,42,82,9,41,0,127,40,12,60,3,107,275,24,72,0,368,144,41,55,3,247,148,54,44,4,250,130,78,37,7,246,63,67,20,3,149,63,57,23,0,143,131,195,20,3,349,99,135,4,0,238,54,76,0,0,128,38,56,0,0,93,56,113,0,0,168,152,252,45,0,455,35,11,13,0,58,1561,1185,525,30,3297
POA6209,3,0,0,0,9,3,0,4,0,5,0,0,4,0,3,0,0,8,0,8,26,3,9,0,33,9,0,8,0,20,45,3,11,3,58,17,3,11,0,23,26,3,3,0,37,8,8,0,0,21,10,13,6,0,29,14,12,5,0,37,16,26,4,0,45,8,25,7,0,36,10,11,0,0,17,6,9,0,0,18,10,27,0,0,34,29,33,4,0,67,11,3,0,0,11,243,192,79,3,518
POA6210,129,34,76,3,242,76,10,35,0,120,84,15,102,3,203,54,22,148,3,231,403,64,224,16,715,212,75,412,17,714,1522,130,356,18,2030,729,218,315,27,1295,918,366,300,27,1607,695,438,203,25,1357,387,396,168,11,963,438,424,111,8,980,729,939,150,10,1824,437,710,60,7,1211,273,420,26,8,725,227,384,39,0,641,361,752,23,6,1147,793,1294,270,9,2370,178,54,64,6,305,8646,6739,3079,210,18679
POA6211,14,3,11,0,26,11,0,0,0,19,13,0,4,0,15,9,0,15,0,20,40,5,15,0,61,34,0,39,0,72,186,6,33,0,229,76,26,17,3,121,105,33,37,0,173,68,46,15,0,125,40,48,14,3,104,41,49,9,0,104,68,127,16,0,211,59,100,0,0,161,41,61,3,0,102,19,44,4,0,69,43,77,3,0,130,74,162,32,0,266,19,5,0,0,29,959,796,274,18,2048
POA6213,0,0,0,0,3,3,0,0,0,3,0,0,0,0,4,0,0,3,0,3,3,0,3,0,7,0,0,3,0,4,4,0,7,0,11,9,0,0,0,11,10,3,7,0,11,7,0,0,0,14,5,6,0,0,14,5,6,0,0,13,15,10,3,0,24,4,5,0,0,11,3,3,0,0,4,0,4,0,0,5,4,8,0,0,13,7,12,0,0,24,0,0,0,0,4,90,64,32,3,183
POA6214,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,3,0,3,3,3,3,0,5,6,0,0,0,10,5,0,0,0,4,10,0,0,0,13,5,6,3,0,9,5,7,0,0,13,7,5,0,0,9,6,7,0,0,14,0,7,0,0,5,3,3,0,0,9,0,5,0,0,7,8,11,0,0,20,8,15,4,0,25,3,0,0,0,4,68,80,17,0,171
POA6215,6,3,3,0,12,7,3,3,0,12,3,3,8,0,16,4,0,3,0,4,32,5,11,0,54,12,3,15,0,36,59,7,24,0,95,39,16,14,0,70,44,18,11,3,74,37,27,11,0,75,21,22,3,0,47,28,30,5,0,59,38,50,9,0,98,35,48,7,0,89,12,30,0,0,45,10,21,3,0,32,21,38,3,0,56,54,99,20,0,169,12,12,9,0,35,484,433,167,9,1089
POA6218,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,5,0,0,0,3,0,0,0,0,3,4,4,0,0,10,3,5,0,0,14,10,3,0,0,14,3,4,0,0,6,0,8,0,0,8,3,3,0,0,4,0,3,0,0,5,3,0,0,0,7,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,9,0,0,14,3,0,0,0,3,45,45,8,0,101
POA6220,3,3,4,0,12,12,0,0,0,9,3,0,0,0,6,3,0,7,0,13,27,4,15,0,46,10,3,7,0,23,97,12,20,0,126,49,21,21,0,91,44,27,8,0,80,36,22,15,0,73,21,23,10,0,54,32,55,12,0,95,41,99,4,3,155,35,56,3,0,86,19,39,0,0,52,7,18,0,0,26,25,34,0,0,59,58,84,15,0,158,17,8,3,0,25,524,510,149,12,1203
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,0,0,7,0,3,0,0,6,4,3,0,0,4,0,4,0,0,4,0,0,0,0,4,4,3,0,0,3,0,6,0,0,9,3,3,0,0,7,0,0,0,0,0,0,4,0,0,3,0,6,3,0,7,0,0,0,0,0,27,34,9,3,70
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,8,3,0,0,0,3,0,5,0,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,4,4,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,5,4,11,3,0,14,0,0,0,0,0,19,31,8,0,56
POA6224,4,0,0,0,4,4,0,0,0,6,0,0,3,0,4,3,0,0,0,4,11,0,3,0,12,3,0,8,0,21,22,4,4,0,29,10,3,11,0,21,13,5,0,0,18,10,14,6,0,31,7,9,3,0,27,4,6,0,0,14,12,16,0,0,35,10,4,0,0,11,0,11,0,0,9,3,3,0,0,10,5,10,0,0,17,3,31,6,0,48,0,0,0,0,3,132,129,55,0,313
POA6225,5,7,8,0,21,12,3,3,0,20,9,3,18,0,29,10,0,26,0,32,65,11,35,0,111,32,16,55,3,104,160,22,54,5,248,87,20,42,7,150,86,42,32,0,167,72,62,12,3,149,38,60,12,0,113,40,54,17,0,110,91,160,16,4,269,62,105,12,3,184,43,66,3,3,110,39,43,3,0,86,51,108,0,0,154,92,176,22,3,298,18,10,6,0,38,1025,960,374,29,2391
POA6226,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,3,3,0,0,7,6,3,0,0,10,3,9,3,0,17,9,4,0,0,8,0,3,0,0,7,7,6,0,0,12,11,22,3,0,33,3,14,0,0,20,7,11,0,0,12,3,3,0,0,8,3,18,0,0,21,13,32,0,0,39,0,0,0,0,8,78,128,18,0,226
POA6227,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,3,0,0,11,3,5,0,13,3,3,0,0,9,4,3,0,0,17,8,10,0,0,20,3,4,0,0,11,4,10,0,0,20,12,24,0,0,37,8,14,0,0,17,6,8,0,0,13,0,6,0,0,4,3,7,0,0,13,12,16,3,0,23,5,3,0,0,5,85,110,18,0,216
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,8,3,0,0,0,7,3,0,0,0,3,0,4,0,0,7,0,3,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,22,19,3,3,43
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,6,0,0,0,8,0,0,0,0,0,3,0,0,0,5,3,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,28,16,4,0,46
POA6230,44,3,26,3,76,24,6,24,0,56,31,17,58,3,108,22,8,88,0,118,172,34,153,9,359,97,30,260,3,395,575,76,251,9,917,348,140,215,15,717,382,238,223,20,863,360,326,149,14,847,221,328,127,9,676,277,337,69,13,696,516,708,100,19,1351,365,510,43,5,917,238,343,10,0,593,123,218,22,0,373,246,457,10,0,719,410,732,180,7,1320,92,22,42,5,164,4538,4544,2055,131,11265
POA6232,15,3,9,0,33,8,4,0,0,14,5,0,17,0,25,10,0,18,0,30,45,3,32,0,92,25,4,65,0,92,156,18,53,3,228,75,32,47,0,160,88,72,50,0,207,89,78,29,6,206,78,125,17,0,226,85,107,16,3,214,145,226,35,0,403,84,176,4,0,266,48,95,5,0,156,29,61,4,3,94,36,91,0,0,132,110,192,36,4,343,21,10,5,0,37,1161,1313,454,30,2959
POA6233,33,6,11,3,55,15,4,7,0,25,8,3,25,0,37,10,6,19,0,33,69,6,53,0,131,53,14,78,0,148,226,34,87,4,359,156,59,61,3,278,164,82,56,5,310,172,127,50,3,348,113,186,32,3,327,121,204,29,3,357,237,413,46,7,701,170,294,12,5,480,125,175,4,3,309,54,166,9,0,219,91,221,10,0,320,194,436,55,0,683,30,24,9,0,62,2034,2467,649,46,5200
POA6236,3,0,0,0,5,6,0,0,0,5,0,0,0,0,4,0,0,0,0,3,7,0,3,0,13,6,4,10,3,18,34,3,4,0,37,26,3,4,0,28,18,11,3,0,34,15,16,4,0,35,15,15,0,0,32,19,14,5,0,39,36,23,7,0,61,15,35,0,0,58,11,20,3,0,35,9,13,4,0,31,14,34,0,0,45,20,53,14,0,89,9,3,0,0,10,258,260,65,6,588
POA6237,10,0,0,0,7,0,0,0,0,0,3,0,3,0,7,6,0,0,0,5,16,0,8,0,16,4,3,13,0,23,37,3,11,0,56,22,5,11,0,42,25,14,11,0,49,23,15,3,0,36,23,17,5,0,46,17,17,3,0,39,39,58,5,0,103,17,34,0,0,57,16,29,3,0,52,11,22,0,0,29,14,32,0,0,48,34,53,7,0,97,4,10,0,0,17,331,320,78,5,732
POA6239,6,0,0,0,12,3,0,3,0,9,3,3,7,0,9,3,0,9,0,9,26,3,11,0,41,18,7,11,0,37,90,17,23,3,130,57,17,12,0,83,42,32,8,0,85,55,27,3,3,88,20,31,6,0,62,33,36,0,0,65,54,62,4,0,124,34,46,4,0,82,18,32,0,0,49,14,26,0,0,36,22,43,0,0,68,56,91,12,0,157,9,3,3,0,18,571,459,120,16,1162
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,5,0,0,0,4,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,4,4,3,0,0,6,0,0,0,0,0,32,10,3,0,45
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,5,5,0,15
POA6244,3,0,0,0,3,3,0,0,0,3,3,0,3,0,6,3,0,3,0,3,11,3,8,0,21,7,4,0,0,17,30,0,0,0,38,16,6,3,0,25,18,22,5,0,42,25,15,0,0,35,8,6,0,0,16,6,15,0,0,20,27,17,0,0,49,8,12,3,0,27,4,5,0,0,11,4,3,0,0,5,13,6,0,0,17,15,24,4,0,41,7,3,0,0,6,216,136,38,0,396
POA6251,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,3,0,0,7,5,3,0,0,7,7,5,0,0,12,3,3,0,0,5,3,7,0,0,14,4,0,0,0,10,0,3,0,0,3,0,0,0,0,4,3,0,0,0,7,3,0,0,0,3,0,3,0,0,3,3,3,0,0,5,0,0,0,0,0,46,33,11,0,93
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,0,0,0,0,21,9,3,0,35
POA6253,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,3,0,0,14,3,0,3,0,3,15,0,3,0,16,9,0,3,0,12,16,5,4,0,23,8,4,0,0,11,5,7,3,0,16,6,3,0,0,10,6,5,0,0,11,11,0,0,0,11,0,0,0,0,4,0,3,0,0,3,0,3,0,0,3,13,10,0,0,24,3,0,0,0,3,117,46,21,0,179
POA6254,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,6,0,0,3,0,4,14,3,3,0,21,3,0,4,0,7,9,9,0,0,15,5,0,0,0,14,3,3,0,0,9,0,7,0,0,5,4,6,0,0,8,5,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,4,3,3,0,19,0,0,0,0,0,63,40,28,0,136
POA6255,12,0,5,0,14,5,3,0,0,13,13,0,3,0,19,3,6,11,0,17,35,5,9,0,45,27,0,15,0,43,103,16,15,0,137,53,4,18,0,73,69,22,14,0,104,52,23,5,0,80,30,28,8,0,61,21,24,0,0,54,45,51,7,0,97,28,39,0,0,72,15,24,0,0,45,5,10,0,0,16,13,26,0,0,40,53,71,6,0,134,6,3,0,0,11,588,364,114,3,1067
POA6256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10,0,3,0,0,3,7,0,0,0,6,4,3,0,0,9,6,3,0,0,9,3,0,0,0,3,7,4,0,0,7,4,7,0,0,17,4,3,0,0,10,0,0,0,0,0,0,4,0,0,0,5,7,0,0,16,0,0,0,0,0,62,41,4,0,107
POA6258,7,0,3,0,16,7,3,0,0,10,6,4,14,0,21,5,0,16,0,27,37,6,24,3,69,17,11,33,0,67,100,15,29,0,145,71,36,32,0,134,64,54,24,4,147,79,60,13,6,156,49,62,5,0,120,61,51,14,0,127,104,86,12,3,202,44,74,3,0,115,18,33,3,0,56,20,25,3,0,43,25,29,0,0,50,71,100,27,3,204,16,8,8,0,31,793,659,267,26,1741
POA6260,7,0,0,0,4,0,0,0,0,3,0,0,3,0,4,3,0,3,0,5,16,0,3,0,20,3,0,7,0,12,29,5,3,0,35,8,13,3,0,19,13,14,6,0,36,18,11,6,0,35,5,14,0,0,14,11,7,3,0,23,18,21,3,0,37,12,9,3,0,29,3,5,0,0,11,7,7,0,0,12,7,11,0,0,14,21,26,7,0,57,0,0,0,0,3,177,144,46,5,366
POA6262,3,0,3,0,6,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,4,0,0,0,5,4,0,3,0,7,25,3,3,0,37,8,7,3,0,15,10,5,0,0,16,13,3,0,0,23,4,3,0,0,14,3,3,0,0,6,13,12,0,0,21,4,3,0,0,4,3,0,0,0,5,0,0,0,0,0,3,0,0,0,4,9,16,3,0,30,3,0,0,0,4,115,62,24,0,204
POA6271,3,0,4,0,7,4,0,0,0,3,0,0,3,0,3,5,0,6,0,12,20,4,9,0,32,16,4,18,3,43,58,3,23,0,84,37,4,12,0,52,35,23,16,0,71,30,27,14,0,73,21,27,7,0,52,28,22,3,0,54,51,58,6,0,116,34,30,0,0,67,16,26,0,0,38,10,20,3,0,30,16,26,0,0,39,39,63,14,0,119,9,0,3,0,11,418,349,152,10,925
POA6275,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,8,0,5,0,9,17,4,3,0,25,11,3,12,0,23,34,3,8,0,41,14,10,9,0,26,25,4,6,0,33,21,6,7,0,36,16,6,0,0,26,17,10,0,0,24,16,11,0,0,28,8,12,0,0,21,5,9,0,0,12,0,7,0,0,9,3,3,0,0,9,18,17,3,0,40,0,3,3,0,6,211,103,41,3,360
POA6280,47,8,24,0,82,18,7,9,0,43,22,11,40,0,74,15,0,51,0,73,127,13,81,4,231,87,21,125,3,237,518,63,123,3,709,303,84,123,13,522,323,186,129,7,645,318,214,96,6,639,164,283,54,5,502,187,249,47,7,477,326,453,44,6,835,187,347,16,0,553,143,201,7,0,354,58,120,4,0,183,114,202,3,0,326,268,546,98,0,914,72,28,22,0,117,3286,3043,1103,65,7503
POA6281,17,0,8,0,24,3,0,3,0,6,3,0,9,0,14,3,0,13,0,16,22,3,13,0,44,22,7,24,0,56,61,8,20,0,88,51,15,23,0,89,66,42,29,0,136,80,58,11,0,155,58,44,3,0,109,68,79,7,5,157,98,148,14,0,261,53,99,3,0,153,33,59,0,0,95,27,50,4,0,76,54,78,0,0,129,76,190,24,0,288,17,4,3,0,18,811,889,201,9,1913
POA6282,3,0,0,0,6,6,0,0,0,6,0,0,0,0,3,0,0,0,0,0,7,0,0,0,5,6,0,3,0,9,12,3,0,0,14,19,3,0,0,20,19,10,9,0,34,20,4,0,0,22,5,14,0,0,22,11,8,0,0,23,12,18,0,0,33,13,19,0,0,37,6,10,0,0,19,7,17,0,0,22,23,15,0,0,37,20,32,3,0,51,0,0,0,0,0,184,154,25,0,363
POA6284,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,6,3,5,0,17,0,0,14,0,19,18,3,11,0,31,7,14,3,0,27,21,15,7,0,42,30,19,3,0,52,10,24,0,0,32,20,38,3,0,61,35,35,5,0,77,10,29,3,0,47,10,13,0,0,30,7,15,0,0,18,11,18,0,0,29,17,64,4,0,82,0,0,0,0,7,199,295,65,4,566
POA6285,18,8,3,0,28,7,0,5,0,10,7,3,7,0,22,5,0,15,0,22,29,4,25,0,60,15,15,57,0,90,72,22,38,0,137,71,48,51,4,168,72,87,54,3,213,80,99,26,0,203,47,88,16,0,155,74,93,10,0,183,125,134,22,4,289,74,96,3,0,177,32,56,4,0,89,19,37,0,0,64,32,77,5,0,113,106,193,32,0,333,11,11,4,0,24,903,1083,383,13,2383
POA6286,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,4,0,0,0,3,3,3,3,0,8,6,3,0,0,13,11,3,6,0,18,18,7,0,0,24,10,4,0,0,7,4,3,0,0,8,8,9,0,0,21,5,3,0,0,8,5,0,0,0,3,0,0,0,0,3,4,4,0,0,6,6,12,0,0,16,0,0,0,0,0,96,58,12,0,166
POA6288,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,5,5,0,0,9,4,8,3,0,16,7,3,0,0,10,8,8,0,0,15,3,10,0,0,14,6,3,0,0,11,3,9,0,0,14,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,6,7,0,0,11,6,6,0,0,14,0,0,0,0,0,61,62,15,0,137
POA6290,7,0,0,0,6,0,0,0,0,0,0,3,0,0,7,5,0,3,0,5,16,3,3,0,28,10,4,9,0,24,69,3,4,0,75,36,8,0,0,39,32,12,7,0,42,38,12,3,0,46,20,12,4,0,31,13,3,0,0,21,22,12,0,4,30,9,9,0,0,22,6,9,0,0,13,3,3,0,0,5,6,3,3,0,7,16,22,6,0,49,11,0,0,0,8,303,113,52,3,472
POA6302,7,0,0,0,9,3,0,3,0,12,0,0,7,0,3,4,0,0,0,8,22,4,10,0,37,19,3,16,0,40,96,4,26,0,122,48,8,16,0,75,47,22,10,0,79,54,21,6,0,83,19,22,13,0,60,29,26,3,3,62,52,43,7,3,107,29,24,0,0,52,11,19,0,0,33,12,11,0,0,21,26,16,0,0,42,56,54,14,0,119,8,4,0,0,16,519,297,136,9,958
POA6304,3,0,0,0,10,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,15,3,0,0,19,3,5,7,0,18,49,8,3,0,54,27,11,3,3,40,23,18,3,0,40,23,12,4,0,38,8,11,0,0,25,13,10,3,0,26,26,7,0,0,33,9,19,0,0,30,10,3,0,0,9,4,3,0,0,6,13,9,0,0,15,22,36,10,0,63,3,0,0,0,8,253,143,45,6,451
POA6306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,9,0,3,0,11,5,3,3,0,7,10,3,6,0,23,5,4,4,0,17,11,8,3,0,19,10,6,0,0,23,10,9,0,0,17,9,3,0,0,15,14,13,0,0,29,10,9,0,0,21,8,8,0,0,16,3,3,0,0,5,8,3,0,0,17,9,25,0,0,30,3,3,3,0,8,133,96,30,3,269
POA6308,6,0,0,0,10,4,0,0,0,4,3,0,3,0,3,0,0,3,0,3,15,5,6,0,25,3,0,3,0,9,34,9,7,0,47,15,11,8,3,35,18,6,4,0,25,12,9,0,0,27,8,11,4,0,27,20,11,0,0,27,19,18,0,0,30,17,11,0,0,29,6,10,0,0,15,9,3,0,0,17,16,3,0,0,18,20,29,4,0,58,10,3,3,0,21,234,140,52,3,433
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,4,0,0,0,4,15,0,0,0,15,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,3,0,0,3,0,3,0,0,3,6,3,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,0,0,11,0,0,0,0,0,43,19,3,0,71
POA6311,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,11,0,0,0,12,8,4,0,3,13,4,6,0,0,9,4,4,0,0,8,9,3,0,0,8,3,3,0,0,7,10,12,0,0,18,5,5,0,0,12,3,7,0,0,9,0,0,0,0,0,7,4,0,0,4,8,12,0,0,25,0,0,0,0,3,84,56,6,0,159
