POA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA6032,25,30,20,33,37,29,10,6,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,25,30,18,33,41,29,10,6,0,194
POA6033,71,73,28,59,77,60,41,14,3,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,11,74,69,31,64,81,61,37,14,3,431
POA6034,410,266,443,208,144,68,34,7,0,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,7,3,7,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,7,3,7,0,0,0,28,5,9,3,7,3,7,0,0,0,28,415,272,444,210,152,72,34,7,0,1614
POA6035,2135,968,1252,1184,1087,698,631,293,118,8364,0,0,0,0,0,0,0,3,3,15,0,0,3,0,0,3,0,0,0,6,0,0,0,0,4,3,4,3,0,13,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,25,27,31,26,19,18,9,4,3,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,39,26,24,25,27,6,3,193,25,28,39,26,24,27,28,11,10,210,2155,992,1287,1205,1106,729,658,304,129,8571
POA6036,4153,2347,2466,2404,2042,898,605,214,40,15169,3,0,4,0,0,0,0,0,0,9,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,3,0,0,0,11,60,61,54,44,22,21,14,11,3,287,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,69,57,43,21,35,21,11,3,321,62,64,62,44,21,35,21,11,3,329,4220,2414,2527,2448,2064,939,628,219,43,15500
POA6037,627,285,346,353,406,338,284,151,24,2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,11,10,8,6,11,12,0,0,70,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,10,8,11,16,13,0,0,87,9,11,10,8,11,17,13,0,0,86,638,297,361,357,417,356,296,158,25,2901
POA6038,1603,834,1503,939,643,278,168,34,3,6008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,25,31,11,3,8,5,4,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,33,8,9,11,13,7,0,127,18,25,33,8,9,13,13,7,0,127,1623,866,1537,944,655,288,181,41,3,6134
POA6041,273,117,100,146,196,221,238,84,12,1387,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,9,0,9,12,19,8,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,10,0,9,20,24,7,3,101,11,16,10,0,17,17,24,7,3,105,283,132,112,146,213,236,261,89,18,1484
POA6042,0,0,3,3,9,15,18,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,3,9,15,19,3,0,59
POA6043,32,5,20,26,22,40,39,16,3,207,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,9,5,10,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,9,7,10,3,0,40,3,7,0,3,9,7,15,3,0,39,37,15,17,33,31,48,48,15,7,243
POA6044,143,82,107,99,134,217,185,87,16,1068,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,9,7,14,4,16,16,18,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,4,16,15,26,6,0,96,9,5,16,7,16,15,22,6,0,99,145,89,126,103,150,234,205,92,16,1162
POA6050,2119,2007,2365,1876,1966,1714,1184,753,712,14693,0,7,7,0,3,0,0,5,0,18,0,7,3,0,3,4,0,0,0,19,0,5,3,0,0,5,3,0,0,21,0,3,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,3,0,8,38,65,88,53,32,46,45,43,36,442,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,82,91,60,45,59,56,44,36,505,35,89,99,59,45,59,58,47,34,530,2160,2097,2460,1939,2009,1769,1241,803,747,15221
POA6051,1612,1206,3271,2035,1314,1169,794,292,119,11812,0,3,3,0,0,0,0,0,0,12,3,0,3,0,0,3,3,0,0,16,0,0,3,3,0,3,6,0,0,14,0,0,3,0,0,3,0,3,0,9,0,0,0,0,0,3,3,0,0,8,29,38,68,27,20,27,10,10,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,43,75,28,28,39,18,7,6,278,30,42,78,29,30,39,21,7,6,291,1642,1252,3351,2063,1346,1207,811,299,125,12101
POA6052,1917,1234,1641,1659,1537,1228,739,456,205,10627,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,3,0,0,0,13,3,0,0,0,5,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,39,28,20,18,15,14,3,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,46,37,32,23,12,20,3,233,25,40,44,37,32,24,12,20,8,239,1944,1276,1684,1693,1568,1254,753,475,215,10864
POA6053,2430,1405,2224,2211,1911,1562,999,636,431,13810,0,0,3,3,0,3,0,3,3,14,0,0,0,0,3,0,3,0,0,7,0,4,0,0,3,3,3,0,0,19,0,0,0,0,3,0,0,0,0,8,0,6,3,0,0,7,3,0,0,18,29,48,65,31,44,47,29,29,23,341,0,3,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,33,61,71,36,53,68,42,33,23,411,34,61,75,41,56,68,42,33,24,427,2467,1461,2298,2252,1963,1623,1039,671,458,14236
POA6054,3605,2290,2835,2794,2693,2321,1661,910,357,19470,0,3,0,0,4,0,0,7,0,15,0,0,0,0,0,0,0,0,0,8,4,3,4,3,0,3,3,0,0,12,0,3,4,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,59,84,99,65,56,30,31,24,13,467,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,92,114,70,53,40,38,25,13,507,64,94,114,72,56,45,35,36,13,528,3673,2383,2944,2863,2756,2362,1698,941,372,19996
POA6055,4297,2465,4179,3099,2458,1793,1086,508,166,20047,3,3,0,0,3,3,0,0,0,17,6,3,3,0,6,4,4,0,0,28,3,0,4,4,3,13,12,5,0,45,3,0,6,0,3,8,0,0,0,23,0,0,0,0,3,8,7,0,0,17,69,108,81,67,44,44,23,17,10,458,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,88,117,90,74,59,71,54,21,10,575,87,118,90,72,57,73,59,19,10,593,4380,2584,4277,3170,2515,1873,1140,530,176,20646
POA6056,6758,4908,4988,4644,5281,4487,3399,1834,755,37059,9,7,6,9,8,18,4,3,6,67,3,0,0,3,0,4,0,3,0,18,5,0,4,3,3,3,5,0,0,25,0,4,0,5,0,4,3,3,0,22,0,0,0,0,3,4,3,0,0,14,165,259,236,170,139,141,122,102,86,1417,0,0,0,0,0,7,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,171,271,243,185,142,167,144,113,91,1519,179,276,244,188,154,184,149,115,94,1583,6940,5181,5233,4836,5433,4671,3548,1953,849,38646
POA6057,3246,2015,2279,2153,2202,1847,1332,677,170,15925,0,0,0,0,8,0,0,3,0,10,0,3,3,3,0,0,0,0,0,6,3,0,0,3,0,3,3,0,0,14,0,0,5,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,3,70,86,56,54,33,37,17,10,3,379,0,0,0,0,4,0,3,0,0,5,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,93,67,64,38,45,32,10,3,423,82,95,67,64,44,45,32,7,3,436,3328,2105,2347,2212,2245,1891,1364,685,178,16354
POA6058,2279,1553,1774,1668,1494,1474,1049,575,189,12063,3,0,3,0,0,0,7,3,0,19,0,0,0,0,0,4,4,0,0,17,0,0,0,0,0,18,8,0,0,36,0,0,5,0,0,7,12,3,0,24,0,0,0,0,0,12,7,0,0,19,48,51,50,40,39,28,19,13,5,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,55,55,47,40,69,55,17,5,395,53,55,59,47,43,74,56,18,3,413,2337,1607,1834,1712,1537,1547,1110,595,194,12480
POA6059,3687,2749,2971,2984,3112,2685,2100,1648,632,22567,0,0,4,0,3,8,4,9,3,29,0,0,0,0,0,3,4,0,0,8,0,3,6,5,0,0,0,0,0,19,0,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,53,63,86,46,53,35,29,19,6,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,67,101,47,55,42,37,19,6,427,53,67,101,52,59,49,38,28,15,461,3739,2816,3072,3036,3176,2727,2137,1680,644,23034
POA6060,3161,2140,5297,3507,2554,2209,1568,1238,701,22383,3,0,9,3,4,3,0,4,0,22,0,0,0,3,0,0,3,0,0,16,4,0,3,3,0,3,0,0,0,14,0,0,3,0,3,3,0,0,0,6,0,0,0,0,0,0,8,0,0,11,53,69,126,62,57,51,33,28,5,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,72,133,74,58,60,39,25,5,532,60,73,140,75,61,61,44,31,6,555,3220,2218,5441,3586,2617,2270,1613,1269,708,22936
POA6061,7091,4781,8794,5222,3877,3291,2280,1356,371,37064,5,4,3,4,8,6,3,9,3,41,0,3,5,0,0,3,5,0,0,18,3,4,4,0,0,3,3,3,0,21,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,118,137,203,99,78,71,37,25,10,789,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131,151,217,105,82,77,52,32,11,848,131,154,217,110,86,85,59,33,12,891,7224,4937,9008,5334,3963,3376,2335,1392,389,37956
POA6062,5107,3907,4955,4106,3937,3735,3062,1863,689,31353,0,11,8,0,5,3,3,7,3,40,0,3,3,4,0,4,0,0,0,14,0,0,3,0,0,0,7,0,0,17,3,0,3,0,4,4,3,0,0,21,0,3,0,0,0,3,0,0,0,7,91,107,133,103,94,54,38,25,17,655,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,114,144,107,97,65,57,25,17,713,97,119,149,104,108,70,58,33,20,758,5201,4031,5099,4212,4045,3803,3115,1889,709,32111
POA6063,3055,1963,2018,2022,1937,1614,865,312,108,13883,3,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,35,41,48,41,18,23,18,6,5,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,48,48,40,20,28,18,14,5,253,42,48,52,44,20,30,20,14,5,267,3096,2014,2075,2062,1959,1641,884,320,111,14145
POA6064,6247,4345,4267,4061,4061,3455,2319,1125,371,30243,7,7,3,4,7,3,6,3,0,38,6,3,0,0,3,0,0,0,0,12,0,0,3,0,0,5,0,0,0,17,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,92,137,132,93,66,57,36,27,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,140,139,101,68,71,32,28,0,681,112,147,142,100,78,70,37,34,3,722,6352,4487,4407,4164,4138,3524,2355,1156,370,30960
POA6065,14129,7724,9200,9553,7824,5178,3467,1826,628,59522,6,5,7,11,5,4,5,5,0,52,0,0,8,3,4,9,7,7,0,41,0,0,6,0,0,15,5,0,0,29,0,0,0,0,0,16,3,3,0,25,0,0,0,0,0,0,3,0,0,5,148,191,179,119,73,81,80,27,13,917,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,201,192,121,83,120,105,41,14,1034,162,206,197,132,93,125,110,44,19,1087,14292,7927,9391,9684,7912,5303,3578,1871,642,60609
POA6066,3666,2950,2285,2175,2961,2291,1070,497,150,18041,0,0,6,0,3,0,0,3,0,13,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,49,69,83,39,26,23,12,15,9,325,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,70,91,44,31,26,17,16,10,356,59,71,95,44,33,26,16,16,10,371,3726,3017,2373,2220,2993,2320,1091,516,154,18408
POA6067,14,0,9,6,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,9,3,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,9,3,3,0,0,0,36,12,0,16,9,3,3,0,0,0,36,23,0,20,11,4,3,0,0,0,71
POA6068,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
POA6069,10208,4854,6397,6018,4563,2692,1777,845,277,37627,0,8,7,0,4,0,4,3,0,28,3,3,3,6,0,10,9,0,0,34,5,0,5,4,4,3,4,0,0,31,0,6,0,4,7,7,3,0,0,25,0,0,0,0,3,6,0,0,0,9,123,138,150,102,70,95,59,30,3,773,0,0,0,0,3,0,0,0,0,10,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,156,165,122,87,116,77,34,4,883,127,157,170,122,92,120,82,38,4,914,10342,5011,6566,6139,4654,2811,1857,883,284,38542
POA6070,748,375,222,444,572,492,420,153,37,3469,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,3,0,0,3,5,12,7,13,4,6,3,3,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,15,13,4,12,10,4,0,84,9,10,15,10,9,12,15,4,0,92,758,389,232,460,583,501,434,162,38,3557
POA6071,599,425,232,382,547,498,376,139,48,3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,4,7,7,7,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,4,5,7,7,3,0,58,11,5,16,4,5,7,7,3,0,60,606,430,246,391,559,502,388,141,47,3303
POA6072,150,108,74,77,155,148,91,39,11,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,0,19,3,5,3,3,0,3,0,0,0,20,158,117,73,80,158,145,99,39,11,878
POA6073,489,331,205,319,466,410,373,209,110,2909,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,8,8,3,13,0,7,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,5,3,12,7,9,0,62,4,6,7,6,3,12,3,9,0,64,495,332,215,325,473,421,373,219,111,2972
POA6074,175,116,78,114,138,145,117,43,14,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,3,0,0,0,21,0,7,0,3,5,3,0,0,0,21,175,119,77,118,144,146,121,42,14,956
POA6076,3800,2675,1434,2345,3171,2769,2634,1450,490,20778,3,3,0,0,0,0,3,3,0,15,0,0,0,0,3,3,3,3,0,17,0,3,3,0,0,5,7,4,0,22,0,0,3,0,0,0,3,0,0,12,0,0,0,0,0,3,0,0,0,7,58,83,78,49,40,36,30,13,14,404,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,84,88,48,47,56,45,24,11,462,60,91,87,48,47,56,44,26,13,478,3867,2769,1525,2391,3223,2821,2676,1476,506,21248
POA6077,193,205,95,122,226,257,171,80,20,1360,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,4,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,4,3,3,0,0,30,5,8,4,3,4,3,3,0,0,33,195,205,98,126,228,258,174,81,20,1392
