region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA6000,3,14,155,239,83,13,8,6,521,0,29,146,87,32,3,0,3,300,3,21,173,149,11,4,0,6,367,3,50,319,236,43,7,0,9,667,0,87,122,29,0,0,0,7,245,20,261,234,68,12,0,0,9,604,16,534,1022,172,7,0,0,22,1773,0,0,3,0,0,0,0,0,3,36,882,1381,269,19,0,0,38,2625,0,7,6,5,0,0,0,0,18,0,0,5,0,0,0,0,0,5,42,953,1866,749,145,20,8,53,3836
POA6003,0,29,70,103,36,8,3,6,255,0,6,24,20,6,0,0,0,56,0,13,70,104,13,0,3,3,206,0,19,94,124,19,0,3,3,262,0,78,68,12,3,0,0,7,168,7,107,190,30,0,0,0,10,344,8,18,183,24,0,0,0,4,237,0,0,0,0,0,0,0,0,0,15,203,441,66,3,0,0,21,749,0,11,20,3,0,0,0,3,37,0,3,0,0,0,0,0,0,3,15,265,625,296,58,8,6,33,1306
POA6004,3,4,34,107,44,18,0,0,210,0,0,5,17,3,0,0,0,25,9,51,87,150,65,10,3,15,390,9,51,92,167,68,10,3,15,415,0,29,52,23,0,0,0,0,104,4,96,450,195,15,0,0,5,765,72,553,937,409,17,0,0,33,2021,0,0,3,0,0,0,0,0,3,76,678,1442,627,32,0,0,38,2893,0,0,16,12,0,0,0,0,28,0,0,3,3,0,0,0,0,6,88,733,1587,916,144,28,3,53,3552
POA6005,0,3,94,128,33,7,3,7,275,0,18,76,15,3,3,0,0,115,4,31,103,92,6,3,0,5,244,4,49,179,107,9,6,0,5,359,8,36,42,27,0,0,0,4,117,8,181,207,88,7,0,0,12,503,31,365,552,166,11,0,0,20,1145,0,0,0,0,0,0,0,0,0,47,582,801,281,18,0,0,36,1765,0,3,3,3,0,0,0,0,9,0,3,3,0,0,0,0,0,6,51,640,1080,519,60,13,3,48,2414
POA6006,0,52,525,1280,492,71,22,32,2474,0,29,35,48,3,0,0,3,118,0,15,28,171,36,4,0,0,254,0,44,63,219,39,4,0,3,372,3,88,101,105,5,0,0,8,310,0,7,56,3,0,0,4,3,73,0,71,13,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,3,166,170,108,5,0,4,11,467,0,0,0,4,4,0,0,0,8,0,0,0,3,0,0,0,0,3,3,262,758,1614,540,75,26,46,3324
POA6007,0,27,325,779,294,59,9,19,1512,0,19,96,77,8,0,0,8,208,3,26,106,227,15,0,0,5,382,3,45,202,304,23,0,0,13,590,4,55,168,74,0,0,0,7,308,0,43,106,17,0,0,0,3,169,5,122,34,0,0,0,0,3,164,0,0,0,0,0,0,0,0,0,9,220,308,91,0,0,0,13,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,292,835,1174,317,59,9,45,2743
POA6008,0,46,555,1343,726,139,21,30,2860,0,31,102,100,7,0,0,3,243,4,78,299,540,117,7,3,9,1057,4,109,401,640,124,7,3,12,1300,18,206,265,93,6,3,0,12,603,26,314,321,48,10,0,0,17,736,4,110,120,26,0,0,0,14,274,0,0,0,0,0,0,0,0,0,48,630,706,167,16,3,0,43,1613,3,6,4,4,0,0,0,0,17,0,0,0,6,0,0,0,0,6,55,791,1666,2160,866,149,24,85,5796
POA6009,0,12,360,1159,1631,651,152,45,4010,0,24,142,90,15,3,0,6,280,0,16,127,265,34,3,0,4,449,0,40,269,355,49,6,0,10,729,3,122,295,146,0,0,4,18,588,3,111,114,22,5,0,3,4,262,4,31,99,144,13,0,0,0,291,0,0,0,0,0,0,0,0,0,10,264,508,312,18,0,7,22,1141,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,10,319,1140,1826,1698,657,159,77,5886
POA6010,6,49,488,1759,1498,364,70,32,4266,0,29,118,107,17,0,0,14,285,0,9,107,146,22,5,0,11,300,0,38,225,253,39,5,0,25,585,0,88,284,90,7,0,4,15,488,0,144,63,17,6,0,0,10,240,0,23,220,47,0,0,0,13,303,0,0,0,0,0,0,0,0,0,0,255,567,154,13,0,4,38,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,342,1280,2166,1554,369,74,95,5886
POA6011,0,39,254,864,753,244,64,38,2256,0,5,30,44,10,0,0,3,92,0,3,62,118,38,4,0,3,228,0,8,92,162,48,4,0,6,320,0,21,110,86,3,0,0,3,223,23,86,158,19,5,0,0,3,294,5,8,52,20,0,0,0,0,85,0,0,0,0,0,0,0,0,0,28,115,320,125,8,0,0,6,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,162,666,1151,809,248,64,50,3178
POA6012,3,13,236,782,720,215,42,19,2030,3,31,119,65,4,0,0,8,230,0,9,58,112,4,0,0,4,187,3,40,177,177,8,0,0,12,417,3,36,102,15,0,0,0,8,164,6,248,106,3,3,0,0,11,377,0,91,252,11,0,0,0,13,367,0,0,0,0,0,0,0,0,0,9,375,460,29,3,0,0,32,908,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,428,876,988,731,215,42,63,3358
POA6014,4,29,552,2004,1748,343,60,40,4780,0,14,164,150,13,4,0,6,351,0,20,86,114,11,0,0,7,238,0,34,250,264,24,4,0,13,589,9,144,446,87,3,0,0,5,694,9,244,593,37,0,0,0,18,901,0,116,168,28,0,0,0,6,318,0,0,3,3,0,0,0,0,6,18,504,1210,155,3,0,0,29,1919,0,4,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,22,571,2017,2423,1775,347,60,82,7297
POA6015,0,3,58,449,939,359,67,26,1901,0,11,41,33,0,0,0,0,85,0,13,63,45,7,0,5,0,133,0,24,104,78,7,0,5,0,218,0,30,13,0,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,0,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,175,527,946,359,72,31,2167
POA6016,0,17,568,1209,469,66,4,24,2357,0,62,121,194,12,3,0,3,395,0,70,89,154,13,3,0,8,337,0,132,210,348,25,6,0,11,732,4,63,286,50,0,0,0,17,420,0,14,52,0,0,0,0,0,66,3,8,87,32,0,0,0,3,133,0,0,0,0,0,0,0,0,0,7,85,425,82,0,0,0,20,619,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,234,1207,1643,494,72,4,55,3716
POA6017,0,4,61,181,61,7,0,7,321,3,34,387,217,15,3,4,8,671,0,20,66,71,7,0,0,0,164,3,54,453,288,22,3,4,8,835,3,168,279,132,5,0,0,25,612,0,27,22,0,0,0,0,13,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,195,301,132,5,0,0,38,674,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,253,815,604,88,10,4,53,1836
POA6018,7,63,738,3866,3263,558,89,113,8697,3,161,653,1586,113,11,4,71,2602,3,29,123,579,187,34,8,10,973,6,190,776,2165,300,45,12,81,3575,6,105,352,185,17,0,0,12,677,0,3,63,0,0,0,0,3,69,0,30,44,3,0,0,0,9,86,0,7,0,0,0,0,0,0,7,6,145,459,188,17,0,0,24,839,15,13,7,0,0,0,0,0,35,0,0,0,6,0,0,0,0,6,34,411,1980,6225,3580,603,101,218,13152
POA6019,0,23,462,2027,1193,193,26,34,3958,0,27,583,804,73,4,3,29,1523,0,13,130,607,115,8,4,10,887,0,40,713,1411,188,12,7,39,2410,4,169,940,422,30,3,4,30,1602,0,38,77,4,0,0,0,0,119,0,5,57,81,0,0,0,0,143,0,0,0,0,0,0,0,0,0,4,212,1074,507,30,3,4,30,1864,0,3,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,4,278,2252,3948,1411,208,37,103,8241
POA6020,3,25,237,1799,3220,597,92,44,6017,0,30,201,264,23,3,0,7,528,0,9,25,109,39,3,3,6,194,0,39,226,373,62,6,3,13,722,27,33,158,191,35,5,0,19,468,0,3,61,12,0,0,0,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,219,203,35,5,0,24,549,3,34,26,6,0,0,0,5,74,0,0,0,0,0,0,3,0,3,33,134,708,2381,3317,608,98,86,7365
POA6021,6,17,169,2121,2502,351,45,75,5286,8,108,504,1078,25,3,0,45,1771,0,14,26,144,33,3,0,0,220,8,122,530,1222,58,6,0,45,1991,0,19,36,67,3,0,0,5,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,19,39,67,3,0,0,5,133,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,14,158,738,3416,2563,357,45,125,7416
POA6022,3,4,32,855,747,70,16,16,1743,0,0,28,122,14,3,0,6,173,0,0,0,0,0,0,0,0,0,0,0,28,122,14,3,0,6,173,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,60,977,761,73,16,22,1920
POA6023,3,8,53,1372,3022,445,61,42,5006,0,3,78,88,7,0,0,6,182,0,0,0,0,0,0,0,0,0,0,3,78,88,7,0,0,6,182,0,3,22,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,0,3,26,5,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,14,157,1468,3029,445,61,48,5225
POA6024,6,9,54,2126,2149,246,29,52,4671,3,19,42,165,17,0,0,10,256,0,0,0,0,0,0,0,0,0,3,19,42,165,17,0,0,10,256,0,26,41,0,4,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,26,44,0,4,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,54,140,2291,2170,246,29,62,5001
POA6025,8,31,226,3998,4779,747,108,80,9977,0,12,100,393,22,0,3,9,539,0,0,0,84,30,0,3,6,123,0,12,100,477,52,0,6,15,662,3,8,25,46,0,0,0,5,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,9,3,11,28,46,3,0,0,5,96,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,57,354,4521,4834,747,114,100,10738
POA6026,0,8,122,1534,4602,560,69,58,6953,0,26,59,268,33,9,0,12,407,0,0,6,9,3,0,3,0,21,0,26,65,277,36,9,3,12,428,0,7,144,64,0,0,0,12,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,144,64,0,0,0,12,230,0,24,58,4,3,0,0,8,97,0,0,0,0,0,0,0,0,0,0,68,389,1879,4641,569,72,90,7708
POA6027,10,35,198,4429,6881,1040,162,125,12880,0,33,86,246,55,0,3,3,426,6,26,23,317,96,20,7,16,511,6,59,109,563,151,20,10,19,937,0,44,133,92,3,0,0,6,278,0,46,192,104,6,0,0,5,353,0,33,113,38,0,0,3,3,190,0,28,3,0,9,0,3,0,43,0,151,441,234,18,0,6,14,864,0,3,5,3,3,0,0,0,14,0,3,0,0,0,0,0,0,3,16,251,753,5229,7053,1060,178,158,14698
POA6028,4,11,60,638,4660,526,54,29,5982,0,7,8,106,7,0,3,0,131,0,0,0,0,0,0,0,0,0,0,7,8,106,7,0,3,0,131,0,0,10,49,0,0,0,3,62,0,17,35,43,3,0,0,0,98,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,17,45,102,3,0,0,3,170,0,16,34,3,0,0,0,0,53,0,0,0,0,0,0,0,0,0,4,51,147,849,4670,526,57,32,6336
POA6029,0,5,63,326,335,67,10,7,813,0,0,48,22,7,0,0,4,81,0,0,0,22,3,0,0,0,25,0,0,48,44,10,0,0,4,106,0,0,22,7,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,133,377,345,67,10,11,948
POA6030,14,29,349,2898,6845,643,93,135,11006,0,26,294,331,23,0,0,21,695,0,15,86,129,31,3,0,3,267,0,41,380,460,54,3,0,24,962,3,19,93,17,3,0,3,0,138,0,0,0,0,0,0,0,0,0,0,3,21,3,0,0,0,3,30,0,0,0,0,0,0,0,0,0,3,22,114,20,3,0,3,3,168,5,3,7,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,22,95,850,3378,6902,646,96,165,12154
POA6031,3,7,29,619,2449,189,28,30,3354,0,4,28,38,66,0,0,4,140,0,0,3,0,0,0,0,0,3,0,4,31,38,66,0,0,4,143,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,3,25,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,14,75,657,2522,189,28,37,3525
POA6032,0,3,6,16,29,9,3,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,29,9,3,3,69
POA6033,0,3,12,55,128,16,7,0,221,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,55,128,16,7,0,224
POA6035,0,4,87,528,699,67,14,18,1417,0,0,0,14,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,87,542,703,67,14,18,1435
POA6036,3,3,49,769,2002,157,9,29,3021,0,4,87,180,10,0,0,4,285,0,0,3,6,21,7,3,0,40,0,4,90,186,31,7,3,4,325,0,20,10,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,149,955,2033,164,12,33,3376
POA6037,0,7,72,349,339,42,13,16,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,78,349,339,42,13,16,847
POA6041,0,6,36,165,219,34,10,3,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,6,36,168,222,34,10,6,482
POA6042,0,0,0,17,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,0,23
POA6043,0,3,3,28,30,3,0,0,67,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6,31,30,3,0,0,76
POA6044,0,17,57,162,136,26,6,4,408,0,0,3,3,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,3,6,0,0,0,0,9,0,5,22,7,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,7,0,0,0,0,34,0,3,3,3,3,0,0,3,15,0,0,0,3,0,0,0,0,3,0,25,85,181,139,26,6,7,469
POA6050,6,33,441,1427,1092,307,55,39,3400,3,34,217,62,5,0,0,5,326,3,30,195,215,28,0,0,0,471,6,64,412,277,33,0,0,5,797,3,163,523,95,9,0,3,31,827,4,136,168,19,0,0,3,18,348,8,126,204,19,0,0,0,3,360,0,0,0,0,0,0,0,0,0,15,425,895,133,9,0,6,52,1535,0,0,3,3,0,0,0,0,6,0,0,4,4,0,0,0,0,8,27,522,1755,1844,1134,307,61,96,5746
POA6051,3,32,334,854,401,55,8,33,1720,0,31,357,272,20,3,0,20,703,3,45,237,428,21,3,0,16,753,3,76,594,700,41,6,0,36,1456,7,218,612,251,5,3,0,38,1134,5,151,463,65,0,0,0,24,708,0,292,329,32,6,0,0,19,678,0,0,3,0,0,0,0,0,3,12,661,1407,348,11,3,0,81,2523,0,0,3,3,0,0,0,0,6,0,0,0,3,3,0,0,0,6,18,769,2338,1908,456,64,8,150,5711
POA6052,3,21,539,1493,682,89,12,35,2874,0,30,192,234,76,5,0,13,550,0,14,46,146,58,0,0,3,267,0,44,238,380,134,5,0,16,817,0,66,131,16,0,0,0,5,218,0,72,128,0,0,0,0,9,209,0,84,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,222,259,16,0,0,0,14,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,287,1036,1889,816,94,12,65,4202
POA6053,0,53,756,2155,1012,133,23,51,4183,4,150,304,267,25,0,3,22,775,0,0,85,46,23,7,0,0,161,4,150,389,313,48,7,3,22,936,0,15,77,50,9,0,0,10,161,0,5,77,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,154,50,9,0,0,10,243,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,4,4,223,1303,2521,1069,140,26,83,5369
POA6054,10,48,667,3280,1888,224,51,95,6263,4,78,224,305,24,0,0,20,655,0,6,21,87,7,0,0,3,124,4,84,245,392,31,0,0,23,779,3,72,171,377,21,0,4,13,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3,72,174,377,21,0,4,16,667,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,204,1086,4054,1940,224,55,134,7714
POA6055,0,22,248,1148,1884,234,60,47,3643,0,7,50,57,16,0,0,5,135,0,3,12,9,3,0,0,0,27,0,10,62,66,19,0,0,5,162,0,10,26,12,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,12,0,0,0,0,48,7,47,105,13,0,0,0,50,222,0,5,3,0,0,0,0,0,8,7,94,444,1239,1903,234,60,102,4083
POA6056,12,111,811,4953,4648,552,110,201,11398,4,137,327,534,36,5,0,29,1072,0,23,58,109,22,0,0,6,218,4,160,385,643,58,5,0,35,1290,4,124,229,341,11,0,0,20,729,0,25,37,6,0,0,0,4,72,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,152,266,347,11,0,0,24,804,16,30,7,4,0,3,0,3,63,0,0,0,0,0,0,0,0,0,36,453,1469,5947,4717,560,110,263,13555
POA6057,9,34,272,2074,2655,318,67,77,5506,0,0,18,15,5,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,18,15,5,0,0,3,41,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,37,290,2106,2660,318,67,80,5567
POA6058,4,19,140,1888,1671,175,26,50,3973,4,53,114,125,5,0,0,16,317,0,0,0,4,5,6,0,0,15,4,53,114,129,10,6,0,16,332,0,5,5,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,13,0,0,0,0,23,4,10,41,5,3,0,0,4,67,0,0,0,0,0,0,0,0,0,12,87,300,2035,1684,181,26,70,4395
POA6059,8,30,365,2702,2548,485,81,104,6323,4,78,548,893,62,8,0,32,1625,0,12,45,63,34,17,5,0,176,4,90,593,956,96,25,5,32,1801,14,96,315,176,7,0,0,19,627,3,10,17,3,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,106,332,179,7,0,0,22,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,226,1290,3837,2651,510,86,158,8787
POA6060,3,36,601,2236,740,106,20,59,3801,6,105,1475,1631,113,7,0,64,3401,0,46,179,376,121,11,0,12,745,6,151,1654,2007,234,18,0,76,4146,9,226,1002,411,57,0,6,47,1758,0,22,66,13,0,0,0,4,105,5,12,0,0,0,0,0,3,20,0,25,75,46,0,0,0,4,150,14,285,1143,470,57,0,6,58,2033,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,23,472,3398,4716,1034,124,26,193,9986
POA6061,9,126,707,4970,1542,227,39,221,7841,15,276,527,2418,80,3,3,88,3410,0,31,51,301,34,4,0,13,434,15,307,578,2719,114,7,3,101,3844,3,63,110,472,21,0,0,23,692,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,5,0,0,0,0,0,0,5,3,68,110,478,21,0,0,23,703,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,27,504,1395,8167,1677,234,42,345,12391
POA6062,10,40,444,4357,3967,542,81,148,9589,3,16,393,846,157,5,0,35,1455,0,8,28,67,14,8,3,4,132,3,24,421,913,171,13,3,39,1587,3,11,146,135,11,6,0,8,320,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,15,0,0,0,6,0,0,0,0,6,3,11,158,144,11,6,0,8,341,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,5,16,75,1023,5414,4157,561,84,195,11525
