POA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
POA6025,0,0,0,3,3,4,0,0,0,14,0,0,0,3,0,6,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,10,16,9,4,57,3,25,31,176,78,86,28,10,0,434,0,4,0,9,9,4,7,0,0,32,0,0,0,4,0,0,3,0,0,8,0,0,0,4,3,0,0,0,0,10,3,3,4,34,16,18,5,4,0,93,0,0,0,21,3,27,9,3,0,63,3,19,11,57,43,67,36,21,8,273,0,6,10,11,14,13,9,3,0,69,5,38,84,156,108,64,25,16,3,494,0,0,0,0,6,3,3,0,0,16,0,0,0,0,0,0,3,0,0,5,0,0,0,12,0,0,0,0,0,10,0,0,0,23,14,6,3,0,0,46,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,9,8,29,7,4,9,0,0,61
POA6026,0,0,0,0,0,7,0,0,0,9,0,0,0,0,3,11,6,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,8,11,7,5,49,0,15,26,81,59,61,25,13,0,277,0,3,0,6,5,3,5,5,0,38,0,0,0,0,0,4,0,0,0,3,0,0,0,5,5,3,0,0,0,12,0,3,0,17,8,12,3,0,0,48,0,0,0,7,7,12,3,3,0,35,0,7,16,40,47,55,35,22,6,233,0,4,3,10,10,12,3,3,3,47,0,38,54,106,78,22,16,9,4,329,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,3,21,6,5,0,0,0,33,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,13,7,3,4,3,0,36
POA6027,0,3,12,19,6,5,4,5,0,52,0,0,3,7,8,8,9,3,3,38,0,0,0,5,0,0,0,0,0,5,0,0,0,6,3,18,27,17,5,84,10,47,64,224,138,101,37,15,3,627,0,0,0,15,3,3,12,4,0,52,0,0,0,4,0,0,3,0,0,15,0,3,4,10,3,0,0,0,0,17,0,3,8,50,25,14,10,0,0,118,0,0,3,30,17,36,23,7,10,116,4,27,29,93,92,101,66,23,18,444,7,6,19,23,24,25,13,3,3,121,6,62,114,210,133,77,32,15,4,657,0,0,0,0,0,3,0,0,0,7,0,0,5,11,0,5,5,0,0,27,0,0,0,32,4,0,0,0,0,38,3,6,16,43,19,4,0,0,0,98,0,0,0,3,5,3,0,0,0,13,0,0,0,3,0,0,0,0,0,4,3,8,12,20,15,10,3,0,0,78
POA6028,0,0,0,0,8,3,0,0,0,9,0,0,0,0,14,3,4,3,0,21,0,0,0,5,0,0,0,0,0,9,0,4,0,5,10,7,13,4,0,37,0,28,27,82,79,41,20,4,0,278,0,0,0,13,16,6,6,3,0,46,0,0,0,3,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,4,0,9,6,29,17,19,5,3,0,93,0,0,0,18,12,14,5,3,0,50,0,34,35,83,96,90,23,19,0,387,3,5,9,16,26,22,11,3,0,92,6,106,155,244,183,66,18,7,4,791,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,9,3,3,0,0,0,13,0,0,3,21,5,3,0,0,0,36,0,0,0,0,6,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,5,11,6,0,3,0,0,31
POA6029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,0,13,6,5,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,14,4,10,3,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,14
POA6030,3,0,8,16,6,13,3,3,0,48,0,0,0,8,4,3,4,3,0,27,0,0,0,4,0,0,0,0,0,4,0,0,5,10,3,10,10,12,3,59,5,78,120,307,160,99,31,17,3,817,0,5,0,14,13,11,5,0,0,51,0,0,3,13,0,0,0,0,0,22,0,0,6,7,0,0,0,0,0,15,3,15,27,83,44,25,11,0,0,201,0,0,5,21,18,21,5,0,0,70,3,31,48,122,92,55,48,28,8,427,0,3,4,26,17,15,3,0,0,84,5,113,181,318,191,58,31,14,3,902,0,0,0,3,3,4,3,3,0,16,0,5,0,4,3,3,0,0,0,10,0,0,3,21,0,0,0,0,0,30,0,11,16,45,17,6,0,0,0,93,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,3,5,5,14,20,12,12,7,0,0,74
POA6031,0,0,0,12,5,0,0,0,0,14,0,0,0,4,5,3,0,0,0,7,0,0,4,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,6,31,40,134,52,41,16,0,0,319,0,4,3,6,5,0,0,0,0,22,0,0,3,4,3,0,0,0,0,13,0,0,0,7,0,0,0,0,0,7,0,37,36,97,33,9,3,0,0,213,0,0,3,14,3,0,3,0,0,22,0,19,31,84,48,25,11,5,3,222,0,9,5,15,6,5,3,0,0,46,0,46,40,122,43,28,5,0,0,289,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,22,0,0,0,8,0,3,0,0,0,12,0,6,0,13,6,0,0,0,0,23,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,15
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6034,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,23,3,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,10,3,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,8,9,17,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6035,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,18,3,40,25,103,37,25,13,3,3,251,0,0,0,3,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,18,0,0,0,3,0,0,0,0,0,8,0,10,4,33,22,12,10,6,9,107,0,0,3,0,3,0,0,0,0,4,0,20,14,59,22,12,7,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,17,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,14
POA6036,0,0,4,5,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,6,0,18,12,59,69,180,50,36,17,4,0,425,0,3,0,9,0,3,0,3,0,22,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,19,12,45,14,3,0,0,0,100,0,3,0,3,0,3,3,0,0,18,3,26,34,72,44,17,13,3,0,213,0,0,6,11,10,7,0,0,0,25,4,45,60,123,73,19,13,6,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,4,9,16,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,5,3,0,0,0,0,16
POA6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,16,15,5,4,0,0,50,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA6038,0,3,3,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,31,24,90,17,7,3,0,0,171,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,19,6,0,0,0,0,39,0,0,0,8,0,3,0,0,0,13,0,11,4,46,9,8,7,0,0,79,0,0,0,6,3,0,0,0,0,12,0,21,17,75,17,8,4,0,0,141,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,3,0,0,0,16
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6050,0,0,0,3,0,0,0,0,0,10,0,0,0,3,3,11,3,4,0,32,0,0,6,7,0,0,0,0,0,17,0,0,0,7,0,4,8,4,0,23,0,4,12,31,22,29,10,4,0,113,0,0,0,3,3,0,0,4,0,8,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,4,15,3,4,3,0,0,35,0,0,0,3,3,11,3,3,15,40,0,6,3,31,14,13,11,6,3,90,3,3,3,19,4,11,9,9,3,50,0,0,12,37,20,18,7,5,5,113,0,0,0,4,0,0,0,0,0,11,0,0,0,9,0,0,3,0,0,23,0,0,0,17,3,0,0,0,0,29,0,3,4,16,9,3,0,0,0,33,0,0,0,5,3,0,4,7,0,23,0,0,0,3,0,0,0,0,0,3,4,3,6,14,6,3,7,0,0,45
POA6051,0,0,0,9,3,3,0,0,0,23,0,0,0,11,3,3,5,3,0,24,0,0,16,18,0,0,0,0,0,34,0,0,0,3,0,3,4,4,0,13,0,8,11,75,22,23,7,3,0,144,0,0,0,7,3,4,0,0,0,15,0,11,5,29,0,3,0,0,0,52,0,0,0,5,0,0,0,0,0,8,0,5,12,36,10,4,3,0,0,68,0,0,0,13,11,10,5,3,3,47,0,0,0,25,17,12,9,4,0,65,0,0,0,22,8,8,3,3,0,44,0,0,5,30,9,6,0,0,0,54,0,0,0,3,0,3,3,3,0,12,0,3,0,10,3,8,0,0,0,28,0,0,3,33,3,0,0,0,0,39,0,0,8,25,8,9,3,0,0,54,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,21,4,3,6,0,0,32
POA6052,0,0,5,3,4,0,0,0,0,14,0,0,0,10,7,15,3,3,3,45,0,0,5,4,0,0,0,0,0,7,0,0,0,3,0,7,0,3,3,14,0,8,13,40,32,17,10,0,0,119,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,24,0,0,3,10,0,4,3,6,0,32,0,0,0,27,3,10,9,5,0,52,0,0,0,16,6,10,3,0,0,41,0,3,0,16,6,9,0,0,3,35,0,0,0,3,0,3,3,0,0,10,0,3,0,3,3,0,3,0,0,19,0,0,0,3,0,0,0,0,0,9,0,0,0,16,8,4,0,0,0,25,0,0,0,0,0,3,4,0,4,10,0,0,0,5,0,0,0,0,0,4,0,0,0,8,3,3,0,3,0,24
POA6053,0,0,0,5,3,3,3,5,0,22,0,0,4,5,5,9,8,0,4,37,0,0,3,4,0,0,0,0,0,6,0,0,0,4,6,0,10,3,6,33,0,0,11,93,53,29,8,3,0,205,0,0,0,3,3,3,8,0,0,18,0,0,0,6,0,3,0,0,0,9,0,0,0,3,5,0,0,0,0,3,3,4,3,34,11,12,3,0,0,76,0,0,0,13,3,11,3,7,6,47,0,0,3,24,13,10,13,12,4,71,0,0,0,12,10,9,3,5,0,35,0,0,3,20,5,5,3,0,0,39,0,0,0,3,3,3,0,0,3,16,0,3,3,13,0,0,0,3,0,17,0,3,0,13,0,0,0,0,0,20,0,0,5,33,5,6,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,3,3,0,0,25
POA6054,0,0,0,5,3,9,7,3,4,37,0,0,3,18,11,12,15,8,0,63,0,0,6,15,0,0,0,0,0,19,0,0,0,4,3,0,13,9,7,31,0,10,21,105,56,56,21,8,3,281,0,0,0,4,0,0,4,4,3,18,3,0,0,5,0,0,0,0,0,15,0,0,0,4,0,5,0,0,0,6,0,24,22,76,29,19,6,0,0,182,0,0,3,6,4,12,7,9,0,39,0,0,0,16,12,25,15,13,3,90,0,0,3,14,4,3,3,3,0,44,0,4,3,27,11,10,7,0,0,71,0,0,0,3,6,3,4,3,0,28,0,0,0,8,0,7,0,0,0,19,0,0,0,15,0,0,0,0,0,21,0,0,3,21,9,11,0,0,0,45,0,0,0,4,0,6,3,0,0,14,0,0,0,6,0,0,0,0,0,6,0,0,3,14,3,4,3,0,0,34
POA6055,0,8,14,27,7,7,0,0,0,68,0,0,0,23,5,8,4,3,0,49,0,0,0,22,0,0,0,0,0,25,0,0,0,3,5,6,8,3,0,22,0,34,45,168,82,38,18,4,0,383,0,0,0,5,0,0,3,0,0,8,0,0,4,8,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,4,43,52,160,46,23,3,0,0,330,0,0,0,9,3,4,0,0,0,22,0,3,0,20,14,25,16,10,4,98,0,3,0,28,5,7,9,3,0,58,0,11,15,51,30,16,7,3,0,132,0,0,0,3,0,0,0,0,0,9,3,5,0,28,3,0,0,0,0,41,0,0,0,3,0,0,0,0,0,8,0,4,0,26,6,4,0,0,0,45,0,0,0,10,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,13,3,4,4,0,0,37
POA6056,0,0,0,5,0,10,3,0,0,23,0,0,0,3,6,3,3,0,0,17,0,0,0,9,0,0,0,0,0,11,0,0,0,9,12,15,32,18,5,88,7,65,100,254,169,130,53,10,3,784,0,0,0,7,5,3,5,0,0,21,0,0,0,3,3,3,0,0,0,12,0,3,3,3,0,3,0,0,0,15,3,55,65,192,65,38,17,0,0,446,0,0,0,8,4,18,12,11,18,65,0,3,3,26,32,37,29,9,12,148,0,3,0,7,4,15,4,0,0,42,0,11,11,55,24,14,4,5,3,140,0,0,0,0,3,9,6,10,4,23,0,0,0,16,4,0,3,3,0,32,3,0,0,13,0,0,0,0,0,21,0,3,11,45,12,12,3,0,0,84,0,0,0,3,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,3,0,4,24,12,10,4,0,0,54
POA6057,0,0,0,3,3,0,3,0,0,10,0,0,0,4,6,7,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,13,4,3,31,3,34,48,143,92,46,18,4,3,386,0,0,0,0,0,3,5,3,0,11,0,0,0,3,0,0,0,0,0,4,0,5,0,3,5,0,0,0,0,14,0,18,12,58,13,10,6,0,0,126,0,0,0,3,0,3,6,0,0,6,0,0,3,12,13,18,18,8,3,76,0,0,3,12,4,7,3,0,0,35,0,12,10,44,18,7,4,0,0,97,0,0,0,0,4,0,0,0,0,4,0,0,0,8,0,5,0,0,0,13,0,0,0,7,3,0,0,0,0,8,0,3,3,14,4,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0,22
POA6058,0,3,0,3,5,0,0,3,0,16,0,3,3,4,4,4,5,3,0,26,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,11,6,0,25,4,27,53,104,64,42,11,5,0,311,0,0,0,0,3,3,7,4,0,17,0,5,0,3,0,4,0,0,0,8,0,0,0,4,0,0,0,0,0,3,0,14,22,51,24,14,10,4,0,134,0,0,0,0,0,3,0,0,0,11,0,0,3,4,9,13,11,12,0,57,0,0,0,11,3,13,4,0,0,38,0,5,6,31,8,7,3,3,0,63,0,0,0,0,0,0,0,3,0,3,0,3,0,12,0,0,5,0,0,22,0,0,0,4,0,0,0,0,0,4,0,4,4,13,4,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9
POA6059,4,4,4,20,4,10,3,5,3,48,0,4,3,12,20,29,16,7,6,98,0,0,0,9,0,0,0,0,0,10,0,0,0,3,0,9,11,7,4,42,3,17,23,59,25,21,18,9,0,180,0,0,0,3,3,0,3,9,0,15,0,4,4,20,0,5,4,0,0,44,0,0,0,4,0,0,0,0,0,4,0,15,19,60,20,22,12,4,0,145,0,0,0,7,12,15,6,13,7,72,0,0,5,22,15,14,10,10,5,87,0,4,3,17,17,14,9,13,0,80,3,18,49,89,95,82,45,25,11,415,0,0,0,4,3,12,3,3,3,29,0,3,0,13,7,5,6,6,3,48,0,0,3,33,0,0,0,0,0,43,0,0,8,22,15,4,0,0,0,52,0,0,9,16,24,19,17,15,4,102,0,0,7,7,3,5,0,0,0,19,0,4,3,5,10,0,3,0,0,31
