region_id,Bosnia_Herzegovina_Befre_1941,Bosnia_Herzegovina_1941_1950,Bosnia_Herzegovina_1951_1960,Bosnia_Herzegovina_1961_1970,Bosnia_Herzegovina_1971_1980,Bosnia_Herzegovina_1981_1990,Bosnia_Herzegovina_1991_2000,Bosnia_Herzegovina_2001_2005,Bosnia_Herzegovina_2006,Bosnia_Herzegovina_2007,Bosnia_Herzegovina_2008,Bosnia_Herzegovina_2009,Bosnia_Herzegovina_2010,Bosnia_Herzegovina_2011,Bosnia_Herzegovina_arrival_ns,Bosnia_Herzegovina_Tot,Cambodia_Before_1941,Cambodia_1941_1950,Cambodia_1951_1960,Cambodia_1961_1970,Cambodia_1971_1980,Cambodia_1981_1990,Cambodia_1991_2000,Cambodia_2001_2005,Cambodia_2006,Cambodia_2007,Cambodia_2008,Cambodia_2009,Cambodia_2010,Cambodia_2011,Cambodia_Yr_arrival_ns,Cambodia_Tot,Canada_Before_1941,Canada_1941_1950,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2005,Canada_2006,Canada_2007,Canada_2008,Canada_2009,Canada_2010,Canada_2011,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1941,China_exc_SARs_Taiwan_41_50,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_05,China_exc_SARs_Taiwan_2006,China_exc_SARs_Taiwan_2007,China_exc_SARs_Taiwan_2008,China_exc_SARs_Taiwan_2009,China_exc_SARs_Taiwan_2010,China_exc_SARs_Taiwan_2011,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1941,Croatia_1941_1950,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2005,Croatia_2006,Croatia_2007,Croatia_2008,Croatia_2009,Croatia_2010,Croatia_2011,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1941,Egypt_1941_1950,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2005,Egypt_2006,Egypt_2007,Egypt_2008,Egypt_2009,Egypt_2010,Egypt_2011,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1941,Fiji_1941_1950,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2005,Fiji_2006,Fiji_2007,Fiji_2008,Fiji_2009,Fiji_2010,Fiji_2011,Fiji_Yr_arrival_NS,Fiji_Tot,Frmr_Y_R_M_FYROM_Bef_1941,Frmr_Y_R_M_FYROM_1941_1950,Frmr_Y_R_M_FYROM_1951_1960,Frmr_Y_R_M_FYROM_1961_1970,Frmr_Y_R_M_FYROM_1971_1980,Frmr_Y_R_M_FYROM_1981_1990,Frmr_Y_R_M_FYROM_1991_2000,Frmr_Y_R_M_FYROM_2001_2005,Frmr_Yug_Rep_Mac_FYROM_2006,Frmr_Yug_Rep_Mac_FYROM_2007,Frmr_Yug_Rep_Mac_FYROM_2008,Frmr_Yug_Rep_Mac_FYROM_2009,Frmr_Yug_Rep_Mac_FYROM_2010,Frmr_Yug_Rep_Mac_FYROM_2011,Frmr_Y_R_M_FYROM_arrival_ns,Frmr_Yug_Rep_Mac_FYROM_Tot,Germany_Before_1941,Germany_1941_1950,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2005,Germany_2006,Germany_2007,Germany_2008,Germany_2009,Germany_2010,Germany_2011,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1941,Greece_1941_1950,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2005,Greece_2006,Greece_2007,Greece_2008,Greece_2009,Greece_2010,Greece_2011,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1941,Hng_Kng_SAR_China_1941_1950,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2005,Hong_Kong_SAR_China_2006,Hong_Kong_SAR_China_2007,Hong_Kong_SAR_China_2008,Hong_Kong_SAR_China_2009,Hong_Kong_SAR_China_2010,Hong_Kong_SAR_China_2011,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1941,India_1941_1950,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2005,India_2006,India_2007,India_2008,India_2009,India_2010,India_2011,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1941,Indonesia_1941_1950,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2005
POA6024,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,9,3,3,3,3,0,6,0,3,0,0,33,0,3,3,0,3,11,18,24,4,4,3,8,8,3,0,92,0,3,3,14,3,0,11,0,0,0,3,0,0,0,0,37,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,4,0,0,0,0,0,0,0,0,0,24,0,14,7,12,4,25,10,6,0,4,0,0,6,0,3,91,3,0,5,9,3,0,0,0,0,0,0,0,0,0,3,23,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,10,0,8,6,33,14,21,14,6,4,12,8,9,0,0,4,139,0,0,0,0,3,0,4,3
POA6025,0,0,3,5,0,3,33,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,9,0,0,3,6,10,14,21,18,3,4,6,7,3,4,4,103,0,0,3,3,3,17,21,17,3,6,6,5,5,4,6,99,3,0,5,9,3,7,9,0,0,0,0,0,3,0,3,42,0,0,0,8,15,16,13,5,0,0,0,0,0,0,0,57,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,8,0,0,0,7,5,0,9,3,0,0,0,0,3,0,0,27,0,16,24,27,37,61,29,19,11,5,4,4,0,4,3,244,0,0,9,7,0,0,0,0,0,0,5,0,3,0,0,24,0,0,0,0,8,13,18,11,0,3,0,0,0,3,3,59,0,9,7,42,34,31,24,19,9,11,10,14,3,3,3,219,0,0,0,0,7,10,13,7
POA6026,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,10,10,13,3,3,3,0,0,0,0,3,45,0,0,5,0,4,17,9,14,3,5,0,5,5,0,3,70,0,0,7,12,4,3,0,0,0,0,0,0,0,0,3,29,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,0,0,3,0,0,0,0,0,0,21,0,11,19,6,12,17,12,17,4,0,0,7,5,0,0,110,0,3,10,4,0,3,0,0,0,0,0,0,0,0,3,23,0,0,0,3,3,19,6,3,0,0,0,0,4,0,0,38,0,5,0,46,18,23,30,11,6,8,6,0,0,9,8,170,0,0,0,0,0,11,10,3
POA6027,0,0,0,0,0,0,21,0,5,0,0,0,0,0,0,26,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,11,0,0,3,3,16,30,17,19,8,3,10,10,4,9,0,132,0,3,0,0,3,8,27,30,7,21,23,61,75,9,28,295,0,0,3,22,3,10,7,6,0,0,0,3,0,0,0,54,0,0,3,19,9,24,15,4,4,0,5,8,0,7,4,102,0,0,0,3,4,3,3,0,0,0,0,0,0,0,0,13,0,0,5,6,14,4,0,3,0,0,0,0,0,0,0,32,0,17,39,22,30,64,25,31,7,19,12,13,7,5,5,296,0,3,7,12,7,3,3,3,0,0,0,0,0,0,5,43,0,0,0,4,3,16,4,14,3,3,8,0,0,0,0,55,0,11,8,44,31,23,39,31,16,15,32,10,34,11,20,325,0,0,3,3,8,12,11,8
POA6028,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,11,5,13,8,4,0,6,0,3,0,0,50,0,0,0,0,3,15,18,3,0,7,4,6,5,4,6,71,0,0,0,5,3,3,12,0,0,0,0,0,0,0,3,26,0,0,0,8,3,26,21,3,0,0,0,0,0,0,0,61,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,9,9,0,4,0,0,0,0,0,0,0,4,26,0,7,4,12,6,11,10,11,0,3,0,3,0,0,3,70,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,12,6,6,4,0,0,0,0,0,3,37,0,3,3,15,20,12,24,12,8,3,6,13,5,0,3,127,0,0,3,0,0,9,32,3
POA6029,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
POA6030,0,0,3,0,0,0,35,4,0,0,0,0,0,0,0,42,0,0,0,0,0,20,5,5,0,0,0,0,4,0,9,43,0,0,0,0,8,11,7,13,0,6,8,3,3,3,0,62,0,0,0,0,0,7,30,26,6,4,0,3,8,0,0,84,0,0,0,11,5,3,8,4,0,0,0,0,0,0,0,31,0,0,0,3,3,16,12,13,5,0,0,3,0,0,3,58,0,0,0,0,6,0,4,0,0,0,4,0,0,0,0,14,0,4,0,3,0,0,0,0,0,0,0,0,0,0,6,13,0,8,27,19,18,26,21,14,6,11,9,6,9,6,3,183,0,0,6,7,4,3,0,0,0,0,0,0,0,0,3,23,0,0,0,0,3,6,3,3,7,0,3,0,0,0,0,25,0,4,3,18,17,3,21,48,10,9,17,12,9,6,4,181,0,0,5,0,0,0,21,5
POA6031,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,3,0,0,4,22,0,0,0,0,0,0,3,5,0,3,4,3,0,0,3,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,8,8,3,0,6,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,11,0,3,0,8,5,0,9,10,10,13,14,18,9,0,6,105,0,0,0,0,3,0,14,0
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,7,3,5,0,3,5,0,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0
POA6036,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,6,6,5,0,3,0,0,0,0,23,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,5,0,5,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,3,4,0,13,0,4,0,3,3,3,3,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,3,0,0,15,0,0,3,0,0,8,0,15,6,8,0,0,0,0,4,44,0,0,0,0,0,0,0,0
POA6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6050,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,8,5,8,3,0,4,4,4,4,4,52,0,0,0,0,0,14,29,17,8,3,5,0,8,4,4,92,0,3,7,6,0,3,3,0,0,0,0,0,0,0,0,22,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,3,0,0,0,3,0,0,0,0,33,7,20,8,9,8,12,15,3,0,0,5,0,0,3,4,94,0,3,25,30,6,0,0,3,0,0,0,0,0,0,3,70,0,0,0,3,3,7,6,7,3,3,4,0,0,0,3,39,4,8,3,18,25,16,5,15,18,16,49,24,21,9,13,244,0,0,7,0,0,0,3,5
POA6051,0,0,0,4,5,0,18,0,0,0,3,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,3,7,3,0,3,3,0,0,0,38,0,0,0,0,5,9,28,52,19,26,26,21,23,7,14,230,0,0,3,7,3,3,24,3,0,0,0,3,0,0,0,46,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0,0,0,0,3,0,0,0,15,0,15,11,10,10,15,7,12,4,3,0,3,0,0,0,90,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,6,14,8,0,3,3,0,5,0,3,45,0,0,3,22,31,23,20,53,73,90,168,165,86,58,29,821,0,4,6,0,0,0,26,13
POA6052,0,0,0,0,0,3,13,3,3,0,0,0,0,0,0,22,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,0,0,0,0,5,3,10,0,0,0,3,0,0,0,0,21,0,0,3,0,0,15,14,20,4,3,11,17,7,3,13,110,0,0,5,7,3,0,4,0,0,0,0,3,0,0,0,22,0,3,3,3,3,0,3,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,9,0,0,3,3,4,0,0,0,0,0,3,0,0,0,0,13,0,10,6,0,7,10,0,9,4,3,0,3,3,3,0,58,0,7,8,20,6,0,3,0,0,0,0,0,0,0,4,48,0,0,0,0,0,13,8,3,0,0,0,0,3,0,0,27,0,5,3,28,22,11,15,7,12,17,20,27,5,8,4,184,0,0,0,0,0,10,11,4
POA6053,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,5,10,7,10,3,3,0,0,0,3,0,0,41,0,0,0,3,8,16,14,13,6,9,7,5,3,0,9,93,0,0,5,4,0,0,7,4,0,0,0,0,0,0,0,20,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,21,11,10,4,21,5,4,0,0,0,3,4,0,4,87,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,7,9,6,0,0,0,0,0,7,0,32,0,7,0,42,35,24,20,23,36,26,42,43,33,15,17,363,0,0,4,3,3,6,11,3
POA6054,0,0,0,3,3,7,79,11,4,3,0,4,0,0,0,114,0,0,0,0,3,10,3,3,0,0,0,3,3,0,3,28,0,0,0,0,3,6,0,0,3,0,4,4,0,0,0,20,0,0,4,0,8,20,21,30,17,4,4,14,5,0,3,130,0,3,12,35,6,9,26,9,0,3,0,4,0,0,0,107,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,8,8,3,18,0,0,3,0,0,0,0,0,40,0,28,15,20,11,11,7,7,3,3,0,3,0,0,3,111,0,0,3,12,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,7,16,3,4,0,0,0,0,0,0,3,33,0,7,0,75,65,38,44,40,27,14,25,20,9,8,11,383,0,4,3,0,3,12,16,4
POA6055,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,10,0,0,0,7,3,7,0,3,0,3,0,0,0,0,5,28,0,3,0,0,0,0,4,5,0,0,0,3,0,0,5,20,0,0,22,29,5,0,4,0,3,0,0,0,0,0,6,69,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,18,13,14,3,7,4,0,0,3,0,0,0,0,3,65,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,3,3,0,3,3,0,0,0,0,3,0,0,15,0,3,5,17,9,32,29,14,3,3,6,6,3,3,6,139,0,0,0,0,3,4,3,0
POA6056,0,0,0,5,0,3,33,0,0,0,3,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,6,8,7,12,5,3,0,3,5,0,4,5,61,0,3,0,0,3,8,6,29,6,13,18,7,3,0,7,103,10,5,41,96,44,15,14,4,0,0,0,0,0,0,17,246,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,8,5,0,0,0,4,0,0,0,0,17,0,0,0,4,5,3,0,0,3,0,0,4,0,0,0,19,0,67,43,30,19,38,3,9,0,0,3,0,3,3,8,226,0,0,10,8,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,4,3,3,3,7,0,0,0,0,0,0,0,20,0,10,9,64,33,36,23,39,38,24,29,39,20,20,21,405,0,0,8,0,3,7,7,6
POA6057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,3,6,4,7,0,0,3,3,0,29,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,15,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,13,4,14,4,3,0,3,0,0,0,3,0,73,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,9,0,4,3,25,29,19,11,9,4,0,0,0,0,0,5,109,3,0,0,0,0,4,4,8
POA6058,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,5,0,0,0,0,0,0,0,15,0,0,0,0,5,0,7,0,0,7,0,0,0,0,5,24,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,3,6,17,3,6,0,3,0,0,0,0,3,63,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,30,29,8,0,14,0,7,11,4,8,6,3,126,0,0,0,3,4,0,11,11
POA6059,0,0,0,0,4,3,68,4,0,3,0,0,0,0,3,85,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,14,0,0,0,3,5,5,9,16,0,0,0,4,3,0,4,49,0,3,0,0,5,47,52,59,15,24,31,30,25,15,11,317,0,4,10,20,9,5,24,3,0,3,0,0,0,0,0,78,0,7,14,11,3,4,4,4,0,3,0,0,0,4,3,57,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,13,38,56,36,27,0,0,3,3,0,0,0,5,184,0,22,26,15,7,18,8,7,0,3,0,0,0,0,3,109,8,17,68,67,22,10,3,0,0,0,0,0,0,0,4,199,0,0,0,3,7,27,18,12,0,3,0,0,8,0,3,81,0,21,6,69,51,56,77,56,37,22,68,49,14,13,25,564,0,0,3,3,5,8,16,12
POA6060,0,0,0,0,0,4,71,15,0,0,0,0,0,6,0,96,0,0,0,0,0,10,3,0,4,0,0,0,0,0,0,17,0,0,3,3,10,10,12,3,3,3,4,4,8,5,0,68,0,0,3,0,4,40,52,67,24,15,39,43,19,10,15,331,4,5,11,29,5,0,22,10,0,3,0,0,0,0,0,89,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,11,0,8,12,23,21,25,18,4,0,0,0,6,0,0,7,124,3,19,15,10,10,9,9,5,4,3,5,0,0,3,3,98,3,19,50,38,13,0,0,0,0,0,0,0,0,0,5,128,0,0,0,3,0,26,18,12,6,3,3,4,5,3,4,87,0,4,3,37,19,22,25,80,90,61,171,173,65,33,34,817,3,0,4,3,0,3,18,13
