POA_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,4,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,10,3,6,13,6,3,3,3,0,41
POA6365,0,0,3,0,0,0,3,0,5,0,3,0,0,0,0,12,5,16,10,8,4,0,0,0,43,0,3,4,8,11,3,0,0,25,5,15,16,11,10,13,0,0,69,0,0,3,0,0,0,0,0,5,3,0,3,3,0,0,0,0,12,12,16,23,15,8,12,5,0,85,0,0,0,0,0,0,0,0,4,6,7,4,6,3,7,10,8,46,26,40,37,31,28,29,12,9,215
POA6367,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,10,4,3,7,4,0,0,20,0,8,3,0,6,0,0,0,20,0,12,7,4,5,3,0,0,41,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,3,14,11,7,11,4,0,0,56,0,0,0,0,0,0,0,0,0,3,5,4,3,12,3,0,0,27,6,34,27,20,35,12,9,0,131
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,15
POA6369,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,14,11,3,8,9,0,0,46,0,3,0,0,8,5,3,0,25,7,16,17,3,8,3,5,0,62,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,8,8,18,19,6,16,3,5,0,79,0,0,0,0,0,0,0,0,0,6,12,4,6,14,22,6,7,72,16,51,30,19,45,33,14,13,224
POA6370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,3,0,0,0,21,0,4,3,14,3,3,0,0,31,3,19,3,12,11,4,3,0,53,0,3,3,3,0,0,0,0,9,0,3,0,0,0,0,0,0,3,5,30,9,16,10,8,3,0,69,0,0,0,0,0,0,0,0,0,0,3,7,3,4,4,3,0,25,7,44,19,40,27,17,6,0,153
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,3,3,0,4,5,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,5,6,3,0,0,28,3,6,4,10,13,6,5,0,56
POA6373,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,8,8,4,4,0,0,0,28
POA6375,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,7,20,13,8,14,7,3,3,69,0,8,3,13,12,5,0,0,45,16,30,20,24,27,12,4,0,126,6,3,0,0,0,0,0,0,7,0,5,3,0,0,0,0,0,10,20,38,21,25,25,14,4,0,149,0,3,0,0,0,0,0,0,6,19,9,17,13,15,7,19,8,114,44,80,63,60,65,42,26,18,383
POA6383,0,0,0,0,0,0,6,0,4,0,0,3,0,0,0,13,0,11,7,6,10,7,6,0,45,0,0,3,10,17,10,3,0,47,4,22,10,30,22,20,3,0,112,0,0,0,0,4,3,0,0,5,0,0,0,0,10,0,0,0,10,3,18,10,34,28,19,7,0,132,0,0,0,0,0,0,0,0,6,6,13,14,18,34,28,24,10,151,15,52,39,82,92,64,40,9,392
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,0,0,0,22
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,6,0,0,0,6
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,0,0,0,7,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,13,3,0,3,13,10,3,10,3,49
POA6390,9,7,0,4,0,0,20,0,5,9,0,9,0,0,0,16,3,38,42,22,6,5,0,0,123,0,13,26,16,25,18,3,0,103,22,66,58,74,52,19,4,0,291,0,3,3,0,0,0,4,0,12,3,3,8,4,4,3,0,0,26,23,74,71,77,51,20,12,0,328,0,0,3,0,0,0,0,0,4,14,24,25,39,28,16,16,3,178,48,159,178,163,121,71,30,3,777
POA6391,0,0,0,0,0,0,6,0,0,3,4,3,3,0,0,16,3,15,32,13,9,7,3,0,74,0,14,13,8,16,13,4,0,60,12,41,17,24,20,9,0,0,129,0,3,3,0,0,0,0,0,13,0,0,0,6,9,0,0,0,14,18,49,25,23,29,13,0,0,156,0,0,0,0,0,3,0,0,3,6,15,11,10,19,21,14,3,98,24,90,86,59,75,51,17,3,411
POA6392,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,5,3,4,8,8,0,4,0,0,28,0,4,3,4,14,0,0,0,26,6,10,14,21,9,0,0,3,57,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,10,13,14,15,24,11,4,0,3,72,0,0,0,0,0,0,0,0,0,0,11,7,3,10,3,0,4,36,15,30,30,34,37,10,3,4,168
POA6393,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,15,0,3,9,11,13,8,0,0,46
POA6394,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,5,16,16,3,4,3,0,0,45,3,0,7,3,6,3,0,0,23,12,12,9,10,8,6,3,0,57,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,13,12,15,14,9,13,6,3,0,71,0,0,0,4,0,0,0,0,3,8,3,6,10,7,3,3,0,33,21,33,42,30,26,24,3,4,188
POA6395,0,0,0,0,0,0,12,0,6,0,0,3,0,0,0,10,8,46,31,34,21,9,4,5,148,4,16,14,18,21,8,3,0,84,19,42,45,40,29,12,8,0,188,3,0,0,0,0,4,0,0,13,4,0,0,6,5,3,0,0,24,25,45,47,46,36,19,6,0,222,0,0,3,0,3,0,3,0,10,14,31,21,37,30,31,25,16,195,45,142,114,133,111,70,38,26,680
POA6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,0,0,0,0,0,21,0,0,3,4,4,6,3,0,29,7,8,12,6,8,4,0,0,46,5,0,0,0,0,0,0,0,11,0,0,4,3,3,3,0,0,8,9,11,11,10,14,5,0,0,61,0,0,0,0,0,0,0,0,3,0,10,12,7,4,4,5,3,53,14,30,41,28,29,17,10,7,169
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,4,6,4,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,11,3,4,8,5,3,4,4,0,37
POA6398,0,5,0,3,3,0,11,0,0,3,3,0,0,0,0,6,0,0,5,8,11,10,3,0,38,3,4,4,10,13,5,4,0,38,0,8,14,19,29,9,6,0,88,0,0,0,0,0,0,0,0,4,0,0,0,3,6,3,0,0,13,3,8,18,23,34,14,9,0,105,0,0,0,0,0,0,0,0,0,3,9,0,10,7,9,19,0,71,6,18,34,55,70,47,41,0,277
POA6401,8,20,26,8,3,0,85,3,8,18,8,14,7,0,0,55,21,100,109,73,82,33,10,3,429,14,51,64,79,88,57,22,3,369,115,209,184,198,188,113,48,9,1068,38,28,18,12,15,3,5,0,127,15,16,28,25,37,16,3,0,130,166,251,234,231,240,128,58,14,1323,0,3,5,7,9,9,7,0,40,171,293,229,187,178,162,102,71,1390,374,721,664,609,631,404,203,94,3696
POA6403,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,4,4,0,0,7,0,0,3,3,0,0,0,0,8,3,6,3,3,6,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,8,6,0,0,33,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,4,0,15,4,9,10,16,18,15,3,0,66
POA6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,9,0,3,0,0,3,0,0,0,12,3,15,6,6,5,7,4,0,41,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,4,17,6,10,6,6,4,0,54,0,0,0,0,0,0,0,0,0,3,0,7,0,9,5,0,0,16,10,23,18,14,18,12,8,0,97
POA6407,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,24,18,7,6,0,0,0,65,5,3,11,7,9,5,3,0,41,39,40,25,19,26,14,3,0,170,5,0,3,6,0,3,0,0,16,3,3,0,0,10,0,0,0,18,47,41,28,30,31,20,3,0,205,0,0,3,0,0,0,0,0,3,21,17,9,13,25,13,18,8,119,64,83,75,62,80,38,23,7,442
POA6409,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,8,12,9,0,0,0,0,27,0,0,3,7,5,0,0,0,15,0,3,8,3,7,5,0,0,26,3,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,5,4,3,13,11,6,5,3,0,41,0,0,0,0,0,0,0,0,0,5,9,3,11,9,7,0,0,52,16,26,28,35,21,12,3,0,144
POA6410,3,0,3,0,0,0,6,0,3,0,0,0,0,0,0,5,3,17,8,10,9,0,5,0,48,0,3,7,11,12,12,3,0,49,11,24,16,35,19,10,11,3,135,0,3,3,0,0,0,0,0,5,0,3,0,0,0,8,0,0,15,11,35,19,36,25,20,11,3,152,0,0,0,0,0,0,4,0,8,22,6,12,19,19,21,18,18,138,44,62,53,76,61,44,44,18,397
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,10,0,0,0,4,3,3,0,0,8,0,3,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,14,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,0,0,4,5,0,0,19,0,11,7,20,11,7,4,0,63
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,7,0,0,5,10,5,0,0,0,29
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,4,3,10,0,0,0,22
POA6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,7,4,8,7,5,0,0,31
POA6415,5,3,0,0,0,0,17,0,10,3,10,0,0,0,0,34,8,44,38,35,16,12,3,0,159,8,30,21,29,38,3,12,0,140,68,90,70,79,77,25,10,3,424,19,14,4,5,0,0,0,0,43,5,3,8,5,7,3,0,0,36,89,100,86,98,83,30,13,4,506,4,3,0,3,0,0,0,0,12,63,25,28,45,41,43,25,16,292,174,224,182,217,183,91,53,20,1157
POA6418,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,22,3,13,4,0,4,0,53,0,3,11,3,7,7,0,0,37,8,15,20,16,12,12,4,0,91,6,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,4,12,18,21,16,18,13,3,0,101,0,3,0,0,3,0,0,0,9,6,5,4,4,12,17,6,3,63,24,55,38,49,46,40,15,3,277
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,5,3,0,0,0,19
POA6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,3,7,4,0,0,21,3,11,7,9,11,4,0,0,41
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,10,3,11,0,0,0,25,3,10,14,3,20,7,0,0,61
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,10,3,3,3,0,0,0,28
POA6423,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,7,3,0,0,0,0,13,0,0,5,3,0,0,0,0,13,8,7,8,10,10,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,7,8,9,13,3,0,0,45,0,0,0,0,0,0,0,0,0,3,5,6,4,4,3,8,0,31,13,9,30,20,15,10,8,0,100
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,6,3,0,0,0,14,0,6,6,8,5,5,0,3,37
POA6425,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,17,4,10,4,7,7,0,3,0,36
POA6426,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,11,9,6,0,3,0,0,37,0,0,7,7,0,4,3,0,27,13,27,22,27,17,8,0,3,112,0,3,0,3,0,0,0,0,6,3,0,3,3,0,0,0,0,12,16,32,27,36,23,8,3,3,133,0,0,0,3,0,0,0,0,7,9,15,9,26,19,14,10,9,122,31,62,54,85,43,35,16,15,328
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,15,4,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,11,7,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,10,5,10,3,0,0,0,29,5,31,17,14,7,0,0,0,66
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,4,0,0,0,22
POA6429,0,5,3,0,0,0,6,0,3,0,0,0,0,0,0,7,4,9,6,6,3,0,0,0,28,0,7,10,8,10,9,3,0,54,6,29,25,29,26,8,4,0,132,8,0,0,7,0,0,0,0,9,0,0,0,3,0,0,0,0,9,13,28,28,36,22,6,4,0,148,0,0,0,0,0,0,0,0,5,24,11,16,24,23,23,6,0,135,36,58,72,74,68,41,16,0,374
POA6430,133,73,46,13,0,0,435,10,69,78,38,40,14,0,0,241,146,690,492,282,160,44,14,3,1833,60,312,329,262,167,43,18,7,1197,420,1085,844,755,476,152,36,3,3766,101,58,40,26,16,5,3,0,247,35,58,78,59,59,21,7,0,320,552,1197,967,840,543,176,44,3,4330,8,14,24,13,17,12,8,0,93,320,449,384,359,321,162,92,32,2121,1095,2905,2399,1868,1291,472,177,44,10246
POA6431,3,0,0,0,0,0,9,0,0,0,3,3,0,0,0,8,7,19,5,7,6,0,0,0,48,0,3,9,5,3,0,0,0,24,14,30,17,28,15,5,0,0,115,4,3,0,0,0,0,0,0,7,7,3,4,4,3,0,0,0,23,25,34,29,30,25,5,0,0,145,0,0,0,0,0,0,0,0,3,38,34,27,19,21,12,3,0,155,70,93,78,73,54,23,3,0,384
POA6432,9,7,5,4,0,0,42,0,6,10,8,0,3,0,0,22,11,56,55,38,23,12,3,0,202,12,56,66,68,39,13,3,0,256,155,308,239,233,180,59,18,3,1190,29,30,10,16,7,0,0,0,92,14,21,22,17,17,6,0,0,102,191,356,275,267,205,66,17,3,1384,0,9,4,10,7,3,0,0,25,129,201,178,162,160,76,28,6,945,346,700,598,561,444,173,53,10,2888
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,7,5,8,9,3,6,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,13,9,3,6,3,0,0,40,0,0,0,0,0,0,0,0,0,0,7,3,4,3,0,0,0,18,11,28,13,13,8,3,0,0,81
POA6436,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,7,3,3,0,0,29,4,11,8,8,9,6,0,0,42
POA6437,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,14,7,8,3,0,0,0,37,0,11,5,4,0,0,0,0,18,3,37,23,26,10,3,0,0,99,0,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,3,46,26,26,14,3,0,0,109,0,0,0,0,0,0,0,0,0,8,46,31,29,18,3,0,0,139,15,120,75,70,32,8,0,0,316
POA6438,3,0,0,0,0,0,13,0,6,0,0,3,0,0,0,13,3,24,10,3,3,3,0,0,41,0,13,12,6,7,0,0,0,42,11,38,24,23,13,5,0,3,115,0,3,0,0,4,0,0,0,8,0,3,0,4,3,0,0,0,7,10,42,23,21,21,11,0,3,132,0,0,0,0,0,0,0,0,3,23,55,32,34,25,15,6,3,179,40,141,86,73,52,23,6,3,427
POA6440,3,0,3,0,0,0,15,0,3,0,3,4,0,0,0,12,4,25,11,8,11,0,0,0,60,0,12,7,15,8,3,0,0,51,20,79,40,48,33,3,0,0,222,0,0,0,0,0,0,0,0,3,6,14,3,5,0,0,0,0,36,26,95,42,53,37,8,0,0,260,0,0,0,0,0,0,0,0,3,19,72,33,44,34,7,8,0,207,53,217,103,119,94,21,8,0,610
POA6442,7,3,0,0,0,0,18,0,0,3,0,3,0,0,0,17,3,35,25,11,9,0,0,0,87,6,23,24,19,17,0,0,0,92,45,123,78,92,49,28,4,3,420,6,9,9,3,0,0,0,0,24,3,12,12,3,3,3,0,0,39,54,133,96,92,55,30,5,3,479,0,0,3,4,4,0,0,0,7,52,78,60,63,36,22,6,0,312,121,281,219,198,127,57,17,3,1016
POA6443,0,0,4,0,0,0,6,0,0,0,0,8,0,0,0,8,3,8,3,9,6,3,0,0,39,0,5,6,3,7,3,0,0,28,6,25,8,27,29,19,0,3,121,3,4,0,0,0,0,0,0,8,0,7,0,3,3,0,0,0,13,6,38,11,29,32,19,3,3,146,0,0,0,0,0,0,0,0,5,9,32,21,38,31,23,8,0,169,25,95,45,91,82,44,10,3,392
POA6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,3,3,4,0,0,0,8,3,3,4,6,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,6,7,0,0,0,32,0,0,0,0,0,0,0,0,0,3,4,4,4,9,3,0,0,30,4,10,18,12,14,8,4,0,77
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,4,3,4,3,0,0,3,0,18,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,3,3,0,0,3,0,22,0,0,0,0,0,0,0,0,0,5,6,3,6,0,0,0,0,15,10,17,14,7,0,0,3,0,56
POA6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,0,0,0,0,0,20,0,3,0,3,7,0,0,0,8,8,7,8,3,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,9,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,8,4,3,7,8,0,0,0,32,9,25,16,20,20,0,0,0,97
POA6448,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,4,3,6,4,0,3,0,23,3,0,4,3,4,0,0,0,23,0,15,16,14,10,4,0,0,59,3,3,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,4,5,18,14,12,14,6,3,0,66,0,0,0,0,0,0,0,0,0,28,4,7,8,4,0,5,0,49,31,30,27,36,32,10,8,0,169
POA6450,22,18,23,13,0,0,97,3,25,44,35,30,12,3,0,144,43,188,198,158,91,66,29,3,787,19,117,132,150,151,80,43,5,701,230,399,392,431,303,139,60,12,1966,53,47,30,32,29,11,0,0,210,18,26,51,49,45,27,13,6,225,297,463,473,510,377,179,73,20,2403,3,8,8,12,17,13,8,3,76,226,212,219,302,247,229,162,84,1672,598,1032,1091,1190,931,589,317,121,5869
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5
POA6460,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,8,0,16,12,7,0,3,3,0,45,0,4,3,8,7,9,0,0,30,6,19,14,6,25,10,3,0,87,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,12,23,14,8,30,13,3,0,99,0,0,0,0,3,0,0,0,7,13,8,19,10,17,15,12,9,97,26,56,42,39,64,46,19,8,297
