POA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
POA6030,448,1688,1485,6665,211,10493,0,4,4,68,0,85,645,11,22,30,3,717,110,19,12,41,5,178,471,61,51,141,4,725,10179,1456,1306,4737,227,17906,352,9,41,5,9,417,197,18,15,38,4,271,619,103,59,378,4,1165,85,28,9,40,0,165,70,9,7,16,0,101,619,12,14,16,8,674,1955,264,225,1311,45,3805,453,139,80,486,12,1171,53,0,5,3,0,58,22,5,7,3,0,37,32,14,8,23,3,81,36,9,8,23,0,84,794,51,28,16,10,899,437,122,61,18,4,634,264,21,16,39,3,338,113,3,10,8,0,129,2113,298,240,1085,45,3788,47,0,0,0,0,55,1141,35,33,8,8,1223,156,18,7,41,4,224,49,4,6,0,0,54,14,0,0,0,0,15,179,4,4,0,5,189,402,27,26,53,0,504,3483,258,241,224,53,4260,173,21,19,119,2231,2560,20520,2709,2360,11034,2764,39386
POA6031,265,806,593,2736,30,4435,0,3,0,21,0,24,260,8,21,19,0,312,26,7,7,14,0,50,142,28,24,66,3,262,4176,661,546,1787,75,7245,431,3,15,5,11,461,55,8,5,22,0,95,170,39,27,149,3,380,24,11,12,28,0,75,29,3,4,6,0,36,649,13,10,12,0,685,823,109,97,428,14,1464,148,68,35,246,11,513,16,0,0,0,0,19,3,0,0,10,0,16,13,9,3,18,0,50,11,4,10,9,0,35,308,35,11,10,3,369,174,47,40,7,0,265,86,6,0,23,0,119,17,7,3,7,0,36,1013,95,112,366,15,1604,36,6,0,0,0,39,391,12,14,8,0,425,79,3,7,11,3,95,38,3,0,0,0,37,5,0,0,0,0,3,106,6,3,0,0,113,188,12,8,17,3,225,1645,125,121,99,24,2020,88,9,6,36,739,876,9204,1203,988,4334,902,16624
POA6032,0,3,12,58,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,33,3,5,32,0,76,3,0,0,0,0,3,0,0,0,0,0,3,3,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0,8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,3,0,11,0,14,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,3,0,4,5,0,0,0,0,13,0,0,0,0,17,17,61,8,14,84,19,195
POA6033,4,11,21,88,4,132,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,7,75,11,7,69,0,164,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,4,0,16,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,19,0,30,17,4,3,20,0,48,3,0,0,0,0,3,0,0,0,0,0,0,8,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,14,3,0,0,0,0,7,0,0,3,0,0,3,10,3,0,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,39,3,0,0,0,0,3,9,0,0,5,0,15,0,0,0,0,46,50,172,20,32,164,51,442
POA6034,19,72,92,286,3,476,0,0,0,0,0,0,8,3,0,4,0,13,0,0,0,3,0,3,17,3,3,6,0,27,520,76,81,170,5,853,13,0,0,0,0,13,3,3,0,3,0,8,34,4,5,15,0,51,4,0,0,3,0,5,3,0,3,0,0,3,19,0,0,0,0,19,111,12,6,39,0,174,22,16,0,33,0,74,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,22,0,0,3,0,30,22,3,4,5,0,33,0,0,0,0,0,0,7,0,0,0,0,7,88,11,9,47,6,163,0,0,0,0,0,0,45,0,0,0,0,47,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,7,0,29,94,5,13,0,0,120,12,0,5,4,132,150,848,118,125,436,148,1680
POA6035,94,395,329,1781,82,2680,0,3,0,20,0,27,59,0,3,4,0,63,9,9,6,5,0,31,83,17,19,34,0,156,2501,333,288,1055,113,4292,28,0,3,0,0,33,26,0,0,7,3,45,131,27,21,101,5,285,11,0,0,13,0,30,9,3,0,4,0,13,47,3,0,0,0,54,335,52,57,307,12,765,81,14,19,104,4,220,3,0,0,0,0,3,4,3,0,0,0,9,3,0,8,9,0,16,6,3,4,3,0,14,195,19,6,5,3,229,114,18,19,9,4,165,54,3,13,13,0,86,5,0,0,12,0,20,465,52,67,212,14,804,3,0,0,0,0,5,161,10,7,3,0,181,17,6,0,0,0,26,7,0,0,3,0,7,0,0,0,0,0,0,7,0,0,0,0,9,103,13,14,20,0,151,436,53,56,53,8,601,28,7,3,21,770,835,4015,611,525,2736,982,8868
POA6036,198,692,586,2445,77,3995,0,3,0,31,0,33,157,10,5,18,0,193,17,4,0,18,0,43,187,32,20,36,0,273,4437,558,516,1565,89,7167,200,3,12,0,8,224,65,4,3,15,0,92,202,51,32,120,9,414,14,9,0,13,3,39,23,0,4,3,0,32,227,9,4,4,0,254,864,101,68,394,25,1447,134,49,30,170,9,392,9,0,0,0,0,6,10,3,0,7,0,18,14,3,3,10,0,22,21,3,3,4,0,35,378,34,14,3,4,433,233,29,40,6,4,313,60,14,4,19,0,94,20,3,0,3,0,29,949,127,94,314,10,1496,12,3,0,10,0,31,459,16,9,0,5,493,47,14,3,8,0,68,14,0,0,0,0,11,0,4,0,0,0,3,28,0,0,0,0,28,202,17,10,17,4,253,1423,90,97,80,33,1722,83,8,16,29,1243,1377,8577,1070,914,3775,1461,15796
POA6037,30,182,141,792,21,1162,0,0,0,12,0,12,20,0,3,0,0,23,4,0,0,4,0,9,30,14,4,8,0,58,619,115,123,461,29,1348,4,3,0,0,0,9,18,0,0,3,0,24,45,11,0,61,0,116,3,0,0,3,0,10,0,0,0,0,0,0,8,0,0,7,0,14,123,17,30,120,9,294,29,18,4,34,3,85,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,10,4,3,0,0,0,10,20,6,3,0,0,30,21,12,0,0,0,34,16,0,3,3,0,17,0,0,0,0,0,3,96,26,26,131,4,280,0,0,0,0,0,0,21,3,0,0,0,23,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,3,5,0,29,89,13,19,19,0,146,8,4,4,22,262,295,979,256,219,1224,309,2990
POA6038,82,273,211,867,18,1459,0,0,0,7,0,7,79,3,3,10,3,93,25,4,0,7,0,34,71,13,9,16,0,113,1861,247,210,623,39,2974,84,0,10,0,0,90,19,0,0,3,0,27,91,10,11,48,3,168,11,0,0,10,0,23,10,0,0,0,0,12,138,3,3,0,0,149,370,43,33,170,7,614,74,21,11,70,0,177,13,0,0,0,0,13,3,0,3,3,0,10,10,4,0,3,0,16,5,0,3,0,0,5,110,10,5,3,3,127,98,20,13,0,3,132,37,3,3,18,0,60,10,0,0,3,0,10,385,37,33,110,8,572,7,0,0,0,0,7,221,12,3,3,0,241,15,9,0,9,0,38,7,0,0,0,0,5,15,0,0,0,0,15,3,0,0,0,0,3,84,3,3,6,0,93,503,43,46,38,14,635,37,3,4,20,475,540,3538,435,356,1397,545,6269
POA6041,12,66,61,449,3,595,0,0,0,0,0,0,16,0,0,3,0,16,0,0,0,3,0,7,15,3,9,3,0,31,287,61,53,237,10,645,3,0,0,0,0,3,8,0,0,3,0,11,24,7,3,19,3,49,3,0,0,0,0,3,4,0,0,0,0,3,6,0,0,0,0,6,47,14,6,49,0,113,21,3,0,16,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,11,0,3,3,0,14,17,0,3,0,0,21,9,0,0,0,0,11,0,0,0,3,0,5,58,7,18,58,0,142,4,0,0,0,0,4,11,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,51,8,12,6,0,78,0,0,0,6,116,128,515,94,105,668,134,1514
POA6042,0,6,3,21,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,26,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,6,7,48,9,78
POA6043,0,11,9,69,5,99,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,20,4,3,50,0,85,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,4,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,12,0,0,3,7,40,47,44,13,21,125,39,244
POA6044,9,56,30,379,9,495,0,0,0,3,0,3,31,0,0,0,0,30,3,3,0,0,0,10,16,4,3,9,0,30,113,45,38,290,15,504,0,0,3,0,0,7,8,0,0,4,0,14,19,0,4,29,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,7,4,67,4,108,7,3,3,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,6,10,0,0,4,0,13,0,0,0,0,0,0,31,8,8,62,0,110,0,0,0,0,0,0,8,0,0,0,0,7,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,3,0,7,66,15,3,6,0,91,4,0,0,3,93,104,307,88,62,661,117,1233
POA6050,108,666,564,2560,39,3939,0,3,3,15,0,22,514,20,24,28,7,595,80,13,9,62,0,163,135,44,26,77,0,288,1862,630,477,2292,61,5328,53,4,14,0,0,70,83,4,8,22,3,114,209,43,35,203,3,491,163,42,22,134,5,363,31,9,0,10,0,53,239,20,12,9,0,279,583,171,131,940,14,1840,787,179,82,487,15,1548,41,0,0,0,0,50,3,3,3,0,0,13,113,11,11,41,0,175,24,9,4,12,0,49,27,4,3,0,0,34,111,33,17,7,0,172,147,23,15,48,0,238,73,3,7,16,0,96,496,156,109,617,12,1382,43,7,11,7,0,73,117,8,18,0,0,143,53,8,3,8,0,77,36,0,7,6,0,50,24,5,0,3,0,24,225,3,11,4,3,245,76,19,7,41,0,146,1223,132,117,176,14,1656,56,8,6,57,1327,1456,6225,1338,1014,5334,1465,15380
POA6051,124,503,342,1662,35,2670,5,7,5,12,0,23,580,15,29,25,6,652,43,15,6,36,0,96,121,29,19,40,0,219,1517,425,368,1702,38,4051,115,4,15,3,3,141,82,5,3,17,0,107,177,33,23,185,3,417,39,16,3,34,0,97,29,0,0,11,0,35,878,23,6,4,5,920,524,124,91,629,10,1380,299,94,40,222,3,659,62,0,0,0,0,61,8,0,0,7,0,15,17,3,3,8,0,32,19,0,0,7,0,29,50,3,7,0,0,65,94,20,8,3,0,126,139,9,8,16,0,174,41,0,3,3,0,47,393,110,66,449,16,1037,70,0,0,3,0,72,59,6,5,4,3,80,42,4,0,13,0,57,52,3,3,0,0,55,3,3,0,0,0,7,182,3,0,0,6,189,59,11,6,37,0,118,1859,100,100,121,10,2194,38,3,4,31,935,1014,6428,886,667,3541,1055,12577
POA6052,84,567,400,2064,34,3150,0,0,0,32,0,36,487,16,23,19,7,552,45,8,6,30,0,84,93,40,12,39,0,183,1175,481,346,1687,47,3729,51,3,10,0,0,63,55,11,5,10,0,80,113,37,30,136,5,319,81,23,5,79,0,197,22,9,3,10,0,40,230,18,15,9,0,269,426,131,100,625,3,1284,519,132,77,376,16,1115,54,6,0,0,0,57,0,0,0,0,0,3,40,14,0,21,0,71,17,0,0,6,0,26,44,0,5,3,0,55,81,26,16,4,0,131,106,14,26,31,3,184,24,3,3,3,0,39,319,84,76,454,11,945,70,9,3,19,0,103,40,7,4,0,0,51,36,6,0,6,0,50,44,5,3,0,0,58,10,0,0,0,0,14,176,3,9,0,0,190,56,8,7,16,0,91,1012,131,100,97,9,1348,34,4,5,26,706,775,4550,1040,732,3984,809,11113
POA6053,117,730,516,2855,133,4348,0,4,0,37,0,42,544,27,28,30,3,634,52,20,10,38,0,117,167,45,27,62,8,313,1819,635,445,2233,83,5220,144,0,10,3,0,162,86,8,5,29,0,124,161,40,47,170,11,428,41,9,3,30,3,88,33,6,8,3,3,51,395,28,16,15,3,456,605,161,93,782,16,1661,447,145,66,303,14,978,32,0,3,0,0,36,15,0,3,0,0,16,18,5,0,7,0,30,19,12,0,3,0,34,106,8,7,0,0,122,118,43,24,5,0,189,163,19,18,25,3,231,46,3,6,4,0,66,468,138,108,584,22,1321,51,5,4,0,0,69,47,11,11,0,0,71,51,7,3,4,0,59,68,0,8,3,0,80,17,0,0,0,0,18,231,3,10,3,0,251,64,13,22,37,0,135,1280,159,118,155,19,1735,44,10,10,52,667,787,6019,1319,944,5203,942,14432
POA6054,236,1071,719,4247,128,6398,0,10,7,101,0,119,611,16,29,20,8,681,156,26,14,66,7,254,216,56,40,86,3,398,2523,914,653,3298,142,7529,328,3,28,9,8,366,114,21,4,24,3,178,212,65,44,266,15,597,57,13,6,39,3,112,42,3,3,4,0,51,460,26,20,24,0,528,695,229,160,1091,39,2219,483,170,66,372,11,1102,27,0,3,0,0,35,10,5,3,3,0,19,49,10,0,14,0,66,80,12,3,26,0,121,193,18,17,3,5,234,154,60,31,3,7,260,168,17,9,60,5,256,35,3,0,5,0,43,617,226,171,859,35,1907,138,9,3,0,0,151,64,3,15,3,0,84,66,10,7,17,0,92,43,4,3,4,0,54,20,3,0,0,0,20,315,5,13,0,7,340,79,16,9,47,0,151,1779,206,136,206,28,2356,78,22,17,89,1195,1386,8066,1874,1262,7641,1537,20378
POA6055,279,937,713,3987,98,6017,0,5,6,59,0,81,443,15,20,8,3,491,150,49,18,92,0,299,173,57,30,74,0,341,2499,817,609,2939,83,6954,651,6,29,8,9,692,81,9,0,17,0,113,183,60,38,227,7,516,43,17,9,48,0,108,16,4,0,5,0,29,1446,18,23,22,9,1511,558,164,113,805,9,1645,385,158,72,462,14,1091,23,0,3,4,0,33,24,0,0,3,0,25,36,9,3,16,0,55,28,9,3,11,0,47,227,24,3,9,5,269,200,68,43,23,0,328,113,26,5,44,0,185,25,3,0,11,0,36,597,178,131,689,10,1611,64,5,6,3,0,79,152,21,17,4,3,187,89,10,0,8,0,112,118,13,3,8,3,139,11,0,0,3,0,10,176,3,13,0,3,200,73,18,14,41,5,143,2426,145,150,181,26,2920,94,13,6,50,1683,1848,9367,1632,1192,6909,1928,21034
POA6056,338,1937,1461,9700,220,13657,0,22,10,214,11,254,432,18,35,49,5,542,413,59,44,198,5,716,416,111,72,166,13,781,4979,1773,1411,7478,249,15891,867,24,46,7,6,954,108,19,9,61,3,205,457,110,91,586,25,1266,67,35,3,67,7,181,65,9,4,17,0,88,774,32,23,16,0,851,871,311,236,2041,52,3510,1089,270,148,986,41,2537,21,0,4,0,0,22,10,0,4,3,3,19,23,10,3,14,0,53,45,18,12,13,0,80,530,31,41,8,10,625,404,129,48,29,3,617,294,44,13,65,3,423,55,7,9,7,0,74,1031,374,329,1678,38,3453,61,4,3,12,0,81,164,20,13,0,0,200,134,7,14,37,0,193,51,11,4,8,0,72,14,0,3,0,0,11,124,0,3,4,0,137,162,45,26,80,8,318,2275,304,209,337,36,3164,152,39,16,163,2547,2915,13253,3345,2503,16950,3120,39167
POA6057,159,876,640,4467,74,6217,0,7,4,48,0,53,135,4,14,22,3,180,38,17,13,65,0,140,191,47,39,101,3,375,2470,812,584,3373,90,7327,241,4,17,7,3,268,62,8,6,26,3,99,156,63,34,238,0,501,16,11,4,27,3,73,27,7,3,7,0,44,187,14,7,9,4,219,523,160,108,855,22,1657,289,116,69,392,13,879,11,0,3,0,0,19,5,8,0,0,0,16,5,0,0,0,0,11,14,4,3,9,0,41,285,18,12,3,3,326,197,48,21,7,0,273,75,15,12,29,0,132,18,0,4,3,0,32,524,169,133,807,17,1652,27,4,0,0,0,31,102,12,12,5,0,126,25,8,0,16,0,53,24,3,7,0,0,39,15,0,5,3,0,20,45,0,0,3,0,46,97,29,14,32,0,171,894,103,112,142,16,1265,47,11,4,85,974,1123,5439,1488,1096,7614,1175,16806
POA6058,136,621,464,3128,58,4411,0,5,3,41,3,54,242,11,11,11,3,276,15,3,4,25,0,50,142,36,21,67,0,269,1855,565,429,2359,64,5272,238,0,21,5,4,260,62,3,10,14,3,89,149,37,29,237,5,457,23,3,0,15,0,36,34,3,0,0,0,39,303,16,12,3,7,341,321,93,76,555,23,1064,151,63,23,195,4,437,20,0,4,3,0,28,5,5,4,4,0,20,3,0,0,0,0,3,13,3,4,16,0,34,178,7,7,6,7,208,144,37,21,15,0,226,85,7,3,27,0,123,12,0,3,3,0,24,433,116,73,530,7,1162,16,0,0,0,0,16,85,5,3,6,0,93,29,3,0,19,0,48,38,0,3,0,0,43,8,0,0,0,0,6,3,0,0,0,0,8,51,11,8,17,0,88,1044,84,74,120,6,1326,61,6,0,47,711,831,4717,1029,755,5325,869,12690
POA6059,299,838,601,3028,88,4858,0,3,0,13,0,27,1618,21,38,19,16,1714,138,30,13,77,8,258,198,47,24,55,3,326,2207,724,487,2552,71,6038,255,7,19,0,0,282,107,4,6,18,3,148,240,50,38,208,6,540,389,82,39,143,0,658,41,0,3,19,0,62,872,27,22,14,5,945,593,168,85,828,18,1689,1613,349,158,900,31,3049,85,0,9,0,3,94,18,4,0,0,0,27,396,46,17,109,6,573,23,10,5,10,0,51,66,16,10,0,0,91,106,52,27,14,3,203,267,19,25,54,4,379,116,9,13,17,0,153,497,160,120,658,17,1450,141,18,5,3,3,178,494,35,14,3,4,555,79,9,10,14,4,116,97,18,6,0,0,120,46,0,0,3,0,50,1148,9,17,0,6,1175,69,11,17,50,0,141,2990,170,147,179,37,3525,126,10,11,45,950,1140,13058,1766,1177,6246,1238,23486
POA6060,262,868,589,3215,59,4995,0,3,0,23,3,28,1125,42,25,32,10,1229,181,41,8,80,5,310,180,39,32,67,0,325,2350,726,535,2677,82,6379,181,3,15,0,0,202,126,18,8,37,4,190,222,48,40,251,5,562,215,50,26,123,5,428,49,12,5,17,0,77,1167,23,14,9,0,1203,992,168,103,1004,29,2293,1449,350,130,718,20,2658,98,3,0,3,0,108,18,4,5,5,0,34,261,33,20,69,4,376,23,8,6,16,0,57,110,5,8,4,3,128,144,40,29,7,0,217,233,37,18,46,0,333,91,3,14,12,0,115,565,170,131,720,19,1602,162,9,3,3,0,184,289,11,23,3,0,334,109,4,9,16,0,140,112,8,3,0,3,125,27,0,3,3,0,30,476,15,12,3,4,513,74,15,8,59,0,161,3127,207,189,191,30,3742,82,14,14,52,1570,1736,12258,1747,1186,6410,1792,23393
POA6061,781,1004,773,3995,148,6703,10,11,7,139,3,170,1954,33,40,26,18,2067,204,29,9,47,0,294,177,59,23,87,9,348,3012,836,604,3177,144,7769,848,5,53,3,12,920,165,14,4,35,0,219,320,43,33,250,7,658,226,36,15,73,4,355,79,4,3,11,0,97,2192,35,25,13,12,2276,971,199,116,931,23,2236,925,210,95,523,23,1780,153,0,7,0,3,157,75,8,0,3,3,85,835,68,59,59,7,1025,36,0,3,9,0,51,297,33,18,3,6,359,210,46,30,0,3,294,274,20,8,33,0,333,59,4,0,11,0,68,577,179,138,686,20,1597,241,15,7,7,0,266,138,13,9,7,0,162,184,9,11,22,0,238,151,3,3,5,0,158,75,0,0,0,0,71,1909,16,27,9,7,1972,76,19,11,46,0,146,10416,260,260,201,115,11251,456,20,18,84,2821,3393,24540,1909,1464,7347,3302,38563
POA6062,428,1022,797,4540,109,6885,0,6,0,53,0,59,2757,31,60,31,29,2911,177,30,23,94,0,321,267,68,36,99,8,473,3235,916,640,3501,123,8418,679,4,31,5,7,725,157,5,10,28,0,202,330,58,48,301,8,741,334,79,34,104,5,554,58,12,7,17,0,93,1303,44,28,27,15,1419,941,188,136,978,25,2267,1970,438,188,1030,42,3667,103,0,3,0,0,108,70,4,13,3,3,89,207,31,23,43,3,307,62,16,7,19,3,104,332,11,30,3,3,377,181,47,32,18,4,280,338,28,24,77,8,473,96,3,10,14,0,121,710,196,135,890,13,1949,289,15,5,12,5,335,246,18,20,3,3,287,142,7,0,19,0,170,162,3,6,8,0,188,35,3,0,0,0,45,1714,12,29,3,16,1774,88,23,10,55,0,183,4020,247,239,247,43,4792,197,12,10,71,1669,1963,18361,2168,1551,8547,2040,32670
POA6063,237,489,380,2292,62,3463,0,3,0,61,0,60,854,14,25,28,12,922,52,17,5,17,0,99,98,31,11,37,0,179,1365,458,341,1644,63,3873,344,6,20,0,3,376,67,3,3,9,0,81,111,27,18,102,3,265,24,13,4,29,0,72,34,11,0,3,0,48,855,10,13,14,3,893,270,98,53,420,20,867,276,89,40,257,6,667,18,0,0,0,0,18,21,10,0,3,3,43,40,3,0,13,3,62,17,7,3,9,0,42,119,13,5,3,0,140,89,19,25,0,0,138,92,17,10,30,5,159,15,0,0,5,0,19,310,74,57,341,4,793,115,11,8,4,0,135,88,8,7,12,0,110,60,3,0,4,0,61,42,3,3,0,0,48,15,0,0,0,0,16,823,8,17,3,5,852,26,4,9,16,0,53,2764,131,94,104,26,3123,109,11,3,34,730,891,7958,939,688,3865,904,14359
