region_id,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA6393,0,0,0,0,3,3,0,3,0,9,0,0,0,0,3,0,0,0,0,3,8,3,4,0,3,0,0,4,0,22,31,6,7,0,3,0,0,3,0,50,41,0,4,0,0,0,6,9,0,60,39,0,0,0,5,0,0,0,0,44,15,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,145,9,15,0,17,3,6,19,0,214
POA6394,3,0,0,3,0,0,0,3,0,9,4,0,3,0,0,0,0,3,0,10,17,5,0,4,0,0,0,0,0,26,35,9,3,4,0,0,0,6,0,57,39,0,7,0,8,0,3,6,0,63,20,3,3,3,3,0,0,0,0,32,17,0,3,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,139,17,19,14,11,0,3,18,0,221
POA6395,0,0,9,0,3,8,0,8,0,28,6,4,9,7,6,3,3,9,3,50,28,20,22,7,11,13,6,26,3,136,52,13,14,18,7,8,12,19,3,146,62,18,24,13,16,11,22,27,0,193,66,4,14,11,8,3,14,15,3,138,21,3,7,0,0,0,0,3,0,34,10,0,0,0,0,0,0,0,3,13,4,0,0,0,0,0,0,0,0,4,249,62,99,56,51,46,57,107,15,742
POA6396,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,7,0,7,8,10,3,3,0,0,7,12,0,43,15,0,8,0,6,0,6,13,0,48,26,0,4,0,3,0,0,6,0,39,15,0,3,0,0,0,5,7,0,30,5,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,10,18,3,12,0,18,56,0,186
POA6397,0,0,3,0,0,3,0,4,0,10,0,0,3,3,3,0,0,3,0,12,8,0,0,0,4,0,0,6,0,18,16,4,0,5,0,0,0,11,0,36,23,3,0,0,0,0,0,7,0,33,14,3,0,0,0,0,0,6,0,23,7,0,0,0,4,0,0,3,0,14,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,74,10,6,8,11,3,0,40,0,152
POA6398,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,3,0,0,3,13,8,7,0,0,0,0,8,0,36,4,8,9,5,4,11,6,7,3,57,16,10,5,4,6,3,6,5,0,55,8,6,6,7,5,3,4,11,6,56,7,0,3,0,4,0,3,3,0,20,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,51,32,30,16,22,17,22,38,12,240
POA6401,6,3,48,21,24,67,6,42,3,220,11,29,66,35,38,26,14,38,6,263,51,102,89,53,75,39,34,69,7,519,85,74,99,79,105,48,55,78,11,634,116,99,113,84,121,49,77,92,8,759,124,92,72,54,85,45,71,64,6,613,25,10,21,13,9,10,9,17,0,114,6,0,0,3,3,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,428,409,508,342,460,284,266,400,41,3138
POA6403,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,6,3,0,0,15,6,3,3,0,0,0,4,0,0,16,8,3,6,0,3,3,3,6,0,32,4,3,3,3,0,3,0,3,0,19,0,0,3,3,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,9,21,6,6,15,10,9,0,103
POA6405,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,3,6,3,4,5,0,0,3,5,0,26,9,3,0,0,6,0,0,4,0,22,17,0,6,6,0,3,7,3,0,42,11,0,6,0,4,0,8,8,0,37,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,43,9,19,11,10,7,18,24,0,141
POA6407,3,0,5,3,0,9,0,9,0,29,3,7,8,3,5,6,3,5,3,43,23,8,20,5,11,10,7,3,0,87,19,13,17,3,15,0,8,14,3,92,27,6,18,9,12,11,7,12,3,105,28,9,9,5,12,0,3,14,0,80,6,6,0,0,0,0,6,6,3,27,4,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,113,49,77,28,55,36,34,63,15,470
POA6409,0,0,0,3,0,0,0,3,0,6,7,0,0,0,0,0,0,0,0,7,8,0,0,4,7,3,4,0,0,26,17,0,0,0,5,0,3,9,0,34,27,4,4,0,0,3,7,10,0,55,6,4,6,0,0,0,3,3,0,22,7,0,0,0,0,0,0,3,0,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,76,8,10,7,12,6,17,28,0,164
POA6410,0,0,3,0,3,0,0,3,0,9,0,3,6,3,3,4,3,6,0,28,13,13,15,4,3,4,5,12,4,73,23,8,12,10,15,7,5,7,0,87,30,11,20,20,16,9,7,18,0,131,27,11,12,9,8,0,13,16,3,99,13,0,3,0,0,6,6,3,0,31,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,109,46,71,46,48,30,39,68,7,464
POA6413,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,4,0,10,5,0,3,0,0,5,3,0,0,16,7,4,0,0,6,0,3,0,0,20,15,0,3,0,0,3,3,0,4,28,5,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,12,0,6,14,9,4,4,91
POA6415,3,0,24,12,10,26,6,12,0,93,0,27,25,9,19,16,13,18,3,130,31,57,57,18,35,15,23,26,3,265,49,50,46,19,34,14,40,25,6,283,62,33,43,31,29,33,41,35,0,307,42,17,34,20,30,4,28,27,3,205,19,3,3,7,4,3,11,6,3,59,3,0,0,0,0,0,0,3,0,6,0,0,4,0,0,0,0,0,0,4,209,187,236,116,161,111,162,152,18,1352
POA6418,3,0,3,0,3,3,0,3,0,15,5,0,3,3,3,0,0,3,0,17,19,10,9,6,3,0,7,0,0,54,22,6,11,7,11,0,3,6,3,69,18,8,6,6,6,6,9,7,0,66,24,6,8,8,10,4,10,7,0,77,11,0,3,3,0,0,4,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,30,43,33,36,13,33,29,3,322
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,6,0,0,0,0,3,0,9,17,5,0,0,3,3,0,6,0,34,11,6,3,0,4,0,3,3,3,33,7,3,6,0,3,6,3,0,0,28,10,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,14,18,0,10,9,9,12,6,123
POA6423,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,8,9,9,6,3,8,0,6,0,0,41,7,6,0,4,4,0,7,4,0,32,11,6,5,0,0,4,10,8,0,44,17,0,6,0,0,0,0,4,0,27,4,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,24,17,10,15,4,28,16,0,162
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,10,4,0,3,0,4,0,0,3,0,14,9,0,0,0,0,0,3,0,0,12,27,0,3,3,6,0,3,0,0,42,12,3,0,0,0,0,0,0,0,15,6,0,3,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,3,9,6,10,0,9,7,0,105
POA6426,3,0,4,4,0,3,0,3,0,17,0,6,17,5,8,0,7,3,0,46,12,14,23,4,5,0,24,10,0,92,27,21,25,10,11,12,25,14,3,148,25,6,28,3,12,3,22,12,3,114,27,8,16,6,12,3,14,12,7,105,15,0,3,0,5,0,5,0,0,28,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,115,55,116,32,53,21,97,54,13,556
POA6429,3,0,10,0,0,3,3,8,5,32,0,10,17,4,8,0,17,11,0,67,8,14,35,10,5,0,43,18,0,133,16,12,28,4,5,4,58,15,0,142,24,17,22,7,14,4,54,23,10,175,21,8,28,21,9,3,21,26,0,137,3,3,3,0,6,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,64,143,46,47,17,196,104,15,707
POA6430,13,15,243,72,82,227,43,130,8,833,53,173,405,96,153,102,142,130,18,1272,215,603,710,204,303,142,485,240,38,2940,330,515,552,246,414,127,427,189,43,2843,362,338,441,226,372,145,392,203,49,2528,183,163,228,96,168,77,219,123,16,1273,22,25,28,18,31,12,34,25,3,198,0,0,0,0,5,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,1178,1832,2607,958,1528,837,1745,1040,175,11900
POA6431,0,0,0,0,3,0,0,10,0,13,0,0,0,7,3,0,0,12,0,22,4,12,0,10,3,5,0,21,0,55,3,3,3,6,3,0,0,14,0,32,0,5,3,6,0,0,4,12,3,33,7,6,0,3,6,0,0,6,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,26,6,32,21,5,4,75,6,189
POA6432,4,3,66,24,15,60,14,46,10,242,18,37,119,41,52,48,55,57,11,438,48,97,239,49,93,50,166,83,8,833,63,77,176,66,115,55,174,81,18,825,65,51,173,69,90,44,185,79,11,767,40,26,89,44,48,15,110,63,14,449,11,9,13,6,5,3,17,8,5,77,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,249,300,875,299,418,275,721,421,77,3635
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,9,0,24
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,8,0,14,0,0,0,3,0,0,6,3,0,12,0,5,0,3,3,0,5,6,0,22,6,0,0,4,3,0,0,8,0,21,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,10,6,0,11,31,0,75
POA6437,0,0,0,0,0,0,6,3,0,9,0,20,12,0,11,4,30,21,0,98,6,35,69,5,20,6,105,18,5,269,20,24,51,8,12,3,65,17,0,200,11,13,39,10,9,0,53,18,4,157,7,0,22,0,0,0,29,9,0,67,0,0,3,0,0,0,4,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,44,92,200,23,52,13,292,86,12,814
POA6438,0,0,11,3,3,0,4,4,0,25,5,10,7,7,8,3,9,17,0,66,8,28,27,6,10,0,29,12,0,120,6,11,22,3,12,0,24,11,3,92,17,11,29,11,9,3,23,20,0,123,12,7,21,3,7,3,15,7,0,75,4,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,67,117,33,49,9,104,71,6,508
POA6440,0,0,0,3,0,0,0,3,0,6,4,6,28,6,7,3,9,17,3,83,12,23,42,5,13,0,45,16,3,159,6,21,47,16,7,0,62,9,3,171,14,9,32,9,9,0,37,17,3,130,11,6,26,7,6,0,36,3,0,95,4,0,7,3,3,0,3,0,0,20,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,51,65,182,49,45,3,195,65,12,667
POA6442,0,0,42,4,4,12,6,21,3,92,3,11,45,12,8,3,38,12,3,135,13,25,56,10,31,10,126,24,3,298,9,39,66,31,34,9,115,27,10,340,13,14,46,20,20,13,68,27,4,225,10,13,25,4,9,3,48,15,4,131,3,0,6,3,3,0,11,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,102,286,84,109,50,412,126,27,1247
POA6443,0,0,0,0,3,3,0,7,3,16,0,0,11,11,0,3,6,9,3,43,13,12,26,12,8,0,36,12,3,122,9,13,18,11,8,5,34,13,3,114,16,4,25,9,10,7,34,15,3,123,13,4,20,9,5,6,11,7,0,75,6,3,5,4,3,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,36,105,56,37,27,124,63,15,520
POA6445,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,11,0,0,0,3,0,0,3,0,17,10,3,6,0,3,0,0,0,0,22,16,0,0,0,0,0,0,3,0,19,10,0,0,0,0,0,0,3,0,13,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,6,0,6,0,0,9,0,93
POA6447,0,0,3,0,0,0,7,6,0,16,6,0,0,0,0,0,0,3,0,9,22,6,3,3,0,0,0,3,0,37,46,4,4,4,7,0,3,8,0,76,44,0,0,5,0,0,5,8,0,62,17,0,0,0,0,0,7,0,0,24,10,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,148,10,10,12,7,0,22,28,0,237
POA6448,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,7,0,10,3,3,3,0,4,6,0,0,0,19,12,5,8,3,6,0,0,3,0,37,23,9,7,4,4,3,6,7,3,66,14,0,7,5,4,0,6,0,0,36,6,0,0,0,0,0,7,3,0,16,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,20,25,12,18,9,19,20,6,190
POA6450,11,6,99,52,32,149,10,97,8,464,31,36,121,53,43,60,27,76,0,447,117,158,182,70,114,77,95,127,6,946,255,192,222,111,182,97,148,141,25,1373,260,201,215,124,188,89,176,184,12,1449,189,110,112,75,114,50,102,122,18,892,77,32,16,20,25,12,19,23,9,233,28,0,0,0,4,0,0,0,3,35,4,0,0,0,0,0,0,0,0,4,972,735,967,505,702,534,577,770,81,5843
POA6460,0,0,8,0,3,3,0,4,0,18,6,4,3,0,3,0,3,0,0,19,22,10,5,3,13,6,3,6,0,68,32,11,7,14,13,3,13,7,3,103,33,8,13,11,13,6,9,11,3,107,39,11,11,7,6,3,4,12,0,93,17,0,3,0,3,3,6,0,3,35,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,152,44,50,35,54,24,38,40,9,446
POA6461,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,9,6,0,6,3,3,4,3,6,3,34,4,8,8,0,9,0,0,3,0,32,3,3,3,5,0,0,4,3,3,24,9,6,6,4,3,0,6,5,0,39,3,0,0,0,4,0,0,3,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,23,23,15,19,4,13,20,6,151
POA6462,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,3,0,0,6,15,0,3,3,3,0,0,5,3,32,21,4,4,0,0,0,4,0,0,33,23,0,0,3,4,3,0,0,0,33,29,6,0,3,0,0,0,0,0,38,15,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,103,10,7,9,11,6,11,5,3,165
POA6468,0,0,3,0,3,0,0,0,0,6,3,0,3,0,6,0,0,0,0,12,8,3,6,0,0,3,8,0,0,28,14,3,3,0,0,0,3,0,0,23,15,6,0,3,0,0,3,0,0,27,7,0,0,0,0,0,0,4,0,11,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12,15,3,9,3,14,4,0,114
POA6472,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,0,3,0,3,0,0,6,0,23,19,6,0,0,3,0,0,3,0,31,18,0,3,0,3,0,3,3,0,30,12,0,0,0,0,0,0,3,0,15,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,6,6,0,9,0,3,15,0,108
POA6475,0,0,3,0,0,3,0,0,0,6,0,0,0,3,0,0,5,6,0,14,16,0,7,3,10,3,3,3,0,45,13,3,7,3,0,0,4,0,0,30,27,0,3,3,6,0,0,6,3,48,12,3,6,0,4,0,7,4,3,39,9,0,0,0,0,3,3,0,0,15,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,83,6,26,12,20,9,22,19,6,203
POA6477,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,3,0,16,6,3,3,3,0,0,4,4,0,23,22,3,3,3,3,0,3,0,0,37,18,3,3,3,3,0,5,6,3,44,18,3,3,0,3,0,3,0,0,30,10,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,15,18,9,12,0,15,13,3,163
POA6479,0,0,4,0,3,0,0,0,0,7,3,0,3,0,4,3,3,5,0,21,12,3,6,0,5,3,3,5,0,37,17,5,6,3,3,6,3,3,3,49,40,11,3,4,0,3,3,8,0,72,35,0,3,5,3,0,3,7,0,56,19,0,3,0,3,0,3,0,0,28,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,131,19,28,12,21,15,18,28,3,275
POA6484,0,0,0,3,0,0,0,0,0,3,0,3,17,0,3,0,6,3,0,32,3,8,19,3,0,0,34,5,0,72,6,3,13,0,3,0,27,7,3,62,4,0,14,3,3,3,26,3,3,59,4,3,3,0,0,0,14,0,0,24,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,66,9,9,3,107,21,6,258
POA6485,5,0,0,0,0,0,0,0,0,5,4,4,4,0,4,0,3,3,0,22,7,10,0,0,0,0,0,0,0,17,19,7,4,7,5,0,4,3,0,49,15,4,5,6,9,3,5,4,6,57,12,6,3,3,0,0,7,9,0,40,14,0,0,0,6,0,0,0,0,20,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,83,31,16,16,24,3,19,19,6,217
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,6,0,7,0,5,0,0,0,0,18,13,4,4,3,7,3,0,0,0,34,21,0,5,3,0,0,3,7,0,39,16,6,3,3,0,0,5,0,3,36,15,0,0,0,3,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,10,19,9,15,6,8,13,3,154
POA6490,3,0,0,0,0,3,0,3,0,9,0,3,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,0,14,7,3,4,3,3,0,3,0,0,23,11,0,6,0,5,0,5,3,0,30,8,3,0,4,3,0,3,0,0,21,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,15,10,7,11,3,11,9,0,103
POA6501,0,0,11,0,6,3,0,6,3,29,0,0,12,4,4,0,0,8,6,34,3,11,8,6,11,6,6,6,0,57,23,10,28,13,21,8,19,13,3,138,18,11,35,12,19,14,21,10,3,143,11,11,9,7,16,3,14,10,0,81,7,3,0,0,3,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,46,103,42,80,37,60,56,15,501
POA6502,0,0,7,10,0,7,0,8,0,32,3,4,4,0,3,6,0,3,0,23,6,3,8,3,6,4,8,8,0,46,16,6,10,6,14,3,16,11,0,82,20,9,23,12,19,8,13,23,3,130,19,19,14,3,6,6,16,13,0,96,9,3,7,0,6,0,0,7,3,35,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,73,47,73,34,54,34,53,73,6,447
POA6503,3,0,11,9,0,8,0,15,0,46,12,3,6,11,6,3,6,16,3,66,29,11,28,3,13,5,13,28,0,130,54,13,30,11,29,7,25,38,3,210,75,17,25,12,26,10,27,40,6,238,73,7,17,10,16,6,22,34,7,192,41,6,6,0,6,0,10,9,0,78,8,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,4,0,7,298,57,123,56,96,39,103,184,22,978
POA6505,0,0,3,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,3,11,0,0,0,3,0,0,3,0,17,7,0,3,0,3,0,0,3,0,16,21,3,6,0,4,0,12,0,0,46,17,5,3,0,0,3,3,3,0,34,6,0,0,0,3,3,3,5,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,66,8,15,0,16,6,18,17,0,146
POA6507,0,0,0,0,0,0,0,4,0,4,7,0,0,0,0,3,0,10,0,20,20,6,7,3,4,0,3,11,0,54,8,4,6,4,4,6,9,6,0,47,24,4,3,4,3,6,6,6,6,62,21,4,0,3,4,3,4,8,0,47,9,3,0,0,0,0,3,3,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,92,21,16,14,15,18,25,48,6,255
POA6509,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,7,0,13,12,3,7,0,3,0,4,6,0,35,21,3,8,0,6,3,3,4,0,48,32,3,3,6,4,0,3,6,0,57,14,3,6,0,0,0,0,8,0,31,9,0,0,0,0,0,0,3,0,12,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,94,12,27,9,13,3,10,37,0,205
POA6510,0,0,15,8,7,15,0,9,0,54,6,5,20,3,7,9,9,18,3,80,29,32,28,10,20,10,18,29,3,179,36,16,36,21,35,9,21,20,3,197,64,23,25,18,30,27,33,27,0,247,45,27,21,21,17,11,17,21,3,183,26,3,5,0,6,6,4,9,0,59,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,214,106,150,81,122,87,102,133,12,1007
POA6511,0,0,0,0,0,0,0,3,0,3,0,0,3,7,0,0,0,3,0,13,0,12,0,0,5,0,0,7,0,24,3,3,7,8,3,3,4,14,0,45,4,0,3,0,6,5,8,12,3,41,4,0,7,3,7,3,3,5,3,35,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15,15,20,18,21,14,18,44,6,171
POA6513,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,3,5,3,5,0,0,0,0,6,0,19,14,0,4,3,3,3,0,6,0,33,9,0,0,0,0,0,0,3,0,12,7,0,6,0,3,0,0,0,3,19,3,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,15,6,9,3,3,18,3,101
POA6514,0,0,3,3,0,0,3,3,0,12,0,0,3,0,0,0,6,7,0,16,7,0,5,4,0,0,0,11,0,27,3,6,8,6,8,0,3,15,0,49,7,4,13,3,3,3,14,14,0,61,14,3,6,4,7,3,7,10,0,54,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,38,20,18,6,36,60,0,222
POA6515,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,3,0,15,18,0,0,3,6,0,6,3,0,36,21,10,3,3,3,0,11,7,0,58,39,3,7,0,3,3,7,7,0,69,30,3,0,3,3,3,3,0,0,45,19,4,3,0,0,0,4,0,0,30,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,136,23,16,9,18,6,31,20,0,259
POA6516,0,0,6,3,3,6,3,3,4,28,0,0,10,4,4,4,0,6,0,28,6,17,28,14,15,12,12,20,0,124,24,26,27,9,21,10,15,24,0,156,23,17,25,7,17,11,19,25,5,149,19,4,24,14,12,7,14,12,0,106,4,3,0,0,7,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,67,120,51,79,50,63,93,9,608
POA6517,0,0,3,0,3,6,3,0,0,15,3,3,3,0,3,0,3,3,3,21,12,5,3,4,4,3,3,0,0,34,14,6,0,3,7,0,5,3,0,38,27,6,6,4,3,6,8,5,0,65,16,6,4,0,3,0,9,6,0,44,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,26,19,11,26,15,31,17,3,223
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,11,0,0,3,0,0,0,7,0,0,10,0,0,0,4,0,0,7,0,0,11,4,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,7,0,0,14,10,0,42
POA6519,0,0,3,3,3,0,0,3,0,12,5,0,0,3,0,0,0,6,0,14,17,3,6,6,9,4,3,7,0,55,20,3,12,8,3,3,6,7,0,62,30,7,8,0,5,0,10,5,0,65,20,6,8,5,0,4,6,6,3,58,6,0,3,0,0,0,3,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,98,19,43,25,20,11,28,34,3,281
