POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6165,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,4,3,6,8,3,0,0,34,..,0,0,3,7,7,9,0,0,28,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,5,..,..,..,..,..,..,..,5,..,7,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,4,16,10,3,16,8,8,3,0,67
POA6166,..,8,20,8,8,6,4,0,0,57,..,4,23,20,22,67,70,77,25,309,8,24,20,10,8,11,5,10,0,100,807,567,556,614,719,586,397,227,49,4528,..,11,390,769,1012,826,606,271,33,3916,..,47,207,154,116,65,30,11,3,630,..,8,33,63,94,51,15,22,10,300,1595,..,..,..,..,..,..,..,..,1595,..,563,..,..,..,..,..,..,..,563,..,394,184,62,39,9,3,0,0,687,..,55,30,10,12,16,27,14,12,171,..,18,18,26,8,8,0,4,0,88,..,19,58,31,31,10,6,4,0,160,..,21,53,52,73,128,125,119,46,613,14,38,38,19,17,13,19,13,6,178,1608,1151,1011,1198,1398,1141,829,451,109,8897
POA6167,..,50,48,31,40,40,17,4,0,237,..,47,139,88,139,195,190,172,63,1030,53,40,48,31,28,21,15,15,7,259,2589,1471,2122,1738,1363,1111,756,426,135,11707,..,85,1711,1933,1419,1202,877,420,72,7727,..,389,869,503,326,159,61,13,0,2304,..,86,251,356,327,159,70,47,31,1324,5247,..,..,..,..,..,..,..,..,5247,..,952,..,..,..,..,..,..,..,952,..,847,323,135,93,31,6,0,0,1437,..,192,107,58,69,85,59,34,17,616,..,98,98,41,37,15,11,0,0,296,..,105,147,96,109,87,41,7,0,587,..,92,328,273,380,396,320,266,84,2137,108,95,118,81,57,41,27,19,11,546,5354,2937,3950,3466,2802,2176,1466,809,215,23184
POA6168,..,64,49,28,48,42,31,16,3,280,..,34,88,82,176,342,357,375,181,1635,22,61,32,23,23,34,41,24,16,270,1616,1263,1227,1217,1482,1550,1250,853,307,10764,..,68,733,1042,1445,1681,1438,818,172,7395,..,312,563,372,325,178,74,25,8,1853,..,75,214,312,310,176,71,51,39,1241,3327,..,..,..,..,..,..,..,..,3327,..,773,..,..,..,..,..,..,..,773,..,716,312,147,88,59,6,0,0,1324,..,140,71,37,72,59,60,45,17,493,..,79,65,36,25,18,11,3,0,230,..,149,142,80,93,82,67,20,6,633,..,81,235,252,409,628,612,549,258,3016,56,108,90,58,58,67,57,34,22,536,3379,2495,2419,2326,2819,2941,2378,1536,527,20818
POA6169,..,47,58,20,56,35,34,11,3,275,..,28,87,87,194,304,301,306,134,1450,65,77,38,29,33,51,33,19,8,350,3139,1914,2002,2084,2384,1999,1431,804,291,16046,..,87,1397,2172,2678,2498,1864,894,202,11785,..,421,958,605,516,283,108,23,4,2923,..,64,308,441,456,193,95,52,45,1653,6325,..,..,..,..,..,..,..,..,6325,..,1487,..,..,..,..,..,..,..,1487,..,1327,495,167,92,54,3,0,0,2143,..,169,83,30,64,110,67,51,49,629,..,117,85,39,36,11,7,0,0,301,..,136,147,71,136,84,63,34,3,662,..,100,283,310,480,574,504,445,207,2911,122,144,109,78,89,71,59,26,10,714,6444,4065,3857,3912,4543,3882,2771,1535,528,31537
POA6170,..,42,28,11,11,8,7,0,0,103,..,17,62,44,50,34,31,8,0,246,28,23,27,10,4,3,0,0,0,104,1388,858,1356,866,678,390,211,63,9,5817,..,70,1308,1149,822,501,263,74,7,4200,..,241,557,187,119,49,22,6,0,1185,..,28,137,152,135,55,16,8,0,537,2832,..,..,..,..,..,..,..,..,2832,..,562,..,..,..,..,..,..,..,562,..,412,127,37,15,5,0,0,0,592,..,100,92,15,30,57,30,14,3,358,..,77,64,27,14,0,4,0,0,189,..,80,84,38,28,16,5,3,0,266,..,56,141,93,103,83,59,19,0,555,49,52,63,26,15,3,8,0,0,215,2876,1682,2578,1723,1282,775,413,128,18,11480
POA6171,..,103,65,21,28,18,15,3,0,263,..,52,136,75,91,136,167,79,16,759,72,63,53,26,17,9,19,9,3,264,3981,2020,3015,2221,1635,984,707,260,48,14869,..,150,2662,2910,2173,1250,877,336,41,10399,..,628,1530,571,348,153,71,9,3,3302,..,59,287,300,251,85,24,13,6,1027,7907,..,..,..,..,..,..,..,..,7907,..,1312,..,..,..,..,..,..,..,1312,..,918,247,46,23,15,0,0,0,1255,..,169,95,24,33,72,50,26,16,477,..,109,78,33,28,14,0,0,0,263,..,199,169,67,59,44,23,6,0,554,..,119,323,211,202,225,232,111,22,1447,134,110,111,49,42,23,34,12,6,520,8048,3769,5493,4205,3164,1869,1312,522,90,28481
POA6172,..,16,19,11,13,10,4,0,0,78,..,7,20,18,42,51,69,66,16,286,17,32,18,13,11,12,10,4,3,117,1584,933,843,985,996,585,320,163,38,6451,..,40,549,1108,1253,782,445,185,18,4377,..,148,407,243,222,88,22,4,0,1137,..,44,134,194,190,67,23,13,3,671,3138,..,..,..,..,..,..,..,..,3138,..,766,..,..,..,..,..,..,..,766,..,647,206,45,14,9,0,0,0,924,..,87,48,13,26,32,21,15,16,255,..,43,49,22,10,5,0,0,0,125,..,35,39,24,33,21,11,0,0,166,..,25,70,82,114,77,97,88,27,590,55,56,38,25,25,26,14,7,5,251,3193,1890,1546,1741,1890,1109,635,321,72,12398
POA6173,..,19,6,0,4,3,0,0,0,37,..,7,20,3,18,22,28,12,0,122,23,29,16,8,3,3,3,0,0,86,1569,799,717,1056,930,313,181,74,16,5654,..,30,637,1434,1413,478,276,84,13,4357,..,116,300,259,156,44,20,11,3,900,..,15,84,134,114,29,4,7,6,395,3188,..,..,..,..,..,..,..,..,3188,..,798,..,..,..,..,..,..,..,798,..,511,98,28,11,7,0,0,0,659,..,62,23,17,16,18,21,13,3,176,..,29,20,8,3,5,4,0,0,81,..,44,26,4,11,17,4,0,0,101,..,24,69,53,59,31,41,26,7,305,38,47,38,19,14,9,5,0,0,171,3226,1675,1301,1958,1794,643,365,138,30,11131
POA6174,..,10,10,0,0,3,0,0,0,29,..,3,16,11,12,20,18,18,3,94,13,3,10,5,12,3,7,0,0,47,472,242,297,281,237,107,72,45,5,1765,..,16,216,312,296,142,73,38,9,1100,..,80,154,66,38,17,4,3,0,368,..,6,50,76,39,17,4,9,0,195,923,..,..,..,..,..,..,..,..,923,..,203,..,..,..,..,..,..,..,203,..,124,30,11,4,5,0,0,0,175,..,12,12,10,8,4,8,0,0,51,..,11,9,5,8,3,0,0,0,39,..,28,23,6,11,6,0,0,0,73,..,19,44,32,32,41,28,16,4,221,20,12,18,11,8,4,7,3,0,88,944,507,561,515,444,236,132,76,16,3436
POA6175,..,3,4,5,3,0,0,0,0,17,..,4,7,6,15,15,16,14,3,73,8,3,8,5,8,0,0,0,0,25,456,228,249,277,274,160,87,44,6,1775,..,10,208,335,342,205,146,53,4,1299,..,41,116,82,72,18,10,0,0,345,..,3,21,48,44,14,3,4,5,142,927,..,..,..,..,..,..,..,..,927,..,197,..,..,..,..,..,..,..,197,..,170,39,9,4,7,0,0,0,230,..,17,5,3,3,7,5,3,0,50,..,6,6,6,7,0,0,0,0,24,..,4,10,9,4,0,0,0,0,27,..,7,21,22,32,28,24,16,5,158,13,12,20,14,11,0,0,0,0,65,940,477,448,524,520,275,184,81,11,3461
POA6176,..,6,0,3,0,0,0,0,0,9,..,0,3,0,12,0,6,8,0,27,0,3,0,0,0,3,0,0,0,8,140,119,110,74,77,63,34,18,0,628,..,15,82,97,98,86,55,14,0,454,..,74,65,18,14,15,3,0,0,190,..,3,10,9,7,5,0,0,0,36,265,..,..,..,..,..,..,..,..,265,..,58,..,..,..,..,..,..,..,58,..,51,19,6,3,0,0,0,0,75,..,8,3,0,0,0,0,0,0,18,..,6,10,0,0,0,0,3,0,23,..,4,0,3,0,0,0,0,0,15,..,8,14,9,18,6,6,5,0,65,0,5,7,3,0,3,0,0,0,26,267,219,211,148,148,122,71,24,8,1221
POA6180,..,15,13,7,3,3,3,0,0,41,..,8,20,15,9,36,46,17,0,148,8,15,16,0,5,7,3,0,0,54,641,313,465,359,271,214,202,73,6,2547,..,36,408,437,340,251,275,109,5,1853,..,111,216,95,44,26,11,5,0,502,..,14,50,52,66,20,10,0,0,209,1322,..,..,..,..,..,..,..,..,1322,..,200,..,..,..,..,..,..,..,200,..,158,44,18,5,3,0,0,0,224,..,38,18,3,19,7,10,3,0,95,..,26,13,3,9,0,3,0,0,51,..,23,34,9,6,12,8,3,0,96,..,13,46,29,22,61,67,30,0,278,18,24,28,8,6,6,12,0,0,101,1346,640,845,651,525,383,384,148,14,4936
POA6181,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,56,23,16,31,44,35,9,5,0,223,..,0,12,54,77,58,20,8,0,227,..,0,6,4,4,0,0,0,0,12,..,0,4,0,0,3,3,0,0,15,101,..,..,..,..,..,..,..,..,101,..,33,..,..,..,..,..,..,..,33,..,24,10,3,0,0,0,0,0,37,..,3,0,0,3,0,0,3,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,101,62,31,65,90,69,21,13,0,445
POA6182,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7
POA6207,..,0,0,0,0,4,3,0,0,9,..,0,0,0,3,0,7,3,0,21,4,0,3,0,0,0,0,0,0,10,90,55,51,68,72,60,46,12,3,457,..,5,39,88,87,97,67,17,5,397,..,10,28,26,20,15,3,0,0,96,..,0,0,3,12,0,3,0,0,21,189,..,..,..,..,..,..,..,..,189,..,43,..,..,..,..,..,..,..,43,..,35,8,11,7,0,0,0,0,55,..,0,3,0,0,3,3,6,0,20,..,0,0,0,0,0,0,0,0,3,..,0,4,4,0,4,3,0,3,23,..,0,3,8,13,13,21,3,0,60,5,0,7,3,3,3,0,0,0,20,193,97,91,142,144,132,97,26,8,931
POA6208,..,15,10,0,5,20,10,10,0,79,..,5,25,21,47,76,121,124,49,464,19,34,14,16,9,25,20,12,0,142,1065,609,567,641,676,718,669,379,92,5424,..,37,414,639,756,842,935,497,96,4212,..,153,264,185,185,131,64,19,0,1005,..,30,93,155,132,60,29,20,12,524,2087,..,..,..,..,..,..,..,..,2087,..,423,..,..,..,..,..,..,..,423,..,332,116,56,36,13,3,0,0,557,..,54,23,5,24,20,17,16,5,169,..,41,23,14,10,4,0,0,0,93,..,23,29,11,18,35,28,14,0,161,..,23,74,77,112,176,232,188,65,946,49,58,44,36,23,36,34,19,0,289,2136,1169,1084,1168,1286,1314,1340,780,178,10460
POA6209,..,3,3,0,5,4,0,6,0,17,..,0,5,3,7,19,25,18,3,81,3,3,3,3,3,9,3,0,3,28,138,108,66,95,134,142,111,68,15,878,..,3,34,106,153,175,153,78,15,707,..,16,23,24,32,14,15,0,0,121,..,7,7,17,27,7,6,0,3,77,278,..,..,..,..,..,..,..,..,278,..,88,..,..,..,..,..,..,..,88,..,78,22,12,11,0,0,0,0,123,..,11,5,0,3,7,4,5,4,42,..,4,0,3,4,7,0,0,0,15,..,3,6,3,11,6,4,6,0,46,..,3,18,11,28,60,60,35,12,227,3,9,3,6,7,11,7,5,3,58,283,226,119,185,266,282,248,133,45,1784
POA6210,..,136,118,63,124,135,91,37,10,712,..,99,177,164,380,751,965,1014,525,4072,117,173,85,54,66,121,113,67,28,824,5483,3656,3441,3719,4326,4235,3925,2581,858,32225,..,170,2317,3808,4591,4722,4859,2908,577,23962,..,771,1541,1008,942,568,359,131,9,5325,..,161,562,826,823,397,139,98,81,3084,10957,..,..,..,..,..,..,..,..,10957,..,2736,..,..,..,..,..,..,..,2736,..,2159,731,252,173,86,23,0,0,3427,..,320,147,75,113,177,117,87,58,1101,..,232,128,81,52,55,10,3,0,559,..,300,283,166,250,247,166,71,21,1506,..,207,464,525,864,1302,1588,1398,712,7061,226,331,226,156,167,202,176,108,41,1626,11179,7377,6392,6892,7982,7767,7439,4810,1501,61333
POA6211,..,8,9,8,4,9,5,4,0,45,..,5,10,8,27,52,70,29,5,208,9,17,10,9,6,13,17,0,0,79,641,314,359,438,419,462,457,122,20,3230,..,10,243,500,515,601,663,226,19,2769,..,43,174,133,121,58,54,6,0,582,..,8,52,72,65,35,18,13,5,270,1344,..,..,..,..,..,..,..,..,1344,..,270,..,..,..,..,..,..,..,270,..,209,58,27,15,9,0,0,0,314,..,21,11,3,16,7,8,6,9,84,..,13,14,8,0,0,3,0,0,43,..,18,12,18,13,18,11,3,0,95,..,12,31,44,77,115,128,50,15,460,20,21,24,18,11,26,30,12,0,166,1358,626,623,812,839,869,907,317,42,6390
POA6213,..,0,0,0,3,0,3,0,0,10,..,0,0,0,4,9,9,3,3,23,0,0,0,0,0,4,0,0,0,11,57,18,28,39,51,52,32,15,6,292,..,0,19,39,41,62,50,13,5,224,..,7,11,14,29,3,0,3,0,73,..,0,3,7,6,3,3,3,0,32,108,..,..,..,..,..,..,..,..,108,..,19,..,..,..,..,..,..,..,19,..,25,9,3,5,0,0,0,0,43,..,0,0,0,0,3,4,0,0,8,..,0,0,0,0,0,0,0,0,8,..,0,0,0,3,3,4,0,0,9,..,0,5,0,18,16,10,9,3,64,0,3,0,0,0,7,0,3,0,16,108,59,45,67,110,101,73,33,8,605
POA6214,..,0,0,0,0,0,0,0,0,7,..,0,0,0,4,0,0,0,0,11,0,6,0,0,0,0,0,0,0,5,55,44,25,34,53,25,27,7,0,272,..,0,27,36,71,42,49,10,3,241,..,7,12,12,10,4,4,4,0,46,..,0,0,7,3,5,0,0,0,17,117,..,..,..,..,..,..,..,..,117,..,30,..,..,..,..,..,..,..,30,..,21,3,6,5,0,0,0,0,34,..,0,0,0,0,0,0,0,0,0,..,6,0,0,0,0,0,0,0,6,..,0,3,3,0,0,0,0,0,9,..,3,4,3,14,10,10,5,3,49,0,5,3,0,0,0,0,0,0,13,115,75,49,71,102,69,62,17,7,561
POA6215,..,4,0,4,5,0,4,3,0,26,..,3,5,4,16,31,37,38,16,157,9,8,6,3,4,4,6,0,0,48,342,188,182,208,271,255,203,111,32,1794,..,3,127,230,324,336,262,118,23,1428,..,31,76,45,77,44,15,5,0,300,..,9,28,45,43,24,4,6,7,169,681,..,..,..,..,..,..,..,..,681,..,139,..,..,..,..,..,..,..,139,..,142,38,15,12,8,0,0,0,222,..,15,3,0,5,9,15,9,3,62,..,17,9,5,0,0,0,4,3,39,..,5,11,9,9,6,6,3,0,57,..,5,20,29,65,85,79,63,24,366,14,14,23,14,14,14,10,0,0,105,697,383,340,393,552,526,398,217,60,3569
POA6218,..,0,0,0,0,0,0,0,0,7,..,0,0,0,4,0,3,3,0,13,0,0,0,0,0,0,0,0,0,9,42,17,20,21,29,28,16,9,0,180,..,0,22,12,32,45,21,11,3,153,..,3,7,10,7,8,0,0,0,30,..,0,0,9,0,0,0,0,0,13,74,..,..,..,..,..,..,..,..,74,..,12,..,..,..,..,..,..,..,12,..,3,5,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,10,..,0,0,4,10,12,14,10,0,44,0,3,3,0,0,0,0,0,0,14,78,25,42,41,56,69,37,16,3,362
POA6220,..,3,14,0,7,3,4,3,0,32,..,6,9,11,22,33,48,63,22,222,7,5,4,3,5,6,7,4,4,45,381,202,209,252,312,261,238,134,38,2038,..,8,157,321,367,371,312,140,21,1703,..,37,76,55,87,27,18,0,0,301,..,4,21,29,47,22,15,14,4,151,755,..,..,..,..,..,..,..,..,755,..,152,..,..,..,..,..,..,..,152,..,153,57,34,21,4,0,0,0,276,..,24,17,5,0,5,12,10,8,79,..,21,36,10,10,0,0,0,0,74,..,18,43,14,13,3,8,4,0,100,..,9,34,44,56,79,85,94,35,432,13,15,14,7,16,9,8,5,4,89,766,445,451,513,607,533,470,260,64,4109
POA6221,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,3,0,3,11,0,0,0,0,0,0,0,0,0,0,24,16,11,20,23,16,5,10,4,121,..,0,0,26,28,22,12,5,0,96,..,0,4,4,6,3,0,0,0,17,..,0,0,0,3,0,0,3,0,8,59,..,..,..,..,..,..,..,..,59,..,17,..,..,..,..,..,..,..,17,..,7,0,0,0,0,0,0,0,17,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,3,5,3,3,3,18,0,0,0,0,0,0,0,0,0,3,59,27,20,31,40,37,17,18,5,246
POA6223,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,0,0,0,15,11,13,8,16,7,5,3,0,91,..,0,17,11,22,13,7,0,0,73,..,0,3,3,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,7,44,..,..,..,..,..,..,..,..,44,..,13,..,..,..,..,..,..,..,13,..,10,3,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,4,4,3,4,0,19,0,4,0,0,0,0,0,0,0,4,44,26,28,23,32,20,10,6,0,187
POA6224,..,3,0,0,0,0,3,0,0,5,..,5,0,3,5,6,13,6,3,46,3,4,0,3,3,0,0,0,0,16,92,55,38,71,88,69,63,26,8,514,..,3,26,65,92,101,91,43,3,419,..,5,20,23,25,12,3,3,0,88,..,0,6,15,11,6,9,6,3,55,200,..,..,..,..,..,..,..,..,200,..,62,..,..,..,..,..,..,..,62,..,37,18,8,7,6,0,0,0,74,..,4,0,0,0,3,0,0,0,12,..,3,0,0,0,3,0,0,0,13,..,8,0,3,0,3,4,0,0,13,..,4,4,10,20,21,24,14,8,105,7,7,7,4,3,0,0,0,0,28,206,133,82,126,164,147,128,65,14,1061
POA6225,..,19,5,6,7,10,4,3,0,54,..,13,25,27,52,99,136,79,39,467,15,18,15,4,3,10,16,8,5,93,784,466,466,475,582,594,427,199,58,4051,..,24,322,478,664,759,518,197,35,2991,..,125,229,165,164,98,36,3,5,831,..,27,79,94,90,36,20,14,5,376,1585,..,..,..,..,..,..,..,..,1585,..,286,..,..,..,..,..,..,..,286,..,342,98,44,23,17,0,0,0,519,..,44,14,9,19,23,19,11,6,150,..,31,5,3,6,4,0,0,0,57,..,38,18,14,18,24,17,3,0,128,..,38,78,73,143,232,233,116,50,964,40,42,41,14,24,26,19,12,3,216,1622,1002,892,898,1141,1226,863,364,105,8108
POA6226,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,3,0,0,12,0,4,0,0,3,3,0,0,0,11,90,36,40,57,73,44,23,4,0,384,..,0,27,84,103,81,32,3,0,329,..,0,14,13,13,15,0,0,0,62,..,0,3,6,3,3,0,3,0,20,194,..,..,..,..,..,..,..,..,194,..,48,..,..,..,..,..,..,..,48,..,29,13,3,4,0,0,0,0,50,..,3,0,0,0,0,0,0,0,5,..,3,0,3,0,0,0,0,0,4,..,0,3,3,0,0,0,0,0,12,..,0,4,0,12,7,3,0,0,27,0,4,4,0,3,5,0,3,0,19,197,89,68,112,141,103,43,12,5,761
POA6227,..,0,0,0,0,3,0,0,0,3,..,0,0,3,0,3,4,3,0,17,0,0,0,0,0,0,0,0,0,6,106,40,45,44,57,43,25,11,3,367,..,3,52,73,75,54,44,11,3,311,..,8,14,17,18,3,0,0,0,57,..,0,4,3,10,3,0,0,0,21,199,..,..,..,..,..,..,..,..,199,..,34,..,..,..,..,..,..,..,34,..,19,6,0,0,0,0,0,0,28,..,3,3,0,0,0,0,0,0,10,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,5,0,0,0,9,..,3,3,3,9,4,11,7,3,42,0,4,0,0,0,0,0,0,0,11,201,70,87,98,107,71,55,24,6,727
POA6228,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,7,7,19,5,6,9,3,0,76,..,0,3,19,7,10,12,7,0,62,..,0,0,3,4,6,0,0,0,13,..,0,0,3,0,0,0,0,0,3,32,..,..,..,..,..,..,..,..,32,..,10,..,..,..,..,..,..,..,10,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,3,3,4,3,3,0,14,0,0,0,0,0,0,0,0,0,3,32,16,12,31,18,19,15,4,0,157
POA6229,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,4,0,12,0,0,0,0,0,0,3,3,0,3,7,3,4,12,7,15,13,9,0,72,..,0,4,11,11,18,11,3,0,62,..,0,0,0,4,4,0,0,0,14,..,0,0,0,0,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,5,..,0,3,5,12,8,6,3,0,35,0,3,0,0,0,0,7,3,0,14,18,15,13,16,32,31,25,14,0,169
POA6230,..,151,153,34,50,67,34,11,0,500,..,64,183,160,280,500,502,441,258,2380,79,93,80,48,79,79,61,29,15,564,3905,2339,2573,2691,2840,2480,1786,954,408,19972,..,130,1731,2965,3151,2817,2131,911,220,14063,..,543,1086,640,558,351,134,22,3,3353,..,112,360,600,525,242,115,66,42,2052,7789,..,..,..,..,..,..,..,..,7789,..,1677,..,..,..,..,..,..,..,1677,..,1275,426,161,115,54,9,0,0,2032,..,217,87,32,70,77,63,40,33,619,..,161,120,34,42,10,8,0,0,374,..,297,390,102,115,133,77,25,0,1134,..,142,460,454,627,887,773,582,329,4254,169,199,196,119,135,126,99,45,23,1117,7957,4752,4854,5100,5348,4707,3400,1699,652,38466
POA6232,..,32,17,6,4,8,0,3,3,78,..,13,27,16,33,81,81,93,46,396,22,25,22,8,14,16,8,12,0,122,1118,630,758,669,643,532,360,251,82,5038,..,37,592,797,730,653,525,273,63,3660,..,183,382,192,186,92,19,10,0,1062,..,30,95,118,136,41,10,5,8,451,2201,..,..,..,..,..,..,..,..,2201,..,424,..,..,..,..,..,..,..,424,..,370,120,27,18,8,3,0,0,542,..,49,23,9,16,23,12,14,7,140,..,46,24,13,4,7,0,0,0,91,..,58,60,20,12,17,4,5,3,191,..,26,92,70,80,144,135,135,56,749,46,51,46,12,21,25,13,15,3,233,2247,1272,1441,1259,1210,997,730,449,138,9745
