POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6427,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6428,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,3,0,3,0,0,0,27,..,0,7,8,3,3,0,0,0,26,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,9,4,4,0,0,0,53
POA6429,..,0,0,5,3,4,0,0,0,9,..,3,0,3,11,4,7,6,0,38,0,0,4,3,0,3,0,0,0,17,74,36,48,57,59,58,28,8,0,373,..,3,31,41,44,49,32,5,0,213,..,8,19,15,23,15,4,0,0,91,..,6,13,8,7,7,12,4,0,49,162,..,..,..,..,..,..,..,..,162,..,19,..,..,..,..,..,..,..,19,..,25,8,11,5,0,0,0,0,44,..,9,4,3,0,3,4,3,0,28,..,3,0,0,0,0,0,0,0,10,..,3,4,7,12,5,9,0,0,33,..,8,8,10,32,37,21,14,0,124,5,0,3,4,4,4,7,0,0,30,170,87,90,97,132,123,76,22,3,807
POA6430,..,61,65,23,28,16,4,0,0,200,..,40,109,93,105,130,92,81,23,680,30,52,47,22,30,28,10,5,0,224,2430,1239,1803,1521,1304,903,366,192,38,9795,..,56,1484,1859,1615,1178,451,145,18,6807,..,438,956,483,361,151,39,12,0,2436,..,37,147,191,161,80,35,20,7,674,4847,..,..,..,..,..,..,..,..,4847,..,728,..,..,..,..,..,..,..,728,..,713,185,67,38,16,3,0,0,1024,..,104,82,42,60,64,33,21,9,422,..,65,55,18,19,10,10,6,0,187,..,181,234,74,74,57,28,9,0,660,..,108,315,255,355,331,224,131,24,1749,61,95,96,62,64,52,20,9,3,462,4913,2538,3558,3044,2742,1941,841,353,64,19994
POA6431,..,0,0,3,0,0,0,0,0,3,..,0,0,3,3,3,3,0,0,14,3,5,0,3,3,0,0,0,0,18,62,83,70,54,45,32,15,4,0,372,..,44,65,51,28,31,10,4,0,230,..,11,7,13,8,9,9,0,0,58,..,5,11,7,4,9,0,0,0,43,157,..,..,..,..,..,..,..,..,157,..,11,..,..,..,..,..,..,..,11,..,31,14,9,3,0,0,0,0,56,..,43,22,19,12,12,6,3,0,122,..,3,0,0,0,0,0,0,0,4,..,0,3,3,0,0,0,0,0,8,..,4,4,8,9,9,6,0,0,38,14,6,5,10,10,4,0,0,0,55,172,157,140,118,87,71,37,9,4,777
POA6432,..,17,14,7,22,10,5,3,0,88,..,12,29,29,46,48,35,24,4,222,17,25,16,7,14,15,11,0,0,99,703,390,485,407,435,297,128,60,20,2922,..,13,320,380,414,327,142,41,10,1638,..,156,281,162,113,80,12,3,3,806,..,23,66,78,76,37,17,14,5,317,1377,..,..,..,..,..,..,..,..,1377,..,155,..,..,..,..,..,..,..,155,..,275,75,24,13,7,3,0,0,393,..,62,26,22,18,13,14,6,3,159,..,27,22,9,12,5,0,0,0,77,..,42,49,34,37,27,8,4,0,217,..,34,99,107,154,161,93,29,4,682,34,43,34,13,20,24,21,0,0,207,1412,836,967,831,865,685,306,95,25,6027
POA6434,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,7,3,4,0,0,0,32,..,0,3,0,0,3,6,0,0,8,..,3,3,7,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,7,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,3,8,0,0,0,0,0,0,11,..,0,3,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,11,16,9,5,8,6,0,0,77
POA6436,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,6,7,7,5,5,8,0,0,46,..,0,0,3,3,3,3,0,0,14,..,4,0,3,0,0,0,0,0,11,..,0,0,4,0,0,0,0,0,5,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,8,0,0,0,23,0,0,0,0,0,0,3,0,0,5,16,8,5,14,11,15,10,0,0,89
POA6437,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,0,0,0,9,0,0,4,0,3,0,0,0,0,10,53,8,34,29,26,8,7,0,0,160,..,0,32,30,23,14,4,0,0,109,..,4,25,7,8,0,0,0,0,41,..,0,0,6,0,4,0,0,0,10,103,..,..,..,..,..,..,..,..,103,..,5,..,..,..,..,..,..,..,5,..,6,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,3,15,3,5,0,0,31,0,0,4,0,3,3,0,0,0,15,104,18,65,56,54,23,14,0,0,325
POA6438,..,0,0,0,0,0,0,0,0,4,..,0,4,0,10,10,3,0,0,29,3,3,3,0,0,0,0,0,0,12,44,22,39,25,33,29,14,0,0,219,..,0,17,13,23,28,13,3,4,103,..,5,21,10,15,14,4,0,0,66,..,5,3,12,3,0,3,0,0,28,90,..,..,..,..,..,..,..,..,90,..,4,..,..,..,..,..,..,..,4,..,19,11,0,3,0,0,0,0,34,..,3,0,0,4,0,0,0,0,17,..,0,0,0,0,0,0,0,0,9,..,0,4,0,4,0,0,0,0,8,..,4,11,10,15,20,12,3,3,71,7,5,11,4,3,0,0,0,0,31,94,51,82,49,64,65,34,6,4,459
POA6440,..,0,0,0,0,3,0,0,0,4,..,0,5,4,3,11,0,0,0,23,5,0,3,3,0,3,0,0,0,12,70,26,47,25,34,34,12,4,3,248,..,3,14,20,26,26,11,9,0,109,..,10,22,10,20,7,4,0,0,71,..,0,12,5,9,0,3,0,3,31,118,..,..,..,..,..,..,..,..,118,..,5,..,..,..,..,..,..,..,5,..,16,7,0,3,0,0,0,0,22,..,18,6,4,5,3,0,3,0,31,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,4,..,0,13,4,10,13,11,0,0,61,5,0,6,3,4,7,0,0,0,29,125,56,80,49,74,62,29,14,3,494
POA6442,..,0,7,3,6,3,0,0,0,17,..,7,10,9,8,14,16,6,0,69,3,0,4,0,0,6,0,0,0,18,289,141,189,152,140,91,35,11,3,1059,..,16,151,170,174,117,58,5,0,681,..,57,126,66,48,16,3,0,0,308,..,9,21,21,20,12,4,3,0,94,564,..,..,..,..,..,..,..,..,564,..,80,..,..,..,..,..,..,..,80,..,75,15,3,4,0,0,0,0,97,..,12,0,0,3,4,4,0,0,25,..,4,4,3,7,0,0,0,0,14,..,0,6,8,12,3,0,0,0,33,..,19,27,33,46,47,27,18,0,213,4,3,6,4,0,10,0,3,0,32,567,268,367,310,309,201,99,28,3,2147
POA6443,..,0,3,0,0,0,0,0,0,3,..,0,6,5,10,12,7,6,3,52,3,0,3,0,0,3,0,0,0,11,50,23,33,21,44,47,34,17,3,264,..,0,15,9,36,50,36,13,0,154,..,7,19,3,18,7,4,3,0,59,..,0,10,4,15,3,3,3,0,38,92,..,..,..,..,..,..,..,..,92,..,3,..,..,..,..,..,..,..,3,..,14,3,0,7,0,0,0,0,22,..,0,3,0,0,4,7,0,0,15,..,3,0,0,0,0,0,0,0,4,..,0,9,3,0,0,0,0,0,14,..,0,13,13,32,33,35,16,3,154,9,0,3,0,5,11,3,0,0,25,104,33,74,41,105,109,79,35,3,581
POA6445,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,27,4,3,15,9,12,11,0,0,77,..,0,0,22,13,15,10,0,0,65,..,0,0,0,3,4,0,0,0,8,..,0,0,0,0,0,0,0,0,6,40,..,..,..,..,..,..,..,..,40,..,0,..,..,..,..,..,..,..,0,..,0,6,3,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,3,0,3,0,0,4,0,0,17,0,3,3,0,0,0,0,0,0,3,40,7,18,30,20,23,14,9,0,157
POA6446,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,4,7,10,0,3,0,0,46,..,0,8,18,17,4,4,0,0,55,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,26,11,13,19,25,10,3,3,0,96
POA6447,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,3,11,9,9,8,0,0,0,56,..,0,15,18,19,10,0,0,0,62,..,5,4,3,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,30,..,..,..,..,..,..,..,..,30,..,6,..,..,..,..,..,..,..,6,..,9,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,30,20,28,20,25,21,0,0,0,142
POA6448,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,41,16,19,20,30,19,5,7,3,153,..,3,14,24,42,27,19,5,0,137,..,0,10,7,5,3,0,0,0,28,..,0,0,0,4,0,0,0,0,7,79,..,..,..,..,..,..,..,..,79,..,15,..,..,..,..,..,..,..,15,..,16,3,0,0,0,0,0,0,16,..,0,3,0,0,0,0,3,0,7,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,5,..,0,0,0,3,4,8,3,4,25,0,0,0,0,0,0,0,0,0,5,79,31,35,37,56,42,32,9,4,320
POA6450,..,36,28,4,17,11,9,0,0,102,..,29,50,38,51,112,152,142,71,647,25,40,24,17,24,41,17,9,3,187,1179,637,678,738,802,719,539,312,102,5701,..,40,458,791,939,887,639,288,51,4097,..,136,368,264,263,120,59,11,0,1222,..,29,71,115,147,42,38,18,7,469,2371,..,..,..,..,..,..,..,..,2371,..,441,..,..,..,..,..,..,..,441,..,355,104,45,34,9,3,0,0,553,..,68,21,9,13,20,21,19,8,180,..,44,21,11,19,6,7,3,3,101,..,98,59,18,39,24,14,7,3,255,..,62,119,114,169,236,243,202,95,1233,59,75,49,31,39,61,32,22,6,375,2432,1347,1271,1401,1645,1405,1061,565,177,11300
POA6452,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,..,0,0,3,0,3,0,0,0,7,..,3,0,3,4,12,13,6,4,47,0,0,0,0,0,4,3,0,0,8,72,19,37,34,40,50,44,24,7,322,..,0,36,38,36,56,53,30,9,251,..,5,16,5,19,11,0,0,0,61,..,0,3,8,10,3,3,0,0,24,132,..,..,..,..,..,..,..,..,132,..,13,..,..,..,..,..,..,..,13,..,10,8,3,0,0,0,0,0,22,..,7,0,3,0,0,0,0,0,14,..,0,0,0,0,0,3,0,0,3,..,0,0,3,3,3,0,0,0,12,..,7,6,11,12,28,22,17,5,104,0,0,3,0,0,10,4,0,0,19,132,40,75,72,74,108,83,52,15,644
POA6461,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,13,8,8,3,32,0,0,0,0,0,0,0,0,0,3,52,15,29,28,20,43,26,15,3,243,..,0,28,38,36,49,46,14,3,212,..,4,11,7,10,0,0,0,0,29,..,3,3,8,3,3,0,0,4,21,108,..,..,..,..,..,..,..,..,108,..,7,..,..,..,..,..,..,..,7,..,11,3,3,0,3,0,0,0,17,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,7,..,0,0,0,3,0,0,0,0,11,..,3,3,9,3,21,10,10,3,61,0,0,0,0,0,3,0,0,0,11,110,36,46,58,60,72,64,27,10,478
POA6462,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,14,3,8,3,10,5,4,0,0,57,..,0,10,13,15,7,9,4,0,50,..,3,3,3,3,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,33,..,..,..,..,..,..,..,..,33,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,33,13,12,16,20,15,10,5,0,124
POA6463,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,..,0,0,3,0,0,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,15
POA6465,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,13,..,0,3,3,3,3,4,0,0,13,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,3,3,5,7,9,0,0,25
POA6466,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,9,3,0,0,22,..,0,3,0,8,12,5,0,0,30,..,0,0,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,8,0,10,13,8,0,0,51
POA6467,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,17,..,0,4,0,5,4,3,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,3,7,0,0,32
POA6468,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,18,9,7,21,14,11,6,3,0,87,..,5,4,19,8,16,11,4,0,79,..,3,5,7,3,0,0,0,0,15,..,0,0,3,5,0,0,0,0,7,47,..,..,..,..,..,..,..,..,47,..,6,..,..,..,..,..,..,..,6,..,4,7,0,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,7,5,9,5,0,0,26,0,0,0,0,4,4,0,0,0,9,47,18,23,39,22,32,22,14,0,210
POA6470,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,..,0,0,0,5,0,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,15
POA6472,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,6,11,15,14,4,7,3,0,71,..,0,9,19,24,14,8,3,0,75,..,0,6,3,3,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,41,..,..,..,..,..,..,..,..,41,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,0,..,0,4,0,4,3,4,0,0,16,0,0,0,0,0,0,0,0,0,6,41,4,20,22,26,19,12,3,3,159
POA6473,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,0,21,..,0,3,5,3,3,10,0,0,25,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,3,3,9,11,0,0,36
POA6475,..,0,0,0,4,0,0,0,0,4,..,5,0,0,3,0,3,7,0,22,0,0,0,0,0,0,0,0,0,3,34,10,19,21,18,40,16,16,4,179,..,0,14,30,17,45,28,9,8,149,..,0,11,7,3,11,3,0,0,32,..,0,0,6,3,0,0,3,0,15,80,..,..,..,..,..,..,..,..,80,..,0,..,..,..,..,..,..,..,0,..,11,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,3,0,0,0,9,..,5,0,0,9,14,9,13,0,49,0,0,0,0,0,8,3,4,0,13,80,15,29,47,44,76,42,21,7,366
POA6476,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,6,3,0,0,0,25,..,0,3,3,5,12,0,0,0,24,..,0,6,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,10,9,7,10,4,0,0,54
POA6477,..,0,0,0,3,0,0,0,0,3,..,0,0,4,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,3,22,7,12,22,18,9,7,5,4,104,..,0,13,19,23,13,10,9,3,81,..,0,10,7,7,0,3,0,0,34,..,0,3,3,0,0,3,0,0,8,42,..,..,..,..,..,..,..,..,42,..,5,..,..,..,..,..,..,..,5,..,4,4,5,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,0,0,0,0,7,..,0,0,8,4,9,4,3,3,31,0,0,0,0,0,0,3,0,0,9,42,13,33,42,39,24,24,13,3,236
POA6479,..,0,0,0,0,0,0,0,0,0,..,4,3,0,0,4,5,5,4,19,0,0,0,3,0,0,3,0,0,12,51,12,35,29,30,35,27,21,3,238,..,7,41,40,34,55,34,22,4,247,..,6,11,9,3,0,0,0,0,31,..,0,0,0,4,3,0,0,0,13,112,..,..,..,..,..,..,..,..,112,..,3,..,..,..,..,..,..,..,3,..,6,7,8,0,0,0,0,0,16,..,0,0,0,0,3,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,4,4,3,11,13,9,5,3,52,3,0,3,3,0,0,6,3,0,15,115,27,68,60,54,75,49,36,10,490
POA6480,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,3,8,0,0,0,0,24,..,0,0,0,13,3,4,0,0,23,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,9,5,6,5,8,7,4,3,0,46
POA6484,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,12,..,0,0,0,3,5,0,4,0,13,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,4,0,10,8,5,4,0,32
