region_id,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA6609,0,3,0,0,0,0,3,3,3,0,0,0,0,0,0,6,0,13,5,6,3,3,0,0,30,3,6,0,6,0,3,0,0,18,0,0,0,3,0,0,0,0,3,20,19,13,10,6,3,0,0,71,3,4,0,0,0,0,0,0,7,23,23,13,13,6,3,0,0,81,0,3,0,0,0,3,0,0,6,6,6,3,3,8,3,7,3,39,35,54,21,31,17,15,7,3,183
POA6612,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,0,0,5,0,0,10,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,6,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,6,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,15,3,3,14,12,16,5,3,0,56
POA6620,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,6,3,6,7,3,3,3,0,0,25,0,0,0,0,3,0,0,0,3,3,9,7,6,6,3,0,0,34,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,6,0,18,6,9,10,12,12,9,6,0,64
POA6623,3,6,0,3,3,0,15,3,3,0,3,7,0,0,0,16,7,39,19,17,11,3,3,0,99,0,11,26,18,12,3,3,0,73,3,6,6,3,0,0,0,0,18,18,62,59,53,31,14,8,0,245,7,6,3,0,3,0,0,0,19,28,74,68,56,34,14,8,0,282,0,3,3,6,3,3,3,0,21,14,29,25,26,18,10,8,3,133,52,159,144,132,85,36,28,3,639
POA6628,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,12,0,4,5,0,0,0,0,0,9,0,3,0,3,0,0,0,0,6,3,7,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,10,3,6,0,0,0,0,22,0,0,0,3,3,0,3,0,9,0,0,3,0,0,0,0,0,3,3,25,15,9,3,0,3,0,58
POA6630,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,4,6,9,6,0,4,0,0,0,25,0,8,0,6,4,0,0,0,18,0,0,0,0,0,0,3,0,3,3,15,15,14,11,5,0,0,63,0,3,0,0,0,0,0,0,3,3,18,15,14,11,5,3,0,69,0,0,4,0,0,0,0,0,4,16,7,7,16,12,10,7,0,75,25,42,32,40,31,19,10,0,199
POA6635,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,9,6,6,6,0,0,0,0,27,0,7,5,6,6,0,3,0,27,0,0,0,0,0,0,0,0,0,14,30,17,10,11,0,3,0,85,0,7,0,0,0,0,0,0,7,14,37,17,10,11,0,3,0,92,0,0,3,0,0,0,0,0,3,15,23,20,12,7,5,0,0,82,38,77,51,34,27,5,6,0,238
POA6638,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9,4,13,6,5,4,0,0,0,32,0,4,8,0,0,3,3,0,18,0,0,3,0,0,0,0,0,3,3,16,21,22,10,8,0,0,80,0,3,3,3,0,0,0,0,9,3,19,27,25,10,8,0,0,92,0,3,6,0,3,0,0,0,12,16,10,23,23,16,13,3,0,104,23,49,76,56,33,24,6,0,267
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,9,0,0,0,3,0,0,0,0,3,4,0,0,3,7,3,0,0,17,7,3,0,15,7,9,0,0,41
POA6640,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,6,3,0,0,9,0,0,0,3,0,0,0,0,3,0,3,0,7,9,8,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,10,9,8,0,0,30,0,0,0,3,6,0,0,0,9,7,7,11,12,12,4,3,0,56,10,10,11,28,33,15,3,0,110
POA6642,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,7,13,34,17,16,9,0,0,0,89,6,10,10,6,10,6,0,0,48,3,0,6,6,3,0,0,0,18,13,59,25,38,19,3,3,0,160,3,3,3,4,3,0,0,0,16,19,62,34,48,25,3,3,0,194,0,0,0,4,6,0,0,0,10,51,69,55,51,27,14,4,0,271,89,184,116,129,77,23,7,0,625
POA6646,4,4,0,0,0,0,15,0,0,5,0,0,0,0,0,5,12,33,24,15,3,0,0,0,87,0,16,15,15,7,3,0,0,56,0,0,3,0,3,0,0,0,6,33,92,57,57,22,6,0,0,267,0,8,0,3,0,0,0,0,11,33,100,60,60,25,6,0,0,284,3,0,0,0,3,0,0,0,6,20,42,33,33,13,4,0,0,145,68,198,141,127,51,13,0,0,598
POA6701,11,5,6,0,0,0,34,0,13,12,9,13,0,0,0,47,19,89,79,56,35,18,6,0,302,9,39,52,50,55,24,6,0,235,7,13,12,9,7,0,0,0,48,66,136,156,161,115,68,28,0,730,21,20,19,12,6,0,0,0,78,94,169,187,182,128,68,28,0,856,8,7,14,15,12,16,6,3,81,90,107,129,125,138,97,51,19,756,220,436,484,442,387,223,97,22,2311
POA6705,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,7,0,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,4,0,0,0,0,0,0,7,3,4,0,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,3,0,5,7,6,0,0,27,9,14,0,13,17,9,0,0,62
POA6707,9,4,4,0,0,0,32,4,7,8,7,4,0,0,0,30,4,50,52,16,22,7,0,0,151,3,29,40,36,20,6,3,0,137,3,0,7,5,6,4,0,0,25,34,94,111,83,72,43,16,0,453,11,13,7,10,0,4,0,0,45,48,107,125,98,78,51,16,0,523,0,16,12,13,6,3,0,4,54,26,33,48,36,24,21,9,0,197,85,257,294,210,158,88,28,4,1124
POA6710,8,0,7,0,0,0,25,0,4,3,3,3,0,0,0,13,16,70,46,25,17,0,0,0,174,0,37,42,29,24,3,0,0,135,5,10,0,8,4,3,0,0,30,49,172,163,116,64,5,0,0,569,6,9,5,5,0,0,0,0,25,60,191,168,129,68,8,0,0,624,3,8,8,3,6,3,0,0,31,51,142,137,106,61,13,0,0,510,130,462,412,295,186,27,0,0,1512
POA6713,3,6,0,0,0,0,12,0,9,3,3,0,0,0,0,15,6,34,24,11,0,3,3,0,81,3,14,11,23,11,4,0,0,66,3,0,8,6,0,0,0,0,17,28,64,64,69,20,3,3,0,251,0,0,0,6,0,0,0,0,6,31,64,72,81,20,3,3,0,274,0,6,0,3,8,0,0,0,17,23,40,45,48,26,0,0,0,182,63,170,158,175,65,10,6,0,647
POA6714,65,39,24,0,0,0,225,0,48,49,31,13,0,0,0,141,80,624,447,196,85,11,0,0,1443,45,231,296,223,100,11,0,0,906,18,40,44,23,19,3,0,0,147,404,1033,902,727,331,41,7,0,3445,80,47,42,20,9,0,0,0,198,502,1120,988,770,359,44,7,0,3790,23,60,52,61,30,8,0,0,234,539,904,906,694,362,83,10,4,3502,1192,3081,2803,2014,973,157,17,4,10241
POA6716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,6,3,0,0,0,41,0,13,13,7,4,0,0,0,37,0,0,0,3,0,3,0,0,6,13,42,46,21,14,0,0,0,136,3,4,3,0,0,0,0,0,10,16,46,49,24,14,3,0,0,152,0,0,3,3,0,0,0,0,6,3,12,8,8,3,0,0,0,34,22,86,87,48,24,3,0,0,270
POA6718,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,6,3,0,0,0,18,0,9,6,3,4,0,0,0,22,3,6,8,0,3,0,0,0,20,12,19,20,17,13,3,0,0,84,0,3,3,0,0,0,0,0,6,15,28,31,17,16,3,0,0,110,3,0,3,0,0,0,0,0,6,34,18,36,30,16,7,0,0,141,58,58,76,56,42,10,0,0,300
POA6720,0,4,0,0,0,0,8,3,3,3,3,6,0,0,0,18,6,37,29,20,10,0,0,0,102,0,26,26,28,13,0,0,0,93,3,5,8,0,3,0,0,0,19,44,130,105,91,47,9,0,0,426,11,13,6,0,0,0,0,0,30,58,148,119,91,50,9,0,0,475,3,0,14,11,4,3,0,0,35,93,146,144,84,45,7,11,0,530,163,364,335,241,128,19,11,0,1261
POA6721,31,19,7,4,0,0,91,3,26,23,10,3,0,0,0,65,29,200,128,61,37,12,0,0,467,25,66,94,84,36,6,0,0,311,4,13,11,8,5,0,0,0,41,98,292,231,187,105,17,5,0,935,13,22,8,5,7,3,0,0,58,115,327,250,200,117,20,5,0,1034,5,12,10,18,12,0,0,0,57,160,294,241,214,100,23,9,3,1044,340,952,777,606,312,65,14,3,3069
POA6722,20,8,12,3,0,0,65,0,29,20,17,0,0,0,0,66,53,272,144,78,33,4,0,0,584,43,139,129,103,44,4,0,0,462,12,23,27,16,12,0,0,0,90,271,629,413,340,153,18,3,0,1827,41,37,24,7,10,0,0,0,119,324,689,464,363,175,18,3,0,2036,24,20,24,32,21,3,3,0,127,384,488,408,373,194,45,13,5,1910,828,1659,1209,974,479,77,19,5,5250
POA6725,27,30,17,7,0,0,98,3,22,30,32,25,10,0,0,122,38,260,215,124,80,15,3,0,735,35,120,133,115,75,18,6,0,502,18,27,22,33,14,0,0,0,114,138,341,330,241,146,54,17,5,1272,44,47,26,25,7,0,0,0,149,200,415,378,299,167,54,17,5,1535,5,28,35,29,22,10,3,0,132,226,275,304,197,154,78,37,10,1281,507,1137,1122,826,540,192,66,15,4405
POA6726,14,21,22,13,0,0,83,0,19,23,17,11,0,0,0,70,20,166,147,103,68,10,6,0,520,19,70,93,70,42,10,6,0,310,14,9,6,15,10,4,0,0,58,89,174,196,144,92,23,9,0,727,29,14,10,4,5,3,0,0,65,132,197,212,163,107,30,9,0,850,9,18,17,25,13,6,0,0,88,110,127,92,103,59,32,10,0,533,290,610,598,502,322,101,31,0,2454
POA6728,15,5,7,4,0,0,45,0,10,10,13,10,0,0,0,43,17,84,68,42,32,3,4,0,250,9,44,53,38,33,6,0,0,183,10,10,15,6,7,0,0,0,48,70,116,114,115,83,22,8,0,528,25,29,14,13,3,3,0,0,87,105,155,143,134,93,25,8,0,663,6,10,9,6,9,6,0,0,46,388,827,494,246,121,37,13,6,2132,528,1141,792,484,305,81,25,6,3362
POA6740,3,0,0,3,0,0,9,0,6,7,6,6,0,0,0,25,5,32,15,12,18,7,0,0,89,0,15,14,12,3,5,0,0,49,0,10,6,3,0,0,0,0,19,17,38,39,24,19,11,0,0,148,7,11,0,9,0,3,0,0,30,24,59,45,36,19,14,0,0,197,3,0,0,6,0,3,0,0,12,49,41,39,34,16,14,6,3,202,81,156,123,106,62,46,6,3,583
POA6743,28,28,16,4,0,0,106,0,21,22,18,14,0,0,0,75,43,209,151,97,57,15,0,0,572,33,93,65,80,50,10,0,0,331,8,16,17,11,6,4,0,0,62,89,206,223,198,103,29,0,0,848,29,23,21,6,10,0,0,0,89,126,245,261,215,119,33,0,0,999,9,16,15,18,10,5,0,0,73,141,152,142,120,82,33,12,0,682,360,758,684,576,348,100,12,0,2838
POA6751,15,8,0,4,0,0,38,0,18,19,6,6,0,0,0,49,49,139,96,40,15,0,3,0,342,9,73,91,66,18,0,4,0,261,3,17,21,8,4,0,0,0,53,131,396,375,256,99,10,0,0,1267,20,20,12,8,0,0,0,0,60,154,433,408,272,103,10,0,0,1380,6,11,20,12,6,0,0,0,55,120,252,208,169,70,9,0,0,828,338,937,857,573,218,23,7,0,2953
POA6753,25,15,9,3,0,0,88,3,27,8,8,7,0,0,0,53,64,279,155,81,29,8,0,0,616,23,135,121,90,41,5,0,0,415,17,34,17,23,7,0,0,0,98,228,640,533,371,161,11,0,0,1944,30,48,21,9,0,0,0,0,108,275,722,571,403,168,11,0,0,2150,0,20,19,12,14,0,0,0,65,293,532,435,327,154,14,0,0,1755,667,1742,1334,936,422,41,0,0,5142
POA6754,5,0,0,0,0,0,11,0,7,6,0,0,3,0,0,16,15,43,21,3,0,4,0,0,86,3,20,24,18,0,0,0,0,65,3,8,3,3,0,0,0,0,17,27,107,87,64,21,0,0,0,306,3,7,3,0,3,0,0,0,16,33,122,93,67,24,0,0,0,339,0,3,3,4,6,0,0,0,16,22,35,34,25,6,0,0,0,122,73,236,186,117,36,7,0,0,655
POA6758,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,5,0,0,15,0,6,0,0,0,0,0,0,6,0,13,0,0,3,5,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,3,5,0,3,0,17,9,13,3,6,11,5,3,0,50
POA6760,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3,0,0,3,6,6,3,0,0,18,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,3,6,6,3,0,0,30,10,3,6,0,0,0,0,0,19,16,9,9,6,6,3,0,0,49,0,0,0,0,0,0,0,0,0,17,20,24,10,8,5,3,0,87,33,32,36,25,20,11,6,0,163
POA6762,3,3,3,0,0,0,15,0,0,3,3,0,0,0,0,6,10,22,14,9,3,0,0,0,58,8,16,11,10,3,0,0,0,48,3,6,0,6,6,0,0,0,21,37,117,96,72,18,4,0,0,344,3,3,3,0,0,0,0,0,9,43,126,99,78,24,4,0,0,374,0,0,4,3,3,0,0,0,10,24,38,31,18,10,4,0,0,125,85,208,165,124,46,8,0,0,636
POA6765,0,9,0,0,0,0,14,0,13,7,6,0,0,0,0,26,12,36,25,12,9,0,3,0,97,0,11,11,10,5,0,0,0,37,4,7,0,0,3,0,0,0,14,21,26,18,17,6,11,0,0,99,7,9,3,3,0,0,0,0,22,32,42,21,20,9,11,0,0,135,4,0,3,0,0,0,0,0,7,31,23,18,28,8,4,3,3,118,79,130,85,85,31,15,6,3,434
POA6770,5,7,7,0,0,0,25,0,10,4,4,5,3,0,0,26,9,45,20,25,28,6,0,0,133,4,18,17,17,20,0,0,0,76,6,17,6,6,0,3,0,0,38,24,64,32,45,32,7,0,0,204,13,21,5,7,6,3,0,0,55,43,102,43,58,38,13,0,0,297,0,0,0,0,4,0,0,0,4,45,49,34,45,20,16,12,8,229,101,230,123,156,122,38,12,8,790
POA6907,6,3,3,0,0,0,26,0,3,0,0,0,0,0,0,3,40,31,3,6,3,0,0,0,83,42,3,0,0,0,3,0,0,48,3,0,0,0,0,0,0,0,3,15,6,0,0,0,0,0,0,21,9,0,0,0,0,0,0,0,9,27,6,0,0,0,0,0,0,33,9,0,0,0,0,0,0,0,9,17,4,6,6,6,0,0,0,39,135,61,15,15,12,3,0,0,241
