region_id,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA6450,1232,121,23,58,0,1434,1236,59,18,11,0,1324,376,34,61,0,0,471,163,37,41,0,0,241,385,41,39,10,3,478,5,32,7,0,0,44,136,14,16,27,4,197,59,3,0,0,3,65,1124,161,164,37,10,1496,27,5,0,0,0,32,90,7,10,5,0,112,3709,353,215,111,10,4398
POA6460,188,0,0,4,0,192,88,0,0,0,0,88,5,0,0,0,0,5,26,0,0,0,0,26,34,0,0,0,0,34,3,0,0,0,0,3,27,0,0,0,0,27,8,0,0,0,0,8,103,0,0,0,0,103,4,0,0,0,0,4,4,0,0,0,0,4,387,0,0,4,0,391
POA6461,72,0,0,0,0,72,45,0,0,0,0,45,3,0,0,0,0,3,7,0,3,0,0,10,14,0,3,0,3,20,4,0,3,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,33,0,9,0,3,45,4,0,0,0,0,4,4,0,0,0,0,4,158,0,9,0,3,170
POA6462,69,0,0,0,0,69,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,4,0,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,5,30,0,0,0,0,30,0,0,0,0,0,0,4,0,0,0,0,4,115,0,0,0,0,115
POA6468,40,0,0,0,0,40,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,73,0,0,0,0,73
POA6472,32,0,0,0,0,32,15,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,72,0,0,0,0,72
POA6475,91,0,0,0,0,91,34,0,0,0,0,34,0,0,0,0,0,0,11,0,0,0,0,11,18,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,45,0,0,0,0,45,0,0,0,0,0,0,5,0,0,0,0,5,175,0,0,0,0,175
POA6477,57,0,0,0,0,57,20,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,10,9,0,0,0,0,9,36,0,0,0,0,36,0,0,0,0,0,0,4,0,0,0,0,4,117,0,0,0,0,117
POA6479,95,0,0,3,0,98,43,0,0,3,0,46,0,0,0,0,0,0,8,5,0,0,0,13,15,3,0,0,0,18,3,0,0,0,0,3,14,3,0,0,0,17,7,3,0,0,0,10,47,14,0,0,0,61,3,0,0,0,0,3,0,0,0,0,0,0,188,14,0,6,0,208
POA6484,16,0,0,0,4,20,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,4,29
POA6485,95,3,0,3,0,101,41,0,0,0,0,41,3,0,0,0,0,3,10,0,3,0,0,13,22,0,0,0,0,22,0,5,3,0,0,8,13,0,0,0,0,13,7,0,0,0,0,7,55,5,6,0,0,66,3,0,0,0,0,3,7,0,3,0,0,10,201,8,9,3,0,221
POA6488,62,0,0,3,0,65,28,0,0,3,0,31,0,0,0,0,0,0,4,0,6,0,0,10,14,0,0,0,0,14,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,35,0,6,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,128,0,6,6,0,140
POA6490,40,0,0,0,0,40,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,6,0,0,0,0,6,10,0,0,0,0,10,4,0,0,0,0,4,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,87
POA6501,112,0,0,6,0,118,182,0,0,7,0,189,8,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,32,0,0,0,0,32,3,0,0,0,0,3,10,0,0,0,0,10,339,0,0,13,0,352
POA6502,163,4,0,0,3,170,125,0,0,0,0,125,15,0,0,0,0,15,0,12,0,0,0,12,24,0,0,3,0,27,0,0,0,0,0,0,13,0,0,0,0,13,9,0,0,0,0,9,61,12,0,3,0,76,5,0,0,0,0,5,9,0,0,0,0,9,363,16,0,3,3,385
POA6503,303,0,0,0,0,303,229,0,3,6,0,238,36,0,0,0,0,36,8,4,0,0,4,16,63,0,0,4,0,67,4,0,0,0,0,4,41,0,0,0,0,41,13,0,0,0,0,13,165,4,0,4,4,177,9,0,0,0,0,9,15,0,0,0,0,15,721,4,3,10,4,742
POA6505,48,0,0,0,0,48,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,15,0,0,0,0,15,3,0,0,0,0,3,5,0,0,0,0,5,96,0,0,0,0,96
POA6507,58,0,0,5,0,63,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,22,0,0,0,0,22,5,0,0,0,0,5,47,0,0,0,0,47,0,0,0,0,0,0,5,0,0,0,0,5,145,0,0,5,0,150
POA6509,48,0,0,0,0,48,12,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,6,9,0,0,0,0,9,5,0,0,0,0,5,24,6,0,0,0,30,11,0,0,0,0,11,55,6,0,0,0,61,3,0,0,0,0,3,0,0,0,0,0,0,118,6,0,0,0,124
POA6510,238,0,6,0,3,247,237,0,0,0,3,240,32,8,0,0,0,40,56,11,9,0,0,76,66,0,0,3,0,69,3,3,0,0,0,6,26,0,0,0,0,26,11,0,3,0,0,14,194,22,12,3,0,231,5,0,0,0,0,5,17,0,3,0,0,20,691,22,21,3,6,743
POA6511,85,0,0,0,0,85,42,0,3,3,0,48,11,0,3,0,0,14,3,0,0,0,0,3,24,0,0,0,0,24,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,47,0,3,0,0,50,0,0,3,3,0,6,5,0,0,0,0,5,179,0,9,6,0,194
POA6513,32,0,0,0,0,32,13,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,3,0,66
POA6514,101,0,0,8,0,109,47,0,0,0,0,47,20,0,3,0,0,23,7,0,0,0,0,7,29,0,3,0,0,32,3,0,0,0,0,3,7,0,0,4,0,11,0,0,0,0,0,0,66,0,6,4,0,76,0,0,0,0,0,0,8,0,0,0,0,8,222,0,6,12,0,240
POA6515,100,0,0,0,0,100,31,0,0,0,0,31,0,0,0,0,0,0,3,0,3,0,0,6,14,0,0,0,0,14,0,0,0,0,0,0,16,0,0,0,0,16,12,0,0,0,0,12,45,0,3,0,0,48,4,0,0,0,0,4,0,0,0,0,0,0,180,0,3,0,0,183
POA6516,190,6,3,12,0,211,152,0,3,3,0,158,84,3,0,0,0,87,21,0,3,0,0,24,40,0,3,0,0,43,0,0,0,3,0,3,13,0,3,3,0,19,9,0,3,0,0,12,167,3,12,6,0,188,0,0,0,0,0,0,10,0,0,3,0,13,519,9,18,24,0,570
POA6517,69,0,0,0,0,69,47,0,0,0,0,47,0,0,0,0,0,0,5,8,0,0,0,13,10,0,0,0,0,10,0,0,0,0,0,0,21,0,0,0,0,21,9,0,0,0,0,9,45,8,0,0,0,53,3,0,0,0,0,3,5,0,0,0,0,5,169,8,0,0,0,177
POA6518,19,0,0,3,0,22,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,3,0,41
POA6519,105,0,0,0,0,105,47,0,0,0,0,47,4,0,0,0,0,4,8,3,0,0,0,11,23,0,0,0,0,23,0,0,0,0,0,0,19,3,0,0,0,22,12,3,0,0,0,15,66,9,0,0,0,75,10,0,0,0,0,10,4,4,0,0,0,8,232,13,0,0,0,245
POA6521,64,0,0,0,0,64,30,0,0,4,0,34,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,23,0,0,0,0,23,5,0,0,0,0,5,0,0,0,0,0,0,122,0,0,4,0,126
POA6522,70,0,0,8,0,78,29,0,0,0,0,29,4,0,0,0,0,4,3,0,3,0,0,6,21,0,0,0,0,21,0,0,0,0,0,0,23,0,3,0,0,26,8,0,0,0,0,8,59,0,6,0,0,65,3,0,0,0,0,3,7,0,0,0,0,7,168,0,6,8,0,182
POA6525,469,3,3,29,3,507,367,3,3,4,0,377,147,10,3,0,0,160,53,13,17,0,0,83,93,3,4,0,3,103,8,0,3,0,0,11,26,0,0,0,0,26,18,0,0,0,0,18,345,26,27,0,3,401,9,0,0,3,0,12,25,3,0,3,0,31,1215,35,33,39,6,1328
POA6528,34,0,0,0,0,34,41,0,0,0,0,41,0,3,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,19,6,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,97,6,0,0,0,103
POA6530,3112,92,123,108,0,3435,3701,51,63,7,3,3825,1147,175,269,0,0,1591,461,222,119,0,3,805,876,71,98,5,3,1053,21,5,34,0,0,60,210,27,18,51,0,306,62,10,14,0,0,86,2777,510,552,56,6,3901,39,4,13,3,0,59,243,43,42,11,3,342,9872,700,793,185,12,11562
POA6532,625,4,0,65,0,694,732,7,0,6,0,745,120,3,0,0,0,123,19,0,0,0,0,19,149,3,0,7,3,162,7,0,0,0,0,7,86,4,0,10,0,100,27,0,0,6,0,33,408,10,0,23,3,444,17,0,0,4,0,21,27,0,0,11,0,38,1809,21,0,109,3,1942
POA6535,290,0,0,17,0,307,132,3,0,3,0,138,8,0,0,4,0,12,17,3,0,0,0,20,48,3,3,0,0,54,0,0,5,0,0,5,18,0,0,0,0,18,9,0,0,3,0,12,100,6,8,7,0,121,9,0,0,0,0,9,32,0,0,0,0,32,563,9,8,27,0,607
POA6536,169,10,4,34,0,217,143,5,3,7,0,158,66,17,3,0,0,86,18,0,3,0,0,21,39,17,5,0,0,61,4,0,0,0,0,4,17,5,0,6,0,28,4,0,0,0,0,4,148,39,11,6,0,204,0,0,0,0,0,0,9,0,0,3,0,12,469,54,18,50,0,591
POA6537,58,0,3,23,0,84,36,0,3,0,0,39,18,7,19,0,0,44,30,0,9,0,0,39,22,3,3,3,0,31,0,0,3,0,0,3,16,0,0,6,0,22,4,0,3,0,0,7,90,10,37,9,0,146,0,0,0,0,0,0,3,3,0,3,0,9,187,13,43,35,0,278
POA6556,227,0,0,0,0,227,346,0,0,0,0,346,23,3,0,0,0,26,3,0,0,0,0,3,34,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,66,3,0,0,0,69,3,0,0,3,0,6,23,0,0,0,0,23,665,3,0,3,0,671
POA6558,110,0,0,4,0,114,120,0,0,0,0,120,17,0,0,0,0,17,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,36,0,0,0,0,36,0,0,0,0,0,0,8,0,0,0,0,8,274,0,0,4,0,278
POA6560,112,3,0,0,3,118,205,3,0,0,0,208,14,0,0,0,0,14,17,0,26,0,0,43,25,0,0,0,0,25,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,7,69,0,26,0,0,95,5,0,0,0,0,5,14,0,0,0,0,14,405,6,26,0,3,440
POA6562,159,0,0,0,0,159,197,0,0,0,0,197,13,0,0,0,0,13,3,0,0,0,0,3,31,0,0,3,0,34,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,54,0,0,3,0,57,3,0,0,0,0,3,5,0,0,3,0,8,418,0,0,6,0,424
POA6564,43,0,0,0,0,43,62,0,0,0,0,62,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,123,0,0,0,0,123
POA6566,475,3,0,11,0,489,413,3,0,3,3,422,76,0,0,0,0,76,13,0,0,0,0,13,73,3,3,0,0,79,0,10,0,0,0,10,12,0,3,9,0,24,11,0,0,0,0,11,185,13,6,9,0,213,9,0,0,0,0,9,24,0,0,3,0,27,1106,19,6,26,3,1160
POA6567,56,3,0,3,0,62,73,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,143,3,0,3,0,149
POA6568,44,0,0,0,0,44,21,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,18,0,0,0,0,18,3,0,0,0,0,3,3,0,0,0,0,3,89,0,0,0,0,89
POA6569,48,0,0,4,0,52,32,0,0,0,0,32,0,0,0,0,0,0,9,0,0,0,0,9,11,0,0,0,0,11,0,0,0,0,0,0,18,0,0,0,0,18,3,0,0,0,0,3,41,0,0,0,0,41,0,0,0,0,0,0,5,0,0,0,0,5,126,0,0,4,0,130
POA6575,48,0,0,3,0,51,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,11,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,16,0,0,3,0,19,3,0,0,0,0,3,0,0,0,0,0,0,83,0,0,6,0,89
POA6603,134,0,5,3,0,142,119,0,3,3,0,125,17,0,0,0,0,17,11,0,12,0,0,23,45,0,6,3,0,54,3,0,9,0,0,12,28,3,3,0,0,34,6,0,3,0,0,9,110,3,33,3,0,149,3,0,0,3,0,6,13,0,0,0,0,13,379,3,41,12,0,435
POA6606,70,0,0,0,0,70,21,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,3,0,15,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,24,0,0,3,0,27,5,0,0,0,0,5,3,0,0,0,0,3,123,0,0,3,0,126
POA6608,67,0,0,0,0,67,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,89
POA6609,63,0,0,3,0,66,64,0,0,0,0,64,3,0,0,0,0,3,16,3,0,0,0,19,32,0,0,3,0,35,4,0,0,0,0,4,22,0,0,0,0,22,3,0,0,0,0,3,80,3,0,3,0,86,0,0,0,0,0,0,4,0,0,0,0,4,211,3,0,6,0,220
POA6612,53,0,0,0,0,53,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,92,0,0,0,0,92
POA6620,19,0,0,0,0,19,17,0,0,0,0,17,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,3,0,13,0,0,0,0,0,0,27,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,3,0,66
POA6623,188,0,0,0,0,188,83,0,0,0,0,83,13,3,0,0,0,16,14,0,0,0,0,14,43,0,0,0,0,43,3,0,0,0,0,3,34,3,0,0,0,37,17,0,0,0,0,17,124,6,0,0,0,130,10,0,0,0,0,10,7,0,0,3,0,10,412,6,0,3,0,421
POA6628,35,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,17,0,0,3,0,20,3,0,0,0,0,3,3,0,0,0,0,3,61,0,0,3,0,64
POA6630,60,0,0,3,0,63,33,0,0,3,0,36,0,0,0,0,0,0,18,0,0,0,0,18,6,0,0,0,0,6,4,0,4,0,0,8,24,0,0,0,0,24,7,0,0,0,0,7,59,0,4,0,0,63,0,0,0,0,0,0,3,0,0,0,0,3,155,0,4,6,0,165
POA6635,19,0,0,0,0,19,9,0,0,0,0,9,0,0,0,0,0,0,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,15,3,0,0,0,18,11,0,0,0,0,11,53,3,0,0,0,56,4,0,0,0,0,4,4,0,0,0,0,4,89,3,0,0,0,92
POA6638,60,3,0,0,0,63,17,0,0,0,0,17,10,0,0,0,0,10,37,0,0,0,0,37,30,0,0,0,0,30,3,0,0,0,0,3,23,0,0,0,0,23,3,0,0,0,0,3,106,0,0,0,0,106,0,0,0,0,0,0,10,0,0,0,0,10,193,3,0,0,0,196
POA6639,14,0,0,0,3,17,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,14,0,0,0,0,14,0,0,0,0,3,3,0,0,0,4,0,4,33,0,0,4,6,43
POA6640,39,0,0,11,0,50,9,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,30,0,0,0,0,30,4,0,0,0,0,4,8,0,0,0,0,8,90,0,0,11,0,101
POA6642,51,0,0,4,6,61,23,0,0,0,3,26,0,0,0,0,0,0,77,7,4,0,0,88,13,0,0,3,0,16,21,0,5,0,0,26,30,8,5,5,3,51,5,0,0,0,3,8,146,15,14,8,6,189,6,0,0,3,0,9,13,0,0,0,4,17,239,15,14,15,19,302
POA6646,12,0,0,5,3,20,4,0,0,0,0,4,0,0,0,0,0,0,24,5,7,0,0,36,7,0,0,0,0,7,6,0,0,0,0,6,22,4,7,0,0,33,6,0,0,0,0,6,65,9,14,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,81,9,14,5,3,112
POA6701,393,19,3,157,7,579,409,13,0,7,5,434,96,24,12,0,0,132,215,45,28,0,0,288,121,14,3,7,0,145,7,9,4,0,3,23,136,9,3,27,0,175,26,0,0,8,0,34,601,101,50,42,3,797,18,0,0,4,0,22,54,16,8,39,0,117,1475,149,61,249,15,1949
POA6705,11,0,0,5,0,16,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,10,3,0,0,0,0,3,47,0,0,0,0,47,3,0,0,0,0,3,3,0,0,0,0,3,68,0,0,5,0,73
POA6707,146,3,3,65,0,217,202,0,4,15,0,221,115,8,8,7,0,138,53,34,28,0,0,115,48,3,0,4,0,55,0,0,4,0,0,4,57,3,3,8,5,76,6,0,0,5,0,11,279,48,43,24,5,399,10,0,0,0,0,10,13,3,4,5,0,25,650,54,54,109,5,872
POA6710,39,3,0,18,6,66,25,0,0,0,0,25,7,0,0,0,0,7,30,10,3,0,0,43,18,0,0,0,0,18,25,0,0,0,0,25,45,5,0,10,0,60,7,3,0,3,0,13,132,18,3,13,0,166,0,0,0,0,0,0,13,3,0,16,0,32,209,24,3,47,6,289
POA6713,65,0,4,5,0,74,80,0,0,0,0,80,36,0,3,0,0,39,12,0,0,0,0,12,15,0,0,0,0,15,0,0,0,0,0,0,60,3,26,0,3,92,0,0,4,0,0,4,123,3,33,0,3,162,6,0,0,0,0,6,3,0,3,0,0,6,277,3,40,5,3,328
POA6714,191,13,18,152,0,374,526,47,14,30,0,617,467,96,31,6,0,600,314,115,10,0,3,442,115,19,12,11,0,157,6,3,0,3,0,12,1416,174,81,62,3,1736,69,9,9,3,0,90,2387,416,143,85,6,3037,35,3,5,4,3,50,82,17,21,16,0,136,3221,496,201,287,9,4214
POA6716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,64,0,0,0,178,3,0,0,0,0,3,117,64,0,0,0,181,0,4,0,0,0,4,0,0,0,3,0,3,117,68,0,3,0,188
POA6718,20,0,0,22,0,42,30,0,0,3,0,33,12,3,0,0,3,18,75,8,0,0,0,83,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,5,0,13,0,0,0,0,0,0,103,11,0,5,3,122,0,0,0,0,0,0,10,0,0,3,0,13,163,11,0,33,3,210
POA6720,13,0,0,18,0,31,35,6,0,0,3,44,13,12,0,0,0,25,39,15,6,0,0,60,11,5,0,3,0,19,12,3,0,0,0,15,185,99,15,0,4,303,6,3,0,3,0,12,266,137,21,6,4,434,4,0,0,0,0,4,11,7,0,0,0,18,329,150,21,24,7,531
POA6721,77,6,9,34,3,129,110,9,4,17,4,144,103,18,21,13,0,155,41,14,7,0,0,62,27,0,12,10,0,49,7,0,6,0,0,13,336,73,58,26,7,500,17,3,3,8,0,31,531,108,107,57,7,810,9,0,0,3,0,12,15,24,0,37,0,76,742,147,120,148,14,1171
POA6722,145,17,6,77,0,245,412,45,17,20,0,494,266,65,43,0,3,377,293,80,13,0,0,386,63,6,6,6,0,81,13,0,0,0,0,13,504,179,87,7,0,777,29,6,5,0,0,40,1168,336,154,13,3,1674,21,0,0,0,0,21,66,4,6,34,5,115,1812,402,183,144,8,2549
POA6725,286,11,16,169,6,488,474,22,25,14,4,539,192,62,84,7,3,348,406,137,68,3,11,625,136,15,34,20,3,208,113,0,6,8,0,127,227,26,45,47,10,355,34,0,3,7,3,47,1108,240,240,92,30,1710,30,0,4,15,4,53,76,16,9,22,4,127,1974,289,294,312,48,2917
POA6726,156,13,0,79,0,248,384,34,7,21,0,446,198,41,22,22,0,283,266,44,14,0,0,324,82,16,3,14,0,115,3,3,3,0,0,9,132,15,6,31,0,184,9,0,0,3,0,12,690,119,48,70,0,927,6,0,0,0,0,6,34,9,0,7,0,50,1270,175,55,177,0,1677
POA6728,135,5,0,17,5,162,160,0,0,9,6,175,33,8,0,3,0,44,281,20,6,0,0,307,42,0,3,3,0,48,267,0,0,6,0,273,150,16,5,7,0,178,23,0,0,3,0,26,796,44,14,22,0,876,8,0,0,5,0,13,31,4,0,38,0,73,1130,53,14,91,11,1299
POA6740,50,3,0,18,3,74,34,0,0,5,0,39,3,0,0,0,0,3,139,4,0,0,0,143,19,3,0,0,3,25,40,0,0,0,0,40,57,3,0,5,0,65,6,0,0,6,0,12,264,10,0,11,3,288,3,3,0,3,0,9,22,0,0,6,0,28,373,16,0,43,6,438
POA6743,148,0,4,160,0,312,264,18,8,34,3,327,121,25,15,9,3,173,254,39,27,0,0,320,83,8,3,23,0,117,98,4,0,5,0,107,238,28,39,64,3,372,24,4,0,13,3,44,818,108,84,114,9,1133,18,0,0,12,0,30,26,13,0,31,0,70,1274,139,96,351,12,1872
POA6751,64,0,0,21,0,85,27,0,0,3,0,30,24,7,0,3,0,34,25,7,4,0,0,36,11,0,0,4,0,15,29,0,0,0,0,29,672,55,4,15,0,746,22,5,0,0,0,27,783,74,8,22,0,887,8,0,0,0,0,8,12,0,0,3,0,15,894,74,8,49,0,1025
POA6753,61,3,3,0,0,67,191,3,3,0,0,197,49,5,3,0,0,57,66,5,14,0,0,85,27,0,0,3,0,30,43,3,0,0,0,46,708,52,78,3,4,845,30,0,4,0,0,34,923,65,99,6,4,1097,18,0,0,0,0,18,27,3,4,0,0,34,1220,74,109,6,4,1413
POA6754,12,0,5,3,0,20,12,0,0,0,0,12,13,0,0,0,0,13,4,0,3,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,339,0,21,0,0,360,7,0,0,0,0,7,366,0,24,0,0,390,3,0,0,0,0,3,8,0,0,0,0,8,401,0,29,3,0,433
POA6758,12,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14,8,0,0,0,0,8,3,0,0,0,0,3,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,3,41,0,0,6,0,47
POA6760,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,27,0,4,0,0,31,4,0,0,0,0,4,34,0,0,0,0,34,17,0,4,0,0,21,4,0,0,0,0,4,86,0,8,0,0,94,0,0,0,0,0,0,5,0,0,7,0,12,109,0,8,7,0,124
POA6762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45,5,0,0,0,0,5,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50
