POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA6536,0,4,3,0,4,0,0,12,0,0,0,0,0,0,0,3,0,7,4,5,0,0,0,14,28,48,29,24,21,0,0,150,0,0,0,0,0,0,0,0,33,61,36,26,25,0,0,181,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,4,0,3,0,0,0,7,6,14,7,0,6,0,0,34,0,0,0,0,0,0,0,0,6,17,7,4,10,0,0,47,38,80,41,32,35,3,0,230
POA6537,3,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,15,47,41,18,4,0,0,0,108,0,0,0,0,0,0,0,0,63,48,20,12,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,15,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,15,65,48,25,12,3,0,0,153
POA6556,9,13,10,9,10,0,4,53,8,14,14,6,3,3,0,49,3,3,3,3,3,4,0,26,58,62,56,34,46,8,7,259,0,0,0,0,0,0,0,0,77,92,80,49,67,9,8,387,3,0,0,0,3,0,0,4,0,4,0,3,3,0,0,11,3,0,3,3,0,3,0,17,5,9,6,6,10,0,0,45,0,0,3,0,0,0,0,6,9,18,17,11,18,4,0,79,84,115,93,62,83,15,12,460
POA6558,4,6,8,3,0,3,0,25,4,4,0,0,0,0,0,13,3,0,8,3,3,0,0,15,23,23,15,14,9,3,0,86,0,0,0,0,0,0,0,0,36,34,25,22,14,8,3,137,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,11,6,0,3,0,0,26,0,0,0,0,0,0,0,0,8,11,8,0,3,0,0,39,45,43,34,22,17,5,3,169
POA6560,3,19,7,0,0,3,0,29,3,3,0,4,5,0,0,16,0,3,3,0,3,0,0,7,30,34,25,12,21,3,0,136,0,0,0,0,0,0,0,4,45,61,34,19,29,4,0,197,0,0,0,0,3,0,0,4,0,3,3,0,0,0,0,3,0,3,0,0,0,0,0,3,17,9,13,7,8,0,0,55,0,0,0,0,0,0,0,0,17,20,16,9,15,0,0,68,59,76,50,34,47,4,0,270
POA6562,4,5,0,0,0,0,0,14,5,6,3,5,0,0,0,20,0,3,7,3,8,0,0,16,47,49,28,15,17,0,4,162,0,0,0,0,0,0,0,0,52,66,35,26,29,0,4,214,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,3,6,7,5,4,3,0,0,27,0,3,0,0,0,0,0,4,6,9,12,9,8,0,0,44,58,80,44,36,33,0,4,260
POA6564,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,10,8,3,5,3,0,0,21,0,0,0,0,0,0,0,0,8,10,9,6,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,14,8,11,12,9,3,0,0,46
POA6566,8,6,8,3,3,0,0,33,12,19,14,3,8,3,0,58,9,12,8,5,4,0,0,39,83,56,47,39,38,3,0,273,0,4,0,0,0,0,0,4,117,106,72,48,52,4,0,406,0,0,3,0,4,0,0,10,3,7,3,0,0,0,0,17,0,3,5,0,0,0,0,10,11,23,15,12,15,0,0,80,0,0,0,0,0,0,0,4,20,40,32,13,20,0,0,119,135,143,104,60,74,10,0,526
POA6567,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,6,8,3,0,0,36,0,3,0,0,0,0,0,5,12,10,11,5,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,17,12,11,10,6,0,0,62
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,3,3,6,0,0,34,0,0,0,0,0,0,0,0,6,15,3,3,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,14,3,3,8,0,0,32
POA6569,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,13,7,7,3,0,0,0,36,0,0,0,0,0,0,0,0,22,14,7,6,6,0,0,52,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,18,26,15,8,4,6,0,0,65
POA6571,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,15
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,11
POA6574,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,0,4,3,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,21
POA6575,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,19,0,0,0,0,0,24,0,0,0,0,0,0,0,0,11,19,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,17,4,0,0,0,0,29
POA6603,8,3,3,0,3,0,0,22,3,5,6,0,0,0,0,14,3,5,0,0,0,0,0,9,39,74,23,7,8,0,0,145,0,0,0,0,0,0,0,0,59,81,28,15,10,0,0,189,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,9,23,10,3,0,0,0,54,0,0,0,0,0,0,0,0,13,24,16,7,4,0,0,64,75,103,43,16,13,0,0,249
POA6605,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,11
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,0,0,0,0,25,0,0,0,0,0,0,0,0,4,15,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,4,15,7,4,3,0,0,32
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,3,0,0,0,26,0,0,0,0,0,0,0,0,4,9,7,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,7,3,0,0,0,30
POA6609,7,8,5,6,8,0,0,37,5,4,0,0,0,0,0,9,6,10,4,3,0,0,0,21,29,26,14,9,3,0,0,84,0,0,0,0,0,0,0,0,48,49,20,15,11,0,0,151,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,11,53,52,23,16,12,0,0,162
POA6612,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,4,3,0,0,0,31,0,0,0,0,0,0,0,0,11,16,6,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,4,5,0,0,0,40
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,16
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,9
POA6620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,5,17,24,4,0,0,0,0,49,0,0,0,0,0,0,0,0,22,31,6,0,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,33,6,0,4,0,0,68
POA6623,0,0,0,3,0,0,0,7,6,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,27,31,5,10,11,0,0,92,0,0,0,0,0,0,0,0,36,40,8,12,12,3,0,114,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,10,3,10,0,0,0,24,0,0,0,0,0,0,0,0,10,10,6,10,5,0,0,33,45,49,15,18,17,3,0,146
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,3,0,0,13
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,0,0,0,18
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,5,0,0,0,0,0,9
POA6630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,13,16,20,16,6,6,0,0,59,0,0,0,0,0,0,0,0,23,26,17,9,3,0,0,72,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,5,3,0,0,0,39,0,0,0,0,0,0,0,0,18,18,12,4,0,0,0,42,35,38,28,14,5,0,0,121
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6632,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,4,0,0,0,0,15,0,0,0,0,0,0,0,0,7,11,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,3,3,0,0,0,26
POA6635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,5,3,0,0,22,0,0,0,0,0,0,0,0,7,14,0,5,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,10,8,16,8,5,3,0,0,38
POA6638,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,7,0,7,0,0,0,0,0,5,9,15,7,3,3,0,0,37,0,0,0,0,0,0,0,0,18,18,11,5,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,13,22,23,10,5,6,0,0,72
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,7,6,9,4,0,0,0,0,17
POA6642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,26,16,14,5,4,0,0,66,0,0,0,0,0,0,0,0,31,24,14,8,4,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,17,7,3,0,0,64,0,3,3,3,0,0,0,9,17,24,15,10,3,0,0,72,50,43,29,19,5,0,0,148
POA6646,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,3,3,6,0,0,40,0,0,0,0,0,0,0,3,20,13,4,3,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,3,4,0,0,0,34,0,0,0,0,0,0,0,0,10,17,3,4,0,0,0,37,26,28,9,8,6,3,0,77
POA6701,35,43,13,8,8,0,0,111,5,19,7,6,4,0,0,41,18,12,6,0,5,3,0,54,154,178,95,56,36,4,0,520,7,5,3,0,0,0,0,17,222,254,135,71,52,5,0,749,3,3,4,4,3,0,0,18,0,3,5,0,0,0,0,13,0,3,0,3,0,0,0,5,48,81,47,31,17,3,0,226,8,5,6,4,0,0,0,35,59,96,64,39,27,3,0,292,282,353,203,111,77,6,0,1040
POA6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,3,4,6,0,0,41,0,0,0,0,0,0,0,0,18,8,3,4,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,4,0,0,0,30,0,0,0,0,0,0,0,0,4,14,4,4,0,0,0,30,24,24,10,12,8,0,0,72
POA6707,13,11,4,5,7,0,0,43,12,3,3,4,3,0,0,29,15,16,6,0,3,0,0,37,109,111,69,32,35,0,0,355,0,0,0,0,0,0,0,3,147,141,85,38,52,0,0,464,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,7,3,4,3,0,7,0,0,12,12,13,19,10,11,0,0,61,0,3,0,0,0,0,0,3,20,23,21,14,19,3,0,96,173,156,109,50,65,3,0,557
POA6710,3,4,8,0,0,0,0,21,3,0,0,0,0,0,0,7,6,5,0,0,0,0,0,11,24,29,10,3,7,0,0,69,3,0,0,0,0,0,0,4,40,36,19,7,7,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,20,0,0,0,0,0,0,0,3,0,6,9,0,0,0,0,26,38,46,28,7,8,0,0,125
POA6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6713,3,7,4,3,3,0,0,21,4,5,3,0,0,0,0,15,14,13,11,3,3,0,0,42,56,84,40,16,21,3,0,228,3,0,0,0,0,0,0,4,76,114,62,30,30,3,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,10,3,0,0,0,0,0,0,3,6,0,0,0,4,0,0,15,79,115,66,33,29,3,0,325
POA6714,211,221,121,69,98,6,0,732,104,68,27,8,20,0,0,225,140,94,49,22,29,0,0,334,819,766,365,157,192,12,3,2306,4,12,4,3,3,0,0,27,1280,1160,555,265,347,18,5,3624,6,8,3,7,3,0,0,33,7,14,5,5,5,0,0,38,8,5,0,3,5,0,0,25,119,117,73,39,39,0,0,394,18,4,3,0,0,0,0,25,157,150,90,60,62,0,0,513,1434,1313,643,324,406,18,4,4138
POA6716,3,7,0,0,0,0,0,12,3,0,0,0,0,0,0,7,4,6,0,0,0,0,0,10,51,73,13,0,0,0,0,141,0,0,0,0,0,0,0,0,66,85,15,7,3,0,0,174,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,19,68,96,17,7,3,0,0,184
POA6718,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,6,28,31,22,12,16,0,0,97,0,0,0,0,0,0,0,0,34,38,19,12,14,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,16,13,9,0,0,80,0,0,0,0,0,0,0,3,20,23,12,13,9,0,0,81,56,64,35,19,19,0,0,197
POA6720,22,14,15,4,9,0,0,66,18,8,4,0,7,0,0,34,43,21,16,5,4,0,0,85,157,130,78,35,44,4,0,441,7,3,0,0,0,0,0,9,233,169,106,44,69,4,0,627,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,12,20,11,8,7,0,0,59,0,0,0,0,0,0,0,0,9,23,16,12,7,0,0,76,247,192,121,63,71,4,0,698
POA6721,48,49,17,12,15,3,0,153,24,30,8,9,3,0,0,70,30,27,6,6,10,0,0,78,188,196,57,40,30,3,0,516,0,0,0,0,0,0,0,3,288,304,97,66,58,6,0,820,0,5,0,0,0,0,0,6,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,19,22,3,0,4,4,0,54,0,0,0,0,0,0,0,0,24,22,9,5,10,4,0,73,316,330,105,71,69,9,0,892
POA6722,111,107,65,36,55,9,0,390,49,33,10,6,11,0,0,110,83,56,23,8,6,0,0,185,452,382,151,83,101,3,0,1174,11,7,0,0,0,0,0,19,706,580,264,131,182,10,0,1873,3,10,12,3,3,0,0,26,4,6,6,5,3,0,0,33,5,3,4,0,3,0,0,13,88,91,40,31,27,3,0,279,13,5,3,3,0,0,0,22,115,115,62,48,42,3,0,372,813,697,324,180,223,13,0,2245
POA6725,58,38,28,16,27,3,0,175,37,36,12,6,7,0,0,95,41,52,13,9,11,0,0,126,470,459,245,124,98,8,4,1404,3,0,0,0,0,0,0,6,608,580,301,159,140,12,6,1805,6,7,5,3,3,0,0,23,3,16,5,0,4,3,0,32,3,10,6,3,4,0,0,18,144,167,97,72,43,5,0,530,5,5,3,3,0,0,0,16,162,201,118,83,56,7,0,622,768,784,416,245,193,15,6,2426
POA6726,32,25,13,13,15,3,0,100,18,27,18,9,10,0,0,71,29,17,10,5,3,0,0,65,188,239,116,66,80,4,0,694,5,0,0,0,0,0,0,4,271,306,158,96,111,5,0,947,0,0,0,0,0,0,0,0,7,0,0,3,4,0,0,14,3,5,3,0,0,0,0,12,77,105,56,31,26,0,0,297,9,3,0,3,0,0,0,12,89,113,60,37,33,0,0,333,360,417,216,136,147,5,0,1281
POA6728,29,22,9,3,3,0,0,61,6,10,6,0,3,0,0,27,12,12,7,0,0,0,0,24,274,299,165,87,52,3,0,879,6,3,3,0,0,0,0,13,320,345,184,91,56,3,0,1009,3,8,0,0,0,0,0,8,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,134,142,84,32,40,0,0,444,3,4,3,0,0,0,0,13,143,154,94,38,43,0,0,470,463,503,278,129,99,3,0,1476
POA6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6740,5,0,3,0,0,0,0,5,3,3,0,0,0,0,0,10,3,3,0,0,0,0,0,11,55,48,28,18,13,0,0,162,0,0,0,0,0,0,0,0,58,53,32,20,13,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,24,14,10,0,0,111,7,4,8,3,0,0,0,16,35,35,31,10,10,0,0,125,96,90,67,38,22,0,0,308
