POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA6239,15,23,5,10,11,0,0,63,16,32,12,7,10,0,0,70,24,20,10,0,12,0,0,64,149,154,108,72,74,6,3,565,0,0,0,0,0,0,0,8,199,230,135,91,101,9,3,769,0,0,0,3,3,0,0,10,0,3,0,3,3,0,0,11,0,0,3,0,3,0,0,10,24,33,20,7,15,3,0,98,6,0,0,0,0,0,0,13,25,39,30,13,20,3,3,136,229,264,166,104,126,14,9,906
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,3,3,0,0,11
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,3,3,0,4,0,0,16
POA6244,0,4,5,0,0,0,0,9,3,0,3,3,0,0,0,7,6,7,0,0,6,0,0,18,55,71,35,20,11,0,0,187,5,0,0,0,0,0,0,3,70,80,35,19,19,0,0,230,0,3,0,0,0,0,0,4,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,3,4,16,7,3,8,0,0,37,0,0,0,0,0,0,0,3,5,22,9,8,6,0,0,52,80,102,46,27,24,0,0,286
POA6251,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,9,3,0,0,0,0,0,10,16,10,8,5,10,0,0,48,0,0,0,0,0,0,0,0,16,18,8,7,7,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,8,16,19,15,7,11,0,0,70
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,4,0,0,21,0,0,0,0,0,0,0,0,5,10,3,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,4,0,0,21
POA6253,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,10,9,0,0,0,0,0,0,9,18,9,12,3,10,0,0,47,0,0,0,0,0,0,0,0,23,13,15,6,16,0,0,68,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,5,3,3,4,0,0,16,23,18,14,12,19,0,0,87
POA6254,0,0,4,0,0,0,0,4,3,4,0,0,0,0,0,10,0,4,0,0,0,0,0,3,14,15,9,5,3,0,0,54,0,0,0,0,0,0,0,0,18,21,19,11,4,0,0,75,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,3,8,0,0,27,0,0,3,0,0,0,0,3,3,7,4,7,14,0,0,36,25,28,18,15,22,0,0,105
POA6255,6,23,17,10,9,0,3,62,18,37,17,8,15,0,0,98,8,18,6,3,7,0,0,49,95,115,82,37,53,5,0,390,0,3,4,0,0,0,0,5,128,192,125,65,83,5,3,607,0,0,6,0,3,0,0,9,3,5,3,0,6,0,0,12,0,3,6,5,3,0,0,13,23,28,24,14,10,0,0,96,0,0,4,0,0,0,0,4,24,37,41,16,24,0,0,145,153,230,164,84,111,8,3,746
POA6256,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,21,8,11,8,0,0,57,0,0,0,0,0,0,0,3,15,22,7,13,8,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,15,24,8,17,8,0,0,71
POA6258,13,12,13,7,9,0,0,47,13,18,8,3,10,0,0,45,21,14,17,9,12,0,0,77,236,251,162,111,142,8,0,912,0,0,3,0,0,0,0,7,279,294,210,135,166,7,0,1092,0,0,0,3,0,0,0,6,7,3,3,3,7,0,0,24,0,4,3,3,0,0,0,11,53,63,45,36,39,5,0,240,0,4,0,0,3,0,0,10,63,76,60,47,52,4,0,296,342,364,265,189,223,16,0,1394
POA6260,5,12,8,5,3,0,0,27,9,5,3,3,5,0,0,22,3,4,7,3,5,0,0,26,31,56,23,29,37,0,0,176,0,0,0,0,0,0,0,0,48,74,40,41,46,0,0,250,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,5,8,6,6,5,7,0,0,27,0,0,0,0,0,0,0,0,7,11,15,8,7,0,0,42,58,82,52,47,53,0,0,291
POA6262,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,11,3,4,0,0,0,0,0,12,18,26,14,12,14,0,0,76,0,0,0,0,0,0,0,0,22,34,20,14,10,0,0,99,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,3,0,9,5,0,3,0,0,13,0,0,0,0,0,0,0,0,6,7,13,3,3,0,0,27,29,44,31,18,16,0,0,127
POA6271,12,12,3,10,11,0,0,51,11,13,8,11,6,3,0,44,18,7,7,10,15,0,0,54,106,138,86,40,53,10,0,440,0,0,0,0,0,0,0,0,147,173,111,64,85,7,0,591,0,0,0,3,0,0,0,3,6,7,5,7,3,0,0,30,5,0,3,0,0,0,0,11,29,47,21,11,14,0,3,129,0,0,0,0,0,0,0,0,47,57,31,19,23,0,6,171,193,233,142,78,101,7,9,766
POA6275,0,6,3,3,7,0,0,13,10,8,4,0,0,0,0,22,8,3,3,0,3,0,0,18,16,35,17,16,8,0,0,95,0,0,0,0,0,0,0,0,31,52,31,23,19,0,0,148,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,8,13,3,3,0,0,35,0,0,0,0,0,0,0,0,12,16,14,4,3,0,0,43,39,68,40,28,19,0,0,195
POA6280,138,156,87,62,81,16,3,545,135,144,83,52,69,5,0,493,129,127,86,43,53,5,3,443,848,1062,583,384,502,42,19,3436,10,9,6,3,3,0,0,29,1262,1497,841,552,709,61,22,4944,4,12,12,12,25,0,0,68,21,27,18,20,33,3,0,118,27,40,26,16,25,0,0,139,173,286,174,129,167,14,6,952,0,11,3,6,3,0,0,25,222,372,235,187,252,24,9,1304,1489,1869,1078,735,965,83,31,6249
POA6281,53,59,26,10,20,0,0,173,51,48,27,7,14,0,0,156,76,51,17,14,16,3,0,177,308,313,171,89,93,7,0,973,0,7,0,0,0,0,0,6,483,475,247,125,143,7,3,1486,3,4,3,3,4,0,0,22,0,7,3,3,4,0,0,28,0,13,10,6,3,0,0,31,16,36,28,32,24,0,0,137,0,0,0,0,0,0,0,4,20,63,39,45,44,0,0,220,504,538,287,168,186,12,3,1707
POA6282,8,5,0,0,4,0,0,23,3,18,4,8,6,0,0,39,7,7,0,3,3,0,0,26,32,61,29,19,31,0,0,177,4,0,0,0,0,0,0,3,54,96,41,28,45,3,0,260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,15,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,19,59,95,43,34,49,3,0,278
POA6284,14,24,10,0,3,0,0,51,23,25,14,3,8,0,0,70,19,16,8,4,4,0,0,58,108,114,48,34,24,3,0,333,0,0,0,0,0,0,0,0,166,177,81,39,42,4,0,517,0,3,0,0,3,0,0,9,0,4,0,3,0,0,0,8,0,3,0,0,0,0,0,3,10,12,7,7,10,0,0,43,0,0,0,0,0,0,0,0,6,16,14,12,14,0,0,67,174,191,95,54,52,4,0,578
POA6285,90,78,46,21,20,0,0,256,70,83,33,26,18,0,0,229,86,91,35,23,31,0,0,271,318,315,180,83,117,7,0,1025,3,5,3,0,0,0,0,14,572,568,301,151,187,10,3,1794,3,10,6,9,3,0,0,24,12,20,8,14,17,0,0,65,7,15,9,10,6,0,0,45,37,69,71,43,57,3,0,281,3,8,4,0,0,0,0,17,59,124,92,77,82,3,0,435,626,693,389,233,272,17,3,2231
POA6286,4,3,0,0,0,0,0,5,3,3,0,0,3,0,0,11,3,3,3,0,0,0,0,21,18,12,7,0,3,0,0,37,0,0,0,3,0,0,0,9,26,29,14,5,8,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,28,29,13,11,14,0,0,96
POA6288,0,8,3,0,3,0,0,15,3,0,0,0,0,0,0,3,5,4,3,0,0,0,0,9,22,23,12,13,6,0,0,71,0,0,0,0,0,0,0,0,25,33,21,13,9,0,0,102,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,4,3,6,4,7,0,0,19,26,36,22,17,15,0,0,122
POA6290,3,3,3,4,4,0,0,14,3,0,3,0,3,0,0,8,3,3,3,3,5,0,0,17,24,32,15,8,20,0,0,99,0,0,0,0,0,0,0,0,36,37,18,14,30,3,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,11,4,9,0,4,9,0,0,33,0,0,0,0,0,0,0,0,10,12,3,10,10,0,0,48,44,50,24,29,41,3,0,192
POA6302,16,0,8,5,4,0,0,32,6,11,7,7,3,0,0,33,12,15,6,7,3,0,0,38,110,121,45,41,32,3,3,356,3,0,0,0,0,0,0,9,146,148,69,61,41,3,3,470,0,0,4,0,0,0,0,9,4,14,0,3,3,0,0,21,0,0,3,0,0,0,0,14,20,33,12,20,24,0,0,103,0,0,0,0,0,0,0,8,26,52,22,21,32,3,0,154,170,203,90,82,74,8,3,625
POA6304,3,9,12,4,3,0,0,23,3,7,4,4,3,0,0,25,0,6,4,0,0,0,0,7,40,35,29,16,10,0,0,130,0,0,0,0,0,0,0,0,50,59,47,26,17,6,0,199,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,11,9,8,12,9,8,0,0,45,0,0,0,0,0,0,0,0,11,16,13,13,9,0,0,59,56,74,64,40,20,3,4,254
POA6306,0,4,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,7,47,47,17,3,9,0,0,117,0,0,0,0,0,0,0,0,49,50,19,3,11,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,16,12,3,3,3,0,0,34,0,0,0,0,0,0,0,0,21,12,7,3,3,0,0,39,70,63,24,5,13,0,0,172
POA6308,0,3,0,0,0,0,0,11,4,0,3,0,0,0,0,8,4,8,5,3,3,0,0,19,61,59,38,11,5,3,0,171,0,0,0,0,0,0,0,0,66,71,46,14,14,3,0,213,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,0,6,7,17,11,8,3,0,0,47,0,0,3,0,0,0,0,4,10,18,19,11,3,0,0,64,76,88,63,28,13,3,0,278
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,9,0,0,0,0,28,0,0,0,0,0,0,0,0,11,7,9,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,9,0,0,0,0,31
POA6311,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,13,35,14,4,3,0,0,79,0,0,3,0,0,0,0,3,23,42,21,6,5,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,14,21,47,24,10,6,0,0,109
POA6312,21,22,15,8,19,0,0,83,16,17,12,3,10,0,0,58,19,15,11,7,5,0,0,62,146,185,85,66,61,4,0,553,3,5,0,0,0,0,0,12,204,248,124,81,98,6,0,765,3,3,4,0,3,0,0,15,6,3,4,7,7,0,0,27,3,6,6,5,3,0,0,14,41,69,25,21,18,0,0,177,11,6,4,3,0,0,0,26,62,95,42,33,33,0,0,261,267,334,165,115,124,11,0,1022
POA6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,5,3,8,0,0,31,0,0,0,0,0,0,0,0,15,4,5,0,8,0,0,37,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,14,18,9,5,4,8,0,0,45
POA6315,3,3,6,0,0,0,0,14,3,8,0,0,3,0,0,13,13,12,6,6,3,0,0,37,62,80,40,17,20,0,0,228,0,0,0,0,0,0,0,0,81,104,52,30,30,0,0,290,0,3,0,0,0,0,0,3,6,3,3,3,4,0,0,19,5,0,0,0,0,0,0,5,3,20,8,8,7,0,0,50,0,0,0,0,0,0,0,0,12,31,13,10,7,0,0,77,92,132,65,36,42,3,0,364
POA6316,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,13,0,0,4,0,54,0,0,0,0,0,0,0,0,21,18,13,3,0,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,10,21,25,19,3,0,4,0,66
POA6317,57,44,17,13,15,5,0,155,14,21,6,4,4,4,0,59,15,7,3,4,3,0,0,34,85,107,91,26,38,3,0,345,0,4,3,0,3,0,0,14,169,188,119,50,63,10,0,597,3,8,3,5,5,0,0,30,3,11,0,3,0,0,0,17,3,0,0,0,0,0,0,9,25,48,31,18,19,0,3,142,6,0,0,0,0,0,0,7,43,72,39,23,24,3,3,211,211,258,165,75,92,12,3,806
POA6318,3,3,0,0,0,0,0,9,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,4,23,26,10,3,4,0,0,67,0,0,0,0,0,0,0,0,30,28,10,3,4,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,0,3,0,0,17,0,0,0,0,0,0,0,0,9,7,5,0,3,0,0,22,33,33,11,6,6,0,0,97
POA6320,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,3,37,35,18,9,8,0,0,94,0,0,0,0,3,0,0,3,34,41,17,8,11,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,9,14,5,3,0,0,0,31,0,0,0,0,0,0,0,0,9,14,13,3,0,0,0,41,43,53,29,11,7,0,0,150
POA6321,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,5,20,21,13,9,3,0,0,68,0,0,0,0,0,0,0,0,31,34,18,12,4,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,9,34,34,18,11,6,0,0,107
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,3,3,4,0,0,27,0,0,0,0,0,0,0,0,6,15,6,3,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,3,4,0,0,30
POA6323,0,0,0,0,3,0,0,3,6,4,0,0,0,0,0,9,4,3,3,0,0,0,0,17,22,26,21,9,17,0,0,89,0,0,0,0,0,0,0,0,33,32,27,13,17,0,0,125,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,10,4,0,3,0,0,25,0,0,0,0,0,0,0,0,4,17,6,8,3,0,0,46,34,56,29,16,23,3,0,166
POA6324,24,18,16,14,17,0,0,88,9,15,9,3,5,0,0,38,11,13,11,3,10,0,0,48,100,109,69,46,46,0,0,370,0,0,0,3,3,0,0,8,141,156,96,66,78,3,0,545,8,4,3,0,0,0,0,17,3,9,5,0,6,0,0,17,3,3,3,3,0,0,0,15,29,29,10,19,22,3,0,105,0,0,0,0,0,0,0,0,41,41,24,22,23,8,0,157,180,197,119,86,106,12,0,704
POA6326,0,0,4,4,0,0,0,7,0,4,0,0,0,0,0,6,3,7,3,0,0,0,0,9,19,12,6,8,3,0,0,57,0,0,0,0,0,0,0,0,20,23,17,12,6,0,0,79,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,9,22,30,18,14,6,4,0,85
POA6327,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,19,7,12,0,6,0,0,43,0,0,0,0,0,0,0,0,23,13,12,4,11,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,24,17,11,7,11,0,0,63
POA6328,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,3,0,0,0,0,0,5,22,12,8,4,3,0,0,60,0,0,0,0,0,0,0,0,27,19,12,7,8,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,13,27,25,19,7,10,0,0,85
POA6330,154,210,139,103,127,20,8,756,126,121,98,63,76,12,3,499,133,159,76,61,73,5,0,509,1067,1176,730,448,569,61,8,4063,5,12,3,6,3,0,0,32,1488,1681,1049,678,842,98,17,5853,14,30,22,18,19,3,3,106,24,36,38,19,28,0,0,152,18,35,30,22,15,0,0,112,221,322,200,149,194,20,9,1119,11,9,3,10,0,0,0,34,288,426,287,211,261,30,14,1517,1777,2106,1340,888,1106,125,28,7375
POA6333,11,20,17,13,18,0,0,70,28,22,20,11,16,0,0,91,28,35,26,9,16,0,0,116,143,178,92,57,71,3,0,553,6,0,3,0,0,0,0,11,215,257,161,82,119,3,0,845,0,3,5,6,0,0,0,21,4,11,3,3,4,0,0,28,4,3,5,5,10,0,0,26,11,42,42,20,43,0,0,164,0,0,0,0,0,0,0,5,18,62,58,36,64,4,0,234,237,318,212,122,184,10,0,1080
POA6335,5,8,3,6,0,0,0,20,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,11,35,34,18,7,8,0,0,103,0,0,0,0,0,0,0,0,46,44,23,12,8,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,21,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,21,49,54,28,14,8,0,0,156
POA6336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,6,20,15,6,0,0,0,0,39,0,0,0,0,0,0,0,0,15,14,10,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,21,16,11,0,0,0,0,55
POA6337,3,3,0,0,0,0,0,4,0,3,6,0,0,0,0,4,8,0,0,0,0,0,0,13,24,31,20,3,0,0,0,71,0,0,0,0,0,0,0,0,35,33,22,3,0,0,0,95,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,19,0,0,0,0,0,0,0,3,3,11,3,0,7,0,0,21,40,44,23,9,3,0,0,119
POA6338,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,28,42,10,0,0,0,0,80,0,0,0,0,0,0,0,0,29,44,18,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,8,29,47,20,3,0,0,0,103
POA6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,12,10,13,3,0,0,0,40,0,0,0,0,0,0,0,0,21,17,13,3,4,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,20,19,13,3,4,0,0,59
POA6343,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,14,21,6,0,0,0,0,41,0,0,0,0,0,0,0,0,20,25,5,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,20,22,7,0,0,0,0,61
POA6346,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,3,7,3,0,0,0,0,11,23,30,17,3,0,0,0,77,0,0,0,0,0,0,0,0,34,37,27,3,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,17,37,39,25,5,5,0,0,113
POA6348,10,0,3,3,0,0,0,21,3,3,0,0,0,0,0,14,3,4,0,0,0,0,0,12,16,28,18,10,0,0,0,70,0,0,0,0,0,0,0,0,31,42,21,17,7,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,22,29,46,31,15,6,0,0,129
POA6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,3,0,0,0,0,34,0,0,0,0,0,0,0,0,21,13,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,16,7,0,0,0,0,38
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,5,3,0,0,0,0,21,0,0,0,0,0,0,0,0,14,5,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,0,0,0,0,26
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,14,8,6,0,0,0,0,25,0,0,0,0,0,0,0,0,13,13,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,18,11,8,0,3,0,0,42
POA6353,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,36,44,19,4,3,0,0,107,0,0,0,0,0,0,0,0,47,46,21,8,5,0,0,126,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,5,4,0,0,0,22,0,0,0,0,0,0,0,0,3,9,5,4,0,0,0,21,48,56,28,13,5,0,0,148
