POA_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6151,5891,5928,11816,270,270,540,23,30,57,40,29,73,19,17,38,16,8,27,874,853,1725,3,4,5,15,9,20,3,4,4,0,0,0,1002,948,1951,245,266,513,22,19,37,1535,1502,3038,798,778,1578,8222,8201,16427
POA6152,8796,9512,18301,353,406,762,28,33,58,21,31,55,13,14,26,13,10,27,1519,1557,3078,7,7,8,8,9,15,0,0,4,0,0,0,1604,1663,3263,352,359,712,33,30,67,2338,2459,4796,1016,1094,2108,12150,13060,25210
POA6153,7251,7870,15116,310,298,602,26,26,54,24,21,44,17,15,25,8,8,23,979,1031,2015,0,0,0,4,7,10,3,4,3,0,0,0,1057,1111,2172,173,217,391,18,9,25,1552,1634,3194,672,706,1380,9484,10210,19691
POA6154,3761,4128,7890,120,129,242,9,5,9,8,3,11,12,11,29,0,0,0,430,455,885,0,0,0,3,3,7,0,0,0,0,0,0,463,487,943,65,80,144,8,7,19,652,695,1345,353,344,693,4768,5167,9935
POA6155,20055,20642,40694,513,538,1054,32,46,78,46,38,82,30,29,64,23,27,55,1991,2069,4060,0,3,0,9,10,17,5,6,13,3,0,3,2153,2224,4377,606,670,1274,30,26,57,3299,3454,6755,2191,1144,3332,25547,25243,50783
POA6156,6245,6999,13243,228,224,449,10,20,33,11,16,27,15,20,32,5,3,10,713,850,1562,0,0,0,0,3,4,3,3,10,0,0,0,766,913,1682,83,82,170,18,14,32,1090,1237,2325,535,608,1139,7874,8840,16713
POA6157,4896,5477,10376,163,170,328,13,13,27,10,11,24,7,5,17,0,10,7,551,667,1222,0,0,0,4,11,15,0,0,6,0,0,0,596,720,1315,58,74,140,19,10,31,836,980,1815,551,614,1165,6282,7065,13350
POA6158,2708,2913,5625,65,63,129,9,12,21,6,14,19,6,6,19,7,3,9,346,399,743,0,0,0,3,3,9,0,0,4,0,0,0,385,443,829,48,56,100,8,8,17,502,573,1074,298,315,614,3513,3800,7319
POA6159,1113,1163,2270,37,45,83,3,10,13,9,13,19,0,3,6,0,0,3,191,199,390,0,3,7,0,0,0,3,0,4,0,0,0,210,223,436,24,37,61,4,7,9,277,303,584,217,230,448,1607,1702,3309
POA6160,2650,2830,5481,150,150,297,35,25,58,20,16,37,18,30,47,0,5,4,387,415,803,0,5,10,4,4,10,0,0,0,0,0,0,463,499,963,122,116,235,15,19,33,748,781,1528,580,542,1125,3978,4159,8135
POA6161,40,29,69,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,15,11,26,0,0,0,0,0,0,0,0,0,0,0,0,17,18,30,5,0,5,0,0,0,24,21,38,122,107,225,182,149,333
POA6162,3974,4362,8336,125,139,268,19,31,52,12,27,35,12,9,22,3,4,6,503,507,1006,3,3,3,4,5,8,5,8,10,0,0,0,554,592,1146,101,110,213,10,16,27,796,849,1643,474,460,937,5249,5669,10921
POA6163,18409,19488,37902,531,540,1071,38,35,76,41,41,76,41,57,99,17,21,36,2530,2682,5216,3,13,14,14,14,28,8,12,15,0,0,0,2698,2872,5569,338,402,737,46,64,114,3612,3874,7486,2214,2200,4412,24238,25559,49798
POA6164,21483,21868,43355,743,751,1493,40,42,87,37,37,77,59,43,99,26,26,53,3043,3157,6201,15,13,24,14,13,27,5,8,13,3,0,3,3243,3340,6581,409,452,862,40,31,73,4436,4582,9015,2007,1893,3896,27924,28338,56263
POA6165,32,26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,4,3,9,6,3,13,41,35,84
POA6166,3751,3791,7547,85,91,176,8,8,14,6,3,6,9,7,7,0,3,5,403,470,871,0,0,4,0,0,3,0,3,4,0,0,0,426,486,911,44,53,95,13,3,12,563,636,1201,336,320,656,4649,4752,9402
POA6167,9314,9293,18610,314,336,652,12,16,26,13,14,28,21,31,50,7,9,23,1452,1474,2923,3,0,3,3,8,13,0,3,4,0,0,0,1519,1552,3071,147,157,304,24,24,51,2003,2076,4080,2155,1173,3321,13473,12539,26018
POA6168,8594,8866,17462,324,365,694,74,41,115,115,43,158,48,53,100,17,11,26,1063,1132,2193,9,8,17,18,5,21,7,7,13,3,0,3,1343,1306,2646,98,102,201,27,30,54,1790,1802,3595,1492,1265,2756,11871,11937,23805
POA6169,13184,13365,26547,418,443,861,42,36,80,28,28,58,46,48,93,13,22,35,1562,1565,3122,8,8,16,20,27,43,6,9,10,3,0,3,1724,1736,3462,114,133,249,38,33,72,2295,2342,4638,1580,1471,3053,17063,17182,34244
POA6170,4138,4147,8286,224,224,450,19,18,36,10,12,20,14,13,30,21,10,29,1022,1022,2051,0,3,3,6,11,14,4,0,5,0,0,0,1104,1087,2189,102,140,243,8,16,24,1433,1469,2906,517,427,943,6088,6044,12132
POA6171,10750,11209,21961,814,934,1749,42,46,85,47,48,96,64,59,125,23,16,36,1684,1859,3545,8,7,10,14,18,30,4,3,8,0,0,0,1878,2061,3943,184,186,374,35,25,59,2913,3210,6121,1518,1408,2925,15177,15824,30996
POA6172,5152,5333,10489,223,243,469,16,21,37,18,15,31,8,7,18,12,10,23,540,648,1191,3,0,5,3,0,4,0,0,0,0,0,0,598,708,1311,43,51,99,18,12,23,889,1016,1906,639,581,1211,6678,6931,13610
POA6173,4565,4444,9003,312,334,641,29,31,57,29,29,59,23,20,46,3,0,3,447,523,975,3,9,13,12,10,26,3,3,8,0,0,0,549,625,1177,126,120,244,7,10,17,993,1082,2080,454,376,832,6011,5900,11914
POA6174,1237,1252,2486,130,143,274,0,0,3,10,6,14,8,0,7,0,3,0,288,290,578,0,7,9,0,3,4,0,0,0,0,0,0,303,309,616,15,9,31,10,6,14,455,466,927,160,151,317,1861,1871,3732
POA6175,1397,1425,2824,88,90,173,7,0,7,5,5,15,3,4,10,11,0,7,165,149,315,7,6,9,0,0,0,0,4,4,0,0,0,192,174,372,0,10,9,3,5,7,291,275,570,163,142,298,1843,1844,3688
POA6176,295,288,578,33,30,68,0,0,4,0,4,5,0,0,0,0,0,0,256,290,544,0,0,0,4,0,4,0,0,0,0,0,0,264,295,560,0,0,4,3,0,3,297,329,629,71,62,137,665,681,1344
POA6180,1880,1995,3874,108,113,220,3,4,7,4,5,9,10,9,18,3,0,8,355,350,701,0,5,5,0,0,0,0,0,0,0,0,0,379,371,748,16,20,28,8,0,6,500,504,1004,236,203,440,2615,2696,5318
POA6181,210,195,403,3,4,5,0,0,0,0,0,0,0,0,0,0,0,3,15,18,25,0,0,0,0,0,0,0,0,0,0,0,0,11,19,28,0,0,0,0,0,0,19,20,37,20,16,41,244,237,480
POA6182,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
POA6207,409,365,771,11,17,26,0,0,0,0,0,0,0,0,0,0,0,0,75,69,137,0,0,0,0,0,4,0,0,0,0,0,0,73,69,140,0,7,9,0,3,3,82,90,172,51,42,91,540,496,1038
POA6208,4216,4423,8641,235,274,516,3,11,17,3,10,11,18,14,29,0,3,3,597,602,1201,4,3,11,4,4,6,3,0,3,0,0,0,632,647,1277,20,32,51,16,13,32,903,966,1872,636,562,1197,5764,5943,11705
POA6209,806,725,1531,3,11,22,5,0,5,3,3,5,3,0,3,0,0,0,92,99,194,0,0,0,0,0,0,0,0,0,0,0,0,99,107,202,0,4,4,3,3,3,106,119,229,95,86,179,1003,934,1942
POA6210,24081,26033,50110,1234,1390,2623,77,87,162,65,63,132,99,104,199,22,32,51,3496,3862,7352,21,30,51,27,34,60,0,0,3,0,0,3,3814,4207,8021,324,348,669,86,93,178,5454,6040,11490,3020,2941,5964,32550,35012,67565
POA6211,2649,2535,5181,136,156,292,9,5,13,5,4,9,8,14,18,3,3,7,391,445,836,0,3,4,3,3,7,0,0,0,0,0,0,420,477,896,17,25,39,8,6,14,579,659,1237,320,278,599,3555,3468,7023
POA6213,294,259,545,7,15,22,0,3,3,0,0,0,0,0,0,0,0,0,18,17,38,0,0,0,0,0,0,0,0,0,0,0,0,18,20,35,0,3,4,0,0,0,26,43,67,53,47,98,375,341,711
POA6214,272,223,498,3,11,20,0,0,0,0,0,0,0,0,0,0,0,0,17,20,38,0,0,0,0,0,0,0,0,0,0,0,0,17,20,38,4,0,3,0,0,0,24,39,62,33,24,53,323,283,613
POA6215,1551,1542,3087,68,69,133,4,3,10,3,3,3,6,9,9,0,0,0,181,164,342,0,0,0,0,4,4,0,0,0,0,0,0,193,175,371,4,7,8,0,3,3,264,262,520,242,255,499,2052,2057,4106
POA6218,148,142,296,24,20,41,0,0,0,0,0,0,0,0,3,0,0,0,11,18,26,0,0,0,0,0,0,0,0,0,0,0,0,14,15,32,0,0,0,0,0,0,33,31,68,17,14,29,199,193,392
POA6220,1824,1764,3581,149,150,301,3,4,5,0,0,3,3,3,3,0,0,0,97,94,192,0,0,0,0,0,0,0,0,0,0,0,0,103,101,205,41,40,81,7,0,10,300,292,588,225,230,459,2343,2282,4632
POA6221,135,121,251,3,8,18,0,0,0,0,0,0,0,0,0,0,0,0,19,13,31,0,0,0,0,0,0,0,0,0,0,0,0,19,15,30,0,0,0,0,0,3,29,26,52,60,54,119,218,199,422
POA6223,89,84,178,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,11,16,12,27,109,105,217
POA6224,500,443,934,23,19,46,0,0,0,0,0,0,0,4,4,0,0,0,36,34,71,0,0,0,0,0,0,0,0,0,0,0,0,36,36,69,0,0,0,0,0,0,55,61,113,47,43,97,599,541,1147
POA6225,3621,3496,7118,248,294,540,6,3,8,7,7,12,5,4,12,0,0,0,188,204,394,0,0,0,0,0,0,0,0,0,0,0,0,205,217,425,12,16,23,13,11,22,481,534,1016,451,422,878,4552,4453,9007
POA6226,343,333,675,6,6,13,3,0,6,0,0,0,0,0,0,0,0,0,38,46,83,0,0,0,0,0,0,0,0,0,0,0,0,46,46,87,3,3,7,3,0,4,51,55,107,27,23,49,420,407,831
POA6227,320,316,635,6,7,15,0,0,0,0,0,0,0,0,0,0,0,0,26,39,66,0,0,0,0,0,0,0,0,0,0,0,0,26,39,69,0,0,0,0,0,0,30,52,85,38,31,66,393,396,786
POA6228,72,54,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,33,0,0,0,0,0,0,0,0,0,0,0,0,11,16,33,0,0,0,0,0,0,11,16,33,9,6,18,93,81,176
POA6229,79,62,146,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,5,20,0,0,0,0,0,0,0,0,0,0,0,0,12,11,25,0,0,0,0,0,0,12,8,22,19,9,23,108,81,190
POA6230,15519,16359,31881,626,760,1385,17,21,36,28,35,62,66,48,113,13,15,28,2048,2327,4377,5,6,13,13,20,31,0,3,4,3,0,3,2189,2475,4666,231,234,461,43,47,92,3096,3510,6607,2260,1904,4165,20874,21773,42653
POA6232,4061,4207,8266,218,245,465,4,3,11,4,4,14,4,10,9,0,3,3,474,511,988,3,3,4,4,3,8,0,0,0,0,0,0,499,535,1036,43,34,76,11,13,23,768,827,1598,446,412,853,5268,5446,10721
POA6233,7083,7210,14293,549,539,1089,4,10,18,13,19,32,12,20,37,10,4,15,640,690,1334,6,5,14,14,10,24,0,0,0,0,3,3,709,760,1470,44,60,102,21,22,44,1320,1387,2705,818,765,1578,9221,9355,18574
POA6236,850,851,1708,16,17,30,0,0,0,0,0,0,0,0,0,0,0,0,71,65,128,0,0,0,0,3,3,0,0,0,0,0,0,69,68,137,3,3,3,3,3,9,93,95,186,78,71,150,1026,1009,2038
POA6237,1021,1036,2058,8,17,29,3,0,6,0,0,0,0,3,3,0,0,0,98,97,195,0,0,0,0,0,0,0,0,0,0,0,0,98,106,205,4,6,11,0,0,0,111,131,241,74,72,149,1213,1244,2451
POA6239,1656,1710,3369,100,108,217,3,3,7,0,3,4,5,4,8,0,0,3,125,137,259,0,0,0,0,0,0,0,0,0,0,0,0,136,151,285,16,19,32,0,8,6,254,284,536,228,225,450,2135,2220,4352
POA6240,49,45,98,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,3,7,10,3,7,6,55,61,120
POA6243,28,27,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,33,27,56
POA6244,585,571,1149,32,48,81,0,0,0,0,0,0,0,0,3,0,0,0,35,44,80,0,0,0,0,0,0,0,0,0,0,0,0,39,48,87,4,0,3,0,3,3,72,96,172,50,58,110,713,726,1437
POA6251,158,127,285,8,14,19,0,0,3,0,0,0,0,0,0,0,0,0,9,10,20,0,0,0,0,0,0,0,0,0,0,0,0,8,14,21,0,4,3,0,0,0,21,27,48,27,23,52,201,177,383
POA6252,63,57,116,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,8,8,17,7,9,18,71,73,153
POA6253,245,265,503,10,15,25,0,0,0,0,0,0,0,0,0,0,0,0,10,13,26,0,0,0,0,0,0,0,0,0,0,0,0,10,13,26,0,0,5,0,0,0,20,31,54,28,26,54,292,321,607
POA6254,194,204,404,17,8,24,0,0,0,0,3,4,0,0,0,0,0,0,12,13,25,0,0,0,0,0,0,0,0,0,0,0,0,13,18,29,0,0,0,0,0,0,28,24,53,14,16,38,245,250,494
POA6255,1453,1541,2995,99,123,220,0,0,0,0,0,0,0,0,0,0,4,4,128,151,277,0,0,0,0,0,0,0,0,0,0,0,0,128,154,280,3,12,13,8,0,12,240,282,527,176,185,361,1878,2013,3884
POA6256,167,153,325,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,0,0,0,0,0,0,14,12,18,20,17,39,199,178,378
POA6258,2578,2549,5130,180,204,377,3,4,9,4,3,7,3,0,4,4,0,3,145,163,304,0,0,0,0,0,0,0,0,0,0,0,0,157,171,333,22,10,36,7,4,11,368,388,753,286,324,616,3227,3269,6494
POA6260,594,541,1139,19,20,37,0,0,0,0,0,3,3,3,4,0,0,0,31,32,66,0,0,0,0,0,3,0,0,0,0,0,0,37,35,77,7,5,7,0,4,3,66,61,129,91,67,156,750,671,1420
POA6262,294,270,562,14,20,30,0,0,0,0,0,0,0,0,0,0,0,0,25,27,58,0,0,3,0,0,0,0,0,0,0,0,0,24,31,61,0,0,3,3,3,7,45,51,102,39,32,75,380,360,733
POA6271,1275,1321,2598,59,62,127,0,0,3,0,0,0,0,0,0,0,3,4,124,130,253,0,0,0,0,3,7,0,0,0,0,0,0,130,142,266,3,6,10,0,0,0,191,211,403,144,138,282,1615,1671,3281
POA6275,537,497,1032,22,25,49,0,0,0,0,0,0,0,0,0,0,0,0,51,50,102,0,0,0,0,0,0,0,0,3,0,0,0,48,55,100,3,3,10,0,0,3,76,83,160,78,66,142,690,645,1336
POA6280,10028,10803,20827,1114,1216,2329,10,16,34,22,26,48,34,27,54,6,9,15,907,953,1867,8,3,10,8,10,13,0,0,0,0,0,0,991,1045,2039,54,70,126,35,35,71,2190,2372,4560,1237,1280,2519,13453,14452,27907
POA6281,2625,2565,5194,245,291,538,17,13,24,5,10,16,8,10,20,0,0,5,249,254,499,0,4,3,9,6,12,0,0,0,5,0,4,290,299,586,40,42,85,10,4,17,585,637,1220,361,317,676,3564,3520,7087
POA6282,552,525,1076,29,28,55,0,0,3,0,0,0,0,0,0,0,0,0,23,32,53,0,0,0,0,0,0,0,0,0,0,0,0,25,35,61,7,6,7,0,0,0,61,63,127,61,62,119,668,654,1317
POA6284,773,757,1536,51,48,99,3,5,6,0,3,6,0,0,0,0,0,4,139,135,277,0,0,0,0,0,0,0,0,0,0,0,0,149,144,295,8,11,18,3,3,5,210,207,417,140,111,257,1123,1076,2204
POA6285,3299,3312,6610,360,402,761,10,17,25,15,16,33,15,5,25,7,4,12,306,318,618,0,3,3,0,3,3,0,0,0,0,0,0,351,366,714,86,106,188,8,4,18,805,873,1679,389,365,758,4497,4552,9049
POA6286,236,208,446,11,7,17,3,4,5,0,0,0,0,0,0,0,0,0,28,28,62,0,0,0,0,0,0,0,0,0,0,0,0,31,33,66,3,6,6,0,3,3,48,46,98,28,21,51,315,284,595
POA6288,214,213,429,17,12,24,0,0,0,0,0,0,0,0,0,0,0,0,16,13,27,0,0,0,0,0,0,0,0,0,0,0,0,16,17,34,3,4,5,3,0,3,36,32,62,25,34,60,277,279,555
POA6290,657,680,1337,41,53,89,0,0,0,0,0,0,0,0,0,0,0,5,46,53,98,0,0,0,0,0,0,0,0,0,0,0,0,51,52,106,5,3,8,0,0,3,94,110,201,63,62,129,815,855,1671
POA6302,1396,1372,2769,85,81,162,0,0,0,3,0,7,0,11,11,4,3,12,103,106,212,0,0,0,0,0,3,0,0,0,0,0,0,119,119,237,0,4,3,3,4,4,207,204,413,209,206,416,1811,1787,3597
POA6304,692,679,1372,23,30,48,0,0,0,0,0,0,0,0,0,0,0,3,47,35,84,0,0,0,0,0,0,0,0,0,0,0,0,46,42,87,0,0,0,3,0,3,67,71,138,111,93,207,875,845,1716
POA6306,396,373,764,13,12,26,0,0,0,3,0,6,0,0,3,0,0,0,32,34,61,0,0,0,0,5,5,0,0,0,0,0,0,29,46,75,4,4,4,0,0,0,50,60,108,65,63,128,508,495,1004
POA6308,606,588,1198,39,43,85,0,0,0,0,0,0,0,0,0,0,0,0,52,50,105,0,0,0,0,0,0,0,0,0,0,0,0,59,51,106,0,3,4,0,0,0,97,94,195,95,93,185,802,778,1580
POA6309,117,90,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,14,0,0,0,0,0,0,0,0,0,0,0,0,11,5,14,0,0,0,0,0,0,9,5,17,23,22,46,153,117,271
POA6311,242,228,468,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,16,30,0,0,0,3,4,6,0,0,0,0,0,0,21,21,41,0,0,0,0,0,0,22,18,45,44,26,75,309,276,582
POA6312,1750,1832,3587,134,148,275,3,5,6,3,4,5,8,7,14,0,3,3,139,155,299,0,0,0,6,6,9,0,0,0,0,0,0,154,181,339,17,19,39,9,5,17,311,354,668,284,297,578,2347,2487,4833
POA6313,115,102,210,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,0,0,0,0,0,0,14,14,22,29,18,48,156,134,285
POA6315,751,760,1513,48,53,109,0,0,0,3,4,3,0,0,0,0,3,5,47,60,102,0,0,4,0,0,0,0,0,0,0,0,0,48,66,120,0,0,3,3,3,9,104,125,231,114,110,226,969,1002,1972
POA6316,162,122,282,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,15,22,0,0,0,0,0,0,0,0,0,0,0,0,9,15,22,0,0,0,0,0,0,9,15,26,14,10,25,187,150,334
POA6317,1534,1489,3025,149,107,258,3,3,10,4,0,4,4,6,6,3,0,3,116,100,218,0,0,0,0,0,0,0,0,0,0,0,0,129,109,241,11,19,30,4,3,13,295,245,537,283,290,573,2113,2019,4133
POA6318,217,203,412,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9,13,25,0,0,0,0,0,0,0,0,0,0,0,0,11,13,23,0,0,3,0,0,0,18,17,34,34,28,59,260,252,511
POA6320,231,227,454,8,6,16,0,0,0,0,0,0,0,0,0,0,0,0,18,21,32,0,0,0,0,0,0,0,0,0,0,0,0,21,16,37,0,0,0,0,0,0,29,22,55,44,48,98,304,302,606
POA6321,221,198,416,0,4,3,0,0,0,0,0,0,0,3,3,0,0,0,7,10,23,0,0,0,0,0,0,0,0,0,0,0,0,8,10,23,3,0,0,0,0,0,12,20,29,21,21,42,252,237,492
POA6322,91,80,172,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,7,15,0,0,0,0,0,0,0,0,0,0,0,0,9,7,15,0,0,0,0,0,0,9,10,21,15,15,35,110,107,222
POA6323,384,373,752,21,18,41,0,0,0,0,0,0,4,3,4,0,0,0,42,40,83,0,0,0,0,0,0,0,0,0,0,0,0,45,43,87,0,0,0,0,0,4,65,66,132,55,49,97,502,484,985
POA6324,1340,1332,2674,100,84,184,0,0,0,4,0,5,0,0,0,0,0,0,118,100,218,0,3,3,0,0,0,0,0,0,0,0,0,122,105,224,7,9,20,0,3,3,226,203,429,237,150,386,1804,1684,3485
POA6326,196,198,394,9,9,15,0,0,0,0,0,0,0,0,0,0,4,7,14,12,30,0,0,0,0,0,0,0,0,0,0,0,0,20,17,35,0,0,0,0,0,0,23,24,54,23,22,43,248,242,489
POA6327,123,106,229,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,5,6,15,16,9,31,147,126,271
POA6328,178,150,326,3,13,16,0,0,0,0,0,0,0,0,0,0,0,0,9,15,22,0,0,0,0,0,0,0,0,0,0,0,0,15,15,26,0,3,3,4,0,4,23,25,50,20,21,40,226,197,416
POA6330,13121,13860,26977,680,761,1444,22,25,43,19,17,39,24,24,50,13,7,20,1634,1740,3374,5,13,13,10,11,20,0,0,0,0,0,0,1716,1840,3554,107,119,225,47,38,86,2551,2757,5309,1804,1413,3217,17474,18030,35502
POA6333,2176,2224,4396,185,169,358,0,4,8,0,0,0,3,0,4,0,0,0,190,206,401,0,3,0,0,0,3,0,0,0,0,0,0,201,219,418,11,5,16,10,6,11,406,400,804,300,298,601,2877,2927,5808
POA6335,285,289,578,13,14,26,0,0,0,0,3,3,0,0,0,3,0,3,31,23,52,0,0,0,0,0,0,0,0,0,0,0,0,29,22,54,7,7,18,0,0,0,53,49,99,49,33,76,387,367,760
POA6336,147,104,251,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,0,0,0,0,0,0,15,10,19,30,20,48,193,130,318
POA6337,222,178,397,13,11,26,0,0,0,3,4,10,0,0,0,0,0,0,15,13,21,0,0,0,0,0,0,0,0,0,0,0,0,21,14,35,0,0,3,0,0,0,35,23,60,45,32,77,302,238,536
POA6338,284,234,516,12,8,22,3,0,4,0,0,3,0,0,0,0,0,0,22,15,37,0,0,0,0,0,0,0,0,0,0,0,0,28,19,50,3,3,3,0,3,3,42,36,75,38,42,78,366,307,669
POA6341,132,93,222,3,10,11,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,0,0,0,0,0,0,8,15,27,25,17,41,164,127,292
POA6343,103,91,195,6,7,9,0,0,0,0,3,3,0,0,0,0,0,0,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,10,16,0,0,0,0,0,0,11,9,24,20,15,36,139,119,260
POA6346,309,234,544,18,17,43,0,3,4,0,0,5,0,0,0,0,0,0,25,13,32,0,0,0,0,0,0,0,0,0,0,0,0,29,15,42,5,3,3,0,0,0,53,39,91,51,39,94,416,311,732
POA6348,311,300,609,33,23,56,3,0,3,0,0,0,0,0,0,0,0,0,36,28,63,0,0,0,0,0,0,0,0,0,0,0,0,39,28,68,3,0,3,0,0,0,75,60,133,70,52,122,452,408,863
POA6350,117,115,233,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,14,25,0,0,0,0,0,0,0,0,0,0,0,0,3,16,27,0,0,0,0,0,0,9,21,33,12,12,29,146,150,291
POA6351,37,29,71,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,3,10,0,3,5,42,35,82
POA6352,75,70,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,8,21,13,31,104,87,186
POA6353,310,276,591,15,17,31,0,0,0,0,0,0,5,4,10,0,0,3,27,25,52,0,0,0,0,0,0,0,0,0,0,0,0,27,34,58,4,3,8,0,0,0,46,56,98,39,43,87,393,379,775
POA6355,189,167,355,9,13,14,0,0,0,0,0,0,3,4,7,0,0,0,5,4,16,0,0,0,0,0,0,0,0,0,0,0,0,9,7,20,0,3,3,0,0,3,16,24,39,18,14,30,226,200,429
POA6356,57,40,100,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,4,8,5,9,3,6,10,69,52,124
POA6357,30,27,62,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,0,0,6,4,7,5,0,5,43,33,76
POA6358,42,38,76,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,10,0,14,5,0,4,52,37,93
