region_id,Indonesia_2006,Indonesia_2007,Indonesia_2008,Indonesia_2009,Indonesia_2010,Indonesia_2011,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iraq_Before_1941,Iraq_1941_1950,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2005,Iraq_2006,Iraq_2007,Iraq_2008,Iraq_2009,Iraq_2010,Iraq_2011,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1941,Ireland_1941_1950,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2005,Ireland_2006,Ireland_2007,Ireland_2008,Ireland_2009,Ireland_2010,Ireland_2011,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1941,Italy_1941_1950,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2005,Italy_2006,Italy_2007,Italy_2008,Italy_2009,Italy_2010,Italy_2011,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1941,Japan_1941_1950,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2005,Japan_2006,Japan_2007,Japan_2008,Japan_2009,Japan_2010,Japan_2011,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1941,Korea_Rep_Sth_1941_1950,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2005,Korea_Republic_South_2006,Korea_Republic_South_2007,Korea_Republic_South_2008,Korea_Republic_South_2009,Korea_Republic_South_2010,Korea_Republic_South_2011,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1941,Lebanon_1941_1950,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2005,Lebanon_2006,Lebanon_2007,Lebanon_2008,Lebanon_2009,Lebanon_2010,Lebanon_2011,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1941,Malaysia_1941_1950,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2005,Malaysia_2006,Malaysia_2007,Malaysia_2008,Malaysia_2009,Malaysia_2010,Malaysia_2011,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1941,Malta_1941_1950,Malta_1951_1960,Malta_1961_1970,Malta_1971_1980,Malta_1981_1990,Malta_1991_2000,Malta_2001_2005,Malta_2006,Malta_2007,Malta_2008,Malta_2009,Malta_2010,Malta_2011,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1941,Netherlands_1941_1950,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2005,Netherlands_2006,Netherlands_2007,Netherlands_2008,Netherlands_2009,Netherlands_2010,Netherlands_2011,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1941,New_Zealand_1941_1950,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2005,New_Zealand_2006,New_Zealand_2007,New_Zealand_2008,New_Zealand_2009,New_Zealand_2010,New_Zealand_2011,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Philippines_Before_1941,Philippines_1941_1950,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2005,Philippines_2006,Philippines_2007,Philippines_2008,Philippines_2009,Philippines_2010,Philippines_2011,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1941,Poland_1941_1950,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2005,Poland_2006,Poland_2007,Poland_2008,Poland_2009,Poland_2010,Poland_2011,Poland_Yr_arrival_NS,Poland_Tot
POA6027,0,8,0,9,0,3,4,69,0,0,0,0,0,0,4,3,3,0,8,0,0,0,3,21,3,0,3,27,63,186,88,53,27,20,28,57,46,45,14,660,0,5,59,31,20,9,8,3,3,3,3,3,3,3,14,167,0,0,0,0,5,7,15,7,0,4,0,4,0,0,4,46,0,0,0,0,0,10,0,7,0,0,8,6,0,0,0,31,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,12,0,0,4,11,30,89,41,19,8,12,11,15,9,6,9,264,0,4,5,0,5,6,0,0,0,0,0,0,0,0,0,20,0,8,86,18,13,40,15,8,0,3,0,3,0,4,8,206,0,3,5,24,174,364,229,132,29,63,93,52,94,76,82,1420,0,0,0,0,4,43,18,10,5,11,25,9,12,9,9,155,3,6,4,12,19,122,11,7,6,0,0,3,0,0,10,203
POA6028,0,0,3,0,0,3,0,53,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,8,23,88,47,34,6,7,12,30,10,26,5,296,0,3,9,5,6,3,0,3,0,0,4,5,0,0,7,45,0,0,0,0,0,9,5,0,0,4,5,0,0,4,0,27,0,0,0,0,0,5,3,0,0,0,11,0,0,0,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,8,13,32,22,29,11,3,4,4,5,8,0,142,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,9,0,0,19,10,4,7,12,3,4,4,5,4,0,0,3,75,0,0,0,13,53,130,123,43,17,27,39,12,15,19,30,521,0,0,0,3,3,32,19,5,0,4,10,15,14,11,0,116,0,0,0,0,5,49,25,0,0,0,0,0,7,0,0,86
POA6029,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,5,0,3,0,0,0,3,0,21,0,0,13,0,3,3,0,0,0,0,0,0,0,0,7,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,3,3,0,3,0,22,0,0,0,5,13,9,6,4,0,0,5,5,11,3,0,61,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6030,7,9,6,5,4,7,3,72,0,0,0,0,0,0,4,9,0,0,3,0,0,3,0,19,0,0,9,15,23,85,30,31,9,7,19,20,22,16,5,291,0,11,18,20,5,6,4,8,7,0,4,3,0,0,8,94,0,0,0,0,0,3,11,17,0,0,3,0,5,0,0,39,0,0,0,0,0,3,4,6,5,0,0,0,0,0,0,18,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,9,0,0,0,13,15,45,34,20,16,6,4,5,9,7,3,177,3,0,0,10,0,6,0,0,0,0,4,0,0,0,0,23,0,10,35,13,6,11,14,7,3,5,0,3,0,0,7,114,0,0,3,18,118,285,327,216,86,75,150,65,108,94,132,1677,0,0,0,3,11,43,34,18,10,13,8,4,22,6,3,175,0,7,0,3,6,59,32,9,0,0,0,3,0,0,6,125
POA6031,8,0,0,0,0,0,4,29,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,6,4,21,15,17,12,9,9,6,0,3,3,105,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,14,8,0,5,0,0,0,0,46,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,3,7,0,0,0,0,0,0,0,0,3,21,0,0,0,3,20,97,112,73,25,32,32,20,16,30,39,499,0,0,0,0,0,14,17,15,7,6,9,8,5,8,0,89,0,0,0,4,0,17,3,3,5,0,0,4,0,0,0,36
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6033,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,0,0,0,3,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,3,0,0,0,0,25,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13,0,3,0,3,4,0,0,0,0,0,0,0,23,0,0,0,3,14,39,39,23,3,9,15,0,12,4,12,173,0,0,0,3,0,4,3,0,0,3,4,0,3,0,0,20,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,9
POA6036,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,9,0,0,3,3,5,18,13,8,6,8,5,15,12,0,3,99,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,3,0,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0,11,0,0,6,7,4,0,0,0,5,0,0,0,33,0,0,3,3,15,58,103,101,17,57,49,37,19,22,24,508,0,0,0,0,0,4,10,10,0,4,8,8,5,3,3,55,0,0,0,0,0,13,0,3,0,3,0,0,0,0,0,19
POA6037,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,7,23,26,14,0,5,8,5,0,0,3,94,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,11,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,8
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,15,16,3,3,0,0,0,0,0,0,4,44,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,11,11,3,0,3,0,0,0,0,4,39,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
POA6050,3,0,4,8,5,5,7,47,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,12,0,0,6,15,10,36,5,15,3,5,11,21,17,39,6,189,5,33,169,90,26,9,0,3,3,0,0,3,5,0,32,378,0,0,0,0,0,3,10,11,0,0,3,7,0,3,3,40,0,0,0,0,0,3,3,7,0,3,3,3,5,4,0,31,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,11,28,30,13,10,3,4,5,6,5,7,3,129,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,3,3,5,7,0,0,0,0,0,4,8,3,50,0,0,0,16,45,78,46,22,7,7,13,18,15,19,18,304,0,0,0,0,3,16,4,3,3,0,7,0,4,3,3,46,4,16,5,6,6,25,4,0,3,0,4,3,0,0,15,91
POA6051,0,5,7,8,13,4,4,90,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,0,3,3,13,8,22,6,10,3,3,16,27,42,24,3,183,0,10,49,22,8,0,6,0,0,3,0,0,4,0,10,112,0,0,3,0,0,6,13,16,3,5,3,0,0,0,0,49,0,0,0,0,3,4,3,7,11,3,8,11,13,4,0,67,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,11,47,34,20,3,7,19,7,9,6,0,167,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,8,0,3,19,6,3,4,0,6,0,0,0,3,0,0,0,44,0,0,0,17,39,65,46,29,21,19,27,18,17,20,26,344,0,0,0,0,4,19,17,7,9,10,27,16,6,3,0,118,0,8,9,6,5,42,10,0,5,0,0,0,0,6,3,94
POA6052,4,0,4,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,28,6,3,0,3,6,0,3,8,7,82,6,10,108,50,14,0,0,3,0,0,0,0,0,0,10,201,0,0,0,0,0,3,7,7,0,0,3,3,3,0,0,26,0,0,0,0,0,8,3,4,0,5,3,3,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,20,36,13,17,4,3,3,0,3,0,11,124,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,13,3,3,3,0,0,0,0,3,0,0,3,3,37,0,0,0,6,43,55,54,17,7,3,10,10,4,9,10,228,0,0,0,0,4,9,4,0,3,3,8,3,5,0,4,43,0,4,3,3,4,22,10,3,0,0,0,0,0,0,0,49
POA6053,0,0,5,0,3,0,0,38,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,9,0,0,3,12,15,21,16,8,0,10,10,10,8,15,8,136,4,12,99,63,6,3,6,3,0,3,0,0,3,0,12,214,0,0,0,0,0,3,7,3,3,4,0,3,3,3,0,29,0,0,0,0,0,0,4,11,3,3,3,3,5,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,12,13,32,14,10,0,0,6,3,9,0,3,102,0,0,7,7,4,0,0,0,0,0,0,0,0,0,0,18,0,8,33,6,7,13,3,0,4,4,0,0,0,0,0,78,0,0,5,12,72,92,52,39,13,15,23,11,13,17,23,387,0,0,0,0,0,22,16,4,0,19,16,8,9,9,6,109,0,16,12,5,5,37,12,0,0,0,0,0,0,0,0,87
POA6054,3,0,3,4,0,0,3,55,0,0,0,0,0,0,12,10,0,0,0,6,6,0,0,34,0,0,3,9,19,33,11,7,0,4,13,4,10,15,4,132,0,7,102,62,8,3,3,3,0,4,0,0,0,0,11,203,0,0,3,0,0,3,4,11,0,3,0,0,4,4,0,32,0,0,0,0,0,3,3,0,0,0,4,8,0,0,0,18,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,9,0,0,5,14,15,56,16,9,3,3,9,0,4,0,6,140,0,3,27,8,3,4,0,0,0,0,0,0,0,0,5,50,0,5,50,18,11,8,0,0,0,0,0,0,0,0,3,95,0,0,5,32,81,134,117,58,23,39,26,15,33,19,31,613,0,0,0,0,0,28,36,16,22,28,22,10,3,22,7,194,0,12,6,6,4,36,12,4,4,0,4,0,0,0,3,91
POA6055,0,0,0,3,3,0,0,16,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,10,0,0,3,8,6,9,9,3,3,0,0,0,0,3,3,47,0,5,72,29,4,0,0,0,0,0,0,0,0,0,15,125,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,15,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,3,0,5,3,11,16,8,3,7,0,3,3,0,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,8,3,11,3,3,0,0,0,0,0,0,3,60,0,0,0,15,44,88,81,37,8,16,20,17,9,11,31,377,0,0,0,0,3,17,23,6,6,3,10,4,7,4,0,83,0,0,0,3,3,14,5,3,0,0,0,0,3,0,0,31
POA6056,4,4,0,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,23,40,7,7,3,0,3,0,3,0,4,113,3,32,338,168,22,11,4,0,0,0,0,0,3,0,47,628,0,0,0,0,3,3,11,4,0,0,0,3,3,0,0,27,0,0,0,0,4,6,0,0,0,0,0,0,4,0,4,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,6,15,28,39,18,15,0,7,3,0,3,0,4,138,0,0,6,7,0,3,0,0,0,0,0,0,0,0,0,16,0,7,70,28,18,23,7,10,3,0,0,3,0,0,7,176,0,5,4,46,158,266,238,160,87,82,95,66,103,89,95,1494,0,0,0,0,12,47,48,44,29,58,70,66,42,28,26,470,0,47,3,9,8,43,17,0,0,0,0,3,0,0,9,139
POA6057,0,3,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,8,20,3,16,3,9,3,0,3,3,0,95,3,4,45,28,4,3,0,0,0,0,4,0,0,0,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,15,9,12,3,3,0,0,0,0,0,61,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,40,12,0,9,5,0,0,0,0,0,0,0,0,66,0,0,3,22,40,125,128,86,31,40,59,35,41,26,47,683,0,0,0,0,4,19,15,6,7,22,9,26,7,11,3,129,0,5,3,0,5,0,3,0,0,0,0,0,0,0,0,16
POA6058,0,0,6,5,3,0,7,50,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,8,8,18,5,0,0,0,10,3,0,3,8,66,0,6,26,11,3,0,0,3,0,0,0,0,0,0,4,53,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,17,3,8,0,0,0,0,0,0,0,45,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,4,43,6,10,7,0,0,0,0,0,0,0,0,4,74,0,0,3,13,44,110,84,76,18,29,39,16,32,40,37,541,0,0,0,0,9,32,24,4,4,11,12,18,4,6,5,129,0,0,0,0,0,8,5,3,0,0,0,3,0,0,0,19
POA6059,0,6,8,0,0,3,4,68,0,0,0,0,0,3,32,23,3,3,5,3,7,3,0,82,3,0,5,15,20,29,3,8,0,7,13,3,10,18,6,140,5,43,339,195,45,20,14,7,3,0,8,0,0,0,25,704,3,0,0,0,5,0,8,10,0,3,3,6,5,0,0,43,0,0,0,0,3,10,0,3,4,0,6,3,3,7,3,42,0,0,0,4,3,4,0,3,0,0,0,0,5,0,0,19,0,3,4,33,51,144,44,34,7,10,10,13,6,10,3,372,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,19,46,8,4,5,4,0,0,0,0,0,0,0,5,91,3,0,3,14,43,75,57,39,13,8,32,14,29,24,33,387,0,0,0,0,8,31,23,5,0,8,32,36,20,18,3,184,0,32,11,16,7,21,21,0,0,0,0,0,0,0,5,113
POA6060,8,0,9,0,5,3,0,69,0,3,0,0,0,0,27,15,3,3,3,9,11,0,0,74,0,3,6,15,17,51,10,12,3,14,20,36,31,52,9,279,10,44,357,188,47,8,10,3,5,8,6,5,3,0,34,728,0,0,0,0,4,3,15,23,10,5,4,6,5,3,0,78,0,0,0,0,3,9,7,11,11,10,3,6,8,3,5,76,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,10,0,0,3,12,33,73,45,40,3,17,6,17,19,12,17,297,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,11,0,13,36,13,7,0,0,0,0,0,0,0,0,0,0,69,3,0,3,20,61,118,89,65,19,17,50,15,36,33,24,553,0,0,0,0,5,32,22,7,0,15,27,28,33,15,10,194,5,19,4,9,4,41,17,4,0,0,3,0,5,4,3,118
POA6061,4,12,12,4,13,3,3,155,0,0,0,0,0,0,164,98,9,20,24,46,23,20,14,418,0,4,0,30,23,28,11,6,0,5,4,5,17,22,4,159,0,16,134,99,29,12,18,7,4,0,3,0,3,4,15,344,0,0,5,0,0,8,18,24,3,0,3,0,0,4,0,65,0,0,0,0,0,5,5,8,0,5,0,0,5,0,5,33,0,0,0,4,7,8,8,14,0,0,3,0,0,3,3,50,0,0,5,14,35,103,35,56,22,5,17,15,30,3,10,350,0,3,3,8,0,3,0,0,0,0,0,0,0,0,0,17,0,9,67,8,4,6,0,0,3,0,0,0,0,0,0,97,0,4,3,19,85,170,116,84,52,53,64,67,68,49,73,907,0,0,0,0,9,63,54,29,27,62,69,53,57,25,40,488,0,8,5,3,20,86,26,26,0,3,3,0,0,4,0,184
POA6062,4,0,5,0,9,3,3,92,0,0,0,0,0,0,28,31,3,0,11,4,13,8,3,101,0,0,4,30,21,31,11,5,0,10,5,13,4,6,4,144,5,52,437,335,86,20,10,3,5,8,0,6,4,0,47,1018,0,0,3,3,7,7,17,15,3,3,0,3,0,3,3,67,0,0,0,0,0,6,3,4,3,3,10,3,3,0,0,35,0,3,0,0,4,7,3,3,0,0,3,0,3,0,3,29,0,0,5,34,70,249,58,36,17,13,20,20,16,5,14,557,0,3,17,9,3,4,0,0,0,3,0,0,0,0,0,39,0,14,84,19,5,14,5,0,3,0,0,0,0,4,3,151,0,0,4,32,93,157,130,92,40,49,76,93,61,41,43,911,0,0,0,0,12,44,56,11,20,31,64,45,41,38,20,382,0,47,3,12,14,67,4,6,3,5,0,0,4,0,5,170
POA6063,0,0,3,3,0,0,0,36,0,0,0,0,0,3,94,30,3,5,3,3,4,4,4,153,0,0,3,7,6,15,12,3,0,0,7,0,0,0,0,53,0,3,23,26,11,12,3,0,0,0,0,0,0,0,0,78,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,4,0,0,7,3,0,0,3,0,0,0,0,17,0,0,0,6,24,113,35,15,0,6,0,5,0,3,8,215,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,11,0,0,19,7,4,4,0,0,0,0,0,0,0,0,0,34,0,0,0,10,37,69,77,60,13,17,32,35,13,18,34,415,0,0,0,0,8,40,79,14,11,9,27,6,7,13,6,220,0,4,4,0,3,27,6,0,0,0,3,3,0,0,0,50
POA6064,6,0,0,4,3,0,3,68,0,0,0,0,0,3,102,42,9,3,7,14,11,12,11,214,0,0,5,12,19,27,3,3,3,0,8,0,5,6,3,94,10,23,122,140,36,8,5,4,4,0,0,0,0,0,20,372,0,0,3,0,0,3,12,6,0,0,0,0,3,3,0,30,0,0,0,0,0,3,6,7,0,0,0,3,0,0,3,22,0,0,0,0,3,13,4,0,0,0,0,0,4,0,3,27,0,0,4,16,41,112,41,18,3,9,13,3,7,0,4,271,0,3,5,9,3,0,0,0,0,0,0,0,0,0,4,24,0,7,40,14,9,7,0,6,3,3,0,0,0,0,3,92,3,0,0,16,74,196,135,59,28,32,46,37,42,27,47,742,0,0,0,0,9,71,56,25,18,43,46,31,11,9,15,334,0,3,5,0,15,50,11,4,0,0,0,0,0,0,0,88
