POA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
POA6162,0,0,0,0,..,30,0,30,0,29,..,41,3,44,0,44,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,10,0,7,0,7,..,115,23,144,3,148,..,697,121,823,7,828,..,13,0,13,358,369,4109,712,121,836,370,5309,4297,..,..,..,..,4297,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,4,0,4,..,13,4,18,0,20,..,0,0,0,0,0,..,20,9,29,0,31,..,53,16,69,0,69,..,23,0,26,0,26,..,64,3,61,0,61,..,75,3,78,0,78,..,14,3,18,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,268,124,394,8,402,..,25,0,25,0,25,..,10,0,10
POA6163,7,77,0,77,..,670,30,700,5,703,..,166,18,184,0,185,..,36,4,43,0,43,..,31,3,34,3,32,..,19,3,19,0,19,..,34,13,51,3,54,..,735,176,906,17,924,..,4506,600,5104,73,5176,..,62,3,66,1643,1712,17634,4568,601,5176,1718,24520,18410,..,..,..,..,18410,..,61,0,68,0,68,..,70,25,96,0,96,..,8,0,8,0,8,..,169,31,207,0,205,..,377,94,466,0,470,..,34,9,44,0,44,..,581,131,715,5,714,..,351,79,435,3,437,..,60,0,60,0,60,..,145,9,151,3,157,..,177,4,182,3,181,..,34,3,43,0,43,..,33,7,35,0,35,..,47,0,50,0,46,..,35,3,41,3,39,..,35,0,32,0,32,..,13,0,14,0,17,..,40,3,40,0,40,..,190,16,208,7,214,..,902,166,1069,15,1083,..,72,4,75,0,75,..,31,27,59
POA6164,4,77,0,77,..,781,35,821,7,824,..,229,23,255,3,258,..,85,3,91,0,91,..,40,12,53,0,53,..,13,0,18,0,18,..,39,5,43,3,45,..,922,115,1033,27,1063,..,5245,843,6090,64,6151,..,89,7,100,1454,1551,20737,5336,845,6183,1513,28431,20837,..,..,..,..,20837,..,185,0,186,0,186,..,112,10,127,0,128,..,5,0,5,0,5,..,245,63,308,0,308,..,760,344,1101,7,1112,..,43,6,54,0,52,..,1047,415,1467,8,1474,..,166,21,186,0,192,..,37,0,37,0,37,..,78,5,78,0,81,..,71,0,69,0,69,..,13,5,17,0,17,..,57,8,65,0,65,..,130,8,138,0,138,..,89,13,100,0,103,..,79,9,89,0,89,..,46,4,56,0,56,..,133,21,158,0,155,..,538,60,603,0,603,..,282,20,303,3,305,..,80,16,101,3,100,..,94,78,164
POA6165,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,4,0,3,0,3,..,0,0,0,4,9,34,4,0,7,4,41,29,..,..,..,..,29,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA6166,0,4,0,4,..,103,0,101,0,101,..,8,3,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,14,0,12,..,126,31,156,7,160,..,760,99,862,16,874,..,7,0,4,233,237,3597,765,99,868,247,4708,3616,..,..,..,..,3616,..,18,0,17,0,17,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,8,0,8,..,26,5,31,0,31,..,7,0,6,0,6,..,38,5,47,0,47,..,167,22,185,0,188,..,11,0,10,0,10,..,10,0,10,0,10,..,27,0,27,0,27,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,15,0,15,0,15,..,179,23,195,0,197,..,3,0,3,0,3,..,3,0,3
POA6167,4,61,0,63,..,477,23,504,4,508,..,74,5,81,0,81,..,28,0,25,0,25,..,10,0,10,0,10,..,3,0,0,0,0,..,25,13,39,0,39,..,329,54,383,22,402,..,1744,248,1985,35,2023,..,38,0,38,1914,1948,9725,1783,248,2022,1947,13704,9685,..,..,..,..,9685,..,54,0,52,0,52,..,27,3,27,0,27,..,6,0,6,0,6,..,31,13,46,0,46,..,99,44,142,0,142,..,4,0,5,0,5,..,143,58,201,0,202,..,13,5,19,0,19,..,18,0,20,0,20,..,23,0,25,0,25,..,48,3,47,0,47,..,5,0,5,0,5,..,25,4,23,0,24,..,59,3,67,0,67,..,87,12,99,0,98,..,32,0,35,0,35,..,17,6,18,0,18,..,34,11,42,0,42,..,255,33,290,0,288,..,51,3,53,4,58,..,12,3,16,0,16,..,25,17,38
POA6168,0,14,0,14,..,155,10,166,4,169,..,41,5,46,0,44,..,13,0,13,0,13,..,20,3,17,0,17,..,4,0,4,0,4,..,27,15,39,0,39,..,204,36,240,4,243,..,891,111,1006,13,1016,..,35,3,46,1164,1206,9756,929,116,1048,1176,11984,9879,..,..,..,..,9879,..,31,0,31,0,31,..,3,0,3,0,3,..,0,0,0,0,0,..,21,14,34,0,34,..,41,17,58,0,62,..,8,3,13,0,13,..,70,26,97,0,103,..,31,8,36,0,36,..,31,3,29,0,36,..,25,4,26,0,27,..,50,0,56,0,56,..,7,0,7,0,7,..,3,0,3,0,3,..,14,4,16,0,16,..,14,0,14,0,14,..,3,0,3,0,3,..,8,3,10,0,10,..,9,3,8,0,8,..,45,6,57,0,57,..,62,9,68,0,68,..,13,0,19,0,19,..,0,3,0
POA6169,0,16,0,16,..,152,3,153,0,153,..,32,8,43,0,44,..,8,0,8,0,8,..,31,0,32,0,32,..,0,0,0,0,0,..,23,11,30,0,30,..,230,41,271,3,279,..,998,113,1109,11,1116,..,46,6,45,1112,1159,14992,1035,117,1150,1116,17268,15069,..,..,..,..,15069,..,62,4,68,0,68,..,30,3,32,0,32,..,8,0,8,0,8,..,15,8,27,0,27,..,41,10,54,0,55,..,3,0,5,0,5,..,61,18,81,0,80,..,15,5,20,0,20,..,46,0,46,0,47,..,29,0,33,0,33,..,52,3,60,0,56,..,8,0,8,0,13,..,4,0,4,0,4,..,11,0,11,0,11,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,32,3,34,0,34,..,48,0,48,3,51,..,20,0,23,0,26,..,3,3,9
POA6170,0,39,0,39,..,364,9,381,0,379,..,37,4,42,0,43,..,37,0,35,0,35,..,3,0,3,0,4,..,4,0,4,0,4,..,11,3,14,0,14,..,332,39,369,8,381,..,1452,130,1586,18,1598,..,18,9,20,415,441,4188,1472,136,1604,432,6224,4160,..,..,..,..,4160,..,44,0,44,0,44,..,22,3,28,0,28,..,0,0,0,0,0,..,29,6,34,0,34,..,84,25,109,0,105,..,0,0,0,0,0,..,113,31,143,0,144,..,5,0,5,0,5,..,4,0,4,0,4,..,17,0,18,0,18,..,13,0,13,0,13,..,3,0,3,0,3,..,22,0,22,0,22,..,72,19,93,0,93,..,108,23,124,0,124,..,21,0,21,0,21,..,27,6,33,0,33,..,62,12,75,0,75,..,309,56,366,0,373,..,16,0,16,0,16,..,18,3,18,0,18,..,16,15,22
POA6171,4,35,0,35,..,133,6,144,0,144,..,64,3,69,0,69,..,24,0,25,0,30,..,11,4,10,0,10,..,0,0,0,0,0,..,10,0,8,0,8,..,365,43,412,4,415,..,1291,132,1424,13,1436,..,36,3,41,1231,1270,12792,1327,135,1462,1242,15495,13348,..,..,..,..,13348,..,214,0,212,0,216,..,39,3,43,0,43,..,7,0,7,0,7,..,13,5,23,0,23,..,55,17,72,0,75,..,3,0,3,0,3,..,78,21,95,0,97,..,21,0,21,0,17,..,44,0,44,0,44,..,24,0,31,0,31,..,44,0,49,0,49,..,3,0,3,0,3,..,10,0,10,0,10,..,23,5,29,0,29,..,46,8,56,3,56,..,13,0,15,0,15,..,14,0,14,0,14,..,16,3,18,0,18,..,122,18,141,3,142,..,35,0,35,0,41,..,27,10,31,0,31,..,19,4,20
POA6172,0,5,0,5,..,38,0,38,0,42,..,19,0,20,0,16,..,0,0,0,0,0,..,8,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,88,12,95,0,98,..,372,28,397,6,402,..,17,0,17,454,474,5882,383,30,414,459,6757,6100,..,..,..,..,6100,..,50,0,50,0,50,..,8,0,6,0,6,..,3,0,3,0,3,..,9,0,6,0,6,..,18,0,16,0,16,..,0,0,0,0,0,..,23,3,26,0,26,..,9,0,6,0,6,..,19,0,19,0,25,..,4,0,11,0,11,..,21,0,21,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,11,0,15,0,15,..,23,3,25,3,26,..,11,0,11,0,11,..,3,0,3
POA6173,0,11,0,11,..,24,0,25,0,28,..,11,4,12,0,12,..,0,0,0,0,0,..,4,0,3,0,6,..,0,0,0,0,0,..,4,0,4,0,6,..,66,5,64,3,73,..,266,19,282,11,288,..,20,0,20,333,350,5452,280,19,297,344,6092,5405,..,..,..,..,5405,..,63,0,63,0,62,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,10,0,10,0,10,..,0,0,0,0,0,..,14,0,17,0,17,..,9,0,9,0,9,..,9,0,9,0,9,..,3,0,3,0,3,..,16,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,17,0,12,0,12,..,16,0,17,0,17,..,3,0,6
POA6174,0,0,0,0,..,12,0,12,0,12,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,22,0,22,..,92,3,92,0,92,..,10,0,10,127,136,1652,100,3,102,127,1880,1656,..,..,..,..,1656,..,20,3,22,0,22,..,7,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,11,0,10,0,10,..,4,0,4,0,4,..,0,0,0
POA6175,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,13,0,13,..,43,6,52,0,55,..,5,0,5,106,114,1703,53,6,55,110,1876,1692,..,..,..,..,1692,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,9,..,0,0,0,0,0,..,0,0,0
POA6176,0,3,0,3,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,16,0,16,..,46,4,47,0,50,..,0,0,0,61,61,568,46,4,47,62,680,583,..,..,..,..,583,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
POA6180,0,0,0,0,..,30,0,30,0,30,..,6,0,8,0,8,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,3,0,3,..,54,7,65,0,62,..,198,16,212,6,214,..,6,0,4,161,172,2278,206,18,221,168,2671,2356,..,..,..,..,2356,..,40,0,40,0,40,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,4,14,0,19,..,0,0,0,0,0,..,15,4,16,0,22,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,16,0,15,0,15,..,11,0,11,0,11,..,10,0,10,0,10,..,3,3,6
POA6181,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,16,16,227,9,0,9,16,250,218,..,..,..,..,218,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0
POA6182,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,3,3,..,..,..,..,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA6207,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,22,0,22,..,0,0,0,51,48,471,20,0,24,51,545,444,..,..,..,..,444,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA6208,0,4,0,4,..,22,0,22,0,22,..,5,0,5,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,28,3,28,0,29,..,143,13,159,4,161,..,18,0,17,491,508,5162,160,13,172,494,5830,5356,..,..,..,..,5356,..,18,4,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,15,3,14,0,14,..,0,0,0,0,0,..,14,0,14,0,14,..,3,0,3,0,3,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,25,4,29,0,29,..,0,0,0,0,0,..,0,0,0
POA6209,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,3,17,0,17,..,4,0,5,63,69,930,16,4,19,63,1011,869,..,..,..,..,869,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
POA6210,0,13,0,13,..,268,12,281,0,281,..,52,6,60,0,60,..,16,0,15,0,14,..,41,4,48,0,53,..,3,0,3,0,3,..,16,8,28,0,28,..,352,53,406,23,427,..,1877,173,2058,40,2092,..,106,6,118,2142,2258,28582,1988,182,2169,2181,32932,30655,..,..,..,..,30655,..,212,3,217,0,217,..,24,3,22,0,24,..,9,0,6,0,6,..,43,11,54,0,59,..,100,35,129,3,131,..,10,4,13,0,13,..,144,51,193,5,201,..,26,3,25,0,25,..,90,0,88,0,88,..,71,0,71,0,75,..,125,4,128,3,129,..,13,4,16,0,16,..,9,0,9,0,9,..,48,9,54,0,54,..,50,6,60,0,61,..,49,3,48,0,48,..,18,4,23,0,23,..,49,3,55,3,52,..,218,22,246,4,250,..,109,9,113,3,116,..,49,5,56,0,53,..,30,18,50
POA6211,0,0,0,0,..,3,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,28,3,33,0,30,..,140,11,150,3,155,..,8,0,13,237,251,3184,149,12,165,242,3585,3121,..,..,..,..,3121,..,22,0,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,3,12,0,12,..,0,0,0,0,0,..,10,3,11,0,11,..,3,3,9,0,9,..,16,0,16,0,16,..,4,0,4,0,4,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,16,..,3,0,3,0,3,..,0,0,0
POA6213,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,51,51,316,6,0,6,51,378,301,..,..,..,..,301,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA6214,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,26,31,297,3,0,0,26,332,266,..,..,..,..,266,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
