POA_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
POA6335,403,375,775,31,32,56,49,54,100,23,8,31,24,26,49,63,59,127,51,40,88,48,49,95,62,57,126,30,27,60,12,15,29,7,6,9,369,351,718,36,27,54,47,48,92,0,0,0,4,0,4,48,48,95,291,281,577,58,64,121,329,322,650,28,22,52,301,301,603,0,5,5,40,48,88,11,8,16,0,0,0,0,14,17,120,127,239,38,24,59,95,85,180,20,14,30,12,7,20,0,0,3,330,331,658,56,40,99
POA6336,195,133,330,12,15,31,22,21,38,3,3,4,12,4,17,27,20,48,18,20,39,41,15,56,35,23,60,28,11,32,4,3,5,0,0,0,179,124,302,13,8,22,5,0,8,0,0,0,0,0,0,5,0,8,153,100,252,13,15,25,158,111,271,5,3,9,155,106,264,3,0,3,18,16,39,0,0,0,0,0,0,0,3,3,58,47,102,13,11,23,38,24,61,13,3,14,12,0,12,5,0,5,158,114,273,38,24,58
POA6337,304,237,546,31,20,48,54,40,90,17,6,17,15,10,30,45,41,88,33,30,63,40,35,78,42,39,84,24,14,34,7,5,17,0,0,3,292,232,519,16,9,31,8,5,12,6,0,7,0,0,0,16,5,21,228,169,397,28,37,58,258,190,444,3,12,16,240,174,418,3,3,9,41,34,76,4,8,10,0,3,7,0,3,3,99,97,195,23,19,48,50,32,78,15,4,14,8,3,12,0,0,3,250,209,456,54,37,93
POA6338,368,313,676,18,13,36,37,40,80,5,0,8,13,4,19,38,39,77,38,42,79,70,60,122,73,56,134,43,41,80,20,14,36,3,0,6,313,271,578,51,40,96,10,3,17,0,0,0,0,0,0,10,3,17,286,228,515,45,46,90,323,266,594,4,10,13,304,263,568,3,0,3,32,37,69,4,0,3,0,0,5,0,8,8,124,131,254,22,22,43,85,54,142,26,9,36,11,7,18,3,0,3,304,248,557,55,46,98
POA6341,172,127,296,16,13,24,26,15,36,5,0,8,6,4,9,18,23,42,22,21,42,27,17,49,27,15,44,16,17,37,5,3,4,0,0,0,159,116,274,12,10,23,3,3,8,0,0,0,0,0,0,3,3,8,143,98,233,6,16,19,146,110,252,4,0,7,141,99,241,0,3,6,23,13,31,0,0,4,0,0,0,0,3,3,58,50,103,7,15,22,31,23,57,8,3,11,5,0,7,0,0,0,147,104,247,23,14,35
POA6343,146,119,264,16,14,34,17,19,39,4,3,8,5,3,8,12,11,22,30,29,51,29,12,44,16,12,29,11,11,22,6,0,12,0,0,0,128,105,232,20,14,32,0,0,0,0,0,0,0,0,0,0,0,0,110,92,199,13,16,27,117,108,224,4,0,4,110,95,203,0,0,0,16,19,33,3,3,6,0,0,4,0,0,0,35,43,81,11,7,19,36,16,50,7,3,12,3,0,3,0,0,0,106,102,204,27,10,39
POA6346,416,321,738,20,25,49,38,42,75,11,4,14,23,15,40,56,47,101,69,37,106,59,49,103,61,51,112,51,40,91,15,12,34,6,3,6,380,292,666,39,31,68,3,3,13,0,0,0,0,0,0,4,6,14,308,227,531,67,56,122,364,266,631,9,18,24,335,258,587,3,4,10,34,35,64,10,0,10,0,0,3,5,8,12,132,132,263,37,23,59,108,52,156,18,8,28,18,10,25,0,0,0,283,253,542,306,70,371
POA6348,458,415,871,18,29,50,68,46,108,12,3,19,7,8,21,43,57,100,51,53,102,61,51,109,85,58,147,79,72,152,28,30,59,6,4,11,397,353,750,60,64,123,15,9,16,0,0,0,0,0,0,15,9,16,317,271,591,72,85,158,372,337,708,29,25,59,356,325,686,3,4,4,56,38,97,7,3,11,0,0,0,3,11,15,111,128,242,37,44,75,128,78,204,29,24,50,14,21,39,0,0,0,360,318,682,67,52,119
POA6350,148,154,302,7,9,21,5,19,19,4,0,7,3,3,6,25,25,46,18,20,40,19,14,30,28,29,60,18,19,41,12,12,29,0,3,3,133,143,276,10,9,22,5,13,13,0,0,0,0,0,0,5,13,13,115,125,235,19,14,36,128,137,266,7,3,9,125,133,255,0,0,0,6,19,19,4,0,4,0,0,0,3,0,3,48,46,97,19,13,28,38,35,73,13,7,16,5,10,15,0,0,0,128,138,265,11,11,22
POA6351,45,35,85,10,8,18,5,0,12,0,0,0,3,3,3,4,12,14,8,3,16,3,4,11,5,6,12,0,0,0,3,0,3,0,0,0,48,33,83,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,43,32,73,3,0,4,47,39,80,0,0,0,47,35,80,0,3,3,5,0,12,0,0,0,0,0,0,0,3,3,24,20,42,0,3,3,4,3,8,3,0,3,0,3,3,0,0,0,46,34,80,0,0,3
POA6352,103,86,187,11,9,22,13,14,21,0,0,5,3,3,3,16,15,28,12,12,25,15,14,33,20,14,32,8,4,17,8,3,6,0,0,0,101,83,180,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,78,61,138,11,6,16,79,70,150,0,0,4,79,63,141,3,3,5,11,9,17,0,0,3,0,0,0,0,0,0,40,35,68,8,7,14,17,9,26,3,0,3,3,0,3,0,0,0,80,67,149,29,15,48
POA6353,399,384,785,30,28,56,48,59,102,16,19,29,22,14,36,44,61,107,66,41,106,54,64,115,64,44,107,36,38,69,24,25,47,3,9,11,370,346,719,31,36,63,10,5,18,0,0,0,3,4,4,13,12,27,325,286,609,34,51,79,342,331,672,15,11,35,348,316,665,3,0,7,46,44,87,6,9,15,0,0,4,3,10,11,135,133,267,34,29,59,89,75,164,21,14,30,11,8,25,3,3,5,340,315,660,75,42,115
POA6355,235,200,438,21,17,38,32,40,73,0,8,7,6,9,7,26,34,60,38,27,63,34,23,58,41,30,72,25,15,37,6,10,12,0,0,3,198,175,369,35,30,66,3,0,4,0,0,0,0,0,0,3,0,4,181,159,341,29,27,56,205,173,377,9,14,20,202,177,382,5,3,5,31,42,66,0,5,8,0,0,0,0,5,7,84,82,161,17,18,30,46,30,71,11,5,22,9,3,11,0,0,0,199,167,365,21,14,38
POA6356,71,52,125,3,3,11,11,7,20,3,0,5,0,4,4,9,7,14,16,7,26,11,12,25,15,4,18,9,8,13,0,0,0,0,0,0,62,44,100,8,10,25,0,0,0,0,0,0,0,0,0,0,0,0,57,45,102,10,0,12,58,50,111,7,3,6,62,49,109,0,0,0,11,4,17,3,0,5,0,0,0,0,3,3,16,20,39,3,0,3,22,11,36,6,0,5,3,0,4,0,0,0,62,39,102,16,7,23
POA6357,43,33,76,0,0,4,4,8,11,3,0,3,0,0,0,5,0,12,6,6,10,11,5,17,4,4,8,3,0,3,0,0,4,0,0,0,32,28,58,12,8,19,0,0,0,0,0,0,0,0,0,0,0,0,36,29,64,5,4,8,40,32,66,5,3,4,34,29,62,0,0,0,4,8,11,0,0,0,0,0,0,0,0,0,17,14,31,3,7,4,4,3,10,5,0,5,0,0,0,0,0,0,35,33,59,10,0,6
POA6358,52,37,93,4,3,6,3,4,8,4,0,4,0,3,3,7,3,11,3,4,11,7,10,21,15,6,17,7,3,8,4,0,4,0,0,0,46,38,84,10,3,12,3,0,3,0,0,0,0,0,0,3,0,3,45,34,78,3,3,9,49,37,86,3,0,3,48,34,82,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,18,21,40,3,3,6,14,3,22,3,0,4,3,0,3,0,0,0,51,39,90,3,0,3
POA6359,243,195,437,21,15,32,21,29,55,3,7,10,3,9,16,38,29,72,44,23,70,42,25,71,22,26,49,33,19,46,11,10,29,0,0,0,218,182,401,21,14,43,5,0,5,0,0,0,0,0,0,5,0,5,179,146,319,42,33,71,205,165,374,14,18,32,202,170,372,4,0,3,24,24,50,0,4,8,0,5,5,3,10,12,74,81,154,27,15,47,48,38,86,12,6,18,17,9,22,0,0,3,185,166,353,232,56,290
POA6361,59,50,109,0,4,9,12,3,16,3,0,8,0,0,4,8,11,16,7,9,12,9,9,17,13,13,20,16,4,15,0,3,3,0,0,0,51,42,93,12,9,20,0,0,0,0,0,0,0,0,0,0,0,0,56,34,89,5,11,12,56,43,104,0,0,3,54,39,95,0,0,0,12,3,16,0,0,3,0,0,0,0,3,3,27,31,54,3,5,8,9,8,17,3,0,5,0,0,0,0,0,0,52,41,100,0,0,3
POA6363,60,40,105,7,7,8,9,5,13,0,0,0,3,0,3,8,3,8,10,12,21,13,10,16,6,4,6,11,3,12,3,0,3,0,0,0,54,41,93,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,57,37,93,3,3,4,57,35,97,0,0,0,55,35,91,3,0,7,11,3,11,0,0,0,0,0,0,0,0,0,27,17,44,3,0,3,7,9,21,0,0,0,5,0,5,0,0,0,55,39,92,0,5,9
POA6365,273,258,531,18,24,39,23,34,60,7,8,15,14,15,28,29,30,57,36,27,60,44,38,83,39,35,76,33,24,63,14,16,33,8,13,13,246,241,488,26,19,46,11,16,24,0,0,0,0,0,0,11,12,20,220,212,435,18,30,48,238,237,479,0,8,9,232,222,457,6,3,8,23,30,54,5,3,4,0,3,5,0,3,8,104,99,202,16,21,38,47,56,104,16,8,26,10,8,20,0,0,0,228,233,461,28,17,45
POA6367,190,170,354,9,15,26,18,20,40,7,5,14,4,0,6,18,18,41,17,22,44,28,23,44,37,30,69,27,17,40,9,11,19,3,5,5,163,154,312,27,13,41,25,23,47,0,0,0,0,3,3,25,25,51,154,122,277,18,29,45,163,137,305,11,7,20,162,135,302,0,0,3,18,16,41,8,0,9,0,0,0,0,3,3,50,53,100,15,15,32,52,30,88,9,12,23,13,9,18,0,0,3,161,138,296,14,24,41
POA6368,39,39,73,10,3,9,0,3,5,0,3,3,0,0,3,8,6,19,3,4,3,4,5,12,11,5,13,3,3,5,0,0,0,0,0,0,39,31,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,27,66,3,3,12,39,39,73,0,0,0,36,29,67,0,0,3,0,3,5,0,3,3,0,0,0,0,0,0,15,14,30,3,6,9,6,10,13,0,3,4,3,0,3,0,0,0,39,37,78,0,0,0
POA6369,337,334,671,24,17,40,29,40,68,8,7,21,18,14,31,47,47,89,32,21,59,42,37,77,59,54,114,48,41,91,21,27,52,10,17,30,301,300,605,38,31,64,8,7,22,0,3,4,0,0,0,7,11,19,265,245,513,40,54,90,291,288,585,18,18,34,289,277,569,3,3,7,26,40,65,7,7,13,0,0,0,0,11,10,108,109,220,23,33,54,87,70,159,21,14,35,16,13,27,5,0,6,296,285,577,30,38,66
POA6370,233,224,458,25,16,41,26,32,61,11,11,17,11,5,15,34,29,59,16,23,43,40,35,70,27,33,63,28,19,52,12,19,28,8,3,8,220,205,425,11,19,31,7,12,17,0,0,0,0,0,0,7,12,17,205,199,401,13,20,39,221,210,430,0,3,3,218,205,424,0,6,8,26,30,56,4,5,15,0,0,0,0,5,5,59,74,137,21,23,39,49,39,94,15,15,32,9,7,19,0,0,0,215,207,424,18,5,26
POA6372,68,53,115,0,3,3,4,3,14,0,3,3,0,0,0,7,10,14,8,5,13,12,8,18,20,4,28,3,7,12,3,10,14,0,0,7,65,48,108,7,3,11,3,4,3,0,0,0,0,0,0,3,4,3,47,33,78,3,5,13,47,43,90,0,0,3,49,38,86,0,0,0,4,3,7,0,3,3,0,0,0,0,0,0,13,15,26,8,3,8,11,14,26,5,3,10,0,3,3,0,0,0,49,40,86,17,5,28
POA6373,46,48,94,3,5,10,7,14,15,0,3,3,3,0,3,3,3,5,9,8,15,9,8,19,6,9,12,3,0,0,3,3,4,0,0,0,46,45,92,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,44,36,80,0,7,5,46,39,86,0,0,0,46,38,82,0,0,3,7,6,12,0,3,3,0,0,0,0,0,0,18,18,28,7,3,10,13,5,16,3,3,5,0,0,0,0,0,0,47,39,92,3,8,14
POA6375,525,480,1001,33,36,66,75,54,133,27,17,37,29,19,46,61,48,107,60,56,118,55,54,109,79,75,158,66,51,119,33,40,77,14,19,30,453,432,881,71,49,120,17,23,44,0,0,0,0,0,3,16,25,42,411,365,772,46,66,110,456,419,875,15,17,30,444,408,847,4,0,3,63,43,106,12,4,20,0,0,0,0,15,21,142,143,292,42,51,99,107,105,211,40,21,56,33,21,50,0,0,0,427,402,828,56,49,98
POA6383,485,499,981,29,33,58,59,51,108,16,16,29,11,17,30,44,46,92,31,38,71,61,83,144,105,91,196,75,67,145,37,44,87,6,20,27,439,449,887,43,49,94,35,41,82,0,0,0,0,0,0,35,41,82,354,383,740,53,54,106,401,436,841,16,7,17,393,418,812,6,3,8,48,44,94,5,9,12,0,0,0,0,6,6,119,134,252,39,37,79,120,137,261,20,26,48,35,21,55,0,0,0,401,421,823,69,72,148
POA6384,21,14,40,0,3,3,3,4,5,3,0,4,0,0,0,3,3,3,3,3,9,4,4,7,3,0,3,0,0,0,0,0,0,0,0,0,22,17,32,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,8,24,0,0,4,17,12,27,0,0,0,17,13,33,0,0,0,3,4,5,0,0,0,0,0,0,0,0,3,4,5,10,0,0,3,7,0,11,0,0,3,0,0,0,0,0,0,15,17,31,0,0,0
POA6385,12,12,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,3,0,4,0,3,4,0,0,0,0,0,0,12,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,17,0,0,0,11,13,19,0,0,0,11,13,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,11,13,19,3,3,5
POA6386,56,39,96,0,0,0,3,7,8,3,0,3,3,0,3,0,3,5,5,0,7,10,6,17,13,7,22,3,3,9,4,6,11,0,3,5,49,41,92,0,0,4,4,3,9,0,0,0,0,0,0,4,3,9,41,28,71,4,3,8,43,33,73,0,0,0,42,34,79,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,22,16,35,3,3,7,8,10,15,3,3,5,3,3,5,0,0,0,42,36,83,13,6,14
POA6390,957,857,1811,85,60,145,129,127,259,38,30,73,39,32,73,126,100,227,143,131,273,151,154,304,129,110,241,71,67,141,36,37,69,3,5,14,874,796,1675,81,54,138,44,38,82,0,3,5,0,0,4,51,39,85,695,636,1332,163,151,314,828,747,1576,50,51,97,798,723,1524,14,12,25,119,122,239,21,25,42,5,4,11,11,24,36,252,274,525,96,82,179,239,196,436,38,31,76,27,21,49,0,0,0,782,759,1542,580,139,722
POA6391,534,468,1001,47,34,81,69,58,124,14,13,22,25,16,34,75,55,125,60,66,120,65,56,125,91,101,186,63,52,117,29,28,53,6,4,13,482,426,908,56,40,95,5,3,12,0,0,0,0,0,0,5,9,14,418,376,795,51,47,100,471,416,883,16,8,24,448,405,853,5,4,10,55,53,106,6,3,12,0,0,0,3,16,19,194,185,373,30,40,75,95,79,172,27,18,49,22,11,35,0,0,0,462,407,866,52,34,86
POA6392,240,228,463,23,23,47,30,23,53,5,6,13,13,3,17,25,23,51,27,25,50,32,40,70,40,36,80,20,15,38,11,20,36,13,3,15,228,221,445,13,11,18,7,11,18,0,0,0,0,0,0,7,11,18,190,177,367,25,27,53,221,207,424,0,4,4,195,188,386,8,3,11,23,20,41,4,9,9,0,0,0,0,6,6,70,74,146,19,22,42,51,59,110,16,8,25,16,5,17,0,0,0,216,216,426,26,16,40
POA6393,66,52,120,4,5,5,10,10,13,5,0,5,0,0,0,3,3,8,6,9,15,11,9,16,14,11,26,16,3,19,4,0,4,0,0,0,60,46,105,6,5,7,4,4,3,0,0,0,0,0,0,4,3,3,56,41,100,3,3,8,57,48,108,0,0,0,61,44,110,0,0,0,9,10,14,3,0,3,0,0,0,0,0,0,19,15,36,3,3,7,20,13,27,3,4,3,4,3,7,0,0,0,54,42,100,3,4,10
POA6394,243,214,454,13,14,30,27,28,58,9,10,12,13,8,19,25,30,59,25,31,59,40,29,66,38,34,71,32,24,55,16,3,22,3,3,5,234,200,441,3,7,11,0,0,0,0,0,0,0,0,0,3,0,3,199,153,352,26,33,58,211,188,400,5,3,9,202,179,377,3,0,3,24,22,49,3,3,6,3,0,3,0,0,0,90,79,167,17,22,43,58,36,92,7,6,12,11,5,21,0,0,0,228,201,430,19,16,36
POA6395,814,832,1649,77,58,134,104,123,226,27,26,52,31,26,60,89,102,195,79,90,173,134,121,259,123,110,238,83,76,164,48,60,109,15,34,52,759,775,1530,60,59,119,47,46,88,0,0,0,0,0,0,47,46,88,633,635,1264,98,112,213,707,718,1431,30,32,61,669,681,1350,12,14,21,89,104,195,13,13,26,0,5,5,3,12,15,262,306,563,50,60,113,195,143,335,34,37,74,22,19,43,0,0,0,721,718,1439,69,87,156
POA6396,192,174,367,13,7,18,26,20,52,4,7,8,6,10,14,21,22,42,37,36,73,29,20,45,35,22,53,18,19,36,13,5,14,3,3,7,163,156,324,24,13,39,3,0,3,0,0,0,0,0,0,3,0,3,133,116,255,34,34,68,155,136,298,6,13,20,155,135,290,0,0,3,19,16,43,0,3,3,0,3,4,4,3,4,60,66,128,10,13,19,45,29,71,6,7,19,6,3,11,0,0,0,138,141,282,39,27,66
POA6397,49,45,98,0,4,5,14,3,13,0,0,0,0,5,7,3,3,7,4,8,9,9,8,16,7,3,13,5,8,10,0,0,4,0,0,0,49,43,91,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,40,35,75,0,3,8,43,39,86,0,0,0,44,39,86,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,11,15,24,5,3,6,15,6,23,0,0,0,3,0,4,0,0,0,41,39,80,9,10,15
POA6398,285,266,546,3,6,14,21,33,53,19,11,28,4,3,10,14,12,28,22,22,47,47,42,88,56,58,110,44,48,91,39,28,65,5,8,6,240,229,468,37,36,78,12,13,22,0,0,0,0,3,7,13,17,27,198,182,377,55,59,111,250,227,475,8,7,14,245,226,468,0,0,0,19,34,49,9,8,18,0,0,0,0,0,4,100,83,181,22,22,39,83,58,143,18,17,31,10,12,27,0,0,0,229,217,448,49,42,95
POA6401,4247,3930,8176,261,258,526,529,515,1041,211,235,447,275,192,460,594,433,1025,555,466,1020,537,518,1051,568,585,1157,451,405,853,197,222,420,65,114,174,3964,3721,7678,284,214,495,255,286,545,3,0,8,4,0,3,264,293,549,2806,2847,5645,966,648,1617,3171,3302,6474,206,224,430,3189,3322,6510,49,50,97,452,443,889,123,150,275,26,21,49,63,122,181,982,1142,2121,296,367,663,887,876,1766,247,174,424,153,143,293,18,11,26,3255,3442,6697,1011,494,1499
POA6403,88,84,176,5,4,9,11,16,23,5,6,7,8,0,12,7,12,13,6,10,18,8,13,22,19,9,26,11,13,27,8,3,9,0,0,0,79,78,156,3,10,19,0,5,7,0,0,0,0,0,0,0,5,7,72,65,132,11,13,22,84,81,160,0,0,0,75,73,146,0,0,0,5,9,16,5,6,6,0,0,4,0,4,4,19,24,46,12,4,12,26,20,42,6,6,20,3,5,7,0,0,0,75,76,154,4,3,10
POA6405,170,144,319,9,11,18,29,25,55,11,4,15,3,3,5,12,25,35,27,23,42,20,21,44,32,21,56,18,8,30,6,7,13,0,3,3,157,143,300,17,3,19,0,0,0,0,0,0,0,0,0,0,0,0,145,120,266,16,17,35,163,143,303,0,0,0,158,135,292,3,0,6,28,17,45,6,3,3,0,3,3,0,0,7,58,53,117,13,16,31,35,25,62,7,7,15,4,3,12,0,0,0,160,143,300,5,5,10
POA6407,637,503,1138,35,35,64,71,69,137,116,42,157,36,18,58,70,52,121,71,66,142,66,61,128,68,72,142,64,39,100,25,36,61,11,13,22,594,478,1080,36,23,62,15,19,30,0,0,0,0,0,0,15,19,30,464,332,803,95,108,209,517,399,911,59,58,120,503,382,889,6,11,11,65,66,131,97,24,120,0,3,3,3,21,25,191,148,343,77,40,115,153,131,282,32,17,48,27,21,44,0,0,0,465,431,896,184,79,263
POA6409,217,185,402,17,11,28,37,30,70,11,3,15,11,8,22,19,34,47,26,24,55,36,29,64,32,21,53,20,21,38,14,9,16,0,3,3,196,169,365,19,18,34,24,21,41,0,0,0,0,0,0,24,21,41,165,142,310,24,20,47,183,156,335,4,6,14,178,155,335,4,0,3,34,23,53,5,3,4,0,3,3,3,5,7,59,74,131,5,10,22,47,32,75,8,4,13,11,5,18,0,0,0,184,152,334,30,22,57
POA6410,525,526,1051,21,29,48,79,66,143,27,28,52,15,22,38,50,56,106,51,54,104,76,79,156,74,64,135,66,58,123,49,50,101,17,30,44,493,501,997,33,22,55,45,39,87,0,0,0,0,0,0,45,39,87,414,407,827,52,58,110,454,453,910,14,13,32,447,452,901,4,6,10,73,65,136,6,13,22,3,5,11,3,15,20,110,132,247,33,48,83,127,122,249,39,32,66,46,29,75,5,3,6,449,463,910,67,53,122
POA6411,60,63,123,3,3,4,6,3,12,0,4,5,0,0,0,11,3,12,5,3,11,12,11,28,11,9,24,13,6,22,4,4,10,5,0,3,55,56,111,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,50,36,86,10,16,27,56,51,106,0,0,0,53,49,107,0,0,0,6,4,10,0,4,5,0,0,0,0,0,0,18,23,41,3,11,11,17,19,36,6,0,5,3,0,6,0,0,0,52,49,104,3,4,11
POA6412,31,27,56,0,4,4,3,3,4,0,0,3,0,0,0,3,0,3,3,6,7,11,4,15,3,3,4,4,0,3,0,0,0,0,0,0,28,20,54,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,22,44,0,0,0,24,21,44,0,0,0,26,23,45,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,11,7,15,6,4,5,9,6,15,0,0,0,0,0,0,0,0,0,20,20,42,5,3,12
POA6413,32,20,47,0,0,0,8,0,5,0,0,0,0,0,0,0,0,3,8,0,10,4,0,3,6,9,13,0,3,9,5,0,3,0,0,0,30,20,51,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,23,14,39,7,0,8,30,20,45,0,0,0,29,20,50,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,4,9,13,4,3,7,9,3,14,0,0,0,0,0,3,0,0,0,26,20,48,3,0,3
POA6414,37,29,64,3,5,5,5,3,11,0,0,0,0,3,3,0,4,5,7,4,8,10,8,12,8,7,11,8,4,13,0,0,0,0,0,0,37,29,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,45,10,7,15,33,24,57,0,3,3,28,29,55,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,6,10,19,5,0,3,8,9,15,3,0,3,3,0,3,0,0,0,33,27,67,3,4,7
