POA_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
POA6000,6083,5339,11425,237,212,449,187,165,349,136,157,298,593,728,1315,2333,2041,4376,1052,802,1858,607,473,1083,534,368,895,274,222,492,108,109,215,32,56,92,5683,5011,10689,402,327,731,56,50,108,0,0,0,3,0,3,57,55,110,2247,1715,3965,2847,2796,5649,3229,2572,5800,1891,1984,3877,3246,2601,5850,33,38,72,139,144,277,95,110,202,269,320,589,518,607,1125,3781,3392,7173,325,241,561,408,299,710,83,75,163,72,99,173,33,39,73,4513,4125,8638,3444,2413,5854
POA6003,1822,1688,3509,41,46,92,61,67,127,35,38,69,157,188,339,713,704,1418,319,250,568,200,137,338,160,146,307,88,70,159,38,35,76,9,18,27,1735,1613,3347,82,83,165,11,4,23,0,0,0,0,0,0,15,8,23,710,650,1357,754,722,1476,992,877,1870,477,511,988,1033,954,1989,8,3,7,53,54,101,18,18,40,44,64,106,127,150,281,1073,1056,2130,93,60,156,143,91,238,24,23,47,22,26,50,7,9,16,1391,1353,2745,506,379,883
POA6004,5559,5036,10596,177,192,372,122,133,254,140,136,278,540,613,1155,1990,1824,3815,830,677,1507,595,487,1082,585,514,1097,377,317,694,158,112,277,40,39,70,5143,4764,9911,414,274,685,41,24,66,3,3,3,3,0,3,46,27,73,1767,1426,3195,2940,2865,5809,2801,2244,5044,1925,2082,4012,2848,2397,5248,17,27,44,100,113,217,109,90,196,217,267,486,428,529,954,3561,3285,6848,273,212,485,416,369,788,89,57,145,55,48,102,13,21,36,4396,4132,8525,1735,1288,3019
POA6005,2908,2717,5624,85,103,193,69,77,153,53,75,125,273,246,519,1053,1029,2086,489,384,876,317,253,570,229,208,437,208,169,380,98,90,188,27,88,115,2686,2550,5238,230,163,391,12,16,23,0,0,0,0,0,0,12,16,29,1116,1027,2142,1380,1318,2699,1672,1496,3167,829,861,1688,1659,1524,3183,6,19,21,66,60,124,38,58,96,119,96,209,228,263,483,1902,1759,3659,157,100,257,174,183,356,43,32,74,31,42,77,18,16,30,2327,2198,4523,650,621,1270
POA6006,4323,4425,8744,258,227,493,470,425,890,174,179,348,256,292,545,832,842,1670,678,684,1360,641,620,1267,477,473,948,286,252,538,173,256,431,83,176,261,4100,4260,8356,223,165,387,19,20,45,3,0,3,0,0,0,25,20,41,2701,2710,5409,1330,1443,2777,3175,3134,6311,866,1002,1874,3581,3686,7266,58,50,103,438,402,843,137,148,286,103,123,227,196,227,418,2421,2464,4880,199,203,405,409,383,794,91,96,184,127,239,367,27,38,68,3865,3974,7841,309,361,665
POA6007,3482,3653,7130,222,168,394,312,283,590,119,170,288,238,273,509,901,893,1790,593,564,1151,400,412,813,339,357,695,233,259,494,90,160,242,44,110,153,3269,3476,6751,210,174,380,18,14,29,0,0,3,0,0,0,21,12,36,2029,2106,4131,1171,1252,2427,2623,2714,5341,575,650,1231,2644,2787,5434,56,38,96,282,261,538,83,110,197,93,109,198,186,234,421,2198,2273,4472,160,172,333,225,289,516,35,52,91,46,84,132,6,18,25,3078,3175,6250,303,408,706
POA6008,7348,7800,15144,435,424,858,829,800,1629,334,353,686,432,473,904,1247,1329,2575,1041,1107,2146,949,1033,1977,903,960,1865,760,747,1509,330,390,721,97,185,277,6931,7429,14361,413,374,787,35,48,90,0,6,4,7,4,9,40,60,99,4176,4392,8567,2612,2810,5425,5651,5818,11470,1140,1391,2530,5618,5995,11610,102,91,192,788,738,1525,284,312,596,238,247,477,333,456,785,4543,4775,9317,325,356,684,482,613,1098,109,120,230,88,96,185,8,15,19,6455,6881,13331,976,1286,2264
POA6009,9212,9320,18534,392,379,767,1193,1091,2286,824,873,1697,1326,1165,2488,1171,968,2137,912,1023,1927,1060,1123,2185,957,1073,2027,825,912,1735,407,451,854,157,275,433,8807,8988,17794,402,338,737,51,50,102,3,0,4,0,0,4,59,47,111,5116,5187,10299,3655,3714,7376,6596,6622,13214,2182,2295,4474,6952,7090,14040,107,109,223,1133,1052,2185,764,826,1585,1076,914,1990,683,568,1256,6302,6263,12564,268,326,594,401,586,983,155,150,307,63,87,153,9,14,25,7907,7974,15876,1648,1776,3420
POA6010,8200,8623,16825,397,329,723,1217,987,2203,740,576,1311,576,468,1042,861,868,1729,900,936,1835,1048,1277,2322,955,1120,2077,842,959,1802,481,654,1139,191,451,642,7738,8242,15986,464,374,837,58,17,74,0,3,3,3,0,6,61,26,87,5259,5452,10713,2408,2574,4977,6696,6965,13659,950,1070,2022,6784,7144,13931,106,95,205,1139,928,2070,661,512,1176,328,279,606,249,377,626,4768,5173,9940,393,407,793,604,801,1409,211,208,414,57,73,137,11,12,20,7139,7750,14887,899,779,1679
POA6011,4313,4703,9007,205,184,390,593,641,1226,270,387,653,257,255,509,499,565,1064,456,492,945,637,708,1342,636,635,1271,467,456,919,214,220,433,76,171,252,3989,4436,8422,318,264,584,8,49,55,0,0,0,0,0,0,8,49,58,2938,3209,6145,1067,1185,2248,3706,4054,7759,302,358,660,3609,3943,7551,52,40,96,557,600,1164,243,341,587,135,128,263,112,188,302,2691,2838,5528,161,237,390,257,339,605,82,131,214,39,46,83,0,0,3,3844,4137,7981,285,487,769
POA6012,4058,4693,8757,211,189,398,455,650,1108,282,355,644,228,255,482,521,664,1181,507,550,1057,617,682,1296,512,520,1028,456,477,932,200,248,452,70,111,182,3799,4454,8248,260,246,509,40,36,73,0,0,0,0,3,3,41,39,73,2408,2816,5224,1284,1512,2799,3195,3685,6874,519,663,1185,3179,3749,6933,49,49,99,438,625,1065,249,326,577,135,147,286,150,232,380,2362,2683,5046,197,250,445,330,379,713,99,124,221,42,43,83,10,16,24,3601,4089,7683,326,555,882
POA6014,10073,10528,20604,648,599,1254,1620,1423,3045,576,534,1113,633,600,1235,1362,1468,2830,1452,1589,3037,1372,1446,2814,1100,1129,2224,681,720,1399,395,605,996,224,419,644,9585,10096,19682,494,428,922,26,35,63,0,3,3,0,0,0,25,38,64,6337,6633,12974,3158,3348,6506,7824,8087,15909,1687,1918,3612,8039,8465,16510,172,156,335,1538,1374,2911,504,487,992,330,304,630,421,555,977,5813,6146,11957,418,471,887,733,956,1688,214,238,449,93,162,252,15,25,34,9226,9705,18929,554,647,1203
POA6015,3234,3380,6609,121,118,237,589,489,1078,276,304,579,216,205,418,172,149,321,262,352,610,547,589,1139,436,400,835,257,304,560,249,315,567,111,160,266,3066,3235,6299,168,143,316,3,3,11,0,0,0,0,0,0,3,5,9,2140,2196,4344,941,1023,1964,2720,2746,5473,375,472,850,2815,2908,5721,40,32,78,559,468,1026,247,280,527,130,132,255,43,87,135,1869,1913,3778,139,167,307,246,366,607,102,109,203,37,49,90,0,4,4,2992,3165,6153,135,157,288
POA6016,4868,5165,10035,365,372,735,676,609,1281,214,226,441,285,325,608,951,1009,1961,820,901,1722,657,679,1339,472,478,945,276,279,548,115,168,282,51,122,173,4644,4960,9604,226,204,434,27,34,63,0,4,4,0,0,0,23,43,68,2942,3138,6079,1637,1721,3362,3473,3593,7070,1110,1280,2395,3809,4022,7829,61,75,142,637,573,1210,177,198,371,134,150,278,241,316,561,2629,2878,5509,229,219,444,458,465,927,90,103,191,101,154,256,15,38,55,4479,4752,9233,254,289,544
POA6017,2094,2023,4120,123,127,256,105,119,226,47,44,91,182,183,366,680,643,1321,360,265,628,196,189,389,184,181,371,131,124,256,61,92,149,30,47,76,1969,1919,3886,133,107,236,25,32,52,3,0,3,0,0,0,28,36,62,875,896,1775,1018,963,1990,1123,1091,2211,803,798,1601,1329,1322,2652,27,14,38,83,114,201,36,26,66,79,63,146,133,159,286,1172,1120,2296,134,109,246,233,242,474,56,48,108,55,80,131,19,18,38,1846,1843,3688,163,128,295
POA6018,18033,19977,38004,1229,1121,2344,2372,2367,4740,1002,1141,2146,966,1025,1996,2945,3199,6150,2674,2871,5547,2435,2606,5038,1882,2044,3928,1308,1640,2948,862,1255,2116,349,711,1060,16998,19200,36196,1032,777,1811,124,149,273,9,3,7,0,0,0,132,151,290,11362,12552,23911,5596,6232,11828,14242,15455,29701,2736,3384,6122,14797,16452,31246,270,265,533,2241,2241,4484,835,989,1827,427,463,892,577,858,1435,9347,10482,19833,1135,1155,2292,1979,2438,4415,505,619,1119,330,426,751,29,49,81,16532,18232,34762,923,1455,2374
POA6019,10907,10882,21787,664,577,1237,1254,1017,2267,584,438,1022,684,666,1350,2274,2348,4621,1722,1712,3437,1425,1377,2804,1057,1118,2174,692,859,1556,436,551,978,127,216,346,10121,10354,20476,786,527,1316,92,67,166,4,0,10,0,0,0,104,70,173,6725,6564,13287,3389,3572,6957,8837,8675,17516,1303,1487,2787,8489,8513,17007,147,133,280,1188,931,2118,503,368,874,276,274,556,431,636,1063,5991,6332,12326,772,653,1424,1121,1136,2258,245,269,514,102,162,268,10,19,29,9574,9955,19532,1083,803,1882
POA6020,10209,10587,20791,566,531,1099,1428,1389,2822,660,622,1281,547,490,1038,870,898,1763,1237,1368,2605,1464,1587,3052,1533,1704,3237,1316,1298,2615,442,487,932,140,200,340,9585,10155,19733,622,433,1057,50,45,92,4,3,3,4,0,8,61,46,109,6886,7107,13988,2838,3063,5899,8929,9162,18095,841,1051,1887,8926,9346,18275,162,125,286,1366,1340,2703,546,547,1095,263,229,494,206,331,540,5138,5441,10579,751,681,1434,1411,1660,3068,281,299,585,150,146,295,9,16,24,9523,10104,19630,308,309,615
POA6021,9780,10285,20058,616,593,1208,1037,1042,2085,515,482,994,641,575,1221,1665,1595,3258,1362,1436,2802,1261,1322,2585,1014,1162,2177,836,1066,1900,623,687,1314,199,318,518,9307,9925,19239,469,357,826,64,74,142,0,0,0,3,0,3,67,78,149,5398,5629,11027,3754,3946,7705,5792,5947,11743,3406,3676,7082,7838,8297,16141,125,145,264,972,954,1933,410,404,815,273,234,503,277,384,662,4472,4588,9055,638,631,1265,1375,1549,2921,320,320,648,538,666,1207,122,160,281,9037,9551,18585,557,680,1230
POA6022,2496,2482,4982,174,161,328,306,295,600,129,126,249,131,113,237,361,334,696,353,367,718,314,290,605,265,313,575,316,335,646,128,128,259,25,30,57,2369,2370,4734,131,109,241,25,19,46,0,0,0,0,0,0,25,19,46,1688,1660,3344,702,718,1416,2070,2029,4096,339,353,689,2124,2116,4239,35,39,69,293,276,572,98,101,197,47,43,85,68,86,156,1106,1143,2245,196,199,392,457,423,884,86,77,161,57,61,122,9,12,21,2362,2370,4730,68,63,133
POA6023,7558,7711,15268,443,432,874,1271,1110,2380,514,452,969,425,359,784,642,641,1288,1057,1120,2170,1050,1132,2177,947,1097,2040,820,835,1652,292,326,618,101,218,316,7154,7456,14616,403,255,658,30,20,50,4,0,4,0,0,0,28,24,58,4859,4848,9709,2444,2606,5049,6572,6599,13170,723,871,1597,6567,6762,13334,115,101,213,1231,1082,2309,432,390,825,183,176,357,173,257,429,3738,3884,7623,556,532,1083,985,1106,2089,205,224,435,90,133,224,11,9,19,7126,7317,14440,222,318,540
POA6024,6669,6677,13347,428,435,860,849,808,1659,389,329,712,344,294,633,920,871,1783,974,946,1921,849,860,1706,759,872,1627,821,846,1669,274,278,559,76,144,218,6290,6442,12726,378,236,621,47,73,120,3,0,4,0,0,3,48,72,121,4395,4436,8830,1998,1977,3972,5660,5607,11273,745,833,1583,5676,5702,11379,89,94,181,809,766,1571,298,271,567,105,106,217,164,273,434,2994,3051,6046,577,510,1086,1195,1163,2356,196,246,440,121,159,280,26,20,45,6226,6338,12562,205,253,459
POA6025,14949,15080,30031,957,892,1849,2011,1901,3911,986,906,1896,926,893,1822,1945,1857,3803,2035,2110,4144,2107,2174,4278,1885,2100,3986,1452,1446,2898,490,556,1049,155,238,399,14099,14572,28672,846,509,1358,113,111,221,0,6,8,0,0,0,116,119,231,9042,8999,18043,5157,5386,10546,12860,12839,25704,1418,1645,3064,12618,12747,25367,214,198,411,1892,1798,3692,770,781,1549,343,371,715,340,526,864,6850,7406,14251,1303,1155,2460,2430,2382,4815,489,460,949,212,215,426,16,15,35,13950,14341,28294,476,539,1010
POA6026,10906,11432,22337,600,549,1149,1520,1468,2986,865,725,1590,693,611,1304,988,990,1981,1331,1445,2773,1565,1788,3352,1736,1818,3553,997,965,1966,388,647,1036,216,431,648,10379,11047,21427,524,387,915,54,53,104,3,3,9,0,0,0,54,56,111,6773,7128,13904,3742,3923,7660,9594,9978,19571,964,1133,2095,9408,9967,19378,153,140,285,1468,1400,2867,686,610,1299,247,276,522,203,383,590,4953,5292,10247,923,983,1905,1911,2008,3915,383,402,782,203,237,432,4,18,21,10292,10783,21080,321,519,845
POA6027,20759,20922,41677,1219,1136,2358,2624,2477,5103,1423,1468,2887,1667,1486,3153,2960,2689,5649,2678,2846,5519,2972,3224,6198,2740,2818,5559,1641,1632,3275,632,807,1440,193,341,532,19554,20215,39770,1201,709,1908,150,153,304,9,8,14,13,8,24,163,171,337,11137,11134,22272,8531,8822,17354,17327,17336,34662,2411,2686,5100,16665,16939,33608,288,282,573,2446,2329,4776,1040,1174,2209,690,638,1331,632,948,1580,9608,10198,19808,1865,1756,3619,3457,3324,6783,592,601,1184,262,376,637,39,49,93,19039,19644,38680,1152,1308,2456
POA6028,11145,11299,22440,641,619,1261,1756,1680,3432,1054,980,2034,841,796,1644,1014,1096,2109,1492,1708,3202,2108,2229,4338,1366,1244,2605,575,593,1167,232,284,515,65,68,136,10552,11016,21562,595,287,875,46,58,103,4,4,10,0,0,0,53,57,111,5163,5286,10445,5544,5672,11218,9488,9563,19052,1251,1438,2694,9028,9222,18243,181,152,330,1675,1614,3294,835,806,1644,310,361,664,225,393,612,5165,5631,10797,1035,995,2029,1714,1622,3338,298,298,595,108,114,222,10,19,34,10513,10996,21508,217,232,450
POA6029,1369,1424,2794,66,78,145,168,193,362,92,120,212,78,60,135,157,154,306,182,174,358,206,215,422,181,165,345,135,144,278,71,84,153,23,41,67,1260,1358,2620,108,66,174,8,9,16,0,0,0,0,0,0,8,9,16,982,1071,2050,327,297,621,1217,1249,2464,91,126,220,1194,1299,2497,19,20,37,167,183,352,74,109,183,40,30,70,28,38,68,778,747,1525,78,101,183,141,177,321,43,52,93,22,25,46,0,0,0,1248,1349,2598,30,29,67
POA6030,19416,19972,39386,1419,1321,2739,3049,2791,5846,1599,1510,3110,1478,1326,2803,2580,2796,5382,2736,2919,5659,2914,3098,6010,1668,1802,3475,1049,1250,2301,684,811,1495,222,349,569,18215,19238,37453,1200,733,1932,294,316,615,8,8,13,6,3,7,305,332,638,9790,10018,19807,8284,8611,16892,15610,15841,31454,2600,2935,5535,14800,15341,30141,298,279,581,2782,2538,5323,1143,1107,2242,409,422,836,404,796,1201,7574,8473,16047,1777,1769,3549,3376,3184,6559,676,681,1358,287,364,647,60,79,142,17685,18485,36170,928,1114,2041
POA6031,8155,8470,16624,821,746,1564,1387,1364,2756,604,635,1247,586,592,1176,1538,1663,3198,1276,1362,2636,1020,1093,2106,550,606,1154,273,291,560,90,100,187,13,26,42,7754,8238,15985,403,240,635,82,99,184,3,6,3,3,3,5,90,111,195,4092,4287,8375,3592,3770,7361,6399,6602,13007,1321,1505,2821,6217,6528,12743,167,145,307,1294,1264,2563,442,489,931,148,184,334,215,381,601,3281,3766,7048,750,780,1529,1184,1126,2307,226,209,435,83,94,173,28,38,65,7592,8078,15679,310,299,613
POA6032,100,95,195,0,3,8,7,12,20,11,9,14,4,11,13,6,9,20,20,14,34,17,17,37,15,16,29,8,3,17,4,3,6,0,0,0,96,95,189,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,59,58,117,22,24,49,84,72,156,7,9,15,80,80,159,0,0,0,9,10,15,4,0,6,0,0,3,0,5,5,39,46,82,13,6,21,18,10,33,3,7,6,6,4,7,0,0,3,84,85,170,14,13,22
POA6033,246,196,442,3,16,19,29,24,55,33,15,46,19,12,31,22,13,29,28,35,60,46,35,77,39,26,64,21,14,41,10,4,14,3,0,3,228,191,424,10,6,18,3,0,4,0,0,0,0,0,0,3,0,4,146,111,255,65,62,127,177,146,326,39,27,70,192,160,353,3,0,4,25,18,46,20,10,30,4,3,8,6,5,7,65,69,135,15,12,27,67,41,109,17,11,27,10,4,9,3,3,13,212,174,391,23,20,49
POA6034,827,847,1680,99,93,187,115,116,236,47,44,92,91,97,187,233,242,475,119,113,230,78,74,153,33,39,73,14,23,34,3,4,7,0,3,3,767,819,1587,61,31,90,9,8,14,0,0,0,0,0,0,9,8,14,405,425,834,350,353,703,692,720,1414,66,59,125,546,586,1137,10,11,22,109,97,206,35,31,61,15,17,28,9,35,43,312,366,683,71,89,156,131,110,247,19,18,33,10,3,12,0,0,0,732,767,1501,55,59,115
POA6035,4364,4501,8868,429,384,809,727,642,1365,248,247,496,233,276,506,617,742,1359,669,629,1301,577,573,1153,342,418,759,310,363,671,166,141,310,44,90,129,4045,4313,8364,315,187,506,73,84,158,9,6,20,3,4,6,89,94,181,2323,2302,4619,1599,1746,3348,3690,3803,7498,274,335,606,3205,3311,6512,100,82,182,644,575,1214,167,166,328,42,64,107,66,182,246,1316,1652,2967,412,434,844,830,765,1598,168,131,301,61,50,113,13,11,22,3832,4011,7840,333,402,728
POA6036,7696,8103,15796,759,690,1451,1402,1352,2759,662,658,1320,533,585,1121,1228,1378,2608,1190,1356,2546,1087,1066,2153,428,530,954,282,346,625,107,111,216,16,26,41,7274,7892,15169,419,210,628,110,131,243,3,0,9,3,9,14,119,142,262,3521,3653,7170,3436,3631,7070,6114,6380,12497,931,1029,1965,5349,5607,10952,133,124,258,1245,1186,2431,461,467,930,113,145,257,155,294,445,2780,3274,6056,708,685,1389,1153,1159,2311,249,219,467,62,79,140,9,25,32,6913,7433,14344,535,617,1153
POA6037,1533,1458,2990,110,101,207,223,198,425,91,73,167,71,66,140,168,212,383,199,190,382,243,206,451,184,175,358,157,146,302,76,81,162,9,8,24,1417,1399,2811,116,67,180,34,33,64,0,0,0,3,3,3,33,33,66,953,891,1847,415,411,826,1332,1255,2588,60,74,132,1265,1170,2441,20,27,52,209,169,373,58,46,107,13,14,30,13,48,67,431,508,939,123,133,254,348,293,641,84,64,156,44,31,73,7,0,4,1340,1306,2646,125,127,252
POA6038,3054,3216,6269,340,375,711,480,437,915,174,146,325,235,311,552,775,825,1603,489,490,984,320,352,678,127,169,296,86,88,174,19,14,34,3,0,3,2881,3130,6008,174,87,258,28,30,64,0,0,0,0,0,0,28,30,64,1335,1444,2784,1433,1486,2916,2376,2526,4906,410,432,844,2018,2153,4173,55,57,113,422,389,813,117,104,219,49,73,123,86,153,238,1246,1488,2732,260,245,504,411,373,788,66,43,109,24,14,37,0,9,6,2719,2964,5681,220,235,454
POA6041,767,748,1514,41,33,74,103,108,213,45,29,74,22,31,52,49,58,102,75,81,155,109,111,223,130,118,251,139,119,255,53,47,96,6,7,11,694,693,1387,78,59,130,21,14,37,0,0,0,0,0,0,21,14,37,471,452,921,215,208,421,667,646,1307,42,42,79,647,627,1272,3,7,14,88,87,179,27,25,52,7,8,9,4,20,26,203,227,432,49,68,117,219,191,408,51,27,77,29,15,48,5,0,7,675,660,1336,73,73,148
POA6042,39,36,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,3,3,3,9,10,14,27,14,9,24,0,3,3,0,0,0,27,27,58,12,10,23,0,0,0,0,0,0,0,0,0,0,0,0,25,27,55,13,3,11,34,29,66,0,0,0,39,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,22,3,9,13,9,8,20,8,4,13,0,0,0,0,0,0,27,25,53,3,3,5
POA6043,131,117,244,8,4,8,8,14,22,4,4,8,0,7,7,7,8,20,21,13,35,22,7,31,26,23,46,28,20,50,14,10,21,0,5,8,106,101,207,26,15,37,0,0,0,0,0,0,0,0,0,0,0,0,86,78,166,15,14,26,101,91,196,3,3,7,102,92,200,0,3,3,9,9,24,3,4,3,0,0,0,3,0,3,30,28,55,14,16,27,33,30,61,6,3,17,8,3,12,0,3,3,93,97,190,33,23,53
POA6044,648,586,1233,17,24,39,64,54,113,37,17,56,17,20,40,49,73,121,66,58,126,85,81,164,130,115,246,124,101,220,56,38,93,14,4,18,544,518,1068,107,64,168,10,9,19,0,0,0,0,0,0,10,9,19,464,387,850,117,158,276,544,466,1013,44,80,116,552,472,1029,3,4,8,52,45,93,23,11,34,0,0,3,0,10,7,154,199,348,59,49,114,192,165,359,54,33,82,33,18,55,3,0,9,530,513,1038,67,54,125
POA6050,7385,7991,15380,364,313,677,724,757,1472,380,516,904,552,628,1183,1279,1259,2533,962,1003,1971,1047,1027,2071,871,922,1795,630,616,1247,322,470,787,239,488,732,6989,7702,14693,395,290,685,46,57,107,0,3,5,0,0,0,49,60,112,4416,4881,9298,2314,2346,4663,5524,5876,11405,1222,1372,2599,5917,6426,12342,80,67,148,669,694,1367,338,438,778,283,313,601,323,441,764,4257,4461,8715,391,393,780,654,831,1481,178,213,388,156,224,379,25,38,63,6414,6813,13222,829,1163,1995
POA6051,6439,6143,12577,371,356,727,466,450,912,161,184,345,446,490,939,1743,1795,3545,1189,995,2177,762,656,1414,660,603,1264,450,360,817,117,193,314,64,62,129,5980,5828,11812,456,314,772,51,61,115,4,0,4,0,3,4,60,64,122,3145,3106,6253,2746,2564,5304,4113,3931,8042,1788,1759,3549,4438,4281,8715,64,54,115,425,415,841,123,142,265,193,194,383,394,473,875,3734,3715,7450,368,310,675,651,558,1213,120,107,227,121,115,238,31,47,84,5692,5565,11260,448,397,840
POA6052,5385,5732,11113,393,314,709,632,601,1235,314,291,602,343,354,700,857,882,1739,816,919,1738,783,824,1612,621,695,1311,351,425,774,199,280,478,82,139,216,5097,5529,10627,281,202,486,62,70,134,8,0,5,5,7,10,70,77,151,3437,3610,7041,1593,1745,3341,4052,4248,8296,1002,1129,2131,4434,4752,9183,76,68,142,593,560,1159,248,240,486,149,164,318,216,286,499,2762,3014,5772,310,344,653,638,691,1332,152,140,298,118,178,298,20,30,50,4921,5320,10242,304,321,624
POA6053,7080,7352,14432,458,475,932,777,755,1535,343,334,680,424,366,782,1164,1200,2368,1141,1173,2317,1016,987,2009,803,836,1642,521,544,1065,285,377,665,151,293,444,6734,7077,13810,344,276,618,99,119,219,4,0,0,3,7,11,105,123,226,4443,4590,9040,2257,2372,4624,5472,5629,11104,1255,1364,2622,5772,6048,11825,89,92,183,729,698,1427,269,281,544,173,141,312,263,396,654,3475,3684,7157,507,452,958,936,926,1863,232,246,484,192,209,400,46,55,98,6526,6730,13259,429,551,976
POA6054,10099,10279,20378,731,625,1358,1227,1091,2313,618,585,1210,649,566,1207,1452,1553,3004,1475,1485,2957,1426,1413,2833,1155,1265,2420,809,926,1732,440,505,952,117,266,383,9585,9881,19470,519,393,910,301,278,585,15,15,28,5,17,20,327,307,633,6397,6416,12812,2996,3134,6130,7756,7757,15511,1694,1858,3550,8309,8425,16732,110,111,220,1134,1001,2141,446,421,870,217,194,415,279,444,721,4025,4426,8445,821,783,1601,1793,1713,3512,407,401,808,356,409,762,56,68,122,9387,9525,18914,490,590,1086
POA6055,10395,10636,21034,916,861,1775,1360,1241,2605,606,523,1130,693,768,1463,2119,2327,4443,1568,1691,3262,1284,1302,2585,950,967,1914,569,582,1151,276,260,536,61,108,169,9790,10259,20047,606,377,988,201,344,550,4,3,8,0,13,17,207,359,567,6077,6271,12346,3603,3650,7258,7282,7115,14390,2409,2452,4854,8241,7941,16182,144,144,292,1250,1121,2371,445,391,836,176,215,392,328,486,811,4237,4682,8917,862,736,1604,1694,1479,3170,378,304,679,188,193,383,57,60,118,9306,9475,18784,790,1071,1863
POA6056,19474,19690,39167,1238,1132,2368,2384,2199,4585,1253,1184,2439,1368,1387,2755,2682,2673,5353,2415,2545,4961,2843,2784,5631,2378,2387,4761,1732,1862,3595,885,1041,1922,296,502,795,18201,18856,37059,1274,834,2106,756,816,1574,15,11,23,13,10,18,786,836,1620,12983,12946,25930,5019,5249,10269,15707,15786,31491,2371,2565,4941,15945,16128,32074,227,186,415,2184,1988,4169,819,834,1650,259,316,580,403,724,1125,6555,7274,13823,1858,1776,3634,4189,4083,8265,962,850,1811,678,755,1438,78,88,170,17599,18171,35769,1409,1468,2878
