POA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA6466,0,3,4,0,3,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,4,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,6,7,0,0,24,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,6,7,0,0,31,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6467,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,10,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6468,0,6,9,14,14,11,0,0,0,61,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,9,17,13,18,4,3,0,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,19,13,18,4,3,0,81,3,0,0,4,0,3,8,3,0,20,0,0,4,3,3,3,0,0,0,20,4,9,13,30,12,28,16,9,0,115,0,0,7,9,4,4,3,0,0,31,0,0,4,3,5,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,17,7,5,3,0,0,49,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6470,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6472,0,0,11,8,20,10,0,0,0,51,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,6,20,12,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,6,20,10,4,0,0,58,0,0,0,0,0,0,5,0,3,8,0,0,0,0,0,0,0,0,0,5,0,0,11,6,21,11,11,3,3,72,0,3,3,8,9,3,3,0,0,28,0,0,3,10,0,4,0,0,0,23,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,15,13,4,7,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6473,0,0,5,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,14,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6475,0,0,14,19,21,26,5,4,0,84,0,3,0,0,0,4,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,5,12,16,24,33,6,8,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,12,20,21,34,6,8,0,106,0,0,0,6,3,11,16,7,3,49,0,0,3,3,3,3,0,0,0,13,4,5,20,25,26,47,23,7,4,167,0,3,5,6,4,9,0,0,0,35,0,3,7,7,0,9,6,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,9,17,8,19,4,0,0,81,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
POA6476,0,0,0,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,18,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,3,0,0,20,0,0,3,0,5,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6477,0,0,17,13,15,9,3,0,0,65,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,17,15,25,14,3,3,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,15,25,12,3,3,0,84,5,0,3,3,3,4,9,0,0,28,0,0,4,6,0,0,0,0,0,14,9,0,20,29,27,17,14,12,3,125,0,6,3,7,11,3,0,0,0,27,0,0,5,7,5,3,0,3,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,17,14,7,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6479,3,4,29,33,25,33,17,7,0,143,0,0,4,0,4,4,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,33,31,26,38,17,9,0,162,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,7,33,38,26,38,17,9,0,166,5,0,0,0,3,3,13,10,3,40,0,0,0,4,4,5,3,0,0,16,9,8,41,41,30,43,29,19,6,229,0,0,11,9,8,12,3,0,0,58,0,3,15,6,12,5,3,0,0,51,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,3,27,15,22,24,8,0,0,110,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
POA6480,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,17,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6484,0,0,7,14,7,9,0,0,0,43,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,14,12,8,0,0,0,50,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,13,14,17,13,0,0,0,56,0,0,0,0,3,0,0,3,0,5,0,0,3,6,0,3,0,0,0,15,0,0,18,20,21,15,3,3,0,75,0,0,5,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6485,0,7,15,10,22,13,6,3,0,74,0,0,0,0,0,6,4,4,0,19,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,5,23,8,23,20,13,4,0,100,0,0,3,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,9,5,5,24,11,25,29,9,4,0,111,4,0,3,3,8,15,31,11,5,75,0,0,4,0,5,7,5,0,0,31,6,8,28,13,45,45,44,21,5,219,0,3,9,9,6,12,0,0,0,35,0,0,3,11,14,8,7,4,0,40,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,14,20,18,7,3,0,78,0,0,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,6,0,0,4,3,0,7,0,0,0,12
POA6487,0,0,0,4,7,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,3,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,3,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,8,0,3,0,3,10,8,3,0,0,31,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6488,0,0,3,6,10,9,4,0,0,36,0,0,0,3,3,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,10,11,16,6,0,0,46,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,8,10,15,16,6,0,0,52,4,0,3,0,3,3,6,3,0,21,0,0,3,0,3,7,3,0,0,15,4,0,10,12,21,18,13,4,0,87,0,0,3,0,5,0,0,0,0,12,0,0,4,3,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,6,13,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6489,0,3,0,4,3,4,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,0,0,18,0,0,0,0,0,10,6,3,3,21,0,5,0,0,0,0,0,0,0,10,3,5,0,4,10,15,10,3,3,49,0,0,0,5,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6490,0,3,4,7,14,9,0,0,0,48,0,3,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,7,14,21,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,12,10,7,13,21,0,0,0,64,5,0,0,0,0,4,13,5,3,35,0,0,0,0,3,0,0,3,4,6,9,12,14,4,19,28,14,9,8,105,0,6,0,4,5,4,0,0,0,25,0,0,3,7,4,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,10,12,13,0,0,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6501,4,18,29,47,48,33,7,0,0,184,11,5,7,7,9,7,4,0,0,46,0,0,5,0,3,3,0,0,0,14,3,0,0,0,0,0,0,0,0,5,17,19,34,56,65,38,14,3,0,253,3,3,0,0,4,0,0,0,0,14,0,0,0,3,0,0,0,0,0,6,3,3,0,4,3,3,0,0,0,18,16,28,37,57,66,43,14,3,0,271,14,3,4,8,9,18,32,17,3,110,6,0,5,3,12,9,3,0,0,44,43,29,49,70,85,74,46,23,3,418,4,10,16,18,37,20,4,0,0,103,4,5,14,24,20,20,3,0,0,92,0,0,0,0,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,3,6,14,24,44,63,41,6,0,0,204,0,0,0,3,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,8,3,0,3,4,0,3,0,0,0,15
POA6502,4,10,28,44,38,43,11,3,0,180,4,6,0,8,13,8,11,7,0,58,0,0,3,0,4,3,0,0,0,13,3,0,0,0,0,0,0,0,0,5,14,22,34,51,55,52,24,7,0,260,0,0,0,4,6,5,0,0,0,15,0,0,0,3,0,3,0,0,0,4,0,3,0,6,6,6,0,0,0,22,12,21,33,56,59,62,27,6,0,282,41,0,3,0,15,14,57,39,0,174,0,0,5,6,4,9,11,0,0,27,55,21,42,67,80,85,89,53,0,483,3,17,9,17,28,14,7,0,0,93,7,9,7,14,26,24,8,3,0,100,0,0,3,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,7,21,21,33,60,50,16,3,0,208,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,5,0,0,0,5,3,3,3,3,0,5,0,0,0,16
POA6503,10,34,94,74,92,80,35,7,0,434,5,5,17,6,24,18,14,8,0,106,0,4,0,0,8,3,3,0,0,29,0,3,0,3,0,5,0,0,0,14,16,45,110,91,127,112,55,17,0,573,3,3,0,3,4,11,0,0,0,20,0,0,0,0,0,0,0,0,0,3,3,3,0,3,4,11,0,0,0,26,19,45,110,95,127,118,61,17,0,600,32,3,7,15,10,32,71,42,8,219,3,7,18,14,10,22,17,7,5,104,51,58,136,124,150,173,142,62,22,924,3,17,33,43,63,39,11,0,0,212,13,10,44,38,42,38,24,5,0,217,0,0,6,4,4,0,0,0,0,15,3,0,4,3,0,4,0,0,0,16,15,31,86,83,115,84,36,11,0,461,0,0,3,4,3,4,0,0,0,16,3,0,4,0,3,0,0,0,0,10,3,0,3,3,6,4,0,0,0,29
POA6504,0,3,4,4,12,9,0,3,0,36,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,11,14,7,3,0,38,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,8,4,11,14,7,3,0,43,3,0,0,0,0,7,4,3,0,23,0,0,0,0,0,4,0,0,0,7,3,3,11,4,10,22,10,5,0,68,0,3,0,0,4,3,0,0,0,11,0,0,3,3,5,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,12,11,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6505,0,3,9,4,11,7,3,0,0,35,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,13,10,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,6,13,10,4,0,0,41,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,3,3,6,6,13,16,9,6,0,53,0,4,3,3,3,3,0,0,0,15,0,0,3,0,4,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,5,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6506,0,0,8,0,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,20,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,8,4,3,5,7,3,0,28,0,0,3,0,0,3,0,0,0,6,0,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6507,3,15,30,34,38,33,11,6,0,162,0,0,0,0,0,3,11,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,16,27,37,41,35,22,9,0,186,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,18,27,37,41,37,22,9,0,195,6,0,0,0,0,6,11,10,0,36,0,0,8,5,3,3,3,3,0,15,14,18,33,41,43,49,33,19,3,247,0,7,4,15,16,16,3,0,0,66,0,0,6,17,14,9,7,0,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,18,30,30,25,15,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6509,0,0,6,16,14,8,3,3,0,48,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,17,8,4,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,17,8,4,5,0,56,3,0,0,0,4,5,5,3,0,15,0,0,3,7,8,3,8,6,0,33,4,0,11,22,29,14,12,12,0,109,0,0,6,0,13,0,0,0,0,20,0,0,0,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,4,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6510,9,35,77,77,91,78,27,3,0,402,11,17,3,3,3,11,15,11,0,66,0,0,0,0,5,4,4,0,0,21,0,0,3,3,3,0,0,0,0,11,22,48,85,85,103,97,41,10,0,501,0,7,4,8,0,8,0,0,0,23,0,0,0,0,0,0,0,0,0,7,3,10,5,8,0,7,0,0,0,31,23,57,91,93,104,107,41,10,0,534,23,11,8,13,16,23,58,42,16,200,9,3,4,12,20,15,10,7,0,72,53,69,104,118,136,138,108,57,16,804,3,11,38,41,50,41,12,0,0,191,9,9,28,33,44,31,20,0,0,180,0,3,4,0,4,3,0,0,0,20,0,0,0,3,3,0,0,0,0,6,16,20,72,76,98,79,29,5,0,393,0,3,0,6,8,0,0,0,0,18,0,0,3,0,0,0,0,0,0,6,4,5,3,8,10,0,0,0,0,19
POA6511,0,5,16,10,29,9,4,0,0,72,6,3,8,4,4,6,3,0,0,35,0,0,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,10,29,19,33,20,10,3,0,121,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,6,10,32,20,34,23,10,3,0,126,3,0,3,3,3,23,37,14,3,93,0,0,4,5,3,8,3,3,0,31,7,8,41,26,42,48,50,22,5,250,3,3,11,8,15,12,4,0,0,45,0,3,6,9,9,10,3,0,0,39,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,9,23,13,23,24,7,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
