POA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA6229,0,0,0,3,12,12,3,0,0,34,0,0,0,3,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,10,14,14,9,0,0,48,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,3,11,18,14,9,0,0,50,3,3,0,0,8,4,12,7,0,32,0,0,3,0,4,3,0,3,0,12,8,7,8,8,26,18,17,4,0,104,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,7,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
POA6230,181,611,1606,1791,1856,1240,181,8,0,7482,362,172,287,254,226,318,201,21,3,1851,15,22,66,82,115,82,23,6,0,416,24,17,47,39,41,13,12,3,0,196,589,824,1998,2171,2246,1653,421,45,5,9948,59,109,163,140,131,106,6,0,0,713,96,44,25,22,11,36,15,0,0,243,151,146,188,160,144,145,23,0,0,958,735,970,2188,2334,2387,1793,446,42,7,10899,622,173,309,305,345,589,1286,748,275,4658,85,94,208,193,213,181,146,86,32,1242,1449,1233,2707,2834,2945,2563,1877,879,313,16802,92,396,858,760,1024,626,61,0,0,3803,493,332,751,1062,1098,799,189,18,5,4753,18,24,104,63,76,88,16,0,0,396,13,17,22,26,23,17,3,0,0,123,619,767,1740,1913,2222,1533,266,15,5,9078,34,61,85,86,72,27,3,0,0,363,95,35,101,82,59,47,6,0,0,432,126,92,188,169,131,78,12,0,0,797
POA6232,52,184,533,501,458,288,43,0,0,2066,96,49,62,46,37,51,22,7,0,372,3,16,31,26,29,28,8,0,0,139,4,8,9,9,11,6,0,0,0,52,155,259,635,586,536,377,71,6,0,2631,14,27,46,15,28,23,4,0,0,154,22,0,11,4,4,5,0,0,0,45,39,30,51,22,32,29,3,0,0,207,195,290,689,612,568,404,73,6,0,2833,142,21,38,30,47,105,325,224,80,1016,19,19,39,57,46,39,34,28,16,294,349,334,759,698,659,556,435,252,99,4145,35,121,213,140,212,118,8,0,0,843,143,90,255,328,273,163,31,4,0,1283,3,6,30,23,15,18,0,0,0,102,8,0,13,3,5,8,0,3,0,35,187,223,512,494,505,305,35,4,0,2263,3,14,15,9,18,15,0,0,0,77,19,6,30,18,15,12,3,0,0,96,23,25,42,35,35,25,3,0,0,179
POA6233,99,261,765,885,892,548,68,0,0,3508,145,71,98,82,74,100,66,11,0,652,6,5,38,42,56,54,5,0,0,219,3,3,17,21,13,5,0,0,0,70,250,345,919,1027,1031,708,141,15,0,4440,44,42,61,60,55,44,0,0,0,306,49,12,5,11,13,12,3,0,0,100,88,49,68,70,65,55,8,0,0,409,347,396,986,1092,1098,767,144,15,0,4841,282,36,39,75,79,257,578,272,66,1671,41,14,81,90,110,80,72,31,3,523,665,452,1107,1259,1289,1098,794,314,66,7041,47,149,324,357,437,220,19,0,0,1547,236,109,367,538,489,343,80,4,0,2162,16,13,53,31,31,39,3,0,0,186,5,7,17,12,17,11,0,0,0,72,305,274,758,938,964,613,108,4,0,3967,14,20,33,30,34,23,0,0,0,147,34,16,36,37,26,34,4,0,0,191,48,34,65,69,63,54,4,0,0,340
POA6236,15,28,35,88,134,83,15,3,0,398,23,8,6,5,16,24,27,5,0,110,0,0,6,3,3,14,0,0,0,28,0,0,3,0,0,3,3,0,0,13,37,38,50,100,153,122,42,6,0,550,4,4,12,0,7,3,0,0,0,24,0,0,3,0,0,0,0,0,0,6,10,6,8,0,5,0,0,0,0,36,47,41,62,100,160,129,43,6,0,588,38,0,4,3,13,35,64,31,5,199,12,3,4,6,6,16,13,3,0,63,92,49,67,108,185,178,116,44,12,845,14,16,22,30,60,33,5,0,0,181,31,17,19,52,75,68,20,3,0,285,4,0,4,3,10,10,0,0,0,25,0,0,0,0,0,0,0,0,0,6,44,29,48,80,143,115,26,6,0,494,0,3,0,0,6,0,0,0,0,11,4,0,7,5,0,3,0,0,0,20,4,3,7,5,4,3,0,0,0,28
POA6237,21,19,69,108,127,114,17,4,0,475,14,4,7,16,24,39,20,0,0,122,0,3,3,7,12,15,0,0,0,36,0,0,0,0,0,0,0,0,0,8,31,30,84,131,155,166,41,4,0,645,6,4,3,6,3,9,0,0,0,27,3,0,0,0,0,0,3,0,0,5,8,8,3,6,3,9,3,0,0,35,42,30,84,133,160,173,44,4,0,681,36,3,4,11,17,43,95,33,15,255,0,3,6,4,13,13,8,3,3,51,83,34,101,148,184,232,146,42,16,986,6,16,30,49,79,61,8,0,0,256,32,5,41,63,73,78,7,0,0,306,0,0,6,3,9,11,0,0,0,23,0,0,0,3,0,0,0,0,0,10,38,24,72,117,166,149,20,3,0,594,0,0,3,3,0,0,0,0,0,8,7,0,3,0,3,3,0,0,0,22,7,0,5,6,7,5,0,0,0,28
POA6239,24,38,118,149,174,157,34,10,0,700,21,7,27,34,35,42,30,4,0,200,3,3,10,14,18,17,10,0,0,66,0,6,5,5,8,3,0,0,0,24,46,54,160,201,230,210,76,17,3,991,10,5,10,16,8,11,0,0,0,60,5,0,3,3,3,4,0,0,0,19,12,11,15,15,15,16,0,0,0,82,52,60,173,215,247,230,76,17,3,1068,74,12,10,10,23,77,176,99,27,511,3,10,8,22,30,31,40,11,4,158,133,78,193,249,296,335,289,123,31,1740,14,25,57,72,99,78,14,0,0,366,35,19,48,94,115,102,24,5,0,442,0,4,3,5,10,9,3,0,0,37,0,0,3,5,4,5,0,0,0,12,46,44,116,175,232,192,43,7,0,860,0,0,3,6,9,6,0,0,0,21,4,4,5,6,5,9,0,0,0,25,4,5,8,9,12,10,0,0,0,49
POA6240,0,0,0,0,7,4,3,0,0,20,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,14,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,14,4,0,0,38,0,0,0,0,3,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,4,5,10,19,11,6,0,55,0,0,3,0,3,0,3,0,0,9,0,0,0,0,4,4,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,10,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6243,0,0,0,0,3,3,4,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,17,3,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,3,10,3,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6244,0,11,32,68,65,57,23,8,0,260,0,0,3,9,14,15,17,9,0,71,0,0,0,5,7,3,0,0,0,23,0,0,0,3,0,3,0,0,0,11,4,10,38,85,84,82,43,14,0,355,0,3,0,4,3,3,0,0,0,14,0,0,0,0,0,6,0,0,0,4,0,3,0,4,3,10,0,0,0,18,4,14,38,90,85,86,43,14,0,374,15,3,3,3,16,27,54,29,12,174,0,0,0,0,9,13,7,7,0,44,23,13,39,94,113,130,104,51,16,591,0,4,15,30,20,25,11,0,0,112,10,4,15,30,44,25,22,3,0,149,0,0,4,4,0,10,0,0,0,23,0,0,0,0,0,0,0,0,0,5,8,11,40,65,67,62,38,4,0,288,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,16
POA6251,0,0,15,12,19,17,4,0,0,75,0,4,0,4,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,13,16,24,17,14,0,0,93,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,3,3,17,17,25,17,11,0,0,98,4,0,3,0,9,9,15,3,3,47,0,3,4,0,0,4,3,0,0,21,16,6,25,19,32,34,31,3,3,173,0,0,3,6,10,7,0,0,0,30,5,0,3,6,8,6,3,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,8,14,18,17,8,0,0,70,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA6252,3,0,3,3,10,12,0,0,0,29,4,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,11,16,0,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,3,3,10,14,0,0,0,44,0,0,0,3,0,3,6,6,0,14,0,0,5,0,3,0,4,0,0,7,8,0,4,9,16,15,15,6,0,68,0,0,0,0,3,3,0,0,0,6,0,0,3,3,6,4,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,9,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
POA6253,0,5,8,14,22,30,9,0,0,93,0,0,0,3,4,6,10,0,0,26,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,4,0,0,0,3,3,5,12,24,23,44,19,0,0,133,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,8,3,6,20,25,25,40,19,0,0,137,6,0,3,0,3,14,41,16,4,93,0,0,0,3,4,4,4,3,0,21,13,4,21,28,30,62,66,18,3,255,3,0,3,8,9,22,3,0,0,43,4,3,10,8,16,27,16,0,0,75,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,8,3,10,10,29,58,16,0,0,130,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9
POA6254,5,4,9,6,27,14,6,0,0,70,0,0,5,3,0,3,0,0,0,11,0,0,0,0,3,0,0,0,0,6,5,0,0,0,0,0,0,0,0,3,8,3,11,15,32,18,4,0,0,94,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,10,11,6,18,14,32,22,5,0,0,102,7,3,4,3,5,15,25,17,6,91,0,0,3,0,3,0,0,0,0,11,23,8,20,22,36,44,34,17,6,203,0,0,4,3,7,8,0,0,0,28,9,0,7,4,9,7,0,0,0,39,0,0,0,0,0,5,3,0,0,7,0,0,0,5,0,0,0,0,0,4,13,0,13,8,19,16,5,0,0,75,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,8
POA6255,33,31,75,111,152,131,35,8,0,577,12,3,15,24,36,62,41,8,0,200,0,0,3,12,14,4,6,0,0,38,0,0,0,3,3,4,0,3,0,17,43,34,93,146,211,198,86,18,0,833,0,4,3,8,9,6,3,0,0,36,4,0,7,3,0,7,3,0,0,21,5,4,10,10,9,15,6,0,0,51,49,42,103,157,218,210,94,18,0,886,57,5,7,17,26,79,220,94,23,527,6,0,12,19,25,28,29,11,4,135,109,47,125,192,273,319,341,132,26,1557,14,15,28,55,84,68,12,0,0,279,32,19,33,119,104,121,37,3,0,468,0,0,7,4,7,13,3,0,0,37,0,0,0,0,3,0,4,0,0,14,44,34,71,171,203,203,58,4,0,793,3,0,0,0,6,4,0,0,0,22,0,0,3,11,3,7,0,0,0,31,3,0,8,10,15,13,0,0,0,50
POA6256,3,8,6,21,22,17,3,3,0,81,7,0,3,0,4,9,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,11,8,12,21,26,30,7,5,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,14,19,26,31,7,5,0,124,0,0,0,0,0,11,4,6,0,34,0,0,3,3,0,3,0,3,0,10,13,8,16,23,28,44,19,20,0,163,0,4,3,11,7,11,3,0,0,38,3,0,0,18,22,7,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,27,31,20,5,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
