region_id,Australia_M,Australia_F,Australia_P,Bosnia_Herzegovina_M,Bosnia_Herzegovina_F,Bosnia_Herzegovina_P,Cambodia_M,Cambodia_F,Cambodia_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Frmr_Yug_Repc_Mac_FYROM_M,Frmr_Yug_Repc_Mac_FYROM_F,Frmr_Yug_Repc_Mac_FYROM_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_Tot,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Malta_M,Malta_F,Malta_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africa_P,South_Eastern_Europe_nfd_M,South_Eastern_Europe_nfd_F,South_Eastern_Europe_nfd_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Thailand_M,Thailand_F,Thailand_P,Turkey_M,Turkey_F,Turkey_P,UK_Channel_Islands_Isle_Man_M,UK_Channel_Islands_Isle_Man_F,UK_Channel_Islands_Isle_Man_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,Tot_M,Tot_F,Tot_P
POA6284,642,588,1230,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,23,16,39,3,3,6,0,0,0,0,4,4,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,52,59,111,3,3,6,0,0,0,14,22,36,79,57,136,832,773,1605
POA6285,2718,2678,5396,0,0,0,0,0,0,4,16,20,3,3,6,4,0,4,0,0,0,0,0,0,0,0,0,23,31,54,0,0,0,9,9,18,6,7,13,4,5,9,5,0,5,16,15,31,12,12,24,5,16,21,13,11,24,0,0,0,3,4,7,0,0,0,15,16,31,124,119,243,21,29,50,0,0,0,5,6,11,25,28,53,0,0,0,3,7,10,0,4,4,3,0,3,295,357,652,18,26,44,5,3,8,94,105,199,313,274,587,3746,3781,7527
POA6286,213,197,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,0,6,6,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,32,25,57,0,0,0,0,0,0,14,7,21,32,19,51,309,271,580
POA6288,148,134,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,24,48,4,4,8,0,0,0,0,3,3,17,14,31,203,202,405
POA6290,606,613,1219,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,18,21,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,9,30,15,45,0,0,0,0,0,0,3,0,3,3,4,7,0,0,0,0,0,0,0,4,4,0,0,0,89,95,184,5,7,12,0,0,0,15,17,32,44,43,87,817,831,1648
POA6302,1278,1290,2568,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,6,11,17,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,5,8,13,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32,59,44,103,3,7,10,0,0,0,0,5,5,9,13,22,0,0,0,3,0,3,0,0,0,0,0,0,158,171,329,5,5,10,4,0,4,16,19,35,122,95,217,1695,1700,3395
POA6304,629,597,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,8,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,5,9,12,14,26,5,4,9,0,0,0,0,0,0,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,71,71,142,0,0,0,0,0,0,19,20,39,45,34,79,809,757,1566
POA6306,386,388,774,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,4,7,8,7,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,25,26,51,0,0,0,0,0,0,3,3,6,33,25,58,473,462,935
POA6308,673,621,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,5,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,3,14,22,36,0,3,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,58,59,117,0,4,4,0,0,0,10,16,26,45,41,86,818,783,1601
POA6309,111,108,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27,0,0,0,0,0,0,0,0,0,3,6,9,133,132,265
POA6311,249,255,504,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,17,0,4,4,0,0,0,0,4,4,4,3,7,4,0,4,0,0,0,0,0,0,0,0,0,15,17,32,0,0,0,0,0,0,0,0,0,13,9,22,299,304,603
POA6312,1993,2037,4030,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21,5,0,5,0,3,3,4,11,15,0,0,0,0,0,0,6,10,16,11,9,20,0,3,3,0,3,3,0,0,0,4,3,7,0,0,0,9,3,12,42,47,89,11,21,32,9,10,19,3,3,6,31,24,55,0,0,0,0,4,4,0,3,3,0,0,0,109,123,232,9,3,12,5,5,10,46,39,85,128,106,234,2443,2485,4928
POA6313,152,152,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,3,6,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,16,27,0,0,0,0,0,0,0,0,0,5,6,11,184,182,366
POA6315,751,723,1474,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,0,3,0,0,0,3,0,3,0,3,3,0,0,0,4,3,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,42,35,77,0,5,5,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,63,62,125,3,4,7,5,0,5,6,17,23,47,39,86,940,907,1847
POA6316,191,171,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,18,28,0,0,0,0,0,0,0,5,5,11,4,15,221,198,419
POA6317,1570,1586,3156,3,0,3,0,0,0,0,10,10,49,42,91,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17,0,0,0,0,3,3,4,9,13,6,8,14,0,0,0,0,0,0,16,6,22,0,0,0,4,0,4,0,0,0,7,9,16,0,0,0,8,6,14,58,80,138,5,6,11,0,0,0,7,11,18,16,16,32,3,0,3,0,0,0,14,23,37,0,0,0,71,82,153,6,3,9,3,4,7,117,92,209,110,93,203,2083,2100,4183
POA6318,97,96,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26,0,0,0,0,0,0,0,3,3,0,0,0,116,116,232
POA6320,397,383,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,13,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,0,3,0,0,0,10,18,28,0,3,3,3,0,3,0,3,3,32,24,56,454,450,904
POA6321,106,99,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,7,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23,0,0,0,0,0,0,0,3,3,8,4,12,140,129,269
POA6322,200,185,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,35,0,0,0,0,0,0,0,3,3,16,7,23,241,217,458
POA6323,369,353,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,9,18,27,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,59,122,0,0,0,0,0,0,10,13,23,29,39,68,496,489,985
POA6324,1154,1149,2303,0,0,0,0,0,0,0,3,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,15,14,29,0,0,0,3,0,3,0,3,3,3,0,3,0,0,0,3,0,3,3,0,3,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,3,13,16,28,26,54,3,11,14,0,5,5,0,0,0,12,15,27,0,0,0,3,0,3,0,0,0,0,0,0,117,158,275,4,3,7,0,0,0,52,50,102,82,73,155,1495,1529,3024
POA6326,197,169,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,7,0,7,0,0,0,0,0,0,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,28,32,60,4,3,7,0,0,0,0,4,4,16,12,28,267,239,506
POA6327,131,109,240,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30,3,0,3,0,0,0,3,3,6,0,0,0,160,136,296
POA6328,183,176,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,10,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,15,3,18,0,0,0,0,0,0,3,0,3,17,7,24,229,200,429
POA6330,12250,12780,25030,0,0,0,0,0,0,29,37,66,14,33,47,3,11,14,4,0,4,4,0,4,4,0,4,84,126,210,6,4,10,4,11,15,42,43,85,61,22,83,3,3,6,30,31,61,80,76,156,9,18,27,6,5,11,0,0,0,21,23,44,6,7,13,149,144,293,310,275,585,194,244,438,22,27,49,12,14,26,139,146,285,10,3,13,7,11,18,14,32,46,0,0,0,1418,1618,3036,47,50,97,10,8,18,429,254,683,767,677,1444,16188,16733,32921
POA6333,1814,1869,3683,0,0,0,0,0,0,3,12,15,3,3,6,0,8,8,0,0,0,0,0,0,0,0,0,16,35,51,0,0,0,3,0,3,9,5,14,3,3,6,0,0,0,8,5,13,3,3,6,3,3,6,0,0,0,0,0,0,8,9,17,0,0,0,19,21,40,59,53,112,0,4,4,3,5,8,3,3,6,32,29,61,0,0,0,3,3,6,0,0,0,3,0,3,338,365,703,16,21,37,0,4,4,60,55,115,145,122,267,2554,2640,5194
POA6335,378,362,740,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19,0,3,3,0,0,0,4,3,7,20,17,37,424,414,838
POA6336,114,92,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,4,4,5,4,9,134,114,248
POA6337,221,189,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,16,33,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,10,4,14,260,221,481
POA6338,356,268,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,15,31,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28,0,0,0,0,0,0,4,3,7,23,27,50,420,333,753
POA6341,131,104,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,0,0,0,0,0,0,0,0,0,3,7,10,151,123,274
POA6343,119,103,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,0,3,125,112,237
POA6346,337,238,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,36,11,47,0,3,3,0,0,0,3,0,3,3,4,7,0,0,0,3,0,3,0,0,0,0,0,0,27,20,47,0,0,0,0,0,0,4,3,7,21,7,28,446,289,735
POA6348,553,490,1043,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,0,3,0,0,0,4,3,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,5,21,20,41,0,5,5,0,0,0,0,0,0,16,20,36,0,0,0,0,0,0,0,0,0,0,0,0,41,45,86,0,0,0,3,0,3,10,16,26,67,57,124,733,664,1397
POA6350,74,72,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,12,0,3,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,0,0,0,0,0,0,0,0,0,6,7,13,105,94,199
POA6352,196,164,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,0,0,0,13,7,20,221,185,406
POA6353,320,290,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,14,13,27,7,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29,0,0,0,0,0,0,0,0,0,17,13,30,379,346,725
POA6355,380,329,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,18,38,7,0,7,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,16,19,35,0,4,4,0,0,0,6,5,11,22,6,28,464,392,856
POA6358,119,96,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,4,4,8,126,114,240
POA6359,231,154,385,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,15,8,23,0,0,0,0,0,0,5,0,5,52,8,60,330,191,521
POA6365,279,253,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,34,4,0,4,0,0,0,0,12,12,9,7,16,315,296,611
POA6367,119,116,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,0,0,0,0,0,0,4,3,7,6,8,14,139,143,282
POA6368,97,69,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,101,79,180
POA6369,255,253,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,4,15,0,3,3,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,12,19,31,0,0,0,0,3,3,4,4,8,23,20,43,313,316,629
POA6370,237,239,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,0,3,3,0,0,0,3,4,7,13,17,30,273,284,557
POA6373,123,90,213,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,3,3,0,3,3,129,110,239
POA6375,351,354,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9,8,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,20,42,0,0,0,0,0,0,3,5,8,20,14,34,414,415,829
POA6383,440,469,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,28,34,62,0,0,0,0,0,0,6,5,11,22,16,38,505,538,1043
POA6386,115,113,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,3,3,5,4,9,129,126,255
POA6390,850,627,1477,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,20,15,35,0,0,0,6,3,9,3,0,3,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,9,3,12,61,35,96,0,12,12,0,0,0,3,0,3,10,4,14,3,0,3,0,0,0,0,0,0,0,0,0,69,41,110,0,5,5,0,0,0,33,12,45,308,68,376,1388,837,2225
POA6391,420,371,791,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,3,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,3,0,0,0,24,23,47,0,0,0,0,0,0,0,5,5,17,24,41,476,438,914
POA6392,221,200,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,5,4,9,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,0,0,0,0,0,0,0,3,3,8,11,19,256,234,490
POA6393,177,159,336,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14,0,0,0,0,0,0,0,3,3,7,8,15,197,185,382
POA6394,189,172,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22,0,0,0,0,0,0,0,0,0,8,6,14,210,198,408
