POA_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,73,142,106,68,93,16,9,518,8,8,11,7,3,0,0,35,0,4,0,0,3,3,0,12,152,312,247,178,253,73,27,1236,19,22,12,0,9,0,0,68,13,36,27,7,6,0,0,93,37,58,41,11,16,0,0,168,189,372,287,190,269,72,33,1407,261,281,108,55,47,11,3,755,4,13,3,3,4,0,0,26,449,663,394,249,314,86,30,2185
POA6070,0,12,9,3,3,0,0,30,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,19,16,13,14,8,0,82,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,24,15,13,14,8,0,87,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,17,28,18,13,22,5,3,103
POA6071,4,10,4,3,4,3,0,37,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,7,14,14,8,13,11,0,69,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,4,18,15,8,14,11,0,75,0,5,3,3,0,0,0,19,0,0,0,0,0,0,0,0,8,23,18,13,19,16,0,90
POA6072,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,17
POA6073,3,15,9,0,3,0,0,35,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,13,17,5,22,10,0,70,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,11,13,20,5,18,10,0,77,11,12,7,5,5,0,0,37,0,0,0,0,0,0,0,0,22,23,21,9,27,10,0,112
POA6074,0,3,3,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,3,4,3,8,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,5,3,4,3,8,34,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,10,10,7,5,3,3,8,42
POA6076,19,46,34,22,36,28,8,192,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,28,91,67,59,125,51,32,453,0,0,4,7,7,0,0,20,0,5,3,7,0,0,0,21,3,5,8,7,5,0,3,41,32,102,81,69,136,50,28,491,36,36,25,21,13,3,3,146,0,0,0,0,0,0,0,3,64,136,106,92,151,58,34,642
POA6077,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,3,0,3,3,7,5,3,21
POA6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,19
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,3,8,8,5,16,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,14,11,27,5,3,79,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,7,0,0,0,0,0,0,10,5,12,17,14,27,5,3,87,7,16,10,3,0,0,0,42,0,0,0,0,0,0,0,0,18,34,26,20,28,6,0,130
POA6082,10,10,6,11,8,7,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,11,27,22,8,0,87,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,5,0,0,9,8,15,11,27,28,8,0,94,15,26,9,4,7,0,0,56,0,0,0,0,0,0,0,0,25,39,20,26,33,5,0,151
POA6083,3,16,3,4,11,0,0,37,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,19,5,10,17,7,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,5,12,17,7,0,63,9,3,4,4,0,3,0,18,0,0,0,0,0,0,0,0,16,18,10,12,17,5,0,80
POA6084,11,16,16,13,13,7,3,76,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,29,35,30,31,9,3,161,5,0,0,0,0,0,0,3,3,3,0,0,7,0,0,17,4,3,0,3,7,0,0,17,22,38,35,36,35,9,3,177,29,32,15,6,8,0,0,89,0,0,0,0,0,0,0,0,45,64,48,44,41,16,7,270
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,15,33,12,8,16,15,7,102,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,32,58,25,22,33,26,13,215,4,3,3,3,3,3,0,19,0,6,7,0,0,0,3,17,5,11,11,3,5,4,3,34,32,69,33,28,41,29,10,248,17,20,5,5,6,9,9,66,0,0,0,0,0,0,0,0,48,89,38,33,45,39,22,313
POA6101,31,36,31,18,31,7,7,148,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,5,45,67,55,35,63,31,15,311,0,11,4,3,4,7,0,29,12,12,8,3,3,0,0,34,16,18,12,6,8,5,0,65,63,88,69,39,72,34,16,382,36,35,17,12,21,12,3,136,0,0,0,0,0,0,0,0,100,123,87,54,91,45,17,517
POA6102,16,17,17,15,15,5,3,89,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,19,28,33,29,35,17,15,175,3,9,3,0,3,3,0,16,3,3,0,3,0,4,0,11,5,11,3,4,5,3,0,29,30,34,37,28,36,19,15,207,45,42,12,13,16,3,6,135,3,0,0,0,0,0,0,9,80,77,48,39,57,29,17,351
POA6103,9,16,8,7,4,4,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,16,11,22,8,8,123,3,4,3,3,4,3,0,19,0,4,4,0,3,3,0,20,4,13,6,3,10,5,0,40,27,42,22,15,27,18,15,167,31,38,12,5,9,0,3,106,3,3,3,0,0,0,0,7,65,84,40,19,40,18,16,274
POA6104,17,34,27,21,20,11,9,146,0,0,3,3,4,0,0,15,0,0,0,3,0,0,0,6,32,76,53,42,51,26,21,298,0,3,0,3,3,0,0,11,9,14,3,0,3,0,0,29,9,18,11,3,8,0,0,44,37,97,64,46,58,27,23,347,57,50,26,22,13,0,3,171,3,7,0,3,0,0,0,13,97,148,92,72,75,28,27,528
POA6105,17,49,23,20,26,12,4,151,5,0,0,0,0,0,0,4,0,3,0,0,7,0,0,8,38,72,41,44,57,24,19,297,5,11,3,0,9,0,0,34,3,10,3,7,4,4,3,37,8,28,10,6,12,9,3,64,46,103,52,45,67,31,20,360,83,74,33,19,16,4,0,238,0,0,0,0,0,0,0,3,125,172,91,70,81,41,21,604
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,55,111,64,46,64,23,17,382,10,8,4,5,5,0,0,36,0,3,3,3,0,3,0,13,109,190,122,108,164,71,50,811,8,19,15,6,13,5,0,69,6,22,11,5,7,0,0,65,17,45,22,13,22,10,0,128,126,233,149,125,187,76,51,942,166,171,90,58,61,22,27,596,0,7,0,0,0,0,0,12,295,409,235,185,243,97,71,1545
POA6108,19,61,40,28,44,13,8,217,7,7,3,0,3,0,0,17,5,0,0,0,8,0,0,11,52,111,99,65,108,43,21,498,8,13,8,7,5,3,3,47,11,21,16,8,3,3,0,63,17,38,28,13,5,3,3,111,68,150,125,82,114,44,25,611,108,97,55,21,41,13,6,346,3,5,3,0,0,0,0,12,188,253,181,105,152,61,35,972
POA6109,23,31,18,16,26,3,3,116,0,4,0,0,4,0,0,9,3,0,0,0,0,0,0,3,45,59,43,32,47,23,9,250,3,10,5,3,3,3,0,33,12,16,8,0,5,0,0,40,9,29,17,4,11,3,0,72,54,84,62,34,57,27,5,328,84,86,52,25,32,14,3,290,7,3,0,0,0,0,0,9,144,172,108,60,92,38,9,627
POA6110,78,146,105,51,96,26,9,515,3,3,3,3,3,0,3,21,3,8,0,3,3,3,0,20,147,266,193,118,208,58,37,1030,14,27,14,19,16,5,0,95,28,38,21,14,10,3,0,119,46,67,41,31,23,9,0,211,184,336,230,151,235,69,36,1240,274,276,121,85,80,25,8,861,8,7,4,0,0,0,0,23,472,624,355,233,312,88,42,2131
POA6111,43,74,50,44,59,11,8,280,8,8,3,3,6,0,0,36,0,0,4,3,0,0,0,11,77,133,84,95,135,39,24,589,3,13,9,9,15,0,0,55,11,19,8,9,8,0,0,57,23,32,20,17,17,3,0,112,95,165,105,116,152,44,22,707,127,136,59,34,45,4,3,412,0,0,0,0,0,0,0,3,226,298,164,144,205,52,30,1115
POA6112,131,235,140,94,127,26,14,761,18,14,9,5,9,3,0,44,0,3,3,0,0,0,0,14,227,410,270,174,253,65,41,1442,17,46,26,21,22,5,3,144,27,55,28,14,16,6,0,151,48,103,58,38,39,9,3,286,272,514,321,218,293,78,42,1733,446,334,140,97,92,25,9,1148,15,4,0,3,4,0,0,28,735,856,466,317,382,104,52,2909
POA6121,0,4,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,4,12,4,3,45,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,3,15,6,4,9,4,3,52,10,7,0,10,0,0,0,24,0,0,0,0,0,0,0,0,10,21,7,11,11,4,6,77
POA6122,47,82,44,31,30,8,0,251,3,4,0,3,3,0,0,15,0,0,3,0,5,0,0,9,76,157,84,67,70,9,5,469,9,8,7,3,6,0,3,32,15,13,14,7,4,0,0,44,25,19,15,9,8,0,3,75,99,175,101,71,81,16,9,545,82,68,33,26,16,3,7,233,3,4,0,0,0,0,0,13,181,251,133,98,101,16,12,792
POA6123,0,0,4,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,3,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,6,0,7,0,3,23,6,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,4,12,4,3,3,0,3,35
POA6124,5,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,3,3,3,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,12,7,3,4,0,0,39,4,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,7,12,7,3,10,0,0,42
POA6125,0,10,7,0,5,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,3,10,0,3,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,7,3,16,15,4,9,0,3,49,5,10,5,4,3,0,0,27,0,0,0,0,0,0,0,0,6,22,18,11,13,0,3,68
POA6126,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA6147,17,38,28,16,30,8,9,140,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,33,78,59,36,73,26,18,326,0,7,6,4,3,3,0,26,10,16,8,3,8,0,0,42,10,24,12,7,7,5,0,66,42,102,68,47,83,29,24,395,84,82,41,21,28,9,6,277,0,0,0,0,3,0,0,3,123,185,113,67,114,39,25,674
POA6148,17,40,40,26,42,15,14,189,0,7,6,4,0,3,0,16,0,0,0,0,3,0,0,3,28,79,83,65,91,41,26,418,0,0,6,8,8,3,0,26,0,0,3,0,3,0,0,12,0,3,5,8,13,3,0,32,28,86,87,71,106,44,26,451,42,29,22,23,20,17,10,152,3,0,0,0,0,0,0,3,74,112,110,88,126,60,32,608
POA6149,18,29,28,19,23,18,8,148,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,4,30,71,64,38,73,49,22,352,0,0,4,3,3,0,0,15,8,4,0,3,3,0,0,18,8,4,3,7,9,5,0,34,36,75,70,42,77,52,29,381,27,42,14,13,18,8,3,122,0,0,0,3,0,0,0,4,59,115,88,58,92,60,32,507
POA6150,9,17,20,13,22,13,6,105,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,5,15,42,41,37,52,29,18,235,0,0,0,0,3,0,0,8,0,0,3,4,3,4,0,14,0,0,3,6,5,4,0,21,21,43,48,46,56,33,18,258,10,17,17,9,21,7,6,90,0,0,0,0,0,0,0,0,28,62,62,53,80,41,23,350
POA6151,16,25,18,10,26,13,9,120,3,0,0,0,0,5,3,8,0,0,0,0,0,0,0,3,27,44,46,26,42,24,15,233,0,3,3,7,3,4,0,25,3,3,0,0,0,0,0,10,8,12,4,7,5,4,0,33,35,55,48,30,50,33,15,268,21,29,20,15,20,16,8,130,0,0,0,0,0,0,0,7,59,91,70,45,71,43,27,407
POA6152,39,55,47,16,39,23,5,223,3,0,0,0,3,0,0,7,0,0,0,0,4,0,0,6,50,101,81,58,103,78,40,505,0,10,6,3,9,3,0,31,3,10,3,3,4,0,0,27,3,16,10,3,12,3,0,58,56,117,96,62,121,80,40,563,56,64,37,22,40,17,11,253,0,4,3,0,0,0,0,9,107,191,136,83,159,102,53,830
POA6153,19,27,25,17,40,20,6,155,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,38,51,67,45,84,63,26,384,0,3,3,0,4,6,0,15,4,8,4,0,3,0,0,22,4,8,8,0,10,6,0,35,44,67,75,52,94,62,26,422,36,41,14,18,34,12,9,161,0,0,0,0,0,0,0,4,75,103,92,71,126,79,37,584
POA6154,12,35,33,23,22,10,7,132,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,12,47,45,35,67,23,17,246,3,0,0,0,0,0,0,10,3,4,3,0,0,0,0,12,5,11,5,0,3,0,0,24,20,52,54,36,65,25,12,269,7,17,13,5,9,5,0,48,0,0,0,0,0,0,0,3,29,65,63,45,73,33,14,322
POA6155,42,112,97,70,104,45,41,513,3,3,3,0,11,4,0,32,0,0,0,0,0,0,0,3,86,214,199,175,291,127,76,1176,8,17,3,8,7,6,4,53,15,28,14,11,9,0,3,75,20,41,19,18,20,6,5,126,111,259,217,195,304,139,78,1302,113,99,75,45,66,44,32,477,0,0,0,0,3,0,0,5,221,364,286,238,378,182,112,1785
POA6156,16,56,35,35,34,8,15,198,3,0,3,0,0,0,0,7,3,0,0,0,5,0,0,12,33,84,77,82,85,31,29,423,8,0,0,0,6,4,0,18,3,7,6,9,3,0,3,20,10,5,9,9,8,4,3,44,36,91,82,90,95,33,31,463,41,61,30,29,36,19,9,219,0,0,3,0,0,0,0,3,76,156,111,117,128,56,39,685
POA6157,20,54,43,34,26,12,5,194,3,4,4,0,0,0,0,14,3,0,0,0,0,0,0,3,36,91,73,60,84,35,23,402,0,3,3,0,5,0,0,14,3,9,8,4,4,0,0,21,3,7,10,4,9,3,0,31,36,98,86,63,89,34,22,433,31,32,10,10,8,4,3,93,0,0,0,0,0,0,0,0,72,129,94,73,99,41,25,534
POA6158,7,19,13,17,23,5,0,89,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,15,34,34,29,35,13,7,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,15,34,37,29,40,17,10,183,7,8,4,8,8,0,0,37,0,0,0,0,0,0,0,3,24,45,43,37,48,16,11,222
POA6159,3,6,8,3,7,5,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,19,4,14,3,5,67,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,4,4,3,0,0,0,0,0,6,6,16,15,9,14,4,5,77,5,4,6,0,5,0,0,20,0,0,0,0,0,0,0,0,10,24,24,9,16,4,5,97
POA6160,11,18,14,11,13,6,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,23,20,38,20,6,145,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,9,3,3,3,0,0,0,0,11,12,27,24,23,38,15,6,157,29,16,6,7,7,3,0,73,0,0,0,0,0,0,0,0,44,46,32,34,46,21,6,227
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,17,28,19,15,19,14,5,114,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,23,46,40,34,52,27,12,227,0,5,0,0,4,0,0,11,3,13,3,3,4,0,0,20,3,19,3,3,10,0,0,32,28,59,46,38,57,29,12,266,27,31,20,13,8,6,3,103,0,0,0,3,0,0,0,3,56,88,68,45,64,32,14,371
POA6163,87,171,112,75,140,47,30,661,9,4,3,5,8,3,0,25,4,3,0,4,0,0,0,17,143,267,202,166,258,109,65,1210,5,12,13,13,12,3,0,59,20,34,17,5,13,0,0,98,31,50,30,18,23,3,3,157,169,314,238,181,283,116,66,1371,201,197,104,60,73,22,19,676,4,8,5,3,3,0,0,27,377,526,346,243,352,136,83,2071
POA6164,107,206,140,99,119,43,16,727,13,7,7,4,8,0,0,32,11,3,3,3,0,0,0,20,189,365,265,193,280,108,47,1458,13,27,19,9,13,3,0,84,16,47,13,4,6,4,0,92,34,74,37,11,24,5,0,182,223,440,298,207,299,116,47,1636,186,185,85,57,65,23,16,614,0,0,0,8,0,0,0,13,407,624,382,270,368,142,62,2262
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,13,26,14,9,16,4,4,88,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,28,49,23,15,37,16,17,178,0,0,3,4,0,4,0,12,3,3,4,4,0,0,0,19,3,6,9,3,9,3,0,30,33,50,26,24,40,16,18,209,28,24,8,6,12,3,0,79,0,0,0,0,0,0,0,0,58,75,38,31,53,21,18,283
POA6167,53,103,53,30,42,12,7,302,7,3,0,4,5,0,0,20,3,3,0,4,3,0,0,12,92,182,109,75,112,40,22,629,18,34,25,16,16,5,3,119,21,34,22,12,11,0,0,91,40,67,45,25,26,5,0,214,131,249,158,104,140,46,20,850,223,208,93,50,47,21,9,643,4,9,5,3,0,0,0,19,362,461,250,155,190,60,31,1505
POA6168,34,77,63,35,41,10,5,254,4,3,0,4,4,0,3,13,0,9,4,4,0,0,0,14,65,144,117,78,117,22,17,558,18,27,20,10,11,0,0,84,12,13,5,7,3,3,0,47,34,36,24,17,9,3,0,130,97,182,147,96,130,26,20,692,175,149,78,36,52,9,3,512,6,3,0,3,0,0,0,11,278,335,222,135,178,39,23,1213
POA6169,78,139,92,56,75,23,9,472,6,12,10,0,3,0,0,31,3,3,0,0,4,0,0,10,120,240,179,108,176,64,26,916,10,34,8,19,12,3,0,97,13,40,21,8,10,0,0,91,23,80,34,27,24,3,3,184,146,323,211,133,196,65,30,1105,229,231,108,60,58,14,7,710,0,3,0,3,0,0,0,13,379,557,324,191,252,75,37,1816
POA6170,27,55,21,16,16,12,6,149,3,0,0,0,0,0,0,3,0,0,0,0,0,3,4,7,52,93,48,32,44,33,20,323,0,18,6,3,16,4,0,46,15,20,4,3,4,0,0,43,14,36,15,5,14,3,0,87,67,131,62,32,63,32,19,413,117,79,34,23,31,5,0,293,3,7,0,0,0,0,0,8,190,215,101,60,90,41,19,716
POA6171,70,121,72,45,55,11,0,376,14,11,0,3,3,0,0,30,0,0,0,0,4,0,0,11,122,224,145,91,138,30,17,770,19,29,6,5,4,0,0,66,18,25,10,6,4,0,0,61,33,56,20,12,11,3,0,128,157,278,167,97,151,34,19,897,182,155,64,29,27,6,3,457,3,0,0,0,0,0,0,6,341,432,233,126,179,37,20,1366
POA6172,22,75,44,36,29,8,9,220,4,3,4,0,0,3,0,14,0,0,0,0,0,0,0,3,51,132,75,73,76,15,13,441,5,16,13,4,11,3,0,48,7,13,12,8,3,0,0,39,11,29,20,10,11,0,0,87,59,165,96,84,82,21,13,528,136,108,41,39,33,5,3,365,4,0,4,0,0,0,0,12,202,276,140,125,116,23,21,903
POA6173,16,50,33,26,32,3,0,158,6,0,0,0,4,0,0,13,0,0,0,0,4,0,0,7,32,73,46,65,77,17,8,318,9,11,3,0,0,0,0,27,4,11,5,5,3,0,0,33,10,27,14,5,3,3,0,63,44,101,56,68,85,17,8,377,68,53,21,17,8,0,0,165,0,0,0,0,0,0,0,0,117,151,80,84,91,17,9,543
POA6174,3,35,20,18,14,4,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53,34,30,28,7,4,167,0,4,3,0,3,0,0,15,9,8,3,3,0,0,0,20,9,15,7,5,7,0,0,33,16,65,37,39,28,7,4,198,20,20,8,10,10,0,0,74,3,0,0,0,0,0,0,3,37,87,47,47,36,10,4,270
POA6175,7,12,15,13,9,0,0,59,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,10,25,22,22,24,3,0,112,0,0,3,0,0,0,0,3,7,7,0,0,0,0,0,19,6,4,7,6,0,0,0,24,19,33,27,27,24,3,0,130,21,16,10,3,3,3,0,55,0,0,0,0,0,0,0,0,37,51,37,26,29,3,0,186
POA6176,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,19,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,5,12,0,3,3,0,0,25,3,3,5,0,3,0,0,14,0,0,0,0,0,0,0,0,13,14,8,6,8,0,0,44
POA6180,14,19,22,10,11,0,0,78,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,20,34,37,22,24,3,3,151,0,3,0,0,0,0,0,7,3,13,8,0,3,0,0,28,11,17,7,0,3,0,0,33,31,56,45,25,27,3,3,179,30,34,20,12,4,3,4,104,0,0,0,0,0,0,0,0,62,90,65,35,30,4,5,288
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,9
